"business_type","id","name","start_date","physical_address","mailing_address","mailing_city","business_phone","email","owner"
"SERVICE-OTHER","30724","FEDEX OFFICE #1539","2004-05-03T00:00:00.000","3822 NEWBERRY RD, STE. C","PO BOX 8000, ATTN: STACEY JEAN","MONSEY","352-335-9066","STACEY.JEAN@AVALARA.COM","FEDEX  OFFICE AND PRINT SERV. INC."
"REFERENCE OUT OF BUSINESS","41505","LIFE FORCE HEALTH AND WELLNESS LLC","2015-03-22T00:00:00.000","2727B NW 43RD ST, STE 8","2727B NW 43RD ST, STE 8","GAINESVILLE","352-745-7554","DIANNEVOITLE@GMAIL.COM","LIFE FORCE  HEALTH AND WELLNESS LLC"
"REFERENCE OUT OF BUSINESS","43624","FLORIDA TRAINING ACADEMY, LLC","2018-11-15T00:00:00.000","1731 NW 6TH ST, STE E-1","2253 CASSAT AVE","JACKSONVILLE","904-551-0918","EMATHIS@FLTRAINING.COM","FLORIDA   TRAINING ACADEMY, LLC"
"REFERENCE OUT OF BUSINESS","41980","GIANCARLOS, CORDERO","2016-01-04T00:00:00.000","415 SE 9TH PL, APT B","415 SE 9TH PL, APT B","GAINESVILLE",,"MICHELLECOLON@GMAIL.COM","CORP  PAINTING BY CORDERO'S LLC"
"REFERENCE OUT OF BUSINESS","42049","SWF OPERATIONS LLC","2016-02-09T00:00:00.000","25 NW 16TH AVE","7220 WINDSOR DRIVE","ALLENTOWN","610-289-2453","EMULLINS222@AOL.COM","SWF OPERATIONS LLC"
"APARTMENT OR CONDO RENTALS","35356","ASHTON LANE APARTMENTS","2016-01-01T00:00:00.000","410 SW 10TH ST","321 SW 13TH ST","GAINESVILLE","352-376-6223","CLARSEN@TRIMARKPROPERTIES.COM","HERITAGE INVESTMENT  GROUP OF GAINESVILLE, LLC"
"RETAIL MERCHANT","26692","XTRA LIQUORS","2000-10-01T00:00:00.000","1712 SW 13TH ST","1712 SW 13TH ST","GAINESVILLE","352-336-7606","MVP_VAPI@YAHOO.COM","PRERAK INC"
"CONSULTANT","24955","ROSSELLE CONSULTING","1999-02-01T00:00:00.000","112 NW 33RD CT","112 NW 33RD CT","GAINESVILLE","352-373-7741","CAROSSEL@BELLSOUTH.NET","ROSSELLE CONSULTING INC"
"GRAPHIC ARTS & DRAFTING","12710","CREATIVE ADVERTISING, INC","1991-06-25T00:00:00.000","1108 SW 2ND AVE","P.O. BOX 13775","GAINESVILLE","352-372-1095","CREATIVE@CAFL.COM","CREATIVE ADVERTISING, INC"
"SERVICE-OTHER","35000","SMITH, ERICK, MEISENBURG, MICHAEL","2007-08-06T00:00:00.000","915 NW 17TH AVE","PO BOX 12417","GAINESVILLE","352-380-0648","erick@kestreleco.com","KESTREL ECOLOGICAL SERVICES LLC"
"REFERENCE OUT OF BUSINESS","42045","ELIZABETH'S GARDEN","2016-03-01T00:00:00.000","4509 NW 23RD AVE","11960 NW 11TH PL","GAINESVILLE","352-682-7688","VCSNYC01@YAHOO.COM","ELIZABETH'S GARDEN INC"
"BUSINESS BROKER (MULTIPLE)","41523","EVENTPLICITY, INC","2014-03-17T00:00:00.000","747 SW 2ND AVE, IMB #17","PO BOX 12021","GAINESVILLE","352-256-2530","BRYAN@SLMEDIACORP.COM","EVENTPLICITY, INC"
"LOAN OR FINANCE COMPANY CHAPTER 560","26334","ALLIGATOR MORTGAGE COMPANY","2000-10-01T00:00:00.000","2630 NW 41ST ST, STE. B","2630 NW 41ST ST, STE. B","GAINESVILLE","352-264-0011","ALLIGATORMORTCO@AOL.COM","ALLIGATOR MORTGAGE COMPANY"
"CONTRACTOR-HARV CLASS A UNLTD","44773","TWC SERVICES INC","2020-07-01T00:00:00.000","2559 NE 18TH TER, STE 20","2559 NE 18TH TER, STE 20","GAINESVILLE","352-355-6107","MATT.GOFF@TWCSERVICES.COM","TWC  SERVICES INC"
"AUTO PAINTING, UPHOLSTERY OR TOP SHOP","23733","GATOR PAINT & BODY SHOP, INC.","1982-08-01T00:00:00.000","2946 NE 19TH DR","2946 NE 19TH DR","GAINESVILLE","352-377-0530","GATORBODY54@YAHOO.COM","GATOR PAINT & BODY SHOP, INC."
"REAL ESTATE BROKER","16292","LAMB, JOHN J.","1991-01-01T00:00:00.000","05408 NW 9TH LN, STE. E","5200 NW 43RD ST, STE 102-338","GAINESVILLE","352-380-9965","APPRAISALS@JOHNJLAMB.COM","JOHN  LAMB"
"ATTORNEY/LAWYER","10748","ATTORNEYS FINE, FARKASH & PARLAPIANO","1996-09-11T00:00:00.000","622 NE 1ST ST","622 NE 1ST ST","GAINESVILLE","352-376-6046","EPOIRIER@FFPLAW.COM","ATTORNEYS FINE,   FARKASH & PARLAPIANO, P.A."
"RETAIL MERCHANT","43261","RENT A CENTER","2018-03-26T00:00:00.000","3226 SW 35TH BLVD","1408 N WESTSHORE BLVD, STE 704","TAMPA","352-375-0911","ACCOUNTING@IMPACT-RTO.COM","IMPACT RTO FLORIDA LLC"
"FUNERAL/CREMATION SERVICES","33331","CREMATIONSONLY","2006-02-01T00:00:00.000","5200 NEWBERRY RD, D3","5200 NEWBERRY RD, D3","GAINESVILLE","352-373-7014","CREMATIONSONLY@BELLSOUTH.NET","WAYNE  SELPH"
"LAUNDRY-SELF SERVICE OR AUTOMATIC","43667","K3 GAINESVILLE, LLC","2018-12-20T00:00:00.000","3370 SW 42ND ST","PO BOX 15","ABERDEEN","605-229-0030","NOELLEB@TKOHOTELS.COM","K3 GAINESVILLE, LLC"
"CONTRACTOR-PAINTER/PAPERHANGER","45002","ENRIQUEZ, JESUS ALBERT","2021-11-29T00:00:00.000","2254 NW 29TH AVE","PO BOX 6088","GAINESVILLE","352-327-8163",,"GAINESVILLE  CONSTRUCTION ALLIANCE LLC"
"RETAIL MERCHANT","35903","EYEGLASS EXPRESS","2008-06-01T00:00:00.000","3205 CLARK BUTLER BLVD, STE #30","3205 CLARK BUTLER BLVD, STE #30","GAINESVILLE","352-335-1232","FLATER@COX.NET","FLORIDA EYEGLASS CORPORATION"
"CATALOGUE OR MAIL ORDER SERVICE","39763","BLACK, EMILY W","2012-01-01T00:00:00.000","540 NE 5TH AVE","540 NE 5TH AVE","GAINESVILLE","352-336-3820","SUPPORT@ASRSYSTEMS.WS","EMILY BLACK LLC"
"REFERENCE OUT OF BUSINESS","15874","JOHNSTON CHIROPRACTIC HEALTH CENTER","1982-10-07T00:00:00.000","1405 NW 13TH ST","1405 NW 13TH ST","GAINESVILLE","352-373-5510","TRICIAJOHNSTON2003@YAHOO.COM","JOHN & PATRICIA  JOHNSTON"
"ENGINEER","44577","ECS FLORIDA, LLC","2020-02-01T00:00:00.000","6342 NW 18TH DR, STE 10","6342 NW 18TH DR, STE 10","GAINESVILLE","352-221-9221","CDUNLAP@ECSLIMITED.COM","ECS FLORIDA, LLC"
"RETAIL MERCHANT","41122","GAINESVILLE ACUPUNCTURE &","2014-08-01T00:00:00.000","4040 W NEWBERRY RD, STE 1500","3825 SW 100TH ST","GAINESVILLE","352-672-1181","GNVACU@GMAIL.COM","GAINESVILLE  ACUPUNCTURE  & HOLISTIC MEDICINE INC"
"PROFESSIONAL NOT OTHERWISE LICENSED","39718","TREE FERN ENTERPRISES, LLC","2012-06-27T00:00:00.000","2630 NW 41ST ST, STE D-3","PO BOX 358674","GAINESVILLE","352-275-4121","swalker104@gmail.com","TREE FERN ENTERPRISES, LLC"
"REFERENCE OUT OF BUSINESS","35767","SAN MITCHELL APARTMENTS","1994-09-01T00:00:00.000","1931 NW 4TH AVE","909 NW 6TH ST","GAINESVILLE","352-378-1387","RABELL@ATLANTIC.NET","IVO S RABELL  & FRANCISCO RABELL"
"REFERENCE OUT OF BUSINESS","38161","F2 ARENA LLC","2010-05-03T00:00:00.000","4460 SW 35TH TER, UNIT 106","4460 SW 35TH TER, UNIT 106","GAINESVILLE","352-376-7775","RYAN@F2ARENA.COM","CORPORATION  F2 ARENA LLC"
"RETAIL MERCHANT","23985","FAMILY DOLLAR STORES OF FLORIDA,","1998-03-12T00:00:00.000","2286 SE HAWTHORNE RD","500 VOLVO PARKWAY","CHESAPEAKE","757-321-5000","FL-LICENSING@DOLLARTREE.COM","FAMILY DOLLAR  STORES OF FLORIDA LLC"
"REFERENCE OUT OF BUSINESS","42596","JONES, STEPHEN","2017-01-09T00:00:00.000","1410 NW 13TH ST","7922 SW 53RD PL","GAINESVILLE","570-972-6058","JON3Z83@YAHOO.COM","STEPHEN  JONES"
"REFERENCE OUT OF BUSINESS","37378","R. U. GAME?","2009-08-12T00:00:00.000","5186 SW 34TH ST","3741 HOLLOW WOOD DR","VALRICO","352-672-0036","TELLMERUGAME@YAHOO.COM","SHANE  BUTCHER"
"CONTRACTOR-TILE","45054","PROPERTY MAINTENANCE SOLUTIONS LLC","2020-06-22T00:00:00.000","4507 NW 5TH BLVD","136 LAKE GALILEE DR","HAWTHORNE","352-215-4757","AARON@PRSGNV.COM","PROPERTY   MAINTENANCE SOLUTIONS LLC"
"MANUFACTURER'S REPRESENTATIVE","39115","KONICA MINOLTA BUS. SOLUTIONS USA, INC.","2011-05-01T00:00:00.000","300 E UNIVERSITY AVE, STE 240","100 WILLIAMS DR","RAMSEY","201-236-4226","sdapito@kmbs.konicaminolta.us","KONICA MINOLTA BUSINESS SOLUTIONS USA, INC."
"ATTORNEY/LAWYER","45229","LEGALLY REMOTE, PLLC","2022-06-01T00:00:00.000","806 NW 16TH AVE, STE B","15202 NW 147TH DR, STE 1200 #127","ALACHUA","362-660-4021","MINERVA@LEGALLYREMOTE.COM","LEGALLY REMOTE, PLLC"
"RETAIL MERCHANT","36571","PROFERO HAIR STUDIO","2009-06-01T00:00:00.000","6110 NW 1ST PL, SUITE D","6110 NW 1ST PL, SUITE D","GAINESVILLE","352-215-8032","STACY@PROFEROSTUDIO.COM","STACY & ALEX  WYSZKOWSKI"
"APARTMENT OR CONDO RENTALS","14925","HAMPTON COURT APARTMENTS","1995-09-25T00:00:00.000","6415 NW 23RD TER","6415 NW 23RD TER","GAINESVILLE","352-377-3318","LDELK@THECTGROUPLLC.COM","HAMPTON COURT, LTD."
"REFERENCE OUT OF BUSINESS","40144","NEWMAN, LINDA M","2013-04-01T00:00:00.000","03324 NW 42ND TER","03324 NW 42ND TER","GAINESVILLE","352-336-8587","LNCCINC@AOL.COM","LNCS, PLLC."
"RETAIL MERCHANT","37476","GAINESVILLE OPTICIANS II, LLC","2009-09-21T00:00:00.000","4220 NW 16TH BLVD","4220 NW 16TH BLVD","GAINESVILLE","352-271-3338","DURRANCEK@YAHOO.COM","GAINESVILLE  OPTICIANS II, LLC"
"REFERENCE OUT OF BUSINESS","42107","WALKER, JR., WILLIAM","2016-03-10T00:00:00.000","1125 SE 13TH ST","1125 SE 13TH ST","GAINESVILLE","352-284-6205",,"WILLIAM  WALKER, JR"
"RESTAURANT","26972","GOLDEN BUDDHA REST.","2001-06-01T00:00:00.000","613 NW 16TH AVE","613 NW 16TH AVE","GAINESVILLE","352-372-4282","JIMMY1268@HOTMAIL.COM","VAN  BOC"
"RENTALS AND LEASING - NOT HOUSING OR EQUIPMENT","39997","REDBOX AUTOMATED RETAIL, LLC","2012-09-21T00:00:00.000","5200 NW 43RD ST","1 TOWER LN, STE 800","OAKBROOK TERRACE","630-756-8938","TRACY.ELLSTROM@REDBOX.COM","REDBOX AUTOMATED RETAIL, LLC"
"CATALOGUE OR MAIL ORDER SERVICE","43819","CONTRERAS, BRIAN XAVIER","2019-04-15T00:00:00.000","1029 NW 41ST AVE","1029 NW 41ST AVE","GAINESVILLE","352-872-2214","BXC0727@GMAIL.COM","HERBAL MEDICINE EXPERTS, LLC"
"PHYSICIAN/SURGEON MD","43215","SIMEDHEALTH LLC","2018-04-01T00:00:00.000","4741 NW 8TH AVE, STE C","PO BOX 357010","GAINESVILLE","352-224-1813","PAYABLES@SIMEDHEALTH.COM","SIMEDHEALTH LLC"
"RETAIL MERCHANT","28372","WAREHOUSE FOREIGN CAR","2002-10-01T00:00:00.000","4236 SW 35TH TER","4236 SW 35TH TER","GAINESVILLE","352-339-3548","JGGTR3@AOL.COM","JUNE  GILLIAM"
"REFERENCE OUT OF BUSINESS","43719","RAGE LLC, THE","2019-01-01T00:00:00.000","2606 NW 6TH ST, STE H","17466 NW 236TH ST","HIGH SPRINGS","352-474-3828","RAGEKINGS@RAGEVILLE.COM","THE RAGE, LLC"
"REFERENCE OUT OF BUSINESS","42318","COURTYARD BY MARRIOT GAINESVILLE","2015-02-27T00:00:00.000","3700 SW 42ND ST","3700 SW 42ND ST","GAINESVILLE","352-335-9100","CY.GNVCY.GM@MARRIOTT.COM","HIT PORTFOLIO I MCK TRS LLC"
"AUTO REPAIR GARAGE","12535","CONTINENTAL IMPORTS OF GAINESVILLE","1995-09-18T00:00:00.000","1219 S MAIN ST","1219 S MAIN ST","GAINESVILLE","352-377-6604","ACCOUNTING@CONTINENTALIMPORTS.COM","CONTINENTAL  IMPORTS OF GAINESVILLE INC"
"PROFESSIONAL-ACUPUNCTURE","26279","DENG, XIAOLIN","2000-09-01T00:00:00.000","4727 NW 53RD AVE, SUITE B","4727 NW 53RD AVE, SUITE B","GAINESVILLE","352-339-6951","ASKMACC@YAHOO.COM","MAINLAND ACUPUNCTURE CENTER, CORP"
"RETAIL MERCHANT","41859","WALTERS & MASON RETAIL","2015-09-15T00:00:00.000","6419 W NEWBERRY RD, L010","150 W CHURCH AVENUE","MARYVILLE","865-288-7700","TAXES@ALTARDSTATE.COM","WALTERS  & MASON RETAIL INC"
"CAR CLEANING, WAXING, DETAILING","45165","MARCUS UNIQUE DETAILING LLC","2022-04-19T00:00:00.000","2603 NW 74TH PL","22323 RAILROAD AVE","HIGH SPRINGS","352-327-5112","MARCUSPARKS2013@YAHOO.COM","MARCUS UNIQUE DETAILING LLC"
"HAIR BRAIDER","44696","BATIE, VENUS S","2021-05-01T00:00:00.000","2236 NE 13TH AVE","2236 NE 13TH AVE","GAINESVILLE","352-642-6114","VENUSBATIE@YAHOO.COM","LOVELY  CROCHET CREATIONS, LLC"
"INSURANCE COMPANY OR BROKER","41830","COMMONWEALTH ANNUITY","2015-10-01T00:00:00.000","OUT OF STATE","20 GUEST STREET, STE 210","BRIGHTON","317-223-2700","GA-CWA-TAX@GAFG.COM","COMMONWEALTH ANNUITY  AND LIFE INSURANCE COMPANY"
"AUTO STORAGE OR PARKING LOT","42939","GNV CITY CENTER, LLC","2017-08-01T00:00:00.000","220 SE 2ND AVE","845 NE 79TH ST","MIAMI","352-745-7800","viglesias@maverickfl.com","GNV CITY CENTER, LLC"
"BARBER/COSMETOLOGIST/NAIL TECH","34936","CHIC SALON","2007-09-12T00:00:00.000","215 NE 16TH AVE","703 NW 22ND AVE","GAINESVILLE","352-316-1791","CONGIRL10@AOL.COM","CONNIE  THAMES"
"REFERENCE OUT OF BUSINESS","41618","AS ALWAYS, INC","2015-06-10T00:00:00.000","528 NW 8TH AVE","528 NW 8TH AVE","GAINESVILLE","352-378-6953","ANKITASANJU513@YAHOO.COM","CORP  AS ALWAYS, INC"
"REFERENCE OUT OF BUSINESS","35827","W. K. P. EQUIPMENT RENTALS LLC","2008-10-01T00:00:00.000","2505 NW 71ST PL","2505 NW 71ST PL","GAINESVILLE","352-373-2724","NHOLTON@PERRYROOFING.COM","W KEITH  PERRY"
"RETAIL MERCHANT","35062","ECONOMART FOOD & BEVERAGE","2005-11-30T00:00:00.000","4105 NW 13TH ST","4105 NW 13TH ST","GAINESVILLE","352-872-5885","UMESHCSARASWAT@YAHOO.COM","GAURAV  BALAJI L.L.C."
"LAUNDRY-SELF SERVICE OR AUTOMATIC","41112","CSC SERVICEWORKS, INC","2015-09-11T00:00:00.000","501 NW 15TH AVE","35 PINELAWN RD, STE 120","MELVILLE","516-349-8555","BPALLIAN@CSCSW.COM","CSC SERVICEWORKS, INC"
"RETAIL MERCHANT","44900","YOGI KRUPA OF GAINESVILLE, INC","2017-12-25T00:00:00.000","2206 NW 6TH ST","2206 NW 6TH ST","GAINESVILLE","352-222-1947","YOGI2206AKS@GMAIL.COM","YOGI KRUPA  OF GAINESVILLE, INC"
"RETAIL MERCHANT","43832","SUPERCUTS 82890","2019-04-03T00:00:00.000","5224 SW 34TH ST, STE 5","1012 NW 45TH TER","GAINESVILLE","352-395-7655","BILLWHITE@FLSALONS.COM","FLORIDA SALONS LLC"
"RETAIL MERCHANT","45215","EUROPEAN FURNITURE IMPORTS, INC","2022-05-19T00:00:00.000","6419 W NEWBERRY RD","8635 W HILLSBOROUGH AVE , STE 103","TAMPA","813-841-9642","VICTORIA@EUROPEANFURNITUREIMPORTS.COM","EUROPEAN FURNITURE IMPORTS, INC"
"MASSAGE THERAPIST","43922","WILDFLOWERS YOGA, LLC","2019-06-26T00:00:00.000","205 NW 10TH AVE","205 NW 10TH AVE","GAINESVILLE","352-283-6760","info@wildflowersyoga.com","WILDFLOWERS YOGA, LLC"
"SCHOOL NOT OTHERWISE LISTED","37976","AMERICAN ASSOC OF INS & FIN'L PROF, INC","2010-01-04T00:00:00.000","4020 W NEWBERRY RD, STE 400A","1765 RUSHDEN DRIVE","OCOEE","352-872-5120","admin@hildatucker.com","AMERICAN ASSOC OF  INS & FIN'L PROF, INC"
"REFERENCE OUT OF BUSINESS","19604","SEARS OPTICAL","1982-09-29T00:00:00.000","6201 NEWBERRY RD","PO BOX 8509, ATTN: BUS LIC","MASON","352-331-8650","LICENSES@LUXOTTICARETAIL.COM","LUXOTTICA RETAIL NORTH AMERICA"
"LABORATORY","11814","CALTON DENTAL LAB","1983-05-02T00:00:00.000","119 SE 11TH AVE","119 SE 11TH AVE","GAINESVILLE","352-376-3041","CALTONDL@BELLSOUTH.NET","LARRY  CALTON"
"SCHOOL NOT OTHERWISE LISTED","34784","ACADEMY FOR FIVE ELEMENT","2007-07-09T00:00:00.000","305 SE 2ND AVE","305 SE 2ND AVE","GAINESVILLE","352-335-2332","ODALIS.CRUZ@ACUPUNCTURIST.EDU","ACADEMY FOR  FIVE ELEMENT ACUPUNCTURE, INC"
"CONTRACTOR-DRYWALL","44348","ALL-PRO BUILDING SYSTEMS, LLC","2020-05-04T00:00:00.000","6342 NW 18TH DR, STE 2","6342 NW 18TH DR, STE 2","GAINESVILLE","352-336-8808","KYLE@ALLPRO-BS.COM","ALL-PRO BUILDING  SYSTEMS, LLC"
"REFERENCE OUT OF BUSINESS","39856","GLEASON INVESTIGATIONS LLC","2012-09-20T00:00:00.000","1330 NW 6TH ST, SUITE D","PO BOX 5905","GAINESVILLE","352-222-6774","RYAN@GAINESVILLEPROCESS.COM","GLEASON INVESTIGATIONS LLC"
"LAUNDRY-SELF SERVICE OR AUTOMATIC","26793","D.J. COIN LAUNDRY INC./NE 16 AVE","2001-04-24T00:00:00.000","1148 NE 16TH AVE","P O BOX 140845","GAINESVILLE","352-318-0132","DJCOININC@HOTMAIL.COM","CORPORATION  D.J. COIN LAUNDRIES, INC."
"APARTMENT OR CONDO RENTALS","44027","COLLEGE PARK TWO, LLC","2019-08-18T00:00:00.000","207 NW 17TH ST","220 N MAIN ST","GAINESVILLE","352-375-2152","ANNA.GRAHAM@COLLIERCOMPANIES.COM","COLLEGE PARK TWO, LLC"
"ENGINEER","31042","SCHMERTMANN, JOHN H., INC.","2003-04-30T00:00:00.000","2850 NW 43RD ST, SUITE 170","2850 NW 43RD ST, SUITE 170","GAINESVILLE","352-378-2792","SCHMERT@UFL.EDU","SCHERTMANN, JOHN H. INC"
"REFERENCE OUT OF BUSINESS","42565","HARBOR COMMUNITY BANK","2015-12-04T00:00:00.000","3919 W NEWBERRY RD","PO BOX 709","PALM CITY","352-332-4727","MICHAELWILLIAMS@HARBORCB.COM","HARBOR COMMUNTIY BANK"
"PEDDLER","44767","JAMES, BERNICE B.","2021-07-06T00:00:00.000","MOBILE ONLY","PO BOX 5151","GAINESVILLE","352-372-3382","BERNICE.MACK@ATT.NET","BERNICE B JAMES"
"RESTAURANT","35576","LARSON INDUSTRIES INCORPORATED","2008-05-02T00:00:00.000","2000 SW ARCHER RD","PO BOX 14715","GAINESVILLE","352-262-0822","OPUSCOFFEE@GMAIL.COM","LARSON INDUSTRIES INCORPORATED"
"RESTAURANT","37009","CAMPUS SUBWAY","2008-11-06T00:00:00.000","1005 W UNIVERSITY AVE","1705 NW 23RD ST","GAINESVILLE","352-376-1161","CHOUWAH@AOL.COM","THOMAS  NEAL"
"MASSAGE THERAPIST","27364","BLUBAUGH, PATRICIA","2001-09-04T00:00:00.000","1031 NW 6TH ST, BLDG E2","1031 NW 6TH ST, BLDG E2","GAINESVILLE","352-256-2598","WBLUE57@HOTMAIL.COM","PATRICIA  BLUBAUGH"
"REFERENCE OUT OF BUSINESS","43835","GRAHAM, KENDALL R","2019-04-20T00:00:00.000","MOBILE ONLY","10000 SW 52ND AVE, APT E27","GAINESVILLE","813-601-1690","KENDALLGRAHAM24@YAHOO.COM","KENDALL R GRAHAM"
"REFERENCE OUT OF BUSINESS","34305","21ST CENTURY PREFERRED INSURANCE COMPANY","2006-10-01T00:00:00.000","OUT OF STATE","3 BEAVER VALLEY RD","WILMINGTON","302-252-2081",,"21ST CENTURY  PREFERRED INSURANCE COMPANY"
"RETAIL MERCHANT","42700","AEROPOSTALE #484","2017-01-01T00:00:00.000","6419 W NEWBERRY RD, D012","125 CHUBB AVENUE, 5TH FL","LYNDHURST","201-508-4977","BSTEPHENS@SPARCGROUP.COM","SPARC GROUP RETAIL, LLC"
"RESTAURANT","41650","BEQUE HOLIC","2015-07-01T00:00:00.000","3812 W NEWBERRY RD","3812 W NEWBERRY RD","GAINESVILLE","352-505-6534","BQHOLIC@GMAIL.COM","NAYU ENTERPRISE INC"
"REFERENCE OUT OF BUSINESS","42515","BODHI TREE INC.","2016-11-15T00:00:00.000","6419 W NEWBERRY RD, #K1","3208 BLUFF BOULEVARD","HOLIDAY","570-396-2352","BRAD.MIDDLETON1966@GMAIL.COM","BODHI TREE INC."
"RESTAURANT","44753","SRILPJ, LLC","2021-06-28T00:00:00.000","3605 SW ARCHER RD","PO BOX 781868","WICHITA","229-326-4738","IKLOLBA19A3IO@GMAIL.COM","SRILPJ,  LLC"
"RETAIL MERCHANT","30482","BOOK GALLERY WEST.","2004-05-19T00:00:00.000","4121 NW 16TH BLVD","4121 NW 16TH BLVD","GAINESVILLE","352-371-1234","BOOKGALWEST@GMAIL.COM","FRONK PROPERTIES, INC."
"REFERENCE OUT OF BUSINESS","38804","MONKHORST-PRENGER, MIRANDA","2011-02-11T00:00:00.000","855 NE 7TH PL","855 NE 7TH PL","GAINESVILLE","352-281-1067","MIRMONK@ICLOUD.COM","MIRANDA  MONKHORST-PRENGER"
"REFERENCE OUT OF BUSINESS","42822","ANNIE'S HOUSE","2017-06-01T00:00:00.000","1201 NW 39TH AVE","1201 NW 39TH AVE","GAINESVILLE","352-505-3556","INFO@ANNIESHOUSEALF.COM","ROLA PROPERTIES LLC"
"REFERENCE OUT OF BUSINESS","17067","MCDAVID TYPEWRITER COMPANY","1980-01-02T00:00:00.000","2051 NE 31ST AVE","2051 NE 31ST AVE","GAINESVILLE","352-378-3141",,"HAROLD  MCDAVID"
"BANK - BRANCH OFFICE","42823","SOUTH STATE BANK, N.A","2017-06-19T00:00:00.000","4100 NW 37TH PL","4100 NW 37TH PL","GAINESVILLE","352-416-0330","NANCY.ARMSTRONG@SOUTHSTATEBANK.COM","SOUTH STATE BANK, N.A"
"RETAIL MERCHANT","16236","KUTTERS","1995-09-13T00:00:00.000","1916 WALDO RD","10114 SW 75TH WAY","GAINESVILLE","352-376-3174","YULIARTI@AOL.COM","WILLIAM  GOOLSBY"
"PROFESSIONAL-ARTIST","36246","RAWLS, RAYMOND J","2008-01-01T00:00:00.000","725 NW 11TH AVE","725 NW 11TH AVE","GAINESVILLE","352-281-2633","ME@RAYMONDRAWLS.COM","RAYMOND RAWLS DESIGN, LLC"
"CATALOGUE OR MAIL ORDER SERVICE","32087","TUCKER FIREARMS","2005-01-01T00:00:00.000","2521 NW 41ST ST","24514 NW 78TH AVE","ALACHUA","352-222-6433","ROD@TUCKERFIREARMS.COM","RODERICK  GONZALEZ"
"REPAIRS NOT REQUIRING STATE LICENSE","44288","SAKKA, MARWAN","2020-02-23T00:00:00.000","4632 NW 46TH CT","4632 NW 46TH CT","GAINESVILLE","352-328-1015","MARWANSAKKA@YAHOO.COM","DIRTY SOUTH PAINT, LLC"
"APARTMENT OR CONDO RENTALS","17998","OAK VILLAGE APARTMENTS","1995-11-13T00:00:00.000","301 NW 13TH AVE","24159 NW 110TH AVE","ALACHUA","352-275-4199","COUTU7771@HOTMAIL.COM","BOB  COUTU"
"APARTMENT OR CONDO RENTALS","36391","SOUTHERN PINES APTS","2009-06-01T00:00:00.000","4125 SW 17TH PL","4125 SW 17TH PL","GAINESVILLE","352-376-5384","ROBERTCKWONG@YAHOO.COM","CHU-KUOK  WONG"
"REPAIRS NOT REQUIRING STATE LICENSE","30493","MCCOLL, DAVE","2004-04-09T00:00:00.000","3000 NW 48TH AVE","3000 NW 48TH AVE","GAINESVILLE","352-562-9351","KCMCCOLL@AOL.COM","DAVE'S HANDYMAN SERVICES UNLIMITED LLC"
"INSURANCE COMPANY OR BROKER","27397","INVESTORS LIFE INS. CO. OF NORTH AMERICA","2001-09-18T00:00:00.000","OUT OF STATE","PO BOX 410288","KANSAS CITY","888-886-7141","ACCOUNTS.PAYABLE@AMERICO.COM","INVESTORS LIFE INSURANCE COMPANY  OF NORTH AMERICA"
"REFERENCE OUT OF BUSINESS","42188","MOVEMENT MORTGAGE LLC","2016-05-10T00:00:00.000","3822 W NEWBERRY RD","8024 CALVIN HALL RD","INDIAN LAND","803-619-6052","BRAD.HUSTON@MOVEMENT.COM","MOVEMENT MORTGAGE LLC"
"REFERENCE OUT OF BUSINESS","27783","SCHRODER, KRISTEN K.","2002-03-19T00:00:00.000","2441 NW 43RD ST, STE 2B","21012 NE 35TH PL","HAWTHORNE","352-372-7374","KKBUG78@YAHOO.COM","KRISTEN  SCHRODER"
"REFERENCE OUT OF BUSINESS","27198","UNI AUTO CENTER","2000-05-08T00:00:00.000","915 E UNIVERSITY AVE","915 E UNIVERSITY AVE","GAINESVILLE","352-337-9719",,"YOON  SUK-JANG"
"BOOKKEEPING OR INCOME TAX SERVICE","44462","SUNRISE TAX SERVICES, LLC","2020-01-24T00:00:00.000","1136 NE 8TH AVE, STE B","1136 NE 8TH AVE, STE B","GAINESVILLE","954-293-0364","SUNRISETAXES@GMAIL.COM","SUNRISE  TAX SERVICES, LLC"
"RETAIL MERCHANT WITH PHARMACY","36583","HOLIDAY CVS, LLC DBA CVS/PHARMACY #5832","2010-04-18T00:00:00.000","1515 NW 13TH ST","ONE CVS DR, MC1160","WOONSOCKET","401-770-2707","LISA.GONZALEZ@CVSHEALTH.COM","HOLIDAY CVS, LLC"
"RETAIL MERCHANT","33937","ARTSY ABODE AT THE OAKS, LLC","2006-08-01T00:00:00.000","6419 W NEWBERRY RD, H0010","41 KING STREET","ST AUGUSTINE","352-332-2127","ROB@ARTSYABODE.COM","GO FISH INVESTMENTS, LLC"
"RESTAURANT","32286","EL INDIO 34TH ST","2005-02-05T00:00:00.000","5011 NW 34TH BLVD","5011 NW 34TH BLVD","GAINESVILLE","352-336-4441","HMOSPINA@HOTMAIL.COM","OSPINA ENTERPRISES INC."
"REFERENCE OUT OF BUSINESS","44113","AMBROSO ENTERPRISES, LLC","2019-06-01T00:00:00.000","1135 NW 23RD AVE, SUITE E","4229 NW 43RD ST, A-7","GAINESVILLE","352-284-1002","AMBROSOP@GMAIL.COM","AMBROSO ENTERPRISES, LLC"
