"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
"Treasurer, Oregon State",Private Activity Bond Committee,Regular Meeting,04/16/2014 10:00:00 AM,04/16/2014 12:00:00 PM,"350 Winter St. NE, Suite 100", Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,"https://maps.google.com/maps?q=350+Winer+ST+NE,+Suite+100+Salem+OR+97301-3896&hl=en&sll=37.0625,-95.677068&sspn=49.176833,45.527344&hnear=350+Winter+St+NE+%23100,+Salem,+Oregon+97301&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Municipal Debt Advisory Committee,Special Meeting,04/28/2014 01:00:00 PM,04/28/2014 02:00:00 PM,Teleconference (details below), Salem,OR,"Agenda is accessible on OST web site prior to the meeting. Interested parties may participate
via conference call using details below: USA Toll-Free: 888-636-3807 PARTICIPANT CODE:
662435",,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/DebtManagement/LocalGov/Pages/MDAC.aspx,,http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,,,,,888-636-3807,662435,http://www.oregon.gov/treasury/Divisions/DebtManagement/LocalGov/Pages/MDAC.aspx,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,04/30/2014 09:00:00 AM,04/30/2014 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury – Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha’s absence, other staff will assist with these requests. The agenda may be accessed on our web site one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,"https://maps.google.com/maps?q=11410+Southwest+68th+Parkway,+Tigard,+OR+97223&hl=en&oq=11410+SW+68th+Parkway,+Tigard,+OR+97223&hnear=11410+SW+68th+Pkwy,+Tigard,+Oregon+97223&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,,,,
"Treasurer, Oregon State",Oregon 529 College Savings Board Meeting,Quarterly Meeting,05/15/2014 01:00:00 PM,05/15/2014 03:30:00 PM,"PERS Headquarters Boardroom, 11410 SW 68th Parkway, Tigard, OR", Salem,OR,,yes,SSwetland,,stephanie.swetland@state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,05/28/2014 09:00:00 AM,05/28/2014 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury – Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha’s absence, other staff will assist with these requests. The agenda may be accessed on our web site one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,"https://maps.google.com/maps?q=11410+Southwest+68th+Parkway,+Tigard,+OR+97223&hl=en&oq=11410+SW+68th+Parkway,+Tigard,+OR+97223&hnear=11410+SW+68th+Pkwy,+Tigard,+Oregon+97223&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Regular Meeting,07/16/2014 10:00:00 AM,07/16/2014 12:00:00 PM,"350 Winter St. NE, Suite 100", Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,"https://maps.google.com/maps?q=350+Winer+ST+NE,+Suite+100+Salem+OR+97301-3896&hl=en&sll=37.0625,-95.677068&sspn=49.176833,45.527344&hnear=350+Winter+St+NE+%23100,+Salem,+Oregon+97301&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,07/30/2014 09:00:00 AM,07/30/2014 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury – Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha’s absence, other staff will assist with these requests. The agenda may be accessed on our web site one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,"https://maps.google.com/maps?q=11410+Southwest+68th+Parkway,+Tigard,+OR+97223&hl=en&oq=11410+SW+68th+Parkway,+Tigard,+OR+97223&hnear=11410+SW+68th+Pkwy,+Tigard,+Oregon+97223&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,,,,
"Treasurer, Oregon State",Oregon 529 College Savings Board Meeting,Special Meeting,07/31/2014 01:00:00 PM,07/31/2014 02:00:00 PM,"PERS Headquarters Boardroom, 11410 SW 68th Parkway, Tigard, OR", Salem,OR,Investment Consultant Contract,,SSwetland,,stephanie.swetland@state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Special Meeting,08/05/2014 01:00:00 PM,08/05/2014 01:30:00 PM,Teleconference (details below), Salem,OR,"Conference call details:
USA Toll-Free Access Number 888-636-3807
Participant Code Number  662435",,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,,,,888-636-3807,662435,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Oregon 529 College Savings Board Meeting,Quarterly Meeting,09/18/2014 01:00:00 PM,09/18/2014 03:30:00 PM,"PERS Headquarters Boardroom, 11410 SW 68th Parkway, Tigard, OR", Salem,OR,,yes,SSwetland,,stephanie.swetland@state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,09/24/2014 09:00:00 AM,09/24/2014 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury – Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha’s absence, other staff will assist with these requests. The agenda may be accessed on our web site one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,"https://maps.google.com/maps?q=11410+Southwest+68th+Parkway,+Tigard,+OR+97223&hl=en&oq=11410+SW+68th+Parkway,+Tigard,+OR+97223&hnear=11410+SW+68th+Pkwy,+Tigard,+Oregon+97223&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,,,,
"Treasurer, Oregon State",Oregon Short Term Fund (OSTF) Board Meeting,The OSTF Board will review and comment on various entities Investment Policies,10/09/2014 10:00:00 AM,10/09/2014 12:00:00 PM,"PERS Headquarters, 11410 SW 68th Parkway", Portland,OR,,,Heidi Rawe,503-378-4552,heidi.rawe@ost.state.or.us,,,,,,,,Please contact Heidi Rawe at 503-378-4552 for dial in information,,,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Regular Meeting,10/15/2014 10:00:00 AM,10/15/2014 12:00:00 PM,"350 Winter St. NE, Suite 100", Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,"https://maps.google.com/maps?q=350+Winer+ST+NE,+Suite+100+Salem+OR+97301-3896&hl=en&sll=37.0625,-95.677068&sspn=49.176833,45.527344&hnear=350+Winter+St+NE+%23100,+Salem,+Oregon+97301&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,11/05/2014 09:00:00 AM,11/05/2014 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury – Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha’s absence, other staff will assist with these requests. The agenda may be accessed on our web site one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,"https://maps.google.com/maps?q=11410+Southwest+68th+Parkway,+Tigard,+OR+97223&hl=en&oq=11410+SW+68th+Parkway,+Tigard,+OR+97223&hnear=11410+SW+68th+Pkwy,+Tigard,+Oregon+97223&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,,,,
"Treasurer, Oregon State",Oregon 529 College Savings Board Meeting,Quarterly Meeting,11/20/2014 01:00:00 PM,11/20/2014 03:30:00 PM,"PERS Headquarters Boardroom, 11410 SW 68th Parkway, Tigard, OR", Tigard,OR,,yes,SSwetland,,stephanie.swetland@state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,12/03/2014 09:00:00 AM,12/03/2014 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury – Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha’s absence, other staff will assist with these requests. The agenda may be accessed on our web site one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,"https://maps.google.com/maps?q=11410+Southwest+68th+Parkway,+Tigard,+OR+97223&hl=en&oq=11410+SW+68th+Parkway,+Tigard,+OR+97223&hnear=11410+SW+68th+Pkwy,+Tigard,+Oregon+97223&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Regular Meeting,01/21/2015 10:00:00 AM,01/21/2015 12:00:00 PM,"350 Winter Street NE, Suite 100, Columbia Room",Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,"https://www.google.com/maps/place/350+Winter+St+NE+%23100,+Salem,+OR+97301/@44.9410233,-123.0302858,17z/data=!3m1!4b1!4m2!3m1!1s0x54bfff118b9ab8bd:0xc3e1d1ce2e08cde4?hl=en",http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,888-636-3807,662435,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Oregon 529 College Savings Board Meeting,Quarterly Meeting,02/19/2015 01:00:00 PM,02/19/2015 03:30:00 PM,"PERS Headquarters Boardroom, 11410 SW 68th Parkway", Tigard,OR,,,Stephanie Swetland,,stephanie.swetland@state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Special Teleconference Meeting,02/25/2015 10:00:00 AM,02/25/2015 10:30:00 AM,Conference Call (details in the agenda),Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,,,,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Special Teleconference Meeting,02/25/2015 10:00:00 AM,02/25/2015 10:30:00 AM,Conference Call (details in the agenda),Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,,,,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Municipal Debt Advisory Commission,Regular Meeting,03/10/2015 02:00:00 PM,03/11/2015 03:15:00 PM,OMFOA 2015 Spring Conference at Salishan Resort,Gleneden Beach,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,http://www.omfoa.org/,http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,,,,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/LocalGov/Pages/MDAC.aspx,,,,
"Treasurer, Oregon State",Oregon Short Term Fund Board Meeting,,04/09/2015 10:00:00 AM,04/09/2015 12:00:00 PM,"Orrick, Herrington & Sutcliffe, LLP", Portland,OR,,,Heidi Rawe,503-378-4552,heidi.rawe@ost.state.or.us,,,,,,,,Please contact Heidi Rawe at 503-378-4552 for dial in information,,,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Regular Meeting,04/15/2015 10:00:00 AM,04/15/2015 12:00:00 PM,"350 Winter Street NE, Suite 100, Columbia Room", Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,"https://www.google.com/maps/place/350+Winter+St+NE+%23100,+Salem,+OR+97301/@44.9410233,-123.0302858,17z/data=!3m1!4b1!4m2!3m1!1s0x54bfff118b9ab8bd:0xc3e1d1ce2e08cde4?hl=en",http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,888-636-3807,662435,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Oregon 529 College Savings Board Meeting,Quarterly Meeting,05/21/2015 01:00:00 PM,05/21/2015 03:30:00 PM,"PERS Headquarters Boardroom, 11410 SW 68th Parkway",Tigard,OR,,,Stephanie Swetland,,Stephanie.Swetland@state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Special Teleconference Meeting,05/28/2015 09:00:00 AM,05/28/2015 09:30:00 AM,Conference Call (details in the agenda), Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,CANCELLED - Regular Meeting,07/15/2015 10:00:00 AM,07/15/2015 12:00:00 PM,"350 Winter Street NE, Suite 100, Columbia Room",Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,"https://www.google.com/maps/place/350+Winter+St+NE+%23100,+Salem,+OR+97301/@44.9410233,-123.0302858,17z/data=!3m1!4b1!4m2!3m1!1s0x54bfff118b9ab8bd:0xc3e1d1ce2e08cde4?hl=en",http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,888-636-3807,662435,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Oregon 529 College Savings Board Meeting,Quarterly Meeting,09/17/2015 01:00:00 PM,09/17/2015 03:30:00 PM,"PERS Headquarters Boardroom, 11410 SW 68th Parkway",Tigard,OR,,,Stephanie Swetland,,Stephanie.Swetland@state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Municipal Debt Advisory Commission,Meeting at GFOA Fall Conference,10/06/2015 03:30:00 PM,10/06/2015 04:30:00 PM,DoubleTree by Hilton Central,Portland,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,http://www.ogfoa.org/,http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/LocalGov/Pages/MDAC.aspx,,,,
"Treasurer, Oregon State",CANCELLED - Private Activity Bond Committee,Regular Meeting,10/14/2015 10:00:00 AM,10/14/2015 12:00:00 PM,"350 Winter Street NE, Suite 100, Columbia Room", Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,"https://www.google.com/maps/place/350+Winter+St+NE+%23100,+Salem,+OR+97301/@44.9410233,-123.0302858,17z/data=!3m1!4b1!4m2!3m1!1s0x54bfff118b9ab8bd:0xc3e1d1ce2e08cde4?hl=en",http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,888-636-3807,662435,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Board,Monthly Board Meeting,11/04/2015 10:30:00 AM,11/04/2015 12:00:00 PM,"PERS Headquarters, 11410 SW 68th Parkway", Tigard,OR,,,"Lisa Massena, Executive Director",503-378-4329,lisa.massena@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon 529 College Savings Board Meeting,Quarterly Meeting,11/19/2015 01:00:00 PM,11/19/2015 03:30:00 PM,"PERS Headquarters Boardroom, 11410 SW 68th Parkway",Tigard,OR,,,Stephanie Swetland,,Stephanie.swetland@state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,12/09/2015 09:00:00 AM,12/09/2015 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the time, date, and location listed.  

The meeting location is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Carmen Leiva at the Oregon State Treasurer’s Office – Investment Division at 503-378-4111.
",,Carmen Leiva,503-378-4111,Carmen.Leiva@ost.state.or.us,,"https://www.google.com/maps?q=11410+Southwest+68th+Parkway,+Tigard,+OR+97223&hl=en&oq=11410+SW+68th+Parkway,+Tigard,+OR+97223&hnear=11410+SW+68th+Pkwy,+Tigard,+Oregon+97223&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Carmen Leiva,503-378-4111,Carmen.Leiva@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx#OICMin,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan Board Meeting,,12/14/2015 01:00:00 PM,12/14/2015 03:30:00 PM,"PERS Headquarters, 11410 SW 68th Parkway",Tigard,OR,,,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,http://www.oregon.gov/treasury/ORSP/Documents/ORSP%20Agenda%2012-14-15.pdf,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan Board Meeting,,01/05/2016 09:30:00 AM,01/05/2016 11:00:00 AM,"PERS Headquarters, 11410 SW 68th Parkway", Tigard,OR,,yes,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Regular Meeting,01/20/2016 10:00:00 AM,01/20/2016 12:00:00 PM,"350 Winter Street NE, Suite 100, Columbia Room", Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,"https://www.google.com/maps?q=350+Winer+ST+NE,+Suite+100+Salem+OR+97301-3896&hl=en&sll=37.0625,-95.677068&sspn=49.176833,45.527344&hnear=350+Winter+St+NE+%23100,+Salem,+Oregon+97301&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Board Meeting,,02/02/2016 09:00:00 AM,02/02/2016 11:00:00 AM,"Labor & Industries Building, 350 Winter Street NE, Meeting Room F",Salem,OR,The meeting room is in the basement of the Labor and Industries Building in meeting room F.,yes,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Investment Council,,02/03/2016 09:00:00 AM,02/03/2016 12:00:00 PM,PERS Headquarters 11410 SW 68th Parkway,Tigard,OR,,,Julie Jackson,,julie.jackson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Plan Design Working Group,,03/01/2016 09:00:00 AM,03/01/2016 11:00:00 AM,11410 SW 68th Parkway,Tigard,OR,"The ORSP Board is setting up a work group to address plan design issues - essentially, what the plan will look like.  The group will meet once or twice a month, probably through June or July.  Our goal is to identify the key plan options and the pros and cons of each option, to assist in the Board's decision-making.  ",,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Municipal Debt Advisory Commission,Regular Meeting,03/08/2016 02:00:00 PM,03/08/2016 03:15:00 PM,"OGFOA 2016 Spring Conference at Sunriver, OR",Sunriver,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,http://www.mapquest.com/us/or/97707-286307836,http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/LocalGov/Pages/MDAC.aspx,,,,
"Treasurer, Oregon State",Oregon Investment Council,,03/09/2016 09:00:00 AM,03/09/2016 12:00:00 PM,PERS Headquarters 11410 SW 68th Parkway, Tigard,OR,,yes,Julie Jackson,,julie.jackson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",ORSP - Financial Literacy Working Group,,03/29/2016 09:00:00 AM,03/29/2016 11:00:00 AM,"Portland State Building - 800 Oregon Street, Room 1C",Portland,OR,"Agenda will follow.  If you would like to call in for this meeting, please send me an email.",,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",ORSP - Program Design Working Group,,03/31/2016 09:00:00 AM,03/31/2016 11:00:00 AM,"Portland State Building - 800 Oregon Street, Room 1D",Portland,OR,"Agenda coming soon.  If you would like to call-in, please send me an email.",,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",ORSP - Plan Design Working Group,,03/31/2016 01:00:00 PM,03/31/2016 03:00:00 PM,Oregon State Treasury - TIgard Office - 16290 SW Upper Boones Ferry Road, Portland,OR,"Agenda coming soon.  Meeting will be in Mt. Hood Board Room.  If you would  like to call-in, please send me an email.",,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Plan Design Working Group,,04/12/2016 09:00:00 AM,04/12/2016 11:00:00 AM,Oregon State Treasury - Tigard Office - 16290 SW Upper Boones Ferry Road - MT Hood Board Room,Portland,OR,"If you would like to call in to this meeting, please send Missy an email requesting conference number.",,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,Yes,Yes,http://www.oregon.gov/treasury/ORSP/Pages/default.aspx,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Financial Literacy Working Group,,04/12/2016 01:00:00 PM,04/12/2016 03:00:00 PM,"Oregon State Treasury - Tigard Office - 16290 SW Upper Boones Ferry Road, Mt. Hood Board Room", Portland,OR,"If you would like to call-in, please send Missy a note requesting the number.",,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,Yes,Yes,http://www.oregon.gov/treasury/ORSP/Pages/default.aspx,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Regular Meeting,04/13/2016 10:00:00 AM,04/13/2016 12:00:00 PM,"350 Winter Street NE, Suite 100, Columbia Room", Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,"https://www.google.com/maps?q=350+Winer+ST+NE,+Suite+100+Salem+OR+97301-3896&hl=en&sll=37.0625,-95.677068&sspn=49.176833,45.527344&hnear=350+Winter+St+NE+%23100,+Salem,+Oregon+97301&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
"Treasurer, Oregon State",Oregon Short Term Fund (OSTF) Board Meeting,The OSTF Board will review and comment on various entities Investment Policies,04/14/2016 10:00:00 AM,04/14/2016 12:00:00 PM,16290 SW Upper Boones Ferry Road, Tigard,OR,,,Heidi Rawe,503-378-4552,heidi.rawe@ost.state.or.us,,,,,,,,Please contact Heidi Rawe at 503-378-4552 for dial in information,,,,,,
