"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,03/05/2014 09:00:00 AM,03/05/2014 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha's absence, other staff will assist with these requests. The agenda may be accessed on our web site one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,"https://maps.google.com/maps?q=11410+Southwest+68th+Parkway,+Tigard,+OR+97223&hl=en&oq=11410+SW+68th+Parkway,+Tigard,+OR+97223&hnear=11410+SW+68th+Pkwy,+Tigard,+Oregon+97223&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,05/28/2014 09:00:00 AM,05/28/2014 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury – Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha’s absence, other staff will assist with these requests. The agenda may be accessed on our web site one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,"https://maps.google.com/maps?q=11410+Southwest+68th+Parkway,+Tigard,+OR+97223&hl=en&oq=11410+SW+68th+Parkway,+Tigard,+OR+97223&hnear=11410+SW+68th+Pkwy,+Tigard,+Oregon+97223&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,,,,
"Treasurer, Oregon State",Oregon Short Term Fund (OSTF) Board Meeting,The OSTF Board will review and comment on various entities Investment Policies,01/10/2013 10:00:00 AM,01/10/2013 12:00:00 PM,Oregon State Treasury, Salem,OR,,,Heidi Rawe,503-378-4552,heidi.rawe@ost.state.or.us,,,,,,,,Please contact Heidi Rawe at 503-378-4552 for dial-in information,,,,,,
"Treasurer, Oregon State",Oregon Short Term Fund (OSTF) Board Meeting,The OSTF Board will review and comment on various entities Investment Policies,07/09/2013 10:00:00 AM,07/09/2013 12:00:00 PM,Oregon State Treasury, Salem,OR,,,Heidi Rawe,503-378-4552,heidi.rawe@ost.state.or.us,,,,,,,,Please contact Heidi Rawe at 503-378-4552 for dial-in information,,,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Program Design Working Group,,05/26/2016 01:00:00 PM,05/26/2016 03:00:00 PM,"Oregon State Treasury - Tigard Office - 16290 SW Upper Boones Ferry Road, Mt. Hood Board Room", Portland,OR,,,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Investment Council ,Regular Meeting ,08/10/2016 09:00:00 AM,08/10/2016 12:00:00 PM,PERS Head Quarters ,Tigard,OR,"Notice of Regular Meeting
The Oregon Investment Council will hold a regular meeting at the time, date, and location listed above. 

This meeting location is accessible to persons with disabilities; moreover, a request for an interpreter for the hearing impaired or requests for other accommodations for persons with disabilities should be made at least 48 hours in advance of the meeting to May Fanning in the Oregon State Treasury’s Investment Division at (503) 431-7900.",,May Fanning,503.431.7900,may.fanning@ost.state.or.us,,"https://www.google.com/maps/place/16290+SW+Upper+Boones+Ferry+Rd,+Portland,+OR+97224/@45.402175,-122.7491281,17z/data=!4m2!3m1!1s0x549572c33f67c577:0x303b8e1c111f8034%20%20",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,May Fanning,503.431.7900,may.fanning@ost.state.or.us,,,,,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Plan Design Working Group,,05/10/2016 09:00:00 AM,05/10/2016 11:00:00 AM,Oregon State Treasury - Tigard Office - 16290 SW Upper Boones Ferry Road - Mt. Hood Board Room, Portland,OR,,,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Heading Off a Retirement Reckoning in Oregon:  An Aspen Institute Forum on the Oregon Retirement Savings Program,,06/20/2016 08:00:00 AM,06/20/2016 01:30:00 PM,"The University of Oregon in Portland - White Stag Block, 70 NW Couch Street", Portland,OR,"Featuring:

The Honorable Kate Brown
Governor of the State of Oregon

The Honorable Ted Wheeler
Treasurer of the State of Oregon

The Honorable J. Mark Iwry
Senior Advisor to the U.S. Secretary of the Treasury

Will Sandbrook
Strategy Director, United Kingdom's National Employment Savings Trust (NEST)

Followed by two distinguished panels, including:

Anthony Bunnell
Chief Product Officer, Honest Dollar

Barbara March
CEO, BridgePoint Group

Judy Miller
Director of Retirement Policy, American Retirement Association

Lew Minsky
President and CEO, Defined Contribution Institutional Investment Association (DCIIA)

Tom Simpson
Director of Government & Regulatory Affairs, Standard Insurance Company
",,Kiese Hansen,202-736-3592,kiese.hansen@aspeninstitute.org,,,https://www.eventbrite.com/e/heading-off-a-retirement-reckoning-in-oregon-tickets-25636686018,,,,,,,https://www.eventbrite.com/e/heading-off-a-retirement-reckoning-in-oregon-tickets-25636686018,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Outreach Working Group,,04/26/2016 09:00:00 AM,04/26/2016 11:00:00 AM,"Oregon State Treasury - Tigard Office - 16290 SW Upper Boones Ferry Road, Mt. Hood Board Room",Portland,OR,"If you are unable to attend the meeting, but would like to call in on the conference line, please send Missy an email.",,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Investment Council ,Regular Meeting ,04/20/2016 09:00:00 AM,04/20/2016 12:00:00 PM,PERS Head Quarters , Tigard,OR,"Notice of Regular Meeting
The Oregon Investment Council will hold a regular meeting at the time, date, and location listed above. 

This meeting location is accessible to persons with disabilities; moreover, a request for an interpreter for the hearing impaired or requests for other accommodations for persons with disabilities should be made at least 48 hours in advance of the meeting to May Fanning in the Oregon State Treasury’s Investment Division at (503) 431-7900.",,May Fanning,503.431.7900,may.fanning@ost.state.or.us,,"https://www.google.com/maps/place/16290+SW+Upper+Boones+Ferry+Rd,+Portland,+OR+97224/@45.402175,-122.7491281,17z/data=!4m2!3m1!1s0x549572c33f67c577:0x303b8e1c111f8034",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,May Fanning,503.431.7900,may.fanning@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,,,,
"Treasurer, Oregon State",Announcement of new Treasury Fellowship program,"A quorum of the Oregon Investment Council (OIC) is scheduled to appear at an event at 2 pm Tuesday, Oct. 24 to announce a new fellowship program that is a partnership between the State Treasury and Portland State University. No OIC decisions will be discussed.",10/24/2017 02:00:00 PM,10/24/2017 03:00:00 PM,"Karl Miller Center, Room 295, Portland State University, 631 SW Harrison St, ", Portland,OR,,,Grace Roth,,Grace.Roth@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Joint Plan and Program Design Working Group,Combining the Plan and Program work group ,06/23/2016 09:00:00 AM,06/23/2016 11:00:00 AM,"Oregon State Treasury - Tigard Office - 16290 SW Upper Boones Ferry Road, Mt. Hood Board Room", Portland,OR,,,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Financial Literacy Working Group,,04/12/2016 01:00:00 PM,04/12/2016 03:00:00 PM,"Oregon State Treasury - Tigard Office - 16290 SW Upper Boones Ferry Road, Mt. Hood Board Room", Portland,OR,"If you would like to call-in, please send Missy a note requesting the number.",,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,Yes,Yes,http://www.oregon.gov/treasury/ORSP/Pages/default.aspx,,,,
"Treasurer, Oregon State",ORSP - Plan Design Working Group,,03/31/2016 01:00:00 PM,03/31/2016 03:00:00 PM,Oregon State Treasury - TIgard Office - 16290 SW Upper Boones Ferry Road, Portland,OR,"Agenda coming soon.  Meeting will be in Mt. Hood Board Room.  If you would  like to call-in, please send me an email.",,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Program Design Working Group,,05/10/2016 01:00:00 PM,05/10/2016 03:00:00 PM,Oregon State Treasury - Tigard Office - 16290 SW Upper Boones Ferry Road - Mt. Hood Board Room, Portland,OR,,,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Plan Design Working Group,,04/12/2016 09:00:00 AM,04/12/2016 11:00:00 AM,Oregon State Treasury - Tigard Office - 16290 SW Upper Boones Ferry Road - MT Hood Board Room,Portland,OR,"If you would like to call in to this meeting, please send Missy an email requesting conference number.",,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,Yes,Yes,http://www.oregon.gov/treasury/ORSP/Pages/default.aspx,,,,
"Treasurer, Oregon State",CANCELLED: Oregon 529 Network Special Board Meeting,CANCELLED: Meeting regarding ABLE plan contract and fund lineup,10/10/2016 01:00:00 PM,10/10/2016 03:00:00 PM,"Oregon State Treasury Office, 16290 SW Upper Boones Ferry Rd",Tigard,OR,Topics are tabled until the regularly scheduled November board meeting.,Yes,Michael Parker,,michael.parker@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Outreach Working Group,,06/02/2016 09:00:00 AM,06/02/2016 11:00:00 AM,"Oregon State Treasury - Tigard Office - 16290 SW Upper Boones Ferry Road, Mt. Hood Board Room", Portland,OR,,,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Investment Council ,Regular Meeting ,06/01/2016 09:00:00 AM,06/01/2016 12:00:00 PM,PERS Head Quarters , Tigard,OR,"Notice of Regular Meeting
 The Oregon Investment Council will hold a regular meeting at the time, date, and location listed above. 

This meeting location is accessible to persons with disabilities; moreover, a request for an interpreter for the hearing impaired or requests for other accommodations for persons with disabilities should be made at least 48 hours in advance of the meeting to May Fanning in the Oregon State Treasury’s Investment Division at (503) 431-7900.",,May Fanning,503.431.7900,may.fanning@ost.state.or.us,,"https://www.google.com/maps/place/16290+SW+Upper+Boones+Ferry+Rd,+Portland,+OR+97224/@45.402175,-122.7491281,17z/data=!4m2!3m1!1s0x549572c33f67c577:0x303b8e1c111f8034%20",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,May Fanning,503.431.7900,may.fanning@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,,,,
"Treasurer, Oregon State",Oregon Short Term Fund Board Meeting,,04/09/2020 10:00:00 AM,04/09/2020 12:00:00 PM,16290 SW Upper Boones Ferry Road,Tigard,OR,Oregon State Treasury | Mt. Hood Board Room,,Jeremy Knowles ,503-431-7919,jeremy.knowles@ost.state.or.us,,"https://www.google.com/maps/place/16290+SW+Upper+Boones+Ferry+Rd,+Portland,+OR+97224/@45.4022326,-122.7544666,17z/data=!3m1!4b1!4m5!3m4!1s0x549572c33f67c577:0x303b8e1c111f8034!8m2!3d45.4022289!4d-122.7522779",https://www.oregon.gov/treasury/news-data/pages/treasury-calendar.aspx,,,,,(877) 336-1829,4264965,https://www.oregon.gov/treasury/public-financial-services/oregon-short-term-funds/pages/default.aspx,,,,
"Treasurer, Oregon State",Oregon Short Term Fund Board Meeting,,07/07/2020 10:00:00 AM,07/07/2020 12:00:00 PM,16290 SW Upper Boones Ferry Road,Tigard,OR,Oregon State Treasury | Mt. Hood Board Room,,Jeremy Knowles ,503-431-7919,jeremy.knowles@ost.state.or.us,,"https://www.google.com/maps/place/16290+SW+Upper+Boones+Ferry+Rd,+Portland,+OR+97224/@45.4022326,-122.7544666,17z/data=!3m1!4b1!4m5!3m4!1s0x549572c33f67c577:0x303b8e1c111f8034!8m2!3d45.4022289!4d-122.7522779",https://www.oregon.gov/treasury/news-data/pages/treasury-calendar.aspx,,,,,(877) 336-1829,4264965,https://www.oregon.gov/treasury/public-financial-services/oregon-short-term-funds/pages/default.aspx,,,,
"Treasurer, Oregon State",OR 529 Savings Board Meeting,,08/25/2022 01:00:00 PM,08/25/2022 04:00:00 PM,"Hybrid: Oregon State Treasury, 16290 SW Upper Boones Ferry Road, Webex Events:  https://bit.ly/3SPJIJV   Password:  OR529",Tigard,OR,,Yes,Missy Simpson,5033731903,missy.simpson@ost.state.or.us,,,,Missy Simpson,5033731903,college.savings@ost.state.or.us,,408-418-9388,2486 594 2324,,,,,
"Treasurer, Oregon State",Oregon Short Term Fund Board Meeting,,01/09/2020 10:00:00 AM,01/09/2020 12:00:00 PM,16290 SW Upper Boones Ferry Road,Tigard,OR,Oregon State Treasury | Mt. Hood Board Room,,Kristel Flores,5034317900,kristel.flores@ost.state.or.us,,"https://www.google.com/maps/place/16290+SW+Upper+Boones+Ferry+Rd,+Portland,+OR+97224/@45.4022326,-122.7544666,17z/data=!3m1!4b1!4m5!3m4!1s0x549572c33f67c577:0x303b8e1c111f8034!8m2!3d45.4022289!4d-122.7522779",https://www.oregon.gov/treasury/news-data/pages/treasury-calendar.aspx,,,,,(877) 336-1829,4264965,https://www.oregon.gov/treasury/public-financial-services/oregon-short-term-funds/pages/default.aspx,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Board,,08/30/2022 01:00:00 PM,08/30/2022 04:00:00 PM,"Hybrid:  Oregon State Treasury, 16290 SW Upper Boones Ferry Road, Webex Events:  https://bit.ly/3P8S8sx, Password:  ORSP",Tigard,OR,,Yes,Missy Simpson,503-373-1903,missy.simpson@ost.state.or.us,,,,Missy Simpson,503-373-1903,RetirementSavings@ost.state.or.us,,1-408-418-9388,2481 216 6993,,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,10/31/2012 09:00:00 AM,10/31/2012 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location.  Meeting end time is approximate.  The meeting loction is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111.  In Martha's absence, other staff will assist with these requests.  The agenda may be accessed one week prior to the scheduled meeting on web site http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp or by called the phone number listed above.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.ost.state.or.us/About/Investment/,http://www.ost.state.or.us/Contact/Directions/Pers.asp,http://www.ost.state.or.us/News/calendar/Month.asp,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,09/19/2012 09:00:00 AM,09/19/2012 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location.  Meeting end time is approximate.  The meeting loction is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111.  In Martha's absence, other staff will assist with these requests.  The agenda may be accessed one week prior to the scheduled meeting on web site http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp or by called the phone number listed above.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.ost.state.or.us/About/Investment/,http://www.ost.state.or.us/Contact/Directions/Pers.asp,http://www.ost.state.or.us/News/calendar/Month.asp,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,01/29/2014 09:00:00 AM,01/29/2014 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha's absence, other staff will assist with these requests. The agenda may be accessed on our website one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,"https://maps.google.com/maps?q=11410+Southwest+68th+Parkway,+Tigard,+OR+97223&hl=en&oq=11410+SW+68th+Parkway,+Tigard,+OR+97223&hnear=11410+SW+68th+Pkwy,+Tigard,+Oregon+97223&t=m&z=16",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx#OICMin,,,,
"Treasurer, Oregon State",Oregon Investment Council,OIC Regular Meeting,01/25/2012 09:00:00 AM,01/25/2012 12:00:00 PM,PERS Building, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the time, date, and location listed below.  Meeting end time is approximate.

Wednesday, January 25, 2012
9:00 AM
PERS Headquarters
11410 S.W. 68th Parkway 
Tigard, Oregon   97223

The meeting location is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury – Investment Division, Attention:  Martha Kellams at 503-378-4111.  In Martha’s absence, other staff will be glad to assist with these requests.

The agenda may be accessed one week prior to the scheduled meeting on our web site at http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp or by calling the phone number listed above.
",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp,http://www.ost.state.or.us/Contact/Directions/Pers.asp,http://www.ost.state.or.us/News/calendar/Month.asp,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp,"PERS Building Tigard, OR
(45.425149999873, -122.765769999785)",35,18,724
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,07/25/2012 09:00:00 AM,07/25/2012 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location.  Meeting end time is approximate.  The meeting loction is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111.  In Martha's absence, other staff will assist with these requests.  The agenda may be accessed one week prior to the scheduled meeting on web site http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp or by called the phone number listed above.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.ost.state.or.us/About/Investment/,http://www.ost.state.or.us/Contact/Directions/Pers.asp,http://www.ost.state.or.us/News/calendar/Month.asp,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp,,,,
