"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
"Engineering and Land Surveying, Board of Examiners for",Standards of Land Surveying Practices,Standards of Land Surveying Practices Committee Meeting,02/09/2012 12:00:00 PM,,"670 Hawthorne Avenue, SE, Suite 220", Salem,OR,"The Oregon State Board of Examiners for Engineering and Land Surveying will hold the following Committee Meetings in the Conference Room of the Board office at 670 Hawthorne Avenue, SE, Suite 220, Salem, OR 97301. A Committee may enter into Executive Session during the meeting as provided in ORS 192.660(2)(f), to consider information or records that are exempt from disclosure by law, including written advice from the Board’s attorney. A Committee may also enter into Executive Session during the meeting as provided in the ORS 192.660(2)(h), to consult with counsel concerning the legal rights and duties of a public body with regard to current litigation or litigation likely to be filed. The meeting location is accessible to person with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Brianna Weekly at (503) 362-2666. The meetings are open to the public and interested parties are encouraged to attend. For additional information, please contact the Board office at the address listed above. ",yes,Mari Lopez,503-362-2666,osbeels@osbeels.org,http://www.oregon.gov/OSBEELS/docs/Committees/Notice/NoticeFebruary2012.pdf,,,,,,,,,,,,,
Environmental Quality Dept.,Public Hearing: Knutson Towboat,"DEQ invites the public to comment on the Knutson Towboat CompanyÛªs proposed wastewater treatment permit, known officially as a National Pollutant Discharge Elimination System (NPDES) permit.",02/23/2012 05:30:00 PM,,"North Bend Public Library, 1800 Sherman Ave.", North Bend,OR,,yes,April Graybill,503-378-6967,Graybill.April@deq.state.or.us,http://www.deq.state.or.us/news/publicnotices/uploaded/120124_3830_knutsonTowboat_pn.pdf,,,,,,,,,,,,,
Environmental Quality Dept.,Oregon E-Cycles Registration Fee Rulemaking : Advisory Committee Meeting,Manufacturer Registration Fees,02/28/2012 09:00:00 AM,02/28/2012 12:00:00 PM,"811 SW 6th Avenue, 10th floor, Room EQC-A", Portland,OR,"DEQ has initiated a rulemaking process to change the registration fees that electronics manufacturers pay for Oregon’s E-Cycles program. DEQ has formed an Advisory Committee to help evaluate options for revising the registration fees and develop a proposed fee structure that will cover DEQ’s costs for administering Oregon E-Cycles. DEQ plans to propose a fee structure to the Environmental Quality Commission for adoption by rule in early 2012.

",,Christie Nuttall,503-229-6832,Nuttall.Christie@deq.state.or.us,,,,,,,,,,,,,,
Environmental Quality Dept.,Environmental Quality Commission meeting,meeting of the Oregon Environmental Quality Commission (2 days),02/16/2012 08:30:00 AM,02/17/2012 04:30:00 PM,"DEQ, 811 SW 6th Ave. , EQC-A", Portland,OR,,,Stephanie Clark,,clark.stephanie@deq.state.or.us,,,,,,,,,,,,,,
Environmental Quality Dept.,Proposed Title V Fee Rules Hearing,DEQ is proposing revisions to the Air Quality DivisionÛªs Title V fee rules.,03/21/2012 04:00:00 PM,,"DEQ, Conference Room EQC-A (10th floor), 811 SW 6th Ave. ", Portland,OR,This proposal would increase Oregon’s Title V operating permit fees for 2012 and 2013 by the change in the consumer price index as authorized in statute.,yes,Esther Westbrook,503-229-6457,westbrook.esther@deq.state.or.us,http://www.deq.state.or.us/aq/permit/tvRule.htm,,,,,,,,,,,,,
"Ethics Commission, Oregon Government",Regularly Scheduled Meeting,February Meeting,02/24/2012 09:00:00 AM,02/24/2012 01:00:00 PM,"3218 Pringle Rd SE, #220", Salem,OR,,,Virginia Lutz,503-378-6803,virginia.lutz@state.or.us,http://www.oregon.gov/ogec,,,,,,,,,http://www.oregon.gov/OGEC/agendas.shtml,,,,
"Facilities Authority, Oregon",Board Meeting,Mar-12,03/09/2012 09:00:00 AM,03/09/2012 11:30:00 AM,"888 SW Fifth Ave., Suite 1600", Portland,OR,,Yes,Tillie Hasson,503-802-2137,ofa@tonkon.com,,,,,,,,888-529-0350,503-802-2102,,,,,
"Facilities Authority, Oregon",Board Meeting,Feb-12,02/01/2012 09:00:00 AM,02/01/2012 11:30:00 AM,"888 SW Fifth Ave., Suite 1600", Portland,OR,,Yes,Tillie Hasson,503-802-2137,ofa@tonkon.com,,,,,,,,1-888-529-0350,503-802-2102,,,,,
"Fine Fescue Commission, Oregon",Fine Fescue Commission Meeting,Regular scheduled commission meeting,02/07/2012 07:00:00 AM,02/07/2012 09:00:00 AM,"Imbler, OR", Imbler,OR,,,Jenny Woellmer,503-364-2944,jenny@ostlund.com,,,,,,,,,,,,,,
Fish and Wildlife Department,ODFW Fish Passage Task Force,"Oregon's Fish Passage Task Force will meet Wednesday, Feb. 22, 2012 at the Oregon Department of Fish and WildlifeÛªs Headquarters Office at 3406 Cherry Avenue NE, Salem to consider current statewide fish passage issues. ",02/22/2012 09:00:00 AM,02/22/2012 05:00:00 PM,"3406 Cherry Avenue NE, Salem ", Salem,OR,"SALEM, Ore. - Oregon's Fish Passage Task Force will meet Wednesday, Feb. 22, 2012 at the Oregon Department of Fish and Wildlife’s Headquarters Office at 3406 Cherry Avenue NE, Salem to consider current statewide fish passage issues. 

The meeting will be held from 9 a.m. to 5 p.m. and is open to the public. The agenda includes Task Force member updates, review of fish passage approvals and waivers, fish passage program initiatives and other Task Force business.
 
The nine-member Fish Passage Task Force meets quarterly to advise ODFW on fish passage policies and issues. Task Force members represent water users, fisheries and conservation interests, and the general public.

Reasonable accommodations will be provided as needed for individuals requesting assistive hearing devices, sign language interpreters or large-print materials. Individuals needing these types of accommodations may call the Information and Education Division at 800-720-6339 or 503-947-6002 at least 24 hours in advance of the meeting. For more information, call Lisa Kingsley, Fish Screening and Passage Program Assistant, at 503-947-6224.
",,Greg Apke ,,Greg.D.Apke@state.or.us,http://www.dfw.state.or.us/agency/public_meetings.asp,,,,,,,,,,,,,
Fish and Wildlife Department,Fish Restoration and Enhancement Board,"The agenda includes a program and budget update, a presentation by Oregon Watershed Enhancement Board staff on habitat project criteria, review of new project proposals and other program business.",02/03/2012 08:00:00 AM,02/03/2012 05:00:00 PM,"ODFW Headquarters, 3406 Cherry Ave. NE, Salem", Salem,OR,"SALEM, Ore.— The Oregon Department of Fish and Wildlife’s Fish Restoration and Enhancement Board will meet on Friday, Feb. 3 at ODFW Headquarters, 3406 Cherry Ave. NE, Salem.
 
The Board will meet from 8 a.m. to 5 p.m. The agenda includes a program and budget update, a presentation by Oregon Watershed Enhancement Board staff on habitat project criteria, review of new project proposals and other program business.
 
The meeting is open to the public, and there will be an opportunity for public comment in the afternoon.
 
On Saturday, Feb. 4 the Board will tour local R&E projects from 8:30 a.m. to noon. Members of the public may accompany the group but must provide their own transportation. For additional information on the field trip, contact R&E Program staff at (503) 947-6259.
 
Reasonable accommodations will be provided as needed for individuals requesting assistive hearing devices, sign language interpreters or large-print materials. Individuals needing these types of accommodations may call the Information and Education Division at 800-720-6339 or 503-947-6002 at least 24 hours in advance of the meeting.
 
Created by the Oregon Legislature in 1989, the Fish Restoration and Enhancement Program is funded by a surcharge on sport and commercial fishing licenses and commercial poundage fees. The program’s seven-member citizen board reviews fish restoration and enhancement project proposals and makes funding recommendations to the Oregon Fish and Wildlife Commission.
 
For more information on the Fish Restoration and Enhancement Program, or to view information regarding current R&E Program applications, visit www.dfw.state.or.us/fish/RE or contact program coordinator Josie Thompson at (503) 947-6259.
",,Josie Thompson,503-947-6259,josie.e.thompson@state.or.us,http://www.dfw.state.or.us/fish/RE/,,,,,,,,,,,,,
Forestry Department,Board of Forestry,"Wildfire protection, management of state-owned forests, and prospects for broadening state-federal cooperation in restoring federal forestlands are among the agenda items. ",03/07/2012 08:30:00 AM,02/28/2012 05:00:00 PM,"Oregon Dept. of Forestry, Tillamook Room-Bldg. C, 2600 State St.", Salem,OR,"More information on the Board of Forestry can be found at: www.oregonforestry.gov. Background information on the March 7 meeting, including staff reports, will be available soon through the 2012 “Meeting Schedules” link on the website.",Yes,Rod Nichols,503-945-7425,rnichols@odf.state.or.us,http://www.oregonforestry.gov,,,Sabrina Perez,503-945-7210,sperez@odf.state.or.us,,,,http://www.oregonforestry.gov,,,,
Forestry State Board of,Forest Trust Land Advisory Committee,A legally mandated committee of county commissioners representing counties that in the past deeded forestlands to the state,02/17/2012 09:30:00 AM,02/17/2012 12:00:00 PM,"Dept. of Forestry, 2600 State Street, Bldg C", Salem,OR,,Yes,Mary Schmelz,503-945-7202,mschmelz@odf.state.or.us,,,,,,,,,,,"2600 State Street
Bldg C Salem, OR
(44.933259999849, -123.043810000031)",21,11,2409
"Geologist Examiners, State Board of ",Board Meeting,quarterly work session & meeting,03/09/2012 08:30:00 AM,03/09/2012 04:30:00 PM,"Assoc. Center, 707 13th St. SE", Salem,OR,,yes,Christine Valentine,503-566-2837,osbge.info@state.or.us,,,,,,,,,,,,,,
Governor's Commission on Senior Services ,Commission Meeting,Second of Six Commission Meetings of 2012,03/21/2012 09:00:00 AM,03/21/2012 04:00:00 PM,"DHS Learning Center, Fort Rock (118) Room 3414 Cherry Avenue NE, Suite 150", Salem,OR,,,Max Brown,503-945-6993,max.brown@state.or.us,http://www.oregon.gov/DHS/spd/adv/gcss/2012/index.shtml,,,,,,,,,,"District 3 Conference Room 2nd Floor 4074 Winema Place Salem Salem OR, NE 97305
(44.933259999849, -123.043810000031)",21,11,2409
Governor's Commission on Senior Services ,Executive Committee,March's Commission Meeting Agenda,03/01/2012 10:00:00 AM,03/01/2012 11:00:00 AM,"Room 167, Human Services Building, 500 Summer Street NE", Salem,OR,,,Max Brown,503-945-6993,max.brown@state.or.us,http://www.oregon.gov/DHS/spd/adv/gcss/2012/index.shtml,,,,,,,,,,"167 Human Services
Summer Street NE Salem, OR
(44.942595718193, -123.028325767026)",21,11,2409
Grant ESD,Board meeting,regular board meeting,02/28/2012 05:15:00 PM,02/28/2012 12:00:00 AM,basement, John Day,OR,,,robert waltenburg,,waltenburgr@grantesd.k12.or.us,,,,,,,,,,,,,,
Harney ESD 17,February Board Meeting,February Board Meeting,02/08/2012 01:30:00 PM,,HESD Administrative Office, Burns,OR,,,Kaeko Blackburn,,kblackburn@harneyesd.k12.or.us,,,,,,,,,,,,,,
Harney ESD 17,March Board Meeting,March Board Meeting,03/14/2012 01:30:00 PM,,HESD Administrative Office, Burns,OR,,,Kaeko Blackburn,,kblackburn@harneyesd.k12.or.us,,,,,,,,,,,,,,
"Hazelnut Commission, Oregon",Meeting Number 363,Presentation of Research Proposals,02/22/2012 08:00:00 AM,02/22/2012 12:00:00 PM,OSU Foundation Building, Corvallis,OR,,,Polly Owen,503.678.6823,polly@oregonhazelnuts.org,,,,,,,,,,,,,,
"Health Advisory Board, Oregon Public",Public Health Advisory Board,Quarterly Board Meeting,03/02/2012 09:00:00 AM,03/02/2012 02:00:00 PM,"Portland State Office Building, Room 1E", Portland,OR,,Yes - 9:15 a.m.,Brittany Sande,971-673-1291,brittany.a.sande@state.or.us,,,,Brittany Sande,971-673-1291,brittany.a.sande@state.or.us,,,,,"Portland State Office Building Room 1E Portland, OR
(45.511789999609, -122.675629999625)",36,18,2410
"Health Authority, Oregon",ALERT Advisory Council,This group provides oversight of and strategic input to the ALERT Immunization Information System.,03/13/2012 05:45:00 PM,03/13/2012 08:00:00 PM,Legacy Emanuel Hospital, Portland,OR,,,Mary Beth Kurilo,,mary.beth.kurilo@state.or.us,,,,,,,,,,,,,,
"Health Authority, Oregon",Metrics Scoring Workgroup,Review metrics to be included in the CCO RFA,03/15/2012 01:30:00 PM,03/15/2012 03:00:00 PM,By phone, Salem,OR,"This meeting will include a MUTED public, listen-only line. That number is:

877-581-9247
Participant code: 604851",,Tiffany Reagan,503 947 2343,tiffany.t.reagan@state.or.us,,,,,,,,,,,,,,
"Health Authority, Oregon",CAREAssist Advisory Group ,CAREAssist Advisory Group Meeting,03/31/2012 09:00:00 AM,03/31/2012 12:00:00 PM,Portland State Office Bldg Room 1-C, Portland,OR,,,Karen Smith,,karen.l.smith@state.or.us,,,,,,,,,,,,,,
"Health Authority, Oregon",Webinar -- Coordinated Care Organizations: Request for Applications - Applicant Conference,"Please Join us for a question and answer Webinar on March 22, from 10 a.m. - 11 a.m.",03/22/2012 10:00:00 AM,03/22/2012 11:00:00 AM,Webinar, Salem,OR,,,Ari Ettinger,503 602 3906,ari.a.ettinger@state.or.us,https://www2.gotomeeting.com/register/602190402,,,,,,,,,,,,,
"Health Authority, Oregon",Webinar - CCO Planning: Draft Cost Template Discussion and Instructions,The Oregon Health Authority (OHA) will host a two-hour webinar regarding the draft cost template instructions.,03/09/2012 10:00:00 AM,03/09/2012 12:00:00 PM,Online, Salem,OR,"The Oregon Health Authority (OHA) will host a two-hour webinar regarding the draft cost template instructions. The Coordinated Care Organizations (CCOs) Cost template has been developed as a tool for potential CCOs as part of the Request for Applications to provide financial projections of their costs in order for OHA to develop rates that comply with Centers for Medicare and Medicaid Services guidelines. The webinar is designed for any stakeholder interested in becoming a CCO or in the steps involved with that process. 

The webinar will be presented by David Rohrer, Administrator, Actuarial Services, and Dennis Lang, Lead Actuary, Actuarial Services and will focus on the draft cost template – part of Oregon’s draft Request for Applications (RFA). Participants will be provided an opportunity to ask questions.

To register, click:
https://www2.gotomeeting.com/register/152641186 
",,Jennifer Granera,(503) 945-6339,jennifer.j.granera@state.or.us,,,,,,,,,,,,,,
"Health Authority, Oregon",Oregon Wind Energy HIA Community Meeting,Community members will hear an overview of the report and have an opportunity to ask questions and share feedback.  ,03/21/2012 06:30:00 PM,03/21/2012 08:30:00 PM,"3075 N Business 97, Cascade B Conference Room", Bend,OR,"The Riverhouse Hotel, 3075 N Business 97, Cascade B Conference Room, Bend, OR 97701",No formal public comment period is scheduled,Andrea Hamberg,971-673-0444,andrea.hamberg@state.or.us,http://public.health.oregon.gov/HealthyEnvironments/TrackingAssessment/HealthImpactAssessment/Pages/index.aspx,,,Andrea Hamberg,971-673-0444,andrea.hamberg@state.or.us,,,,,,,,
"Health Authority, Oregon",Radiation Advisory Committee,Radiation Advisory Committee Meeting,02/08/2012 10:00:00 AM,,"800 NE Oregon, Conference Room 1E", Portland,OR,Public Session will provide updates to Oregon Radiation Protection Services program.  The 2011 RPS Annual Report will be presented.,Yes,Connie Grater,,connie.j.grater@state.or.us,,,,,,,,,,,,,,
"Health Authority, Oregon",Webinar -- Coordinated Care Organizations: Request for Applications - Applicant Conference #2,"Please Join us for a question and answer Webinar on March 27, from 10 a.m. - 12 p.m.",03/27/2012 10:00:00 AM,03/27/2012 12:00:00 PM,Webinar, Salem,OR,,,Ari Ettinger,503 602 3906,ari.a.ettinger@state.or.us,https://www2.gotomeeting.com/register/764129786,,,,,,,,,,,,,
"Health Authority, Oregon",Oregon Wind Energy HIA Community Meeting,Community members will hear an overview of the report and have an opportunity to ask questions and share feedback.  ,03/20/2012 06:30:00 PM,03/20/2012 08:30:00 PM,"4700 NW Pioneer Place, Media Room, first floor east of the lobby", Pendleton,OR,"Umatilla County Justice Center, Media Room, first floor east of the lobby",No formal public comment period is scheduled,Andrea Hamberg,971-673-0444,andrea.hamberg@state.or.us,http://public.health.oregon.gov/HealthyEnvironments/TrackingAssessment/HealthImpactAssessment/Pages/index.aspx,,,Andrea Hamberg,971-673-0444,andrea.hamberg@state.or.us,,,,,,,,
Health Evidence Review Commission,Evidence-based Guidelines Subcommittee,The first meeting will review the process.,03/01/2012 02:00:00 PM,03/01/2012 05:00:00 PM,"Wilsonville Training Center, Rm 211, Clackamas Community College", Wilsonville,OR,The first meeting will review the process for work with the Center for Evidence-based Policy and review quality rating and high quality guideline sources.,Yes,Lisa Leone,,lisa.leone@state.or.us,,,,Lisa Leone,,lisa.leone@state.or.us,,,,,,,,
Health Evidence Review Commission,Health Evidence Review Commission,Review policies of the Health Services Commission,02/09/2012 01:00:00 PM,02/09/2012 04:00:00 PM,"Portland State Office Building, Room 1D, 800 NE Oregon Street", Portland,OR,Review policies of the Health Services Commission for potential incorporation into the HERC's process,Yes,Lisa Leone,,lisa.leone@state.or.us,http://www.oregon.gov/OHA/OHPR/HERC/index.shtml,,,Lisa Leone,,lisa.leone@state.or.us,,,,,,,,
Health Evidence Review Commission,Value-Based Benefits Subcommittee,"Introductions, orientations and goals of the subcommittee",02/09/2012 09:00:00 AM,02/09/2012 12:00:00 PM,"Portland State Office Building, Room 1D, 800 NE Oregon Street", Portland,OR,"Introductions, orientations and goals of the subcommittee.",Yes,Lisa Leone,,lisa.leone@state.or.us,,,,Lisa Leone,,lisa.leone@state.or.us,,,,,,,,
Health Information and Technology Oversight Council,HITOC Retreat ,Annual retreat for the Health Information Technology Oversight Council (HITOC),03/07/2012 09:00:00 AM,03/07/2012 05:00:00 PM,"Eola Viticulture Center, 215 Doaks Ferry Road NW", Salem,OR,,Yes,Tami Breitenstein,503-373-7859,hitoc.info@state.or.us,http://www.oregon.gov/OHA/OHPR/HITOC/Meeting_Materials.shtml,,,,,,true,,,,,,,
Health Policy Board,Health Care Workforce Committee,Non-Traditional Health Care Workers Subcommittee meeting,02/08/2012 03:00:00 PM,02/08/2012 05:00:00 PM,"Oregon Dental Association, 8699 SW Sun Place, 2nd Fl Conference Room", Wilsonville,OR,"This is the fifth meeting of the Subcommittee on Non-traditional Health Workers.  This Subcommittee is charged with developing descriptions and educational and training requirements for community health workers, peer wellness specialists, and personal health navigators, as required by HB 3650. At this meeting, Subcommittee members will review results of a core/optional competencies survey for non-traditional health workers and begin to develop draft recommendations on competencies and education and training requirements, and continue discussion of supervision and certification of training and/or individuals. ",Yes,Carol Cheney,971-673-2960,carol.i.cheney@state.or.us,http://www.oregon.gov/OHA/OHPR/HPB/Workforce/HealhCareWorkforceCommittee.shtml,,,Zarie Haverkate,503-373-1574,zarie.haverkate@state.or.us,,,,http://www.oregon.gov/OHA/OHPR/HPB/Workforce/Docs/02.08.12_Agenda_NTHW.pdf,,,,
Health Policy Board,Health Care Workforce Committee,Non-Traditional Health Worker Subcommittee meeting,03/28/2012 03:00:00 PM,03/28/2012 05:00:00 PM,"Portland State Office Building Room 918, 800 NE Oregon Street", Portland,OR,"The Non-Traditional Health Workers Subcommittee is charged with developing descriptions and educational & training requirements for community health workers, peer wellness specialists, and personalhealth navigators, as required by HB 3650. This is the last official meeting of this Subcommittee as charted by the OHPB. During this meeting, the Subcommittee will receive updates on progress towards integrating community health workers, peer wellness specialists, and personal health navigators into the CCO process and discusssteps to move into the next phase of the work. ",yes,Carol Cheney,(971) 673Û2960 or (503) 602Û9441,carol.i.cheney@state.or.us,http://www.oregon.gov/OHA/OHPR/HPB/Workforce/HealhCareWorkforceCommittee.shtml,,,Zarie Haverkate,503-373-1574,zarie.haverkate@state.or.us,,,,http://www.oregon.gov/OHA/OHPR/HPB/Workforce/Docs/NHCW_Subcommittee/3.28.12_Agenda.pdf,,,,
Health Policy Board,Oregon Health Policy Board meeting,The Oregon Health Policy Board (OHPB) will hold its monthly meeting.,03/13/2012 08:30:00 AM,03/13/2012 12:00:00 PM,The Market Square Building 1515 SW 5th Avenue (between Market and Clay) 9th floor, Portland,OR,,Yes,Ari Ettinger,503 602 3906,ari.a.ettinger@state.or.us,http://health.oregon.gov/OHA/OHPB/meetings/index.shtml,,,Ari Ettinger,,,,,,,,,,
Health Policy Board,Health Care Workforce Committee,Workgroup on SB 879,02/03/2012 09:00:00 AM,02/03/2012 11:00:00 AM,"Portland State Office Building, Room 1A, 800 NE Oregon Street", Salem,OR,The Oregon Healthcare Workforce Committee will convene two stakeholder discussions about existing prerequisites for student clinical placement and the potential for a common set of requirements statewide. The same questions will be discussed at both meetings.,,Lisa Angus,503-373-1632,lisa.angus@state.or.us,,,,Zarie Haverkate,503-373-1574,zarie.haverkate@state.or.us,,,,,,,,
Health Policy Board,Oregon Health Policy Board meeting,The Oregon Health Policy Board (OHPB) will hold its monthly meeting.,02/14/2012 01:00:00 PM,02/14/2012 03:30:00 PM,The Market Square Building 1515 SW 5th Avenue (between Market and Clay) 9th floor, Portland,OR,,Yes,Ari Ettinger,503 602 3906,ari.a.ettinger@state.or.us,http://health.oregon.gov/OHA/OHPB/meetings/index.shtml,,,Ari Ettinger,,,,,,,,,,
"Higher Education, State Board of",Academic Strategies Committee,Board Committee,03/01/2012 03:30:00 PM,03/01/2012 05:30:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,"Agenda items include: approval of academic program requests by WOU (Visual Communication Design), OSU (Sustainability. Discussion items include the Chair’s Report on Diversity Conversations and Capacity Planning. Other items submitted for approval include: Campus Compacts and Research Proposal.",No,Anna Teske,503.725.5707,anna_teske@ous.edu,,,,Marcia Stuart,541.346.5749,marcia_stuart@ous.edu,,,,http://www.ous.edu/state_board/meeting/dockets,,,,
"Higher Education, State Board of",Meeting of the Full Board,Standing meeting,03/02/2012 10:00:00 AM,02/03/2012 02:30:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,"The agenda includes three consent items and five action items (Internal Control Program Policy; Campus Compacts & Institutional Achievement Compacts; Amendment to OAR 580-040-0030, vehicle safety; Chancellor's Contract Renewal; Policy on Firearms and revision of the language of OAR 580-022-0045(3)). The OUS Deans of Education will present the critical connection of their work to the quality of PK-12 education in Oregon.",Yes,Marcia Stuart,541.346.5749,marcia_stuart@ous.edu,http://www.ous.edu/state_board/meeting/webcast,,,Marcia Stuart,541.346.5749,marcia_stuart@ous.edu,true,,,http://www.ous.edu/state_board/meeting/dockets,,,,
"Higher Education, State Board of",Academic Strategies Committee,Board Committee,02/02/2012 03:00:00 PM,02/02/2012 05:00:00 PM,"Boardroom, ASRC 515, 1800 SW 6th Ave", Portland,OR,"Agenda items include requests to approve proposed academic programs (Oregon State University-Master of Business Administration and Accountancy), and approval of OUS Admissions Requirement Policy for 2013-14.  In addition, the Committee will discuss the Deans of Education preparation for OEIB and the State Board of Higher Education, as well as review institutional mission alignment statements, campus compacts, role of the Chancellor’s Office, and capacity planning. ",No,Anna Teske,503.725.5700,anna_teske@ous.edu,http://www.ous.edu/state_board/meeting/dockets,,,,,,,,,,,,,
"Higher Education, State Board of",Finance & Administration Committee,Board Committee,03/16/2012 01:30:00 PM,03/16/2012 05:00:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,"The Finance & Administration Committee will take action on the 2011-12 budget allocation adjustment and hear reports the UO on capital projects requiring further investment and from EOU, OIT, and the UO on their internal control environment self-assessment",No,Marcia Stuart,541-346-5749,marcia_stuart@ous.edu,http://www.ous.edu/state_board/meeting/dockets,,,,,,true,,,http://www.ous.edu,,,,
"Higher Education, State Board of",Governance & Policy Committee,Board Committee,03/16/2012 08:00:00 AM,03/16/2012 01:00:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,The Governance & Policy Committee will continue discussion on roles and responsibilities of institutional boards under proposed governance changes.,No,Marcia Stuart,541-346-5749,marcia_stuart@ous.edu,http://www.ous.edu/state_board/meeting/dockets,,,,,,true,,,http://www.ous.edu,,,,
"Higher Education, State Board of",Governance & Policy Committee,Board Committee,02/17/2012 09:00:00 AM,02/17/2012 12:00:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,To continue their discussion of roles and responsibilities under proposed governance models.,NO,Marcia Stuart,541-346-5749,marcia_stuart@ous.edu,https://www.ous.edu,,,,,,true,,,,,,,
"Higher Education, State Board of",Finance & Administration Committee,Board Committee,02/17/2012 01:00:00 PM,02/17/2012 05:00:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,"Finance & Administration Committee will hear reports and take action concerning quarterly managerial and investment reports, internal audit progress report, supplemental guidance to campuses for tuition rates for the academic year 2012-13 and summer term 2013, and Eastern’s amendment to their nonresident tuition differential (OAR 580-010-0081). Oregon State University and Southern Oregon University will report on their internal control environment self-assessment and the Committee will discuss cost drivers pertaining to Senate Bill 242 status.",No,Marcia Stuart,541-346-5749,marcia_stuart@ous.edu,https://www.ous.edu,,,,,,true,,,,,,,
Hispanic Affairs Commission,Regular Meeting,The meeting will cover topics of interest to the OCHA.,03/21/2012 07:00:00 PM,03/21/2012 09:00:00 PM,"OAC Office, Rm 308U, 527 SW Hall St., Portland 97201", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,,,,,
Hispanic Affairs Commission,Regular Meeting,Regular Meeting,02/20/2012 10:15:00 AM,02/20/2012 02:00:00 PM,"Oregon Civic Justice Center, Carnegie Building, Hearing Room 213, 790 State Street, Salem, OR 97301   ", Salem,OR,"The Oregon Commission on Hispanic Affairs will hold a regular meeting from 10:15am to 2:00 pm, Monday, February 20th, 2012. 
 
The meeting agenda will include Commissioner Reports and initiatives for work during the February 2012 Oregon legislative session.  A public comment period with a designated time will be offered.

The meeting location is accessible to persons with disabilities.  Requests for accommodations for people with disabilities should be made at least 48 hours in advance. Contact Nancy Kramer at nancy.kramer@state.or.us or 503-302-9725.",Yes,Nancy Kramer,503-302-9725,nancy.kramer@comcast.net,,,,Nancy Kramer,503-302-9725,nancy.kramer@comcast.net,,,,,,,,
Housing/Community Services Department,Energy Weatherization Assistance Program State Plan,2012-13 State Plan Public Hearing,02/27/2012 09:00:00 AM,02/27/2012 11:00:00 AM,"North Mall Office Building, Rm 124B", Salem,OR,"The purpose of this hearing is to obtain public comment on the proposed 2012-2013 US Department of Energy Weatherization Assistance Program State Plan for Oregon. Persons interested in commenting on the state plan are invited to attend the public hearing. Written comments will be accepted as long as they are postmarked by 5:00pm, Tuesday, February 28, 2012.",yes,Tim Zimmer,503-986-2067,Tim.Zimmer@hcs.state.or.us,http://www.ohcs.oregon.gov,,,Sandy McDonnell,503-986-2012,Sandy.McDonnell@hcs.state.or.us,,,,,,,,
Housing/Community Services Department,Public Hearing Notice,permanent Oregon Administrative Rules for the Single Family Mortgage Program,03/06/2012 10:00:00 AM,,"North Mall Office Building, 725 Summer Street NE, Suite B", Salem,OR,"Oregon Housing and Community Services (OHCS) is in the process of adopting permanent Oregon Administrative Rules for the Single Family Mortgage Program.  The rulemaking amends existing rules to reflect program requirements, industry standards, and ensures consistency with statutory requirements of the program.

Visit OHCS's Public Notices webpage at:
http://www.ohcs.oregon.gov/OHCS/COM_PublicNotices.shtml",yes,Roberto Franco,503-986-6732,Roberto.Franco@hcs.state.or.us,http://www.ohcs.oregon.gov/OHCS/COM_PublicNotices.shtml,,,Sandy McDonnell,503-986-2012,Sandy.McDonnell@hcs.state.or.us,,,,,,,,
Housing/Community Services Department,State Housing Council Meeting,Monthly State Housing Council Meeting,02/03/2012 09:00:00 AM,,"OHCS, 725 Summer Street NE, Room 124 A/B", Salem,OR,,Yes,Jo Rawlins,,jo.rawlins@hcs.state.or.us,,,,Sandy McDonnell,,sandy.mcdonnell@hcs.state.or.us,,,,,,,,
Housing/Community Services Department,Special Meeting of Board of Directors,Oregon Affordable Housing Assistance Corporation,02/27/2012 09:00:00 AM,,"725 Summer St, NE Ste B, Rm 322", Salem,OR,"The Oregon Affordable Housing Assistance Corporation, an Oregon nonprofit public benefit corporation (the “Corporation”), will have a special meeting of the Board of Directors of the Corporation in accordance with Section 65.344 of the Oregon Revised Statutes. The purpose of the special meeting is to discuss general business matters, including the removal, election and appointment of officers and directors of the Corporation, and to take any action related thereto or take such other action that the Board of Directors of the Corporation deem appropriate.  ",yes,Jo Rawlins,503-986-6703,Jo.Rawlins@hcs.state.or.us,,,,Sandy McDonnell,503-986-2012,Sandy.McDonnell@hcs.state.or.us,,,,,,,,
