"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
"Health Authority, Oregon",Early Learning Council - Oregon Health Policy Board joint subcommittee,The Early Learning Council - Oregon Health Policy Board joint subcommittee will hold its quarterly meeting May 6. ,05/06/2014 01:00:00 PM,05/06/2014 03:00:00 PM,Portland State Office Building 800 NE Oregon St, Portland,OR,,Yes,Brandi Browning,971-673-2831,brandi.browning@state.or.us,http://www.oregon.gov/oha/Pages/elc-ohpb.aspx,,,Brandi Browning,971-673-2831,brandi.browning@state.or.us,,,,,,gary.whitehouse@state.or.us ,,,,,,
"Health Authority, Oregon",Behavioral Health Stragegic Plan Town Hall,Behavioral Health stakeholders town hall,05/16/2014 09:00:00 AM,06/16/2014 12:00:00 PM,"Red Lion Hotel, Cayuse Umatilla Room, 304 SE Nye Ave", Pendleton,OR,"Please join us for a series of town hall meetings to discuss the state’s behavioral health system. Our goal is to create a shared vision for building and expanding an integrated, coordinated and culturally competent behavioral health system that provides better health, better care and lower cost for all Oregonians. OHA will take the feedback garnered through the town hall meetings to develop a two- to five-year strategic plan and present it back to stakeholders.",Yes,LuAnn Meulink,503-945-6289,Luann.E.Meulink@state.or.us,http://www.oregon.gov/oha/amh/Pages/strategic.aspx,,,,,,,,,,http://www.oregon.gov/oha/amh/docs/Agenda%20and%20Goals%20BH%20Strategic%20Plan%20Town%20Hall%20Meetings.doc,gary.whitehouse@state.or.us,,,,,,
"Health Authority, Oregon",Medicaid Advisory Committee,Medicaid Advisory Committee,03/26/2014 10:00:00 AM,03/26/2014 01:00:00 PM,Portland State Office Building, Portland,OR,"The Committee will receive an overview of the 2014 Oregon Legislative Session. Deborah Bachrach and Kinda Serafi, with Manatt Health Solutions will present strategies to mitigate disruptions as results of churn, as well as strategies to reduce churn.  The committee will then enter into a work session to consider implications of and options to mitigate the effects of churn between for individuals enrolled in the Oregon Health Plan (OHP) and commercial coverage available through qualified health plans (QHP).",,Margie Fernando,,margie.fernando@state.or.us,http://www.oregon.gov/oha/OHPR/MAC/Pages/index.aspx,,,,,,,,,,,margie.fernando@state.or.us,,,http://www.oregon.gov/oha/OHPR/MAC/Pages/index.aspx,,,
"Health Authority, Oregon",Immunization Policy Advisory Team (IPAT),Quarterly advisory team meeting,06/05/2014 11:45:00 AM,06/05/2014 02:00:00 PM,PSOB Room 1B, Portland,OR,,,Anne Vancuren,,anne.m.vancuren@state.or.us,,,,,,,,,,,,anne.m.vancuren@state.or.us,,,,,,
"Health Authority, Oregon",Behavioral Health Stragegic Plan Town Hall,Behavioral Health stakeholders town hall,06/11/2014 09:00:00 AM,06/11/2014 12:00:00 PM,"Douglas County Fairgrounds, Cascade Hall, 2110 SW Frear", Roseburg,OR,"Please join us for a series of town hall meetings to discuss the state’s behavioral health system. Our goal is to create a shared vision for building and expanding an integrated, coordinated and culturally competent behavioral health system that provides better health, better care and lower cost for all Oregonians. OHA will take the feedback garnered through the town hall meetings to develop a two- to five-year strategic plan and present it back to stakeholders.",Yes,LuAnn Meulink,503-945-6289,Luann.E.Meulink@state.or.us,http://www.oregon.gov/oha/amh/Pages/strategic.aspx,,,,,,,,,,http://www.oregon.gov/oha/amh/docs/Agenda%20and%20Goals%20BH%20Strategic%20Plan%20Town%20Hall%20Meetings.doc,gary.whitehouse@state.or.us,,,,,,
"Health Authority, Oregon",Public Hearing on the Oregon Public Health Division plan for the Preventive Health & Health Services Block Grant,Proposal for the use of funds from the PHHSBG,06/06/2014 01:30:00 PM,06/06/2014 02:30:00 PM,Portland State Office Bldg. 800 NE Oregon St. Room 1A, Portland,OR,"A hearing to take public comments on the Oregon Health Authority, Public Health Division’s proposal for the use of funds from the Preventive Health & Health Services Block Grant. 

To participate by phone, call 1-877-848-7030, and use code 2030826#. 

For more information about the meeting, or to review the proposal, please contact Jan Kaplan, PHHSBG Block Grant Coordinator, Oregon Health Authority, Public Health Division, at 971-673-1232. 

The meeting site is accessible to persons with disabilities. Individuals requiring accommodation may request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations by calling the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.
",,Jan Kaplan,,jan.kaplan@state.or.us,,,,,,,,,,,,alayna.n.nest@state.or.us,,,,,,
"Health Authority, Oregon",Healthcare-Associated Infections Advisory Committee,"Highlights of annual HAI report, update on OAR 333-018, and presentations from committee members representing various agencies.",06/25/2014 01:00:00 PM,06/25/2014 03:00:00 PM,"Portland State Office Building, 800 NE Oregon St, Room 1B", Portland,OR,,,Diane Roy,,diane.m.roy@state.or.us,,,,,,,,,,,,diane.m.roy@state.or.us,,,,,,
"Health Authority, Oregon",Healthcare-Associated Infections Advisory Committee Meeting,Review proposed changes to Oregon Administrative Rules and discuss 2014 state plan including adoption of HHS goals .,03/26/2014 02:00:00 PM,03/26/2014 04:00:00 PM,"Portland State Office Building, 800 NE Oregon St, Room 1E", Portland,OR,,,Diane Roy,,diane.m.roy@state.or.us,,,,,,,,,,,,diane.m.roy@state.or.us,,,,,,
Health Policy Board,Oregon Health Policy Board meeting,The Oregon Health Policy Board will hold its monthly meeting April 1.,04/01/2014 01:00:00 PM,04/01/2014 03:15:00 PM,"Market Square Building: 1515 SW 5th Avenue, 9th floor", Portland,OR,,Yes,Ari Ettinger,503 602 3906,ari.a.ettinger@state.or.us,http://www.oregon.gov/oha/OHPB/Pages/2014-OHPB-Meetings.aspx,,,Ari Ettinger,503 602 3906,ari.a.ettinger@state.or.us,true,http://www.ohsu.edu/edcomm/flash/flash_player.php?params=4%60/ohpbmtg.flv%60live&width=720&height=480&title=OHPB%20Meeting&stream_type=live,,,,gary.whitehouse@state.or.us ,,,,,,
Health Policy Board,Oregon Health Policy Board meeting,The Oregon Health Policy Board will hold its monthly meeting Feb. 4.,02/04/2014 01:00:00 PM,02/04/2014 03:00:00 PM,"Market Square Building: 1515 SW 5th Avenue, 9th floor", Portland,OR,,Yes,Ari Ettinger,503 602 3906,ari.a.ettinger@state.or.us,http://www.oregon.gov/oha/OHPB/Pages/2014-OHPB-Meetings.aspx,,,Ari Ettinger,503 602 3906,ari.a.ettinger@state.or.us,true,http://www.ohsu.edu/edcomm/flash/flash_player.php?params=4%60/ohpbmtg.flv%60live&width=720&height=480&title=OHPB%20Meeting&stream_type=live,,,,ari.a.ettinger@state.or.us,,,,,,
Health Policy Board,Oregon Health Policy Board,OHPB,06/03/2014 01:00:00 PM,06/03/2014 05:00:00 PM,OHSU Center for Health & Healing, Portland,OR,,,Stephanie Jarem,971-273-6844,stephanie.jarem@state.or.us,,http://bit.ly/1lAe6Tg,,,1-800-282-8096,,true,http://bit.ly/1eBpckn,,,http://www.oregon.gov/oha/OHPB/Pages/2014-OHPB-Meetings.aspx,gary.whitehouse@state.or.us,,,,,,
Health Policy Board,Oregon Health Policy Board meeting,The Oregon Health Policy Board will hold a very brief meeting Jan. 7.,01/07/2014 09:00:00 AM,01/07/2014 09:15:00 AM,By phone, Salem,OR,,No,Ari Ettinger,503 602 3906,ari.a.ettinger@state.or.us,http://www.oregon.gov/oha/OHPB/Pages/2013-OHPB-Meetings.aspx,,,Ari Ettinger,503 602 3906,ari.a.ettinger@state.or.us,true,,1- 888-808-6929,915042,,gary.whitehouse@state.or.us ,,,,,,
Health Policy Board,Oregon Health Policy Board/Early Learning Council Joint Subcommittee Quarterly Meeting ,Quarterly Meeting for the Joint Subcommittee,01/07/2014 01:00:00 PM,01/07/2014 04:00:00 PM,"800 NE Oregon Street, Room 1E, Portland", Portland,OR,"Contact: Richelle Borden, 503-945-6956 (meeting information or accommodations)
Alissa Robbind, 503-490-6590 (media inquiries)

Oregon Health Policy Board/Early Learning Council Joint Subcommittee to hold quarterly meeting January 7 in Portland

What: The Oregon Health Policy Board/Early Learning Council Joint Subcommittee will meet January 7 in Portland. The joint subcommittee will use this meeting to provide updates on Early Learning Hubs, kindergarten assessments, and developmental screening.  Invited guests will also share research on the Developmental Origins of Health and Disease (DOHad). Public testimony will not be heard during the meeting.

When: Tuesday, January 7, 1-4 p.m. 

Where: 800 NE Oregon Street, Room 1E, Portland

Public call-in option: 1-877-336-1831 / Participant code: 112050

Agenda: 
•	Meeting minutes
•	Technical Advisory Committee Update
•	Hub Update
•	Kindergarten Assessment Update 
•	Developmental Origins of Health and Disease 
•	Developmental Screening

The meeting site is accessible to persons with disabilities. Individuals requiring accommodation may request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations by calling the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.
",No,Richelle Borden,503-945-6956,richelle.borden@state.or.us,,,,Oregon Health Authority,1-800-282-8096,,,,1-877-336-1831,112050,,leslie.a.grasa@state.or.us,,,,,,
"Health Policy & Research, Oregon",Common Credentialing Advisory Group,Common Credentialing Advisory Group,01/09/2014 02:00:00 PM,01/09/2014 04:00:00 PM,"OHA, Lincoln Building", Portland,OR,4th Meeting of the Common Credentialing Advisory Group.,yes,Margie Fernando,503-3731927,margie.fernando@state.or.us,http://www.oregon.gov/oha/OHPR/Pages/ccag.aspx,,,,,,,,,,,margie.fernando@state.or.us,,,http://www.oregon.gov/oha/OHPR/Pages/ccag.aspx,,,
"Health Policy & Research, Oregon",Common Credentialing Advisory Group,Common Credentialing Advisory Group,02/11/2014 01:00:00 PM,02/11/2014 03:00:00 PM,Oregon Travel Experience Board Room, Salem,OR,,,Margie Fernando,,margie.fernando@state.or.us,http://www.oregon.gov/oha/OHPR/Pages/ccag.aspx,,,,,,,,,,,margie.fernando@state.or.us,,,http://www.oregon.gov/oha/OHPR/Pages/ccag.aspx,,,
"Health Policy & Research, Oregon",Common Credentialing Solution,Common Credentialing Solution,04/01/2014 02:00:00 PM,04/01/2014 04:00:00 PM,Oregon Travel Experience Board, Salem,OR,,,Margie Fernando,,margie.fernando@state.or.us,,,,,,,,,,,,margie.fernando@state.or.us,,,http://www.oregon.gov/oha/OHPR/Pages/ccag.aspx,,,
"Health Policy & Research, Oregon",Healthcare Workforce Committee,Healthcare Workforce Committee,04/02/2014 09:30:00 AM,04/02/2014 12:30:00 AM,Wilsonville Training Center, Wilsonville,OR,,,Margie Fernando,,margie.fernando@state.or.us,,,,,,,,,,,,margie.fernando@state.or.us,,,http://www.oregon.gov/oha/OHPR/HCW/Pages/Meetings.aspx,,,
"Health Policy & Research, Oregon",Common Credentialing Advisory Group,Common Credentialing Advisory Group,01/09/2014 02:00:00 PM,01/09/2014 04:00:00 PM,"OHA, Lincoln Building", Portland,OR,4th Meeting of the Common Credentialing Advisory Group.,yes,Margie Fernando,503-3731927,margie.fernando@state.or.us,http://www.oregon.gov/oha/OHPR/Pages/ccag.aspx,,,,,,,,,,,margie.fernando@state.or.us,,,http://www.oregon.gov/oha/OHPR/Pages/ccag.aspx,,,
"Health Policy & Research, Oregon",Healthcare Workforce ,Healthcare Workforce Committee,02/05/2014 09:00:00 AM,02/05/2014 12:00:00 PM,Wilsonville Training Campus, Wilsonville,OR,,,Margie Fernando,,margie.fernando@state.or.us,http://www.oregon.gov/oha/OHPR/HCW/Pages/Meetings.aspx,,,,,,,,,,,margie.fernando@state.or.us,,,http://www.oregon.gov/oha/OHPR/HCW/Pages/Meetings.aspx,,,
Higher Education Coordinating Commission,Notice of Second Proposed Rulemaking Hearing - Cosmetology Curriculum,,10/18/2018 12:30:00 PM,12/31/1899 12:00:00 PM,"255 Capitol St.NE, H301 HECC Large Conference Room", Salem,OR,"A second public hearing will be held to seek feedback regarding proposed rulemaking. With this change from statute to rule about cosmetology curriculum content and program standards for private career schools, the HECC is bringing the minimum hours and standards in line with the Health Licensing Office exam and industry standards.",Yes,Karen Lynne Howard,503-947-2379,karen.lynne.howard@HECC.OREGON.GOV,,,,Karen Lynne Howard,503-947-2379,karen.lynne.howard@HECC.OREGON.GOV,,,1-888-363-4735,9431448,http://www.oregon.gov/highered/institutions-programs/private/Pages/private-career-school-licensing.aspx (http://www.oregon.gov/highered/institutions-programs/private/Pages/private-career-school-licensing.aspx%20),,,,https://www.oregon.gov/highered/institutions-programs/private/Pages/pcs-advisory-comm.aspx (https://www.oregon.gov/highered/institutions-programs/private/Pages/pcs-advisory-comm.aspx%20),,,
Higher Education Coordinating Commission,Transfer Council Subcommittee Sociology Meeting Agenda,,11/23/2021 10:30:00 AM,12/31/1899 12:00:00 PM,https://bluecc.zoom.us/j/92739846682 ,salem ,OR,,,Kia Sorensen,,kia.sorensen@hecc.oregon.gov,,,,Kia Sorensen,,kia.sorensen@hecc.oregon.gov,,,1 669 900 6833 ,927 3984 6682 ,,,,,,,,
"Higher Education, State Board of",University Governance Work Group,Technical & Regional University governance,01/09/2014 03:00:00 PM,01/09/2014 05:00:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,"The Work Group will continue discussion of the TRU financial presentations, with Q&A.",,Marcia Stuart,503.725.5751,marcia_stuart@ous.edu,,,,,,,,http://www.ous.edu/state_board/meeting/webcast,,,http://www.ous.edu/,marcia_stuart@ous.edu,,,,,,
"Higher Education, State Board of",Finance & Administration Committee,Monthly Meeting,01/17/2014 01:00:00 PM,01/17/2014 03:00:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,The Committee will be meeting to review and approve the 2013 Annual Financial Report and the list of new capital projects for consideration in the February 2014 legislative session. Also provided to the Committee will be a review of the legislative agenda and a transition progress report. This meeting will be webcast.,,Marcia Stuart,503.725.5751,marcia_stuart@ous.edu,,,,,,,,,,,http://www.ous.edu/,marcia_stuart@ous.edu,https://data.oregon.gov/views/dvfy-gbe4/files/wFeoPljzL0Ni151aK1WaajzNWMbsz04PHZTTy4tjn6k?filename=application%2Fpdf%3B+charset%3Dbinary,,http://www.ous.edu/state_board/meeting/dockets,,,
"Higher Education, State Board of",Regular board meeting (#874),Executive sessions will also occur.,01/10/2014 08:00:00 AM,01/10/2014 02:30:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,"The State Board of Higher Education will be meeting on Friday, January 10, 2014, at 9:00 a.m., in open session and agenda items include: approval of minutes, two action items (Chancellor’s official residence and capital projects for consideration in February legislative session), and University Shared Services transition discussion. Prior to and following the open session, the Board will meet in executive sessions pursuant to ORS 192.660(2)(f) to discuss records that are exempt by law from public inspection. Pursuant to ORS192.660(4), representatives of the news media are allowed to attend but the Board requires that the discussions and any reports received in executive session be undisclosed. Pursuant to ORS 192.660(6), no final action will be taken or final decision made in the executive session.

Additionally, the Chancellor, Board Committee and work group chairs, chair of the Oregon Student Association, and the president of the Interinstitutional Faculty Senate will provide informational reports to the Board.

8:00 – 8:45 a.m.: Executive Session
9:00 a.m. – 12:00 p.m.: Full Board Meeting
12:30 – 2:30 p.m.: Executive Sessions

",,Marcia Stuart,503.725.5751,marcia_stuart@ous.edu,,,,,,,,http://www.ous.edu/state_board/meeting/webcast,,,http://www.ous.edu/,marcia_stuart@ous.edu,https://data.oregon.gov/views/dvfy-gbe4/files/DThlLA9jXKM0NCJXQfAmDiztpMlU_Oc9sz5bz_Guh4o?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
"Higher Education, State Board of",Finance & Administration Committee,Special Meeting,03/31/2014 10:00:00 AM,03/31/2014 12:00:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,"EOU, OIT, SOU and WOU will be seeking “approval” for the Preliminary Funding Request for 2015-17 as requested by the Higher Education Coordinating Commission(HECC).  The Institutions have prepared these funding requests in response to the Dear President letter sent from HECC on February 14, 2014.",,Marcia Stuart,503.725.5751,marcia_stuart@ous.edu,,,,,,,,http://www.ous.edu/state_board/meeting/webcast,,,http://www.ous.edu/state_board/meeting/dockets,marcia_stuart@ous.edu,,,,,,
"Higher Education, State Board of",Academic Strategies Committee,Monthly Meeting,01/09/2014 01:00:00 PM,01/09/2014 03:00:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,"The Board’s Committee on Academic Strategies
will meet on January 9, 2014. Agenda items include
a request to approve proposed academic programs (Oregon State University, M.S./Ph.D. in Comparative Health Sciences), and discussions of transitions to the Higher Education Coordinating Commission, and the 40-40-20 Strategy and Action Framework. In addition, the Committee will hear
a report from Southern Oregon University on retrenchment, as well as an update from the Inter-Institutional Faculty Senate on revisions to the faculty sabbatical OAR.",,Anna Teske,503.725.5720,anna_teske@ous.edu,,,,,,,,,,,,marcia_stuart@ous.edu,https://data.oregon.gov/views/dvfy-gbe4/files/9SXL_Z7QqlRmCLvdbZ0clrw-CBKuZpxHoQC2Aw3ihvU?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
Hispanic Affairs Commission,Regular Meeting,Regular Meeting,04/10/2014 02:30:00 PM,04/10/2014 04:30:00 PM,"Capitol Building, Conf Rom 257, 900 Court St. NE, ZIP 97301 ", Salem,OR,,Yes,Nancy Kramer,5033029725,nancy.kramer@state.or.us,,,,Nancy Kramer,5033029725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
Hispanic Affairs Commission,Strategic Planning meeting,Strategic Planning meeting,01/16/2014 06:00:00 PM,01/16/2014 08:00:00 PM,"Leftbank Building, Room 215, 240 N. Broadway, OR 97227", Portland,OR,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
Hispanic Affairs Commission,Regular Meeting,Regular Meeting,06/19/2014 01:00:00 PM,06/19/2014 03:00:00 PM,"The Lincoln Building, 421 SW Oak Street, 1st floor Oak Room, ZIP 97204", Portland,OR,Officer elections for Chair and Vice Chair to be held at this meeting.,Yes,Nancy Kramer,503.302.9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503.302.9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Hop Commission, Oregon",May Regular Commission Meeting and Budget Hearing,Regular commission meeting and budget hearing,05/22/2014 12:00:00 PM,05/22/2014 02:00:00 PM,200 Industrial Way, Mount Angel,OR,"Wilco main office conference room in Mt. Angel

Will present the 2014-2015 OHC proposed budget for comment and have the regular meeting of the OHC",Yes,Nancy,503-982-7600,nancy@oregonhops.org,,,,,,,,,,,,nancy@oregonhops.org,,,,,,
"Hop Commission, Oregon",RFP Review Committee Meeting,Review marketing proposals submitted,05/01/2014 11:00:00 AM,05/01/2014 12:00:00 PM,3037 G St. , Hubbard,OR,The committee will review the proposals and make a recommendation to the commission on which one is the best fit for the project,,Nancy,,nancy@oregonhops.org,,,,,,,,,,,,nancy@oregonhops.org,,,,,,
Housing/Community Services Department,Oregon Affordable Homeownership Assistance Corporation,Board meeting,02/10/2014 02:00:00 PM,02/10/2014 03:00:00 PM,"725 Summer Street NE, Suite B, Rm 322", Salem,OR,"The purpose of the special meeting is to discuss general business matters, internal authorization  procedures, program updates, and to take any action related thereto or take such other action that the Board of Directors of the Corporation deem appropriate.  
  
The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Sandy McDonnell, 503.986-2012, by TTY at 503.986-2100, or by email at sandy.mcdonnell@hcs.state.or.us.",No,Greg Current,503-986-6771,Greg.Current@hcs.state.or.us,http://www.oregon.gov/ohcs/pages/oregon_affordable_housing_assistance_corporation.aspx,http://www.oregon.gov/ohcs/pages/drivingdirectionssalem.aspx,,Sandy McDonnell,503-986-2012,sandy.mcdonnell@hcs.state.or.us,,,,,http://www.oregon.gov/ohcs/pages/oregon_affordable_housing_assistance_corporation.aspx,suzanne.harris@state.or.us,,,http://www.oregon.gov/ohcs/pages/oregon_affordable_housing_assistance_corporation.aspx,,,
Housing/Community Services Department,Oregon State Housing Council ,Regular Monthly Meeting ,02/07/2014 09:00:00 AM,02/07/2014 12:00:00 PM,725 Summer Street NE, Salem,OR,"February 7th, 2014 Meeting Agenda


MEETING TIME: 9:00 A.M 

MEETING LOCATION:	
Conference Room 124a/b; North Mall Office Building 
725 Summer Street NE, 
Salem, OR 97301

Call in Number: 1-877-273-4202; Room Number: 4978330
1.	Call to Order 								Jeana Woolley, Chair
2.	Roll Call								Jeana Woolley, Chair
	
3.	Approval of Housing Council Meeting Minutes			Jeana Woolley, Chair
	a.	November 15, 2013
 
4.	Public Comment				    			Jeana Woolley, Chair

5.	Old Business 					Julie Cody, OHCS		a.	OHCS administrative rule process 			Diana Koppes, OHCS
	b.	OHCS procedural rule change update

6.	New Business								Julie Cody, OHCS
a.	Parkway West, Additional Funds Request			Tony Penrose, OHCS	

7.	NOFA Discussion		        		Julie Cody, OHCS
					        		 	Diana Koppes, OHCS 
			
8.	Report of the Director				           			Margaret Van Vliet, 
OHCS Director
	
9.	Report	of the Chair							Jeana Woolley, Chair
	
10.	Other									Jeana Woolley, Chair

11.	Adjourn State Housing Council Meeting				Jeana Woolley, Chair
",Yes,Katherine Silva,,katherine.silva@state.or.us,,,,,,,,,,,,katherine.silva@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/kQmQO_3-NppAt9SMd4UqndB9kvNq06-en4DB9HichV0?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
Housing/Community Services Department,Public Hearing Notice: 2014-2015 US Dept. of Energy Weatherization Assistance State Plan,There will be a Public Hearing on the proposed 2014-2015 US Department of Energy Weatherization Assistance Program State Plan for Oregon,05/13/2014 01:30:00 PM,05/13/2014 03:30:00 PM,"725 Summer Street NE, Suite B", Salem,OR,"The purpose of this hearing is to obtain public comment on the proposed 2014-2015 US Department of Energy Weatherization Assistance Program State Plan for Oregon.  Persons interested in commenting on the state plan are invited to attend the public hearing. Written comments will be accepted as long as they are received by 5:00pm, Tuesday, May 13, 2014. A copy of the proposed state plan will be available to view on the OHCS website after Wednesday, April 30, 2014. The web address is www.ohcs.oregon.gov. Please send all correspondence and requests for copies of the plan to Oregon Housing and Community Services at the address below:

Oregon Housing and Community Services
Attn:  Chris Shoopman, Weatherization Program Coordinator
725 Summer Street NE, Suite B
Salem, OR  97301-1266
Phone: 503-986-0972",Yes,Chris Shoopman,503-986-0972,Chris.Shoopman@oregon.gov,,,,Sandy McDonnell,503-986-2012,Sandy.McDonnell@oregon.gov,,,,,,suzanne.harris@state.or.us,,,,,,
Infrastructure Finance Authority Board,IFA Board Meeting,IFA Board Meeting,02/14/2014 10:00:00 AM,02/14/2014 01:00:00 PM,"775 Summer St NE, Salem; Second Floor, Conference Room 201", Salem,OR,,Yes,Connie Brautigam,503-986-0126,connie.brautigam@state.or.us,http://www.orinfrastructure.org/Contact-Us/About-Us/Infrastructure-Finance-Authority/index2014.php,,,,,,,,,,http://www.orinfrastructure.org/Contact-Us/About-Us/Infrastructure-Finance-Authority/index2014.php,carmen.l.spuhler@oregon.gov,,,,,,
Infrastructure Finance Authority Board,IFA Board Meeting,IFA Board Meeting,06/13/2014 09:00:00 AM,06/13/2014 12:00:00 PM,"10 South Oakdale Ave, Medford, OR 97501, 3rd Floor, Jackson Room", Medford,OR,,Yes,Connie Brautigam,503-986-0126,connie.brautigam@state.or.us,,,,,,,,,,,http://www.orinfrastructure.org/Contact-Us/About-Us/Infrastructure-Finance-Authority/index2014.php,carmen.l.spuhler@oregon.gov,,,,,,
InterMountain ESD,IMESD Board Meeting,Regional Tour and Regular Board Meeting,04/16/2014 10:00:00 AM,04/16/2014 07:00:00 PM,Joseph Building, La Grande,OR,,,Marla J. Royal,,marla.royal@imesd.k12.or.us,,,,,,,,,,,,marla.royal@imesd.k12.or.us,,,,,,
"Invasive Species Council, Oregon",Oregon Invasive Species Council Meeting,Second Quarter Council Meeting,06/18/2014 09:00:00 AM,06/19/2014 04:00:00 PM,Deschutes County Road Department Large Conference Room, Bend,OR,,,Leslie Shaffer,,leslie.c.shaffer@state.or.us,,,,,,,,,,,,leslie.c.shaffer@state.or.us,,,,,,
Justice Department,SB 814 Environmental Claims Mediation Program - Advisory Committee Meeting,An Advisory Committee is being convened to assist the Attorney General with the rulemaking and contractor selection activities needed to implement this program.,03/06/2014 02:30:00 PM,03/06/2014 04:00:00 PM,"Kulongoski Room, Justice Building", Salem,OR,,Yes,"Mike Niemeyer, ADR Coordinator",,Mike.Niemeyer@doj.state.or.us,http://www.doj.state.or.us/adr/pages/environmental_claims.aspx,,,,,,,,,,,martin.altenhofen@doj.state.or.us,,,,,,
Justice Department,SB 814 Environmental Claims Mediation Program - Advisory Committee Meeting,An Advisory Committee is being convened to assist the Attorney General with the rulemaking and contractor selection activities needed to implement this program.,04/28/2014 02:30:00 PM,04/28/2014 04:00:00 PM,"Kulongoski Room, Justice Building", Salem,OR,,Yes,"Mike Niemeyer, ADR Coordinator ",,Mike.Niemeyer@doj.state.or.us,http://www.doj.state.or.us/adr/pages/environmental_claims.aspx,,,,,,,,,,,martin.altenhofen@doj.state.or.us,,,,,,
Justice Department,SB 814 Environmental Claims Mediation Program - Advisory Committee Meeting,An Advisory Committee is being convened to assist the Attorney General with the rulemaking and contractor selection activities needed to implement this program. ,01/23/2014 02:30:00 PM,01/23/2014 04:00:00 PM,"Kulongoski Room, Justice Building", Salem,OR,,Yes,"Mike Niemeyer, ADR Coordinator",,Mike.Niemeyer@doj.state.or.us,http://www.doj.state.or.us/adr/pages/environmental_claims.aspx,,,,,,,,,,,martin.altenhofen@doj.state.or.us,,,,,,
Labor and Industries Bureau,Oregon State Apprenticeship Training Council,Quarterly Meeting,03/20/2014 10:00:00 AM,03/20/2014 03:00:00 PM,Portland State Office Bldg Rm 1A, Portland,OR,The meeting will conclude at the end of business,yes,Elaine Dibble,971-673-0775,elaine.dibble@state.or.us,https://www.oregon.gov/boli/atd,,,,,,,,,,,elaine.dibble@state.or.us,,,,,,
Labor and Industries Bureau,Oregon State Apprenticeship & Training Council,Quarterly Subcommittee Meetings,06/04/2014 09:30:00 AM,06/04/2014 05:00:00 PM,Portland State Office Bldg Rm 1D, Portland,OR,"800 NE Oregon
Portland Oregon 97232",yes,Elaine Dibble,971.673.0775,elaine.dibble@state.or.us,,,,,,,,,,,,elaine.dibble@state.or.us,,,,,,
Labor and Industries Bureau,Oregon State Apprenticeship & Training Council,Quarterly Subcommittee Meetings,03/05/2014 09:30:00 AM,03/05/2014 05:00:00 PM,Portland State Office Bldg Rm 1D, Portland,OR,"800 NE Oregon 
Portland Oregon",yes,Elaine Dibble,971.673.0775,elaine.dibble@state.or.us,,,,,,,,,,,,elaine.dibble@state.or.us,,,,,,
Labor and Industries Bureau,Oregon State Apprenticeship & Training Council,Quarterly Meeting,06/19/2014 10:00:00 AM,06/19/2014 03:00:00 PM,Portland State Office Bldg Rm 1A, Tualatin,OR,"800 NE Oregon
Portland Oregon 97232

Council will conclude at the close of business.",Yes,Elaine Dibble,971.673.0775,elaine.dibble@state.or.us,,,,Elaine Dibble,971.673.0775,elaine.dibble@state.or.us,,,,,,elaine.dibble@state.or.us,,,,,,
Lake ESD,Regular Board / Budget Meeting,Regular meeting and separate budget committee meeting,01/28/2014 06:00:00 PM,01/28/2014 08:00:00 PM,Paisley School, Paisley,OR,"6 p.m. - Regular Board meeting
7 p.m. - Budget Committee meeting",,Debbie Goss,541-947-3371,dgoss@lakeesd.k12.or.us,,,,,,,,,,,,dgoss@lakeesd.k12.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/Ino4-abM1gEZ6boNsExA_fvK6re0ede1Ryxc5_95cwU?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
