"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
Construction Contractors Board,CCB Rulemaking Hearing,Rule Hearing,06/24/2014 11:00:00 AM,06/24/2014 11:30:00 AM,"West Salem Roths IGA, Hospitatility Center, Oregon Room, 425 Glen Creek Rd", Salem,OR,"CCB rulemaking hearing.  A copy of the full text is on CCB’s (Construction Contractors Board) website at www.oregon.gov/CCB.   

Here is a link to the document.  
http://ccbed.ccb.state.or.us/New_Web/laws/new_rule_notices.htm 

 ",Yes,Cathy Dixon,503-934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,,catherine.a.dixon@state.or.us,,,,,,
Construction Contractors Board,April 2015 Board Meeting,Board Meeting,04/28/2015 09:30:00 AM,04/28/2015 12:00:00 PM,"Peru Room (306), Broadway Commons",Salem,OR,,Yes,Catherine Dixon,503-934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,
Construction Contractors Board,Stakeholder/Town Hall Meeting,Stakeholder/Town Hall Meeting,06/28/2013 09:30:00 AM,06/28/2013 11:30:00 AM,Oregon Coast Community College - SBDC , Newport,OR,"The meetings will provide contractors, citizens and others interested in construction licensing regulations, an opportunity to offer input and opinions on matters facing construction contractors, future regulatory reforms, and how the CCB can better serve Oregonians.",Yes,Cathy Dixon,(503) 934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,,catherine.a.dixon@state.or.us,,,,,,
Construction Contractors Board,Special Board Meeting,Special Board Meeting,06/03/2014 01:00:00 PM,06/03/2014 05:00:00 PM,700 Summer St NE Conf Rm B, Salem,OR,Special Board Meeting held at CCB offices.  Brainstorming. ,,Cathy Dixon,503-934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,,catherine.a.dixon@state.or.us,,,,,,
Construction Contractors Board,Board Meeting,Board Meeting,04/23/2013 08:30:00 AM,04/23/2013 03:00:00 PM,"West Salem Roth's Hospitality Center, Santian Rm", Salem,OR,Board meeting and Appeal Committee meeting.,Yes,Cathy Dixon,(503) 934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,,catherine.a.dixon@state.or.us,,,,,,
Construction Contractors Board,CCB Stakeholder Meeting re SB 783,Stakeholder Meeting,10/18/2013 10:00:00 AM,10/18/2013 11:00:00 AM,"Conf. Rm B, 700 Summer St NE Ste 300", Salem,OR,Construction Contractors Board Stakeholder meeting on SB 783 implementation and draft rules.,Yes,Cathy Dixon,503-934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,,catherine.a.dixon@state.or.us,,,,,,
Construction Contractors Board,Board Meeting,Board Meeting,02/26/2013 08:30:00 AM,02/26/2013 03:00:00 PM,Cancelled, Salem,OR,Meeting has been cancelled,,Cathy Dixon,,catherine.a.dixon@state.or.us,,,,,,,,,,,,catherine.a.dixon@state.or.us,,,,,,
Construction Contractors Board,Board Meeting,Board Meeting,08/20/2013 08:30:00 AM,08/20/2013 02:00:00 PM,"West Salem Roth's Hospitality Center, Santiam Rm", Salem,OR,Board meeting and possible Appeal Committee Meeting.,Yes,Cathy Dixon,(503) 934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,,catherine.a.dixon@state.or.us,,,,,,
Construction Contractors Board,August 2015 Board Meeting,Board Meeting,08/25/2015 09:30:00 AM,08/25/2015 12:30:00 PM,"201 High St SE Suite 600, Board Room",Salem,OR,CCB Board meeting.,Yes,Catherine Dixon,503-934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx%20,,,
Construction Contractors Board,Sept 2015 Board Meeting,Board Meeting,09/22/2015 09:30:00 AM,09/22/2015 12:30:00 PM,"201 High St SE Suite 600, Board Room",Salem,OR,CCB Board meeting.  Website www.oregon.gov/CCB,yes,Catherine Dixon,503-934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx%20,,,
Construction Contractors Board,May 2015 Board Meeting,Board Meeting,05/26/2015 09:30:00 AM,05/26/2015 12:00:00 PM,"700 Summer St NE, Conference Room B",Salem,OR,,Yes,Catherine Dixon,503-934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,
Construction Contractors Board,Dec 2015 Board Meeting,,12/01/2015 09:30:00 AM,12/01/2015 12:30:00 PM,"201 High St SE Suite 600, Board Room",Salem,OR,CCB Board meeting.  Website: www.oregon.gov/ccb,yes,Caterine Dixon,503-934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx%20,,,
Construction Contractors Board,Nov 2015 Board Meeting,,11/03/2015 09:30:00 AM,11/03/2015 12:30:00 AM,"201 High St SE Suite 600, Board Room", Salem,OR,CCB Board meeting. Website: www.oregon.gov/ccb,yes,Catherine Dixon,503-934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx%20,,,
Construction Contractors Board,Construction Contractors Teleconference Board Meeting,Board Meeting,09/28/2016 09:30:00 AM,09/28/2016 12:30:00 PM,201 High St. SE, Salem,OR,CCB Board Meeting. See our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Stakeholder/Town Hall Meeting,Stakeholder/Town Hall Meeting,06/25/2013 09:30:00 AM,06/25/2013 11:30:00 AM,7736 SE Harmony Rd Room 145 OIT Bldg,Clackamas,OR,"Stakeholder/town hall style meeting. The meetings will provide contractors, citizens and others interested in construction licensing regulations, an opportunity to offer input and opinions on matters facing construction contractors, future regulatory reforms, and how the CCB can better serve Oregonians.

The meeting will be held at Clackamas Community College SBDC, 7736 SE Harmony Road, Room 172, OIT Building, Clackamas, Oregon.",Yes,Cathy Dixon,(503) 934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,,catherine.a.dixon@state.or.us,,,,,,
Construction Contractors Board,Construction Contractors Board Meeting,Board Meeting,04/27/2016 09:30:00 AM,04/27/2016 12:30:00 PM,201 High St. SE, Salem,OR,CCB Board meeting. See our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Public Comment Hearing,Public Comment Hearing,11/19/2018 08:00:00 AM,11/19/2018 09:00:00 AM,"201 High St SE, Suite 600", Salem,OR,,Yes,Sara Heinz,,sara.heinz@state.or.us,,,,Sara Heinz,,sara.heinz@state.or.us,,,,,,,,,,,,
Construction Contractors Board,Construction Contractors Board Teleconference Board Meeting,Construction Contractors Board Teleconference Board Meeting,05/24/2017 09:30:00 AM,05/24/2017 11:00:00 AM,"201 High St SE, 1st Floor",Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Board Meeting,10/26/2016 09:00:00 AM,10/26/2016 11:00:00 AM,201 High St. SE, Salem,OR,CCB Board Meeting. See our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Construction Contractors Board Meeting,04/26/2017 09:30:00 AM,04/26/2017 12:30:00 PM,"201 High St SE, 1st Floor", Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,CCB Board Meeting,CCB Board Meeting,12/05/2018 09:30:00 AM,12/05/2018 12:00:00 PM,"201 High Street SE, 6th floor", Salem,OR,CCB Board Meeting,Yes,Sara Heinz,503-934-2217,sara.heinz@state.or.us,,,,Sara Heinz,503-934-2217,sara.heinz@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Proposed Rulemaking Hearing,Rules Hearing,04/15/2016 10:00:00 AM,04/15/2016 11:00:00 AM,"201 High St. SE, Suite 600", Salem,OR,"Proposed Rulemaking Hearing
",Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/laws-rules/Pages/proposed-rules.aspx,,,
Construction Contractors Board,Rulemaking Hearing,Rulemaking Hearing,10/20/2017 09:00:00 AM,10/20/2017 10:00:00 AM,"201 High Street SE, 6th floor", Salem,OR,http://www.oregon.gov/CCB/laws-rules/Pages/proposed-rules.aspx,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,Rulemaking Hearing,Rulemaking Hearing,02/15/2018 08:00:00 AM,02/15/2018 09:00:00 AM,"201 High Street SE, 6th floor",Salem,OR,"CCB Rulemaking hearing for rules relating to temporary RMIs, bond forms, criminal convictions, DRS meetings, penalties, lead-based paint contractors, home inspector CE and old DRS practices. 

http://www.oregon.gov/CCB/laws-rules/Pages/proposed-rules.aspx",Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,CCB Board Meeting,CCB Board Meeting,12/21/2017 09:00:00 PM,12/20/2017 09:45:00 AM,"201 High Street SE, 6th floor", Salem,OR,,No,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Construction Contractors Board Meeting,08/23/2017 09:30:00 AM,08/23/2017 12:30:00 PM,"201 High St SE, 1st Floor", Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Board Meeting,03/23/2016 09:30:00 AM,03/23/2016 11:30:00 AM,201 High St. SE, Salem,OR,"CCB Board Meeting
See our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx ",Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Teleconference Board Meeting,Construction Contractors Board Teleconference Board Meeting,01/25/2017 09:30:00 AM,01/25/2017 11:00:00 AM,"201 High St SE, 1st Floor", Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Construction Contractors Board Meeting,10/25/2017 09:30:00 AM,10/25/2017 12:30:00 PM,"201 High St SE, 1st Floor", Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Board Meeting,02/24/2016 09:30:00 AM,02/24/2016 12:30:00 AM,201 High St. SE, Salem,OR," CCB Board Meeting, see our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx ",Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Board Meeting,07/27/2016 09:30:00 AM,07/27/2016 12:30:00 PM,201 High St. SE,Salem,OR,CCB Board Meeting. See our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,(Stakeholders/DCBS) Hiring Subcommittee Meeting,(Stakeholders/DCBS) Hiring Subcommittee Meeting,03/13/2018 12:30:00 PM,03/13/2018 05:00:00 PM,"201 High Street SE, 1st floor", Salem,OR,"This meeting is held primarily in executive session, which is closed to the public. ",No,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,Construction Contractors Board Meeting,Construction Contractors Board Meeting,02/22/2017 09:30:00 AM,02/22/2017 12:30:00 PM,"201 High St SE, 1st Floor", Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Board Meeting,12/07/2016 09:30:00 AM,12/07/2016 12:30:00 PM,201 High St. SE, Salem,OR,CCB Board Meeting. See our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Board Meeting,05/16/2016 09:00:00 AM,05/16/2016 02:00:00 PM,201 High St. SE, Salem,OR,CCB Strategic Planning Board Meeting,No,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Teleconference Board Meeting,Construction Contractors Board Teleconference Board Meeting,12/28/2016 08:00:00 AM,12/28/2016 08:45:00 AM,"201 High St SE, 1st Floor", Salem,OR,,No,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,Construction Contractors Board Teleconference Board Meeting,Construction Contractors Board Teleconference Board Meeting,03/22/2017 09:30:00 AM,03/22/2017 11:00:00 AM,"201 High St SE, 1st Floor",Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,CCB Board Meeting,,10/24/2018 09:30:00 AM,10/24/2018 12:30:00 PM,201 High St SE, Salem,OR,,,Sara Heinz,,sara.heinz@state.or.us,,,,,,,,,,,,,,,,,,
Construction Contractors Board,Construction Contractors Appeals Committee Meeting,Construction Contractors Appeals Committee Meeting,12/07/2016 08:00:00 AM,12/07/2016 09:30:00 AM,"201 High St SE, 1st Floor", Salem,OR,,No,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,CCB Board Meeting,CCB Board Meeting,04/05/2018 09:30:00 AM,04/05/2018 12:30:00 PM,"201 High Street SE, 1st floor", Salem,OR,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,(CCB Staff/DCBS) Hiring Subcommittee Meeting,(CCB Staff/DCBS) Hiring Subcommittee Meeting,03/13/2018 12:30:00 PM,03/13/2018 05:00:00 PM,"201 High Street SE, 2nd floor", Salem,OR,"This meeting takes place primarily in executive session, which is closed to the public.",No,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,Construction Contractors Rulemaking Hearing,Construction Contractors Rulemaking Hearing,06/15/2017 11:00:00 AM,06/15/2017 12:00:00 PM,"201 High St SE, 6th Floor",Salem ,OR,Proposed Rulemaking Hearing,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/laws-rules/Pages/proposed-rules.aspx,,,
Construction Contractors Board,Construction Contractors Board Teleconference Board Meeting,Construction Contractors Board Teleconference Board Meeting,07/26/2017 09:30:00 AM,07/26/2017 11:00:00 AM,"201 High St SE, 1st Floor", Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,CCB Rulemaking Hearing,Rulemaking Hearing,08/15/2018 08:00:00 AM,08/15/2018 09:00:00 AM,"201 High Street SE, 6th floor",Salem,OR,"Rule making hearing 
https://www.oregon.gov/CCB/laws-rules/Pages/proposed-rules.aspx",,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,CCB Board Meeting,CCB Board Meeting,03/28/2018 09:30:00 AM,03/28/2018 12:30:00 PM,"201 High Street SE, 1st floor",Salem,OR,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,Construction Contractors Board Teleconference Board Meeting,Construction Contractors Board Teleconference Board Meeting,09/27/2017 09:30:00 AM,09/27/2017 11:00:00 AM,"201 High St SE, 1st Floor",Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,CCB (Board/Governor’s Office/DCBS) Hiring Subcommittee Meeting,CCB (Board/Governor’s Office/DCBS) Hiring Subcommittee Meeting,03/13/2018 12:30:00 PM,03/13/2018 05:00:00 PM,"201 High Street SE, 6th floor",Salem,OR,"This meeting takes place primarily in executive session, which is closed to the public.",No,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,Construction Contractors Board Meeting,Construction Contractors Board Meeting,06/28/2017 09:30:00 AM,06/28/2017 12:30:00 PM,"201 High St SE, 1st Floor", Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Board Meeting,03/23/2016 09:30:00 AM,03/23/2016 11:00:00 AM,201 High St. SE, Salem,OR,CCB Board meeting. See our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,CCB Board Meeting,CCB Board Meeting,06/27/2018 09:30:00 AM,06/27/2018 12:00:00 PM,"201 High Street SE, 6th floor", Salem,OR,CCB Board Meeting,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,CCB Board Meeting,CCB Board Meeting,04/25/2018 09:30:00 AM,04/25/2018 12:00:00 PM,"201 High Street SE, 1st floor", Salem,OR,CCB Board Meeting,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Board Meeting,05/25/2016 09:30:00 AM,05/25/2016 12:30:00 PM,201 High St. SE, Salem,OR,CCB Board meeting. See our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Board Meeting,Board Meeting,06/29/2016 09:30:00 AM,06/29/2016 11:00:00 AM,201 High St. SE, Salem,OR,CCB Board Meeting. See our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Appeals Committee Meeting,Construction Contractors Appeals Committee Meeting,06/12/2017 09:30:00 AM,06/12/2017 12:00:00 PM,"201 High St SE, 1st Floor", Salem,OR,Construction Contractors Appeals Committee Meeting,No,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,Construction Contractors Appeals Committee Meeting,Construction Contractors Appeals Committee Meeting,10/26/2016 08:00:00 AM,10/26/2016 09:00:00 AM,"201 High St SE, 1st Floor", Salem,OR,Construction Contractors Appeals Committee Meeting,No,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/Documents/pdf/CCB%20Board/JUSTICE-CCB_-_Appeal_Committee_Meeting_Agenda.pdf,,,,,,,
Construction Contractors Board,CCB Board Meeting,CCB Board Meeting,10/24/2018 09:30:00 AM,10/24/2018 12:00:00 PM,"201 High Street SE, 1st Floor", Salem,OR,CCB Board Meeting,Yes,Sara Heinz,,sara.heinz@state.or.us,,,,Sara Heinz,,sara.heinz@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,CCB Board Meeting,CCB Board Meeting,03/08/2018 09:00:00 AM,03/09/2018 10:00:00 AM,"201 High Street SE, 6th floor", Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,Construction Contractors Appeals Committee Meeting,Construction Contractors Appeals Committee Meeting,12/07/2016 08:00:00 AM,12/07/2016 09:30:00 AM,"201 High St SE, 1st Floor", Salem,OR,,No,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,CANCELLED: August 24 Construction Contractors Board Meeting,Board Meeting,08/24/2016 09:30:00 AM,08/24/2016 11:00:00 AM,201 High St. SE, Salem,OR,This meeting of the CCB Board has been cancelled. See our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,CCB Board Meeting,CCB Board Meeting,02/28/2018 09:30:00 AM,02/28/2018 12:00:00 PM,"201 High Street SE, 6th floor", Salem,OR,CCB Board Meeting,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,CCB Board Meeting,CCB Board Meeting,01/24/2018 09:30:00 AM,01/24/2018 12:00:00 PM,"201 High Street SE, 6th floor", Salem,OR,CCB Board Meeting,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
Construction Contractors Board,Construction Contractors Teleconference Board Meeting,Construction Contractors Board Teleconference Board Meeting,02/01/2017 09:00:00 AM,02/01/2017 10:00:00 AM,"201 High St SE, 6th Floor",Salem,OR,,No,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,,,,
Construction Contractors Board,CCB Board Meeting,CCB Board Meeting,08/22/2018 09:30:00 AM,08/22/2018 12:00:00 PM,"201 High Street SE, 6th floor", Salem,OR,CCB Board Meeting,Yes,Leslie Culpepper,,leslie.culpepper@state.or.us,,,,Leslie Culpepper,,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,,,
