"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Health Evidence Review Commission,Evidence-based Guidelines Subcommittee,EbGS,12/05/2019 02:00:00 PM,12/05/2019 05:00:00 PM,"Wilsonville Training Center, 29353 SW Town Center Loop E", Wilsonville,OR,,,HERC Information,,herc.info@state.or.us,,,,,,,true,,,,,,,,http://www.oregon.gov/oha/HPA/DSI-HERC/Pages/Meetings-Public.aspx,,,,
Fish and Wildlife Department,The Fish and Wildlife Commission  Meeting,"The Commission will meet Friday, Dec. 6 at ODFW Headquarters, 4034 Fairview Industrial Drive SE in Salem",12/06/2019 08:00:00 AM,12/06/2019 05:00:00 PM, 4034 Fairview Industrial Drive SE,Salem,OR,"The meeting begins at 8 a.m. and follows this agenda, https://www.dfw.state.or.us/agency/commission/minutes/19/12_Dec/index.asp

The Commission will be asked to adopt Oregon’s Conservation Plan for Lampreys, which was developed through coordination with various stakeholders and partners. Interest in lamprey conservation has increased dramatically over the last two decades as concern has grown over their status. The Plan covers four of the state’s native species of lampreys: Pacific Lamprey, Western River Lamprey, Western Brook Lamprey, and Pacific Brook Lamprey and identifies limiting factors, management strategies and research needed to conserve these species.

2020 groundfish regulations (e.g. rockfish, lingcod, cabezon, greenling) are also on the agenda. State harvest guidelines are very similar to last year and ODFW staff are proposing a similar recreational season as last year, with a 5-fish daily bag limit. A new sub-bag daily limit of 1 copper, quillback or China rockfish is also being recommended, as the harvest guideline for these species was met early in 2019 and ended retention in late August. Fishing would be limited to shoreward of the 40-fathom line from June through August, and allowed at all depths from September through May. Commercial nearshore fishery landing limits will also be similar to 2019. Changes to the commercial Black Rockfish Management Areas, which have additional daily limits for black rockfish landings in the commercial fishery, will be considered.

Other topics on the meeting agenda include:

Amending roadkill salvage rules to allow deer and elk dispatched by wildlife law enforcement personnel after being roadstruck to be salvaged by people besides just the driver.
Making corrections to minor errors in the big game controlled hunt tables and boundary descriptions from the September Commission meeting to accurately reflect the newly published 2020 Regulations.
Formally approve the amended trapping regulations to prohibit the use of traps or snares suspended in trees in the Siskiyou and Siuslaw National Forests and prohibit trapping in the Oregon Dunes National Recreation Area, per previous Commission decision and reflected in temporary rule.
Consider funding for several Restoration and Enhancement projects to increase fishing opportunities or improve public access and approve some housekeeping updates for rules managing the program.
A public forum will be held Friday morning after the Director’s report for people who wish to testify about an issue not on the formal meeting agenda. Call the ODFW Director’s office at least 48 hours before the meeting at (503) 947-6044 to schedule.

On Nov. 7, the Commission received a petition to prohibit wild winter steelhead retention in the SW Zone. Formal consideration of the petition must occur within 90 days of receipt and is scheduled for the Jan. 17, 2020 Commission meeting in Salem. Several of the petitioners have signed up to speak to the Commission during the Dec. 6 public forum to advocate for a temporary rule prohibiting wild winter steelhead harvest in the SW Zone for the 2020 season.
###",Yes,Michelle  Dennehy,5039476022,Michelle.N.Dennehy@state.or.us,,,,,,,true,,,,,,,,https://www.dfw.state.or.us/agency/commission/minutes/,,,,
"Potato Commission, Oregon",Second Qtr. FY 2019-2020 Commission Meeting,,12/06/2019 08:00:00 AM,12/06/2019 12:00:00 PM,"Embassy Suites Portland Airport,7900 NE 82nd Ave., Pine II Conferece Room", Portland,OR,"Minutes and Financial Statements, Committee reports, Industry Updates, Out of State Travel authorizations",,Judy Schwartz,503-239-4763,judy@oregonspuds.com,,,,,,,,,,,,,,,,,,,
Independent Living Council,Quarterly Meeting,General Business ,12/06/2019 08:30:00 AM,12/06/2019 04:00:00 PM,Salem Convention Center - 200 Commercial St SE, Salem,OR,"Please contact the SILC if you plan to call in, otherwise the phone line will shut down after 20 minutes without a caller.

Accommodations, including the provision of interpreters, assistive listening devices, and materials in alternate formats are available upon request. Although every effort will be made to arrange accommodations within 48-hour notice, the SILC requests two-week notice to ensure accommodations. If you would like to receive this announcement in an alternate format, or need information about accommodations, please contact the SILC. 

In support of the SILC mission of inclusion, we ask that people refrain from wearing perfumes or other scents at the meetings so that those with chemical sensitivities may attend and participate comfortably.",Yes,Joette Fitch ,503-945-7015,joette.l.fitch@state.or.us,,https://goo.gl/maps/st9MeSThjr12,,Joette Fitch ,503-945-7015,joette.l.fitch@state.or.us,,,1-800-829-7603,925513#,,,,,http://www.oregon.gov/DHS/SENIORS-DISABILITIES/SILC/Pages/meetings.aspx,,,,
Accountancy State Board,Board Meeting,"Review Proposed Rules, investigation reports and licensing matters",12/06/2019 08:30:00 AM,12/06/2019 02:00:00 PM,3218 Pringle Rd SE, Salem,OR,,,Julie Nadeau,503-378-2270,julie.nadeau@oregon.gov,,,,Joel Parks,503-378-2270,joel.parks@oregon.gov,,,,,,,,,,,,,
Architect Examiners Board,Board Meeting,,12/06/2019 09:00:00 AM,12/06/2019 03:00:00 PM,"205 Liberty St NE, Suite A",Salem,OR,,,Mari Karnowski,503-763-0662,mari@osbae.com,,,,,,,,,,,,,,,www.osbae.com (http://www.osbae.com),,,,
Housing/Community Services Department,Housing Stability Council Monthly Meeting,,12/06/2019 09:00:00 AM,12/06/2019 02:00:00 PM,"Oregon Housing and Community Services, 725 NE Summer Street, Room 124a",Salem,OR,"November 27, 2019


The next Housing Stability Council meeting will be on Friday, November 1, 2019.  The meeting will be held at Oregon Housing and Community Services (725 Summer St NE, Salem OR) in conference room 124 A/B.

If you cannot attend in person, please join us by phone at:
1-877-273-4202; Participant Code: 4978330 


AGENDA:
9:00 Meeting Called to Order - Roll Call 
9:05 Public Comment 
9:15 Meeting Minutes for Review –November 1, 2019
9:20 Affordable Housing Finance Division updates 
        - Multifamily Housing Transactions
11:15 BREAK
11:30 Housing Stabilization Division update
       - Next Steps for Homeless Veterans
       - 2019 Point in Time Count Report Out and Data Dashboard
       - Tenant Education 
12:30 Chief Financial Officer
        - 2021-23 Legislative Agenda Planning
1:00  Report of the Director 
1:30  Report of the Chair
2:00  Meeting Adjourned

",Yes,Jaci Ladewig,5039866796,jacqueline.ladewig@oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/ohcs/OSHC/Pages/index.aspx,DEC HSC Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/4b19ef32-0e37-4dfa-a799-06354192237e?download=true&filename=DEC%20HSC%20Agenda.pdf),,,
"DUII, Governors Advisory Committee on",Governors Advisory Committee on DUII Meeting,"The Governor’s Advisory Committee on DUII shall broadly represent the Legislative Assembly, public and private organizations involved in DUI countermeasures, victims of drunk drivers, and the general public.” “…Heighten public awareness of the seriousness of the impaired driving problem. Persuade communities to attack the impaired driving problem in a more organized and systematic manner, including plans to eliminate bottlenecks in the arrest, trial and sentencing process that impair the effectiveness of many drunk driving laws. General public support for increased enforcement of state and local drunk-driving laws. Educate the public as to the dangers of driving while under the influence and its effects on life and property…”",12/06/2019 09:00:00 AM,12/06/2019 12:00:00 PM,4190 Aumsville Hwy SE, Salem,OR,"Monthly Meeting. Agenda items include reports from members, liaisons and the Transportation Safety Division. ",,Jody Raska,,jody.l.raska@odot.state.or.us,,,,,,,,,,,,,,,,K:\Governor Committees\GAC DUII\GAC-DUII 2019\2019-12 GAC DUII\2019-12-06 GAC DUII Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/7ee2bbb4-5353-49f8-b5ff-74ab39e565e0?download=true&filename=K:\Governor%20Committees\GAC%20DUII\GAC-DUII%202019\2019-12%20GAC%20DUII\2019-12-06%20GAC%20DUII%20Agenda.pdf),,,
"Geologist Examiners, State Board of ",Quarterly Board Meeting,,12/06/2019 09:00:00 AM,12/06/2019 04:30:00 PM,"Assoc. Center, 707 13th St. SE", Salem,OR,,yes,Christine Valentine,503-566-2837,osbge.info@oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/osbge/Board/Pages/Meetings.aspx,,,,
Public Employees Retirement Board,PERS Board Meeting,,12/06/2019 09:00:00 AM,12/06/2019 11:00:00 AM,11410 SW 68th Parkway, Tigard,OR,,,Katie Brogan,,kathryn.brogan@state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/pers/Pages/Board/PERS-Board-Information.aspx,,,,
"Social Workers, Board of Licensed",CPC Committe Meeting Only,,12/06/2019 09:00:00 AM,12/06/2019 03:00:00 PM,Morrow Crane Second Floor Conference Room, Salem,OR,,,Randy Harninsch,503-378-5735,oregon.blsw@oregon.gov,,,,,,,,,,,,,,,,12.06.19CPCagenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/9fab7033-f50b-4747-ada6-a36c2cbe19c5?download=true&filename=12.06.19CPCagenda.pdf),,,
Infrastructure Finance Authority Board,IFA Board,,12/06/2019 10:00:00 AM,12/06/2019 02:00:00 PM,"775 Summer St NE, Suite 200", Salem,OR,,Yes,Suzy Miller,,suzy.miller@oregon.gov,,,,,,,,,,,https://www.orinfrastructure.org/IFA-Board/2019meetings.php,,,,https://www.orinfrastructure.org/IFA-Board/2019meetings.php,,,,
"Medical Imaging, Board of",Special Board Meeting,Brief meeting to discuss the adoption of rules following a public hearing,12/06/2019 10:00:00 AM,12/06/2019 10:15:00 AM,"Room 445, 800 NE Oregon St.", Portland,OR,,,Stacy Katler,9716730216,stacy.l.katler@state.or.us,,,,,,,,,,,,,,,,,,,
Public Utility Commission,OUS Fund Advisory Board Meeting,,12/06/2019 10:00:00 AM,12/06/2019 12:00:00 PM,"201 High Street SE, Forest Conference Room (4th floor)",Salem,OR,,,Roger White,503-378-6371,roger.white@state.or.us,,,,,,,,,,,,,,,,OUSF Board Meeting Agenda November.pdf (https://data.oregon.gov/views/gs36-7t8m/files/4f127e44-b0b4-4808-8cef-cf2f5800515a?download=true&filename=OUSF%20Board%20Meeting%20Agenda%20November.pdf),,,
"Workforce Investment Board, State",Workforce Talent & Development Board,,12/06/2019 12:00:00 PM,12/06/2019 04:00:00 PM,3501 Portland Rd NE, Salem,OR,,Yes,Sydney King,,Sydney.G.King@oregon.gov,,,,Sydney King,,Sydney.G.King@oregon.gov,,https://hecc.adobeconnect.com/wtdb/,,,,,,,,3.0 Draft Agenda 12-3-19.pdf (https://data.oregon.gov/views/gs36-7t8m/files/074aa5a8-4bf5-43d8-8d36-69db22263031?download=true&filename=3.0%20Draft%20Agenda%2012-3-19.pdf),,,
Multnomah ESD,Board Visibility Committee meeting,,12/06/2019 12:00:00 PM,12/06/2019 01:00:00 PM,11611 NE Ainsworth Circle,Portland,OR,"The Multnomah Education Service District Board Visibility Committee will meet on Friday, September 13th 12:00 p.m. at the main headquarters, 11611 NE Ainsworth Circle, Portland, Oregon  97220.",,Heather Severns,,hseverns@mesd.k12.or.us,,,,,,,,,,,,,,,,,,,
"Medical Board, Oregon",ACUPUNCTURE ADVISORY COMMITTEE,,12/06/2019 12:00:00 PM,12/06/2019 03:00:00 PM,"1500 SW 1st Ave, Suite 620", Portland,OR,"The 6-member Acupuncture Advisory Committee makes recommendations to the Board on licensing, investigations, education, and issues related to acupuncture in Oregon. It is composed of three acupuncturists, two physicians, and one advisory Board member. Committee meetings occur twice a year, with additional meetings or conference calls if necessary.",,Gretchen Kingham ,971-673-2700,Gretchen.kingham@oregon.or.gov ,,,,,,,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Minutes.aspx,,,,
"Social Workers, Board of Licensed",Special Meeting,For CPC Actions,12/06/2019 12:15:00 PM,12/06/2019 12:30:00 PM,Mor row Crane Building – 2nd Floor Conference Room,Salem,OR,Executive Session under the authority of ORS 192.660(2)(b)(f)(h)(i)(L),,Randy Harninsch,503-378-5735,oregon.blsw@oregon.gov,,,,,,,,,,,,,,,,12.06.19SpecialMtgBoardAgenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/444054e2-c9ca-46f7-ab25-6b2d877377ee?download=true&filename=12.06.19SpecialMtgBoardAgenda.pdf),,,
"Social Workers, Board of Licensed",Rules Advisory Committee,Discuss rule changes ,12/06/2019 01:00:00 PM,12/06/2019 03:00:00 PM,Morrow Crane Second Floor Conference Room, Salem,OR,"Members of the public will be able to observe the public portion of these meetings at the
Board’s Salem office. The meeting location is accessible to people with disabilities. A request
for an interpreter for the hearing impaired or for other accommodations for a person with
disabilities should be made at least 48 hours before the meeting to the Executive Director at
the above address and telephone number.",,Randy Harninsch,503-378-5735,oregon.blsw@oregon.gov,,,,,,,,,,,,,,,,12.06.19RACagenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/51288825-7714-442c-b3e1-60dc572c5acc?download=true&filename=12.06.19RACagenda.pdf),,,
"Fine Fescue Commission, Oregon",Fine Fescue Commission Meeting,Regular Scheduled Commission Meeting,12/09/2019 07:00:00 AM,12/09/2019 09:00:00 AM,Elmer's Restaurant, Salem,OR,,,Jenny Woellmer,5033642944,jenny@ostlund.com,,,,,,,,,,,,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,12/09/2019 08:30:00 AM,12/09/2019 08:30:00 AM,"Portland State Office Bldg (PSOB),  800 NE Oregon St., Suite 965", Portland,OR,Agenda will be posted at https://www.oregongeology.org,,Lori Calarruda,,dogami-info@oregon.gov,,,,,,,,,,,,,,,https://www.oregongeology.org/about/govboard.htm,,,,
Forestry Department,State Forests Advisory Committee,State Forests Advisory Committee to receive update on Western Oregon State Forest Habitat Conservation Plan project on Dec. 9 in Portland,12/09/2019 09:00:00 AM,12/09/2019 11:00:00 AM,"ICF, 615 SW Alder St.", Portland,OR,"SALEM, Ore. – An Oregon Department of Forestry (ODF) state forests advisory group will hear an update and have an opportunity to ask questions regarding the ongoing Western Oregon State Forest Habitat Conservation Plan (HCP) on December 9 in Portland.

The State Forests Advisory Committee will meet from 1-4 p.m. in Portland at the offices of ICF, 615 SW Alder St., Portland to learn about and reflect on the Western Oregon HCP products to date. Specific topics of discussion include:
•	The plan area and permit area
•	The covered species list
•	The Mission, Vision, and Goals of the HCP
•	The Draft Biological Goals and Objectives

The meeting agenda will be posted at http://www.oregon.gov/ODF/Board/Pages/SFAC.aspx. The meeting location is accessible to persons with disabilities. Requests for an interpreter for the hearing impaired or other accommodations for persons with disabilities should be made at least 48 hours prior to the meeting. Questions about accessibility or special accommodations for the meeting can be directed to the Oregon Department of Forestry at 503-945-7427.

SFAC’s role
The State Forests Advisory Committee (SFAC) includes citizens and representatives of timber, environmental and recreation groups. SFAC provides a forum to discuss issues, opportunities and concerns, and offer advice and guidance to ODF on the implementation of the Northwest Oregon State Forests Management Plan. The plan provides guidance for managing 616,000 acres within the Tillamook, Clatsop and Santiam State Forests, and several scattered state-owned forest tracts in Benton, Polk, Lincoln and Lane counties through a balanced approach to generate revenue while prioritizing environmental and social benefits.
",no,Jason Cox,5039457427,jason.r.cox@oregon.gov,,,,,5039457427,,,,,,,,,,,,,,
"Health Authority, Oregon",Oregon Alliance to Prevent Suicide - Workforce Committee Meeting,,12/09/2019 09:00:00 AM,12/09/2019 10:30:00 AM,Virtual,N/A,OR,,Yes,Annette Marcus,503.399.7201,amarcus@aocmhp.org,,,https://oregonalliancetopreventsuicide.org/workforce-committee/,,,,,https://www.gotomeet.me/AnnetteMarcus/allianceworkforce,571.317.3117,903-510-837,https://oregonalliancetopreventsuicide.org/workforce-committee/,,,,,Alliance Workforce Committee Agenda December 2020.pdf (https://data.oregon.gov/views/gs36-7t8m/files/f39ff4a8-ced3-46a1-acd2-973eb006ab69?download=true&filename=Alliance%20Workforce%20Committee%20Agenda%20December%202020.pdf),,,
Travel Information Council,Quarterly Council Meeting ,"The meeting will include committee reports, general agency operations and oversight issues, possible discussion and vote on agency contracts requiring Council approval",12/09/2019 09:30:00 AM,12/09/2019 01:30:00 PM,"TIC Offices, 1500 Liberty St. SE Suite 150 ", Salem,OR,,,Jessica Cabrone,503-373-0155,jessicac@oregonte.com,,,,,,,,,,,,,,,,01 TIC 12-9-19 Council Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/2c6dfc1d-e58b-4744-b493-99158896e228?download=true&filename=01%20TIC%2012-9-19%20Council%20Agenda.pdf),,,
Tourism Commission,Oregon Tourism Commission Briefing,,12/09/2019 11:00:00 AM,12/09/2019 01:00:00 PM,"Driftwood Shores Resort, Pacific Ballroom, 88416 1st Avenue", Florence,OR,"Welcome and Introductions
RCTP Mid-year Update from Eastern Oregon Visitors Association
Oregon Food Trails
Central Coast Culinary and Ag Studio Update
Review of December 10th Commission Meeting Agenda
Other Business",,Sarah Watson,503.967.1568,sarah@traveloregon.com,,,,,,,,,,,,,,,,,,,
"Hispanic Affairs, Commission on",Regular Meeting,,12/09/2019 11:00:00 AM,12/09/2019 01:00:00 PM,"421 SW Oak St. (5 Oak Building), Suite 770 Conference Room, ZIP 97204", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,https://www.oregon.gov/Hispanic/Pages/meetings.aspx,,,,
"Facilities Authority, Oregon",CANCELLED - OFA Board Meeting,,12/09/2019 12:00:00 PM,12/09/2019 12:00:00 PM,N/A, Portland,OR,"The meeting of December 9, 2019 has been cancelled. ",,Nick Pham,,ofa.nick@tonkon.com,,,,,,,,,,,,,,,http://oregonfacilities.org/minutes-agendas/,"OFA Meeting Cancellation Notice - October 9, 2019.pdf (https://data.oregon.gov/views/gs36-7t8m/files/8269c674-eefe-4a9f-885f-3ec97829906a?download=true&filename=OFA%20Meeting%20Cancellation%20Notice%20-%20October%209,%202019.pdf)",,,
Environmental Quality Dept.,Air Contaminant Discharge Permit Fee Increase 2020 advisory committee,,12/09/2019 01:00:00 PM,12/09/2019 05:00:00 PM,"700 NE Multnomah St., Suite 600,  3rd Floor Conference Room", Portland,OR,,, Dan DeFehr,,Defehr.Daniel@deq.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/deq/Regulations/rulemaking/Pages/rACDPFees2020.aspx,,,,
Early Learning Council,Early Childhood Equity Fund Rules Advisory Committee Meeting #1,To discuss draft rules for the Early Childhood Equity Fund.,12/09/2019 01:00:00 PM,12/09/2019 03:00:00 PM,"Oregon Community Foundation, Second Floor, 1221 SW Yamhill", Portland,OR,,Yes,Remy Watts,503-947-0674,remy.watts@state.or.us,,,,,,,true,https://zoom.us/j/542526059,,,https://oregonearlylearning.com/meeting/early-childhood-equity-fund-rules-advisory-committee-meeting-1/,,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=366,,,,
Teacher Standards/Practices,Licensure Committee Meeting	,,12/09/2019 04:00:00 PM,12/09/2019 05:00:00 PM,TSPC, Salem,OR,,,Elizabeth Keller,,Elizabeth.Keller@oregon.gov,,,,,,,true,,,,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon",ORBC Annual Meeting,ORBC Meeting,12/10/2019 08:30:00 AM,12/10/2019 02:00:00 PM,Wellspring Conference Center - 1475 Mt. Hood Ave, Woodburn,OR,,,Philip Gutt,,pnwa@comcast.net,,,,,,,,,,,,,,,,,,,
Higher Education Coordinating Commission,Private Career Schools Advisory Committee,,12/10/2019 09:00:00 AM,12/10/2019 12:00:00 PM,"255 Capitol St NE, third floor",Salem,OR,,Yes,Kayla Winslow,5039475727,kayla.winslow@state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/highered/institutions-programs/private/Pages/pcs-advisory-comm.aspx,,,,
Columbia Gorge ESD,Four Rivers Early Learning Hub Governance Board Meeting,,12/10/2019 09:00:00 AM,12/10/2019 12:00:00 PM,"400 Scenic Drive, Building #2, Room 2.221 (Conference Room) ",THE DALLES,OR,,,Ericka Roberts,,eroberts@cgesd.k12.or.us,,,,,,,,,,,,,,,,agenda Dec 2019.pdf (https://data.oregon.gov/views/gs36-7t8m/files/8672508b-3ddd-4d79-b40b-1b6981cb7918?download=true&filename=agenda%20Dec%202019.pdf),,,
"Health Licensing Agency, Oregon",Board of Cosmetology* Teleconference Meeting,Board Meeting,12/10/2019 09:00:00 AM,12/10/2019 10:00:00 AM,1430 Tandem Ave. NE Suite 180,Salem,OR,,,Maria Gutierrez,,maria.s.gutierrez@state.or.us,,,,,,,,,,,,,,,,,,,
Tourism Commission,Oregon Tourism Commission Meeting,,12/10/2019 09:00:00 AM,12/10/2019 12:00:00 PM,"Driftwood Shores Resort, Pacific Ballroom, 88416 1st Avenue", Florence,OR,"Welcome and Introductions
Chair Remarks
Local Welcome
Public Comment
Commission Business: Review of Commission Packets
Commission Action: Approval of Minutes

Reports, Updates and Discussions:
Governor's Office - 2020 Legislative Session
Global Strategic Partnership Update
OSE Fall Campaign Update
Oceania Trade Mission
Governor Trade Mission

Other Business",,Sarah Watson,503.967.1568,sarah@traveloregon.com,,,,,,,,,,,,,,,,,,,
"State Lands, Department of",State Land Board Meeting,,12/10/2019 10:00:00 AM,12/10/2019 12:00:00 AM,775 Summer St. NE,Salem,OR,The agenda will be posted on the DSL website one week prior to the meeting date.,,Arin Smith,,arin.n.smith@dsl.state.or.us,,,,,,,,https://www.youtube.com/channel/UCQA7FHTWwl-gjJkQeYPJ1IA,,,,,,,,,,,
Patient Safety Commission,Executive Committee of the Board of Directors,,12/10/2019 11:30:00 AM,12/10/2019 12:00:00 PM,19300 SW 65th Avenue, Tualatin,OR,,,Valerie Harmon,,val.harmon@oregonpatientsafety.org,,,,,,,,,,,,,,,,,,,
"Film and Video Office, Oregon",Oregon Film and Video Office Quarterly Board Meeting - Q4 2019,,12/10/2019 12:00:00 PM,12/10/2019 12:30:00 PM,Oregon Film and Video Office - 123 NE 3rd Ave. STE 210, Portland,OR,"Agenda 
I.	New/Old Business 
II.	Executive Director’s Report 
III.	Project Updates 
IV.	Legislative Update",,Tim Williams,971-254-4020,tim@oregonfilm.org,,,,,,,,,,,,,,,,,,,
Early Learning Council,Early Childhood Equity Fund Rules Advisory Committee Meeting #2,To discuss draft rules for the Early Childhood Equity Fund.,12/10/2019 12:00:00 PM,12/10/2019 02:00:00 PM,"Oregon Community Foundation, Second Floor, 1221 SW Yamhill", Portland,OR,,,Remy Watts,503-947-0674,remy.watts@state.or.us,,,,,,,true,https://zoom.us/j/542526059,,,https://oregonearlylearning.com/meeting/early-childhood-equity-fund-rules-advisory-committee-meeting-2/,,,,https://oregonearlylearning.com/meeting/early-childhood-equity-fund-rules-advisory-committee-meeting-2/,,,,
Patient Safety Commission,Board of Directors,,12/10/2019 12:30:00 PM,12/10/2019 03:30:00 PM,19300 SW 65th Avenue, Tualatin,OR,,,Valerie Harmon,,val.harmon@oregonpatientsafety.org,,,,,,,,,,,,,,,https://oregonpatientsafety.org/docs/bod/2019-12-10_OPSCBoard_MeetingMinutes_DRAFT.pdf,,,,
"Marine Board, State",Special Board Meeting,Special Board Meeting to vote on direction for Port of Toledo Grant 1407,12/10/2019 01:00:00 PM,12/10/2019 03:00:00 PM,Oregon State Marine Board - 435 Commercial St NE Suite 400,Salem,OR,"This Board Meeting is to vote on direction for Port of Toledo Grant 1407. Board Members will be joining via phone. Public is invited to attend in person at the Marine Board office, located at 435 Commercial St NE Suite 400 Salem, OR 97301. Copy and paste the following link to view the agenda: https://www.oregon.gov/osmb/info/Documents/Board-Meetings/Agenda.December10_2019.pdf 
Copy and paste the following links for the Board Meeting materials: Staff Report  https://www.oregon.gov/osmb/info/Documents/Board-Meetings/Port_of_Toledo_Dec_2019_Staff_Report.pdf
Options https://www.oregon.gov/osmb/info/Documents/Board-Meetings/Toledo_Options_2019.pdf
USFWS Letter https://www.oregon.gov/osmb/info/Documents/Board-Meetings/Toledo_USFWS_Acknowledgement_Ltr.pdf",,Jennifer Cooper,503-378-2617,jennifer.cooper@oregon.gov,,,,,,,,,,,https://www.oregon.gov/osmb/info/Documents/Board-Meetings/Agenda.December10_2019.pdf,,,,https://www.oregon.gov/osmb/info/Documents/Board-Meetings/BoardMinutesDecember10_final.pdf,Agenda.December10.pdf (https://data.oregon.gov/views/gs36-7t8m/files/8f609349-601c-47ec-b664-348e74f9c122?download=true&filename=Agenda.December10.pdf),,,
Public Safety Standards and Training Department,Telephonic Executive Committee of The Board on Public Safety Standards & Training Meeting ,,12/10/2019 01:00:00 PM,12/10/2019 02:00:00 PM,4190 Aumsville Hwy , Salem,OR,"The Executive Committee of the Board on Public Safety Standards and Training will hold a teleconference meeting at 1:00 p.m. on Tuesday, December 10, 2019.  

The teleconference information is:  

Dial in: (877) 873-8017 Access Code: 8191185

For further information, please contact Mona Riesterer at (503) 373-2431 or at MonaRiesterer@state.or.us  


Chair’s Report and Administrative Announcement
“This is a public meeting subject to the public meeting laws and will be tape recorded.”


1.	*Minutes of February 28, 2018

2.	***Executive Session*** 

The Executive Committee will hold an executive session to consider exempt public records. The executive session is being held pursuant to ORS 162.660(2)(f). 

3.	*Beers, Tyler DPSST #58455; Department of Corrections 

4.	*Saulo, Caleb DPSST #59701 – Appeal of Academy Dismissal; Warm Springs Police Department. 

5.	Next Meeting – TBD – as needed. 
",,Mona Riesterer ,503-378-2431,mona.riesterer@state.or.us ,,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",CANCELED: Health IT and Health Information Exchange Community and Organizational Panel (HCOP),,12/10/2019 01:00:00 PM,12/10/2019 04:00:00 PM,"421 SW Oak St, Suite 775, Transformation Center Training Room", Portland,OR,,Yes,Francie Nevill,,Francie.J.Nevill@dhsoha.state.or.us,,,,OHIT Info,,OHIT.info@dhsoha.state.or.us,true,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/HCOP-Meetings.aspx,,,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/HCOP-Meetings.aspx,,,,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/HCOP-Meetings.aspx,,,,
Multnomah ESD,Board Equity and Inclusion Committee meeting,,12/10/2019 03:00:00 PM,12/10/2019 04:30:00 PM,11611 NE Ainsworth Circle,Portland,OR,"The Multnomah Education Service District Board Equity and Inclusion Committee will meet on Tuesday, December 10 at 3:00 p.m. at the main headquarters, 11611 NE Ainsworth Circle, Portland, Oregon  97220",,Heather Severns,,hseverns@mesd.k12.or.us,,,,,,,,,,,,,,,,,,,
South Coast ESD 7,Board work session,,12/10/2019 04:00:00 PM,12/10/2019 06:00:00 PM,1350 Teakwood , Coos Bay,OR,,,Kathleen Metzger,541-266-3951,kathleenm@scesd.k12.or.us,,,,Kathleen Metzger,541-266-3951,kathleenm@scesd.k12.or.us,,,,,,,,,http://www.scesd.k12.or.us/board-of-directors/ (http://www.scesd.k12.or.us/board-of-directors/%20),Board Agenda 12.10.19.pdf (https://data.oregon.gov/views/gs36-7t8m/files/d8e41cc3-d44f-45ac-844f-0c23d1c824d5?download=true&filename=Board%20Agenda%2012.10.19.pdf),,,
South Coast ESD 7,Board of Directors meeting,,12/10/2019 06:00:00 PM,12/10/2019 08:00:00 PM,1350 Teakwood, Coos Bay,OR,,Yes,Kathleen Metzger,541-266-3951,kathleenm@scesd.k12.or.us,,,,Kathleen Metzger,541-266-3951,kathleenm@scesd.k12.or.us,,,,,,,,,http://www.scesd.k12.or.us/board-of-directors/,Board Agenda 12.10.19.pdf (https://data.oregon.gov/views/gs36-7t8m/files/8196618b-3a3c-4d36-8157-3614a9fa4545?download=true&filename=Board%20Agenda%2012.10.19.pdf),,,
