"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
Early Learning Council,Child Care and Education Committee April 2018 Meeting,,04/12/2018 01:00:00 PM,04/12/2018 03:00:00 PM,Virtual Meeting, Salem,OR,Meeting materials and link will be posted on our website prior to the meeting.,,Crystalyn Plattner,,crystalyn.plattner@state.or.us,,,,,,,,,Link will be posted on our website prior to the meeting.,,,,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=87,,,
Early Learning Council,"Early Learning Council March 23, 2018",Early Care & Education Engagement,03/23/2018 09:00:00 AM,03/23/2018 02:00:00 PM,"700 Summer St NE, Suite 350, Grand Ronde Room",Salem,OR,,No,Cassandra Ferder,,cassandra.l.ferder@state.or.us,,,,,,,true,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,https://oregonearlylearning.com/meeting/meetingearly-learning-council-meetings-march-23-2018/,,,,,,,
Early Learning Council,"Child Care and Education Committee - April 13, 2017",,04/13/2017 01:00:00 PM,04/13/2017 03:00:00 PM,Virtual Meeting, Salem,OR,,Yes,Cassandra Ferder,,cassandra.l.ferder@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/225746709,1 866 899 4679,225-746-709,https://oregonearlylearning.com/public-meetings/child-care-education-committee/,,,,,,,
Early Learning Council,"CCDF Workgroup Meeting July 31, 2018",,07/31/2018 09:00:00 AM,07/31/2018 11:00:00 AM,"Veteran's Affairs Building, 700 Summer St NE, Grand Ronde A&B, Salem, OR 97301", Salem,OR,,Yes,Shaire Santibanez,,shaire.santibanez@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/461413173,,461-413-173 ,,,,,,,,
Early Learning Council,"Measuring Success Committee April 5, 2017 meeting",,04/05/2017 01:00:00 PM,04/05/2017 04:00:00 PM,"OCDC - 9140 SW Pioneer Ct, Training Room 2", Wilsonville,OR,,yes,Linda P Jones,5033730004,linda.p.jones@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/858138317 (https://global.gotomeeting.com/join/858138317%20%20),,1-888-585-9008; 719660767 ,,,,,,,,
Early Learning Council,"Best Beginnings March 16, 2017 Meeting",,03/16/2017 01:00:00 PM,03/16/2017 04:00:00 PM,"OCDC - 9140 W Pioneer Ct, Training Room 2", Wilsonville,OR,,yes,Linda Jones,5033730004,linda.p.jones@state.or.us,,,,,,,,,1-877-810-9415,917134,,,,,,,,
Early Learning Council,Child Care and Education Committee Meeting,,11/09/2017 01:00:00 PM,11/09/2017 03:00:00 PM,Virtual Meeting, Salem,OR,"Join : https://zoom.us/j/412661763

Or Telephone&#65306;1 408 638 0968  
Meeting ID: 412 661 763
",Yes,Cassandra Ferder,,cassandra.l.ferder@state.or.us,,,,,,,,,,,,,,,https://oregonearlylearning.com/child-care-education,,,
Early Learning Council,Measuring Success January Meeting,,01/09/2019 01:00:00 PM,01/09/2019 03:00:00 PM,"700 Summer St NE, Willamette Room - 3rd floor", Salem,OR,,,Shaire Santibanez,503.983.1301,shaire.santibanez@state.or.us,,,,,,,,,,,,,,,,,,
Early Learning Council,"Early Learning Council Meeting - June 22, 2017",,06/22/2017 09:00:00 AM,06/22/2017 04:00:00 PM,"775 Summer St NE, Room 201", Salem,OR,,Yes,Alyssa Chatterjee,,alyssa.chatterjee@state.or.us,,,,,,,true,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,https://oregonearlylearning.com/meeting/meetingearly-learning-council-meetings-june-22-2017/,,,,,,,
Early Learning Council,Early Learning Council - August 2018 Meeting,Child Care Rules Adoption,08/30/2018 10:00:00 AM,08/30/2018 12:00:00 PM,"700 Summer St NE, Ste 350", Salem,OR,"Grand Ronde Room, 3rd floor",Yes,Alyssa Chatterjee,9717011535,alyssa.chatterjee@state.or.us,,,,,,,true,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,https://oregonearlylearning.com/meeting/meetingearly-learning-council-meetings-august-30-2018/,,,,,,,
Early Learning Council,"Best Beginnings May 19, 2016 Meeting",,05/19/2016 01:00:00 PM,05/19/2016 04:00:00 PM,"OCDC - 9140 W Pioneer Ct, Training Room", Wilsonville,OR,Meeting Materials will be posted to the Best Beginnings page prior to the meeting date.,yes,Linda Jones,503-373-0004,linda.p.jones@state.or.us,,,,,,,,,,,,,,,,,,
Early Learning Council,Childhood Care and Education Committee,,06/16/2016 01:00:00 PM,06/16/2016 03:00:00 PM,By Phone:  1-877-309-2073  Access:  331-763-637,Salem,OR,,,Cassandra Ferder,,cassandra.l.ferder@ode.state.or.us,,,,,,,,,1 877 309 2073,331-763-637,,,,,https://oregonearlylearning.com/child-care-education-committee/,,,
Early Learning Council,March ELC Meeting,,03/23/2017 09:00:00 AM,03/23/2017 03:00:00 PM,"State Lands Board Room, 775 Summer St NE", Salem,OR,,Yes,Alyssa Chatterjee,9717011535,alyssa.chatterjee@state.or.us,,,,,,,,,,,https://oregonearlylearning.com/public-meetings/,,,,,,,
Early Learning Council,Measuring Success February Meeting,,02/24/2017 09:30:00 AM,02/24/2017 11:30:00 AM,"3030 SW Moody Ave, Room 250C", Portland,OR,,,Linda Jones,,linda.p.jones@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/493758357 (https://global.gotomeeting.com/join/493758357%20),1 888 585 9008,719660767,,,,,https://oregonearlylearning.com/public-meetings/measuring-success-committee/,,,
Early Learning Council,Child Care and Education Committee September 2018 Meeting,,09/13/2018 01:00:00 PM,09/13/2018 03:00:00 PM,Virtual Meeting, Salem,OR,Meeting materials and link will be posted on our website prior to the meeting.,,Crys Plattner,,Crystalyn.Plattner@ode.state.or.us,,,,,,,,,,,,,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=87,,,
Early Learning Council,Equity Implementation Committee,,09/20/2016 09:00:00 AM,09/20/2016 11:00:00 AM,"421 SW Oak St, Suite 775 - Transformation Training Room", Portland,OR,,,Teresa Waite,503-947-1891,teresa.n.waite@state.or.us,,,,,,,,,,,,,,,https://oregonearlylearning.com/public-meetings/equity-implementation-committee/,,,
Early Learning Council,Early Learning Council April 2017 Meeting,,04/27/2017 09:00:00 AM,04/21/2017 02:30:00 PM,"Somerville Large Conference Room, 775 Court St NE", Salem,OR,,Yes,Alyssa Chatterjee,971-701-1535,alyssa.chatterjee@state.or.us,,,,,,,true,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,https://oregonearlylearning.com/early-learning-council/meeting-calendar/?term=82,,,,,,,
Early Learning Council,CCDF August Workgroup Meeting,,08/23/2018 11:00:00 AM,08/23/2018 01:00:00 PM,Veteran Affairs Building 700 Summer St NE Grand Rond Room A & B, Salem,OR,,,Shaire Santibanez,,shaire.santibanez@state.or.us,,,,,,,,,,340-531-565,,,,,https://global.gotomeeting.com/join/340531565,,,
Early Learning Council,Spark Ad Hoc Committee Meeting,Spark Ad Hoc Committee Meeting,02/16/2018 09:00:00 AM,02/16/2018 12:00:00 PM,"Oregon Child Development Coalition (OCDC), 9140 W Pioneer Court - Training Rooms 1 & 2", Wilsonville,OR,"GoToMeeting link: https://global.gotomeeting.com/join/851000565
Call in:  1-866-899-4679
Access code:  851-000-565

",Yes,Kristyn Keefer,,kristyn.keefer@ode.state.or.us,,,,,,,,,,,,,,,https://oregonearlylearning.com/sparkqris-revision-ad-hoc-advisory-committee,,,
Early Learning Council,"Best Beginnings November 10, 2016 Meeting",,11/10/2016 01:00:00 PM,11/10/2016 04:00:00 PM,"OCDC - 9140 W Pioneer Ct, Training Room 2", Wilsonville,OR,,yes,Linda  Jones,5033730004,linda.p.jones@state.or.us,,,,,,,,,1-877-810-9415,code: 917134,,,,,,,,
Early Learning Council,Healthy Families Oregon (HFO)  Sub Committee (workgroup),Subcommittee (work group) of the Best Beginnings HFO Advisory ,09/06/2017 09:00:00 AM,09/06/2017 01:00:00 PM,"State Lands Building - 775 Summer Street, Room 304 (third floor)", Salem,OR,This work group will be reviewing HFA Best Practice Standards ,,Linda P Jones,5033730004,linda.p.jones@state.or.us,,,,,,,,,1-877-810-9415,917134,,,,,,,,
Early Learning Council,"Best Beginnings Committee Meeting September 20, 2018","Best Beginnings Committee Meeting September 20, 2018",09/20/2018 01:00:00 PM,09/20/2018 04:00:00 PM,OCDC 9140 SW Pioneer Ct Suite E, Wilsonville,OR,Meeting materials and a GoToMeeting link will be posted on the ELD website prior to the meeting.,Yes,Sharon Kraw,,sharon.kraw@ode.state.or.us,,,,,,,,,,,,,,,https://oregonearlylearning.com/best-beginnings,,,
Early Learning Council,Early Learning Council June 2018 Meeting,Housing & Community Services Engagement,06/28/2018 09:00:00 AM,06/28/2018 04:15:00 PM,"700 Summer St NE, 3rd Floor, Grand Ronde Room",Salem,OR,,Yes,Cassandra Ferder,,cassandra.l.ferder@state.or.us,,,,,,,true,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,https://oregonearlylearning.com/meeting/meetingearly-learning-council-meetings-june-28-2018/,,,,,,,
Early Learning Council,"Measuring Success Committee May 24, 2016 Meeting",Organizational Meeting,05/24/2016 01:00:00 PM,05/24/2016 03:00:00 PM,3030 SW Moody Ave - Room MDY 250C, Portland,OR,,,Linda P Jones,503-373-0004,linda.p.jones@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/702801701,1 877 309 2073,702-801-701,,,,,,,,
Early Learning Council,Equity Implementation Committee January 2018 Meeting,,01/16/2018 09:30:00 AM,01/16/2018 11:45:00 AM,Virtual Meeting via GoToMeeting Link,Salem,OR,The meeting GoToMeeting link will be posted on our website prior to the meeting.,Yes,Sharon Kraw,503-373-1044,sharon.kraw@ode.state.or.us,,,,,,,,,Will be posted on our website,,,,,,https://oregonearlylearning.com/equity-implementation,,,
Early Learning Council,Measuring Success Committee November Meeting,,11/07/2018 01:00:00 PM,11/07/2018 03:00:00 PM,700 Summer St NE, Salem,OR,,,Shaire Santibanez,503.983.1301,shaire.santibanez@state.or.us,,,,,,,,,,,,,,,,,,
Early Learning Council,"Best Beginnings Committee Meeting January 17, 2019","Best Beginnings Committee Meeting January 17, 2019",01/17/2019 01:00:00 PM,01/17/2019 04:00:00 PM,OCDC 9140 SW Pioneer Ct Suite E, Wilsonville,OR,,Yes,Sharon Kraw,503-373-1044,sharon.kraw@state.or.us,,,,,,,,,Will be posted on our website prior to the meeting,,,,,,https://oregonearlylearning.com/best-beginnings,,,
Early Learning Council,Early Learning Council May Meeting,,05/25/2016 03:45:00 PM,05/25/2016 06:00:00 PM,"Ty Taylor Fire Station, Leonard Hay Community Room - 1785 Meyer Pkwy", Hood River,OR,,Yes,Alyssa,Chatterjee,alyssa.chatterjee@state.or.us,,,,,,,true,http://livestream.com/accounts/4436497/ODEVideo,,,https://oregonearlylearning.com/public-meetings/,,,,,,,
Early Learning Council,"Child Care & Education Committee - June 8, 2017",,06/08/2017 09:00:00 AM,06/08/2017 03:00:00 PM,"Roth's Founder's Room,1130 Wallace Rd NW", Salem,OR,,Yes,Cassandra Ferder,,cassandra.l.ferder@state.or.us,,,,,,,true,https://zoom.us/j/926254167,1 408 638 0968,926 254 167,https://oregonearlylearning.com/child-care-education#calendar6177-6bbb,,,,,,,
Early Learning Council,"Equity Implementation Committee - April 18, 2017",,04/18/2017 09:00:00 AM,04/18/2017 11:00:00 AM,webinar, Salem,OR,,,Sharon Kraw,,sharon.kraw@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/631953517 (https://global.gotomeeting.com/join/631953517%20),1 877 568 4106,631-953-517 ,https://oregonearlylearning.com/equity-implementation#calendare2b0-5b8f,,,,,,,
Early Learning Council,"Spark/QRIS Revision Ad Hoc Advisory Committee Meeting - June 16, 2017",,06/16/2017 09:00:00 AM,06/16/2017 12:00:00 PM,"9140 SW Pioneer Ct, Suite E", Wilsonville,OR,Training Room 3,,Kristyn Keefer,,kristyn.keefer@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/851000565,1-866-899-4679,851-000-565,https://oregonearlylearning.com/sparkqris-revision-ad-hoc-advisory-committee#calendar,,,,,,,
Early Learning Council,Equity Implementation Committee of the ELC,,07/19/2016 09:00:00 AM,07/19/2016 11:00:00 AM,"421 SW Oak St, Suite 775", Portland,OR,Very Limited Seating,,Teresa Waite,,teresa.n.waite@state.or.us,,,,Same as Meeting Contact,,,,,1-866-899-4679,464-611-333,https://oregonearlylearning.com/public-meetings/equity-implementation-committee/,,,,,,,
Early Learning Council,"Measuring Success Committee June 7, 2017 meeting",,06/07/2017 01:00:00 PM,06/07/2017 03:00:00 PM,"OCDC - 9140 W Pioneer Ct, Training Room 2", Wilsonville,OR,,,Linda P Jones,5033730004,linda.p.jones@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/386161269,1-888-585-9008,719660767,,,,,,,,
Early Learning Council,ELC November Meeting,,11/16/2016 09:00:00 AM,11/16/2016 03:00:00 PM,"421 SW Oak St, Suite 775 - Transformation Training Room", Portland,OR,,Yes,Alyssa Chatterjee,971-701-1535,alyssa.chatterjee@ode.state.or.us,,,,,,,true,https://livestream.com/accounts/4436497/ODEVideo,,,https://www.dropbox.com/sh/m0zmprpds0nkwhw/AADsttRk2ywV-VVYFKibsCqxa?dl=0,,,,,,,
Early Learning Council,Early Learning Council - January 2019 Meeting,January Business Meeting,01/24/2019 11:00:00 AM,01/24/2019 01:00:00 PM,"700 Summer St NE, 3rd Floor Grand Ronde Room",Salem,OR,,Yes,Alyssa Chatterjee,9717011535,alyssa.chatterjee@state.or.us,,,,,,,,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=82,,,,,,,
Early Learning Council,Equity Implementation Committee June 21 Meeting,,06/21/2016 09:00:00 AM,06/21/2016 11:00:00 AM,"421 SW Oak St, Suite 775 (Transformation Training Room)", Portland,OR,Seating is very limited,,Teresa Waite ,,teresa.n.waite@ode.state.or.us,,,,,,,,,1-877-309-2070,865-270-693,https://www.dropbox.com/sh/jp3cxnl7p68hfkv/AADkN700oXISIecj-yKcWJm-a?dl=0,,,,,,,
Early Learning Council,Child Care Education Committee October 2018 Meeting,,10/11/2018 12:00:00 PM,10/11/2018 03:00:00 PM,"700 Summer St NE, 3rd Floor, Grand Ronde Rooms A&B", Salem,OR,,Yes,Crys Plattner,,crystalyn.plattner@state.or.us,,,,,,,,,,,,,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=87,,,
Early Learning Council,"Measuring Success Committee - January 31, 2017",,01/31/2017 01:00:00 PM,01/31/2017 03:00:00 PM,"Oregon State Library 250 Winter St NE, Room 103", Salem,OR,,,Linda Jones,503-373-0004,linda.p.jones@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/453313757 (https://global.gotomeeting.com/join/453313757%20),888-585-9008, 719660767,,,,,,,,
Early Learning Council,"Early Learning Council February 22, 2018",,02/22/2018 02:00:00 PM,02/22/2018 04:00:00 PM,"255 Capitol St NE, Room 251", Salem,OR,,Yes,Cassandra Ferder,,cassandra.l.ferder@state.or.us,,,,,,,,,,,https://oregonearlylearning.com/meeting/meetingearly-learning-council-meetings-february-22-2018/,,,,,,,
Early Learning Council,Child Care and Education Committee January 2018 Meeting,,01/11/2018 01:00:00 PM,01/11/2018 03:00:00 PM,Virtual Meeting via Zoom link,Salem,OR,Zoom link and call in number will be posted on our website.,Yes,Cassandra Ferder,,cassandra.l.ferder@state.or.us,,,,,,,,,Will be posted on our website,,,,,,https://oregonearlylearning.com/child-care-education,,,
Early Learning Council,Early Learning Council March Meeting - Day 2,Part 2 of the Early Learning Council March Meeting,03/17/2016 11:30:00 AM,03/17/2016 02:30:00 PM,"Linn-Benton Community College, Ramsay  Room, 6500 Pacific Blvd SW", Albany,OR,,Yes,Alyssa Chatterjee,9717011535,alyssa.chatterjee@ode.state.or.us,,,,,,,true,http://livestream.com/accounts/4436497/ODEVideo,,,,,,,http://oregonearlylearning.com/public-meetings/,,,
Early Learning Council,CCEC Meeting December 2017,,12/14/2017 01:00:00 PM,12/14/2017 03:00:00 PM,Virtual Meeting,Salem,OR,"Link: https://zoom.us/j/293966852
Phone:  +1 408 638 0968 
Meeting ID: 293 966 852
",Yes,Cassandra Ferder,,cassandra.l.ferder@ode.state.or.us,,,,,,,,https://zoom.us/j/293966852,+1 408 638 0968,293 966 852,,,,,https://oregonearlylearning.com/early-learning-council/meeting-calendar/?term=87,,,
Early Learning Council,Early Learning Council May 2018 Meeting,Health engagement session for strategic planning,05/31/2018 09:00:00 AM,05/31/2018 05:00:00 PM,"700 Summer St NE, 3rd Floor, Grand Ronde Room", Salem,OR,,Yes,Cassandra Ferder,,cassandra.l.ferder@state.or.us,,,,,,,true,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,https://oregonearlylearning.com/meeting/meetingearly-learning-council-meetings-may-31-2018/,,,,,,,
Early Learning Council,Early Learning Council 2017 2-day Retreat & Business Meeting,,09/27/2017 08:30:00 AM,09/28/2017 04:00:00 PM,Eola Viticulture Center - 215 Doaks Ferry Rd NW, Salem,OR,"The Council will hold it's annual retreat:

September 27: 8:30am-4:00pm
September 28: 8:00am-12:30pm

The Council will reconvene on September 28 for a business meeting:

September 28: 1:00-4:00pm",,Alyssa Chatterjee,5033730066,alyssa.chatterjee@state.or.us,,,,,,,,,,,https://oregonearlylearning.com/early-learning-council-meetings#calendar,,,,,,,
Early Learning Council,Equity Implementation Committee,,10/18/2016 09:00:00 AM,10/18/2016 11:00:00 AM,AFSCM Office - 6025 E Burnside, Portland,OR,"You can also dial in using your phone.
United States (Toll-free): 1 877 309 2070

Access Code: 177-314-141       
",,Teresa Waite,503.947.1891,teresa.n.waite@state.or.us,,,,,,,,,1.877.309.2070,177-314-141,,,,,,,,
Early Learning Council,"Measuring Success Committee October 25, 2016 Meeting",,10/25/2016 10:00:00 AM,10/25/2016 12:00:00 PM,Go To Meeting Webinar Format,Salem,OR,,,Linda P Jones,5033730004,linda.p.jones@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/347534509 (https://global.gotomeeting.com/join/347534509%20),(Toll-free) 1 877 309 2073,347-534-509 ,,,,,,,,
Early Learning Council,Best Beginnings Committee - May 2017 Meeting,,05/18/2017 01:30:00 PM,05/18/2017 04:30:00 PM,"OCDC - 9140 SW Pioneer Ct E, Training Room 2",Wilsonville,OR,,yes,Linda Jones,503-373-0004,linda.p.jones@state.or.us,,,,,,,,,1-877-810-9415,917134,,,,,,,,
Early Learning Council,"Measuring Success Committee September 6, 2017",,09/06/2017 01:00:00 PM,09/06/2017 03:00:00 PM,"OCDC - 9140 W Pioneer Ct, Training Room 2", Wilsonville,OR,,,Linda P Jones,5033730004,linda.p.jones@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/980945773 (https://global.gotomeeting.com/join/980945773%20),1-888-585-9008,719-660-767,,,,,,,,
Early Learning Council,Early Learning Council - October 2018 Meeting,October business meeting,10/30/2018 12:30:00 PM,10/30/2018 02:30:00 PM,"Oregon Garden Resort, Trillium Room", Silverton,OR,The Council will reconvene for Council business following their strategic planning retreat.,Yes,Alyssa Chatterjee,9717011535,alyssa.chatterjee@state.or.us,,,,,,,true,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,https://oregonearlylearning.com/meeting/early-learning-council-meeting-october-30-2018/,,,,,,,
Early Learning Council,Child Care and Education Committee,,10/13/2016 01:00:00 PM,10/13/2016 03:00:00 PM,Call In Meeting, Salem,OR,"Call Line: 1-877-309-2070
Access Code: 643-080-573",,Cassandra Ferder,503-378-5138,cassandra.l.ferder@ode.state.or.us,,,,,,,,,877-309-2070,643-080-573,https://oregonearlylearning.com/public-meetings/child-care-education-committee/,,,,,,,
Early Learning Council,Equity Implementation Committee,,11/15/2016 09:00:00 AM,11/15/2016 11:00:00 AM,"Education NW - 101 SW Main Street, Suite 500",Portland,OR,,,Teresa Waite,,teresa.n.waite@state.or.us,,,,,,,,,1-877-568-4106,879-567-789,https://oregonearlylearning.com/public-meetings/equity-implementation-committee/,,,,,,,
Early Learning Council,"Measuring Success Committee July 21, 2016 Meeting",,07/21/2016 01:00:00 PM,07/21/2016 03:00:00 PM,3030 SW Moody Ave - Room MDY 250C & 250 D, Portland,OR,"Thu, Jul 21, 2016 1:00 PM - 3:00 PM Pacific Daylight Time
Please join my meeting from your computer, tablet or smartphone.
https://global.gotomeeting.com/join/974808917 

You can also dial in using your phone. 
United States (Toll-free): 1 866 899 4679

Access Code: 974-808-917
",yes,Linda P Jones,,linda.p.jones@state.or.us,,,,,,,,,,,,,,,,,,
Early Learning Council,"Best Beginnings July 21, 2016 Meeting",,07/21/2016 01:00:00 PM,07/21/2016 04:00:00 PM,"OCDC - 9140 W Pioneer Ct, Training Room", Wilsonville,OR,,yes,Linda Jones,,linda.p.jones@state.or.us,,,,,,,,,,,,,,,,,,
Early Learning Council,"Best Beginnings Committee Meeting July 19, 2018","Best Beginnings Committee Meeting July 19, 2018",07/19/2018 01:00:00 PM,07/19/2018 04:00:00 PM,OCDC 9140 SW Pioneer Ct Suite E, Wilsonville,OR,Agenda and meeting materials will be posted on our website prior to the meeting.,Yes,Sharon Kraw,5033731044,sharon.kraw@ode.state.or.us,,,,,,,,,Will be posted on our website prior to the meeting,,,,,,https://oregonearlylearning.com/best-beginnings,,,
Early Learning Council,Best Beginings June Meeting,Monthly Best Beginnings Committee meetings,06/20/2019 01:00:00 PM,06/20/2019 04:00:00 PM,"OCDC, 9140 SW Pioneer Ct, #E, Wilsonville 97070 - ", Wilsonville,OR,,,Josefina Harry,503 947-0867,josefina.harry@ode.state.or us,,,,,,,,,,,,,,,https://global.gotomeeting.com/join/386712261 (https://global.gotomeeting.com/join/386712261%20),,,
Early Learning Council,Early Learning Council - June 2019 Meeting,June Business Meeting,06/27/2019 11:00:00 AM,06/27/2019 01:00:00 PM,"700 Summer St NE, 3rd Floor Grand Ronde Room", Salem,OR,,Yes,Alyssa Chatterjee,971-701-1535,alyssa.chatterjee@state.or.us,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=82,,,,,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,,,,,,,,
Early Learning Council,Measuring Success February Meeting,,02/06/2019 01:00:00 PM,02/06/2019 04:00:00 PM,700 Summer St NE - Deschutes Room, Salem,OR,,,Shaire Santibanez,,shaire.santibanez@state.or.us,,,,,,,,,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=89,,,,,,,
Early Learning Council,Measuring Success May Meeting,,05/01/2019 01:00:00 PM,05/01/2019 03:00:00 PM,"Veteran Affairs Bldg, 700 Summer St NE - Third Floor, Willamette Room", Salem,OR,,,Shaire Santibanez,,shaire.santibanez@state.or.us,,,,,,,,,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=89,,,,,,,
Early Learning Council,Measuring Success August 2019 Meeting,,08/14/2019 01:00:00 PM,08/14/2019 03:00:00 PM,"Veteran Affairs Building - Early Learning Division 700 Summer St NE, Deschutes Conference Room 3rd floor", Salem,OR,,,Shaire Santibanez,503-983-1301,shaire.santibanez@state.or.us,,,,,,,,,,,,,,,,,,
Early Learning Council,Early Learning Council Annual Retreat 2019,,10/30/2019 08:00:00 AM,10/30/2019 03:00:00 PM,"Chemeketa Center for Business and Industry - Room 115, 626 High Street NE", Salem,OR,"The Early Learning Council will converge for an annual strategic planning retreat. The Council will reconvene October 30, 2019 at 3:00pm for a business meeting and to receive public testimony.",,Remy Watts,503-947-0674,remy.watts@state.or.us,,,https://oregonearlylearning.com/meeting/early-learning-council-meeting-october-29-30-2019/,,,,,,,,,,,,https://oregonearlylearning.com/meeting/early-learning-council-meeting-october-29-30-2019/,,,
Early Learning Council,Measuring Success April Meeting,,04/03/2019 01:00:00 PM,04/03/2019 03:00:00 PM,"Veteran Affairs Bldg, 700 Summer St NE - Third Floor, Willamette Room", Salem,OR,,,Shaire Santibanez,,shaire.santibanez@state.or.us,,,,,,,,,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=89,,,,,,,
Early Learning Council,Child Care Safety Portal Ad Hoc Committee,May Meeting,05/21/2019 03:00:00 PM,05/21/2019 05:30:00 PM,7995 Southwest Mohawk Street, Tualatin,OR,,,Angela Rodriguez,,angela.rodriguez@state.or.us,,,,,,,true,,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=363,,,,,,,
Early Learning Council,Early Learning Council August 2019 Meeting,,08/13/2019 01:30:00 PM,08/13/2019 02:00:00 PM,"Early Learning Division 700 Summer St NE, Suite 350", Salem,OR,,yes,Shaire Santibanez,503-983-1301,shaire.santibanez@state.or.us,,,,,,,true,https://zoom.us/j/550784185,,,,,,,,,,
Early Learning Council,Early Learning Council Annual Retreat 2019,,10/29/2019 01:00:00 PM,10/29/2019 05:00:00 AM,"Chemeketa Center for Business and Industry - Room 115, 626 High Street NE", Salem,OR,"The Early Learning Council will converge for an annual strategic planning retreat. The Council will reconvene October 30, 2019 at 3:00pm for a business meeting and to receive public testimony.",,Remy Watts,503-947-0674,remy.watts@state.or.us,,,,,,,,,,,,,,,https://oregonearlylearning.com/meeting/early-learning-council-meeting-october-29-30-2019/,,,
Early Learning Council,Measuring Success March Meeting,,03/06/2019 01:00:00 PM,03/06/2019 03:00:00 PM,"Veteran Affairs Building, 700 Summer St NE - Third Floor, Willamette Room", Salem,OR,,,Shaire Santibanez,,shaire.santibanez@state.or.us,,,,,,,,,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=89,,,,,,,
Early Learning Council,Child Care Safety Portal Ad Hoc Committee,June Meeting,06/25/2019 03:00:00 PM,06/25/2019 05:30:00 PM,7995 Southwest Mohawk Street, Tualatin,OR,,,Angela Rodriguez,,angela.rodriguez@state.or.us,,,,,,,true,https://attendee.gotowebinar.com/register/483263247848922637,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=363,,,,,,,
Early Learning Council,Early Learning Council - March 2019 Meeting,March Business Meeting,03/28/2019 11:00:00 AM,03/28/2019 01:30:00 PM,"700 Summer St NE, 3rd Floor Grand Ronde Room", Salem,OR,,Yes,Alyssa Chatterjee,9717011535,alyssa.chatterjee@state.or.us,,,,,,,,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=82,,,,,,,
Early Learning Council,Measuring Success June Meeting,MEETING CANCELLED,06/05/2019 01:00:00 PM,06/05/2019 03:00:00 PM,MEETING CANCELLED, Salem,OR,,,Shaire Santibanez,,shaire.santibanez@state.or.us,,,,,,,,,,,,,,,,,,
Early Learning Council,Early Learning Council - May 2019 Meeting,May Business Meeting,05/30/2019 10:00:00 AM,05/30/2019 01:00:00 PM,"700 Summer St NE, 3rd Floor Grand Ronde Room", Salem,OR,,Yes,Alyssa Chatterjee,971-701-1535,alyssa.chatterjee@state.or.us,,,https://oregonearlylearning.com/early-learning-council/early-learning-council-meeting-calendar/?term=82,,,,,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,,,,,,,,
