"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
"Health Authority, Oregon",HIV/VH/STI Integrated Planning Group,IPG Meeting,04/18/2012 09:00:00 AM,04/18/2012 04:30:00 PM,Renaissance Hotel and Conference Center, Keizer,OR,,,Warren Scott,,warren.r.scott@state.or.us,http://public.health.oregon.gov/DiseasesConditions/ChronicDisease/HIVCareTreatment/IPG/Pages/index.aspx,,,,,,,,,http://public.health.oregon.gov/DiseasesConditions/ChronicDisease/HIVCareTreatment/IPG/Documents/ipg/IPGAgenda4-12.pdf,,,,
"Health Authority, Oregon",Newborn Hearing Screening Advisory Committee,Quarterly meeting of the Newborn Hearing Screening Advisory Committee,04/05/2012 09:00:00 AM,04/05/2012 12:00:00 PM,"Tucker-Maxon Oral School, 2860 SE Holgate Blvd", Portland,OR,,Yes,Ben Spencer,971-673-2433,benjamin.spencer@state.or.us,http://healthoregon.org/ehdi,,,,,,,,,,,,,
"Health Authority, Oregon",State Trauma Advisory Board (STAB),Advise and Discuss Issues Pertaining to the Oregon Trauma System,04/13/2012 09:30:00 AM,04/13/2012 03:00:00 PM,"800 NE Oregon Street, Room 1B", Portland,OR,,,Susan Harding,,susan.m.harding@state.or.us,,,,,,,,,,http://public.health.oregon.gov/ProviderPartnerResources/EMSTraumaSystems/TraumaSystems/Documents/stabmin/04132012agenda.pdf,,,,
"Health Authority, Oregon",CAREAssist Advisory Group ,CAREAssist Advisory Group Meeting,03/31/2012 09:00:00 AM,03/31/2012 12:00:00 PM,Portland State Office Bldg Room 1-C, Portland,OR,,,Karen Smith,,karen.l.smith@state.or.us,,,,,,,,,,,,,,
Health Evidence Review Commission,Health Evidence Review Commission (HERC),"Evidence-based Guidelines, Value-based Benefits, Coverage Guidance, ICD-10-CM",04/12/2012 01:30:00 PM,04/12/2012 04:00:00 PM,"Legacy Meridian Park Hospital, Room 117B&C, 19300 SW 65th Ave", Tualatin,OR,"The Commission will hear a report from the Value-based Benefits Subcommittee on recommended changes for the ICD-10 conversion of lines on the Prioritized List for a number of different specialty areas and other recommended changes to the list discussed at the Subcommittee’s March and April meetings.  In addition, they will consider recommendations from the Evidence-based Guidelines Subcommittee on advanced imaging for low back pain and percutaneous interventions for low back pain as well as coverage guidance recommendations on elective induction of labor and non-pharmacologic/non-invasive interventions for the treatment of low back pain.  The Commission will continue to discuss the potential adoption of a conflict of interest form for members and may also discuss potential additional topics for evidence-based guideline, health technology assessment and coverage guidance development.",Public comment is welcome but may be limited due to time constraints.,Dorothy Allen,503.373.1985,dorothy.e.allen@state.or.us,http://www.oregon.gov/OHA/OHPR/HERC/index.shtml,http://www.oregon.gov/OHA/OHPR/HERC/docs/Map/MP.pdf,,,,,,,,,,,,
Health Evidence Review Commission,Evidence-based Guidelines Subcommittee (EBGS),comments and work on draft coverage guidance and guideline review,04/05/2012 02:00:00 AM,04/05/2012 05:00:00 AM,"Legacy Meridian Park Hospital, Room 117A, 19300 SW 65th Ave", Tualatin,OR,"The Subcommittee will review draft coverage guidance on elective induction of labor, ultrasound in pregnancy, knee arthroscopy for osteoarthritis, and femoracetabular impingement syndrome surgery.  The Subcommittee will also review public comments on the 1) guidances on elective cesarean section and nonpharmacologic treatments of low back pain and 2) guidelines for advanced imaging for low back pain and percutaneous interventions for low back pain and finalize them for consideration by the full commission.

",Public comment is welcome but may be limited due to time constraints.,Dorothy Allen,503.373.1985,dorothy.e.allen@state.or.us,http://www.oregon.gov/OHA/OHPR/HERC/index.shtml,http://www.oregon.gov/OHA/OHPR/HERC/docs/Map/MP.pdf,,,,,,,,,,,,
Health Evidence Review Commission,Health Technology Assessment Subcommittee (HTAS),Health Technology,04/23/2012 01:00:00 PM,04/23/2012 04:00:00 PM,"Room 117B Meridian Park Hospital, Community Health Education Center", Tualatin,OR,"The Health Technology Assessment Subcommittee will hold a meeting on April 23, 2012 from 1:00 pm to approximately 4:00 pm at the Meridian Park Hospital Health Education Center in Tualatin, OR in Room 117B. The subcommittee will review draft coverage guidance on discography, artificial discs, hip resurfacing, real-time continuous glucose monitoring,and vetebroplasty, kyphoplasty, and sacroplasty.

Moved to May 21 meeting: self-monitoring of blood glucose for type 1 and type 2 diabetes",Public comment is welcome but may be limited due to time constraints,Dorothy Allen,503.373.1985,dorothy.e.allen@state.or.us,http://www.oregon.gov/OHA/OHPR/HERC/index.shtml,http://www.oregon.gov/OHA/OHPR/HERC/index.shtml#Meeting_Location_Maps,,,,,,,,,,,,
Health Evidence Review Commission,Value-based Benefits Subcommittee (VbBS),Medicaid Benefits ,04/12/2012 08:30:00 AM,04/12/2012 01:30:00 PM,"Legacy Meridian Park Hospital, Room 117B&C, 19300 SW 65th Ave", Tualatin,OR,"Items scheduled for discussion include, but may not be limited to, vascular bone grafts for avascular necrosis of the hip, placement of a new line for paraphilias, changes to the erythropoiesis-stimulating agent (ESA) guideline, as well as straightforward coding corrections.  Also on the agenda will be review of several specialty areas in the ICD-10 conversion process for the Prioritized List.",Public comment is welcome but may be limited due to time constraints.,Dorothy Allen,503.373.1985,dorothy.e.allen@state.or.us,http://www.oregon.gov/OHA/OHPR/HERC/index.shtml,http://www.oregon.gov/OHA/OHPR/HERC/docs/Map/MP.pdf,,,,,,,,,,,,
Health Information and Technology Oversight Council,HITOC Meeting,Monthly meeting of the Health Information Technology Oversight Council,04/05/2012 01:00:00 PM,04/05/2012 05:00:00 PM,"Portland State Office Bldg, Room 1D", Portland,OR,"Thu Apr 5, 2012, 1 - 5 pm
Portland State Office Bldg, Room 1D
800 NE Oregon St
Portland OR 97232
",Yes,Tami Breitenstein,503-373-7859,hitoc.info@state.or.us,http://www.oregon.gov/OHA/OHPR/HITOC/Meeting_Materials.shtml,,,,,,true,,,,,,,
Health Policy Board,Healthcare Workforce Committee,April meeting of Committee,04/04/2012 01:00:00 PM,04/04/2012 04:00:00 PM,"OIT Portland East Campus, 7726 SE Harmony Road, Room 139,", Portland,OR,"At this meeting, Committee members will receive a report and update on next steps from the Non-Traditional Health Workers Subcommittee and will discuss a potential survey in follow-up to the Committee’s December report on workforce designs and provider competencies best suited to CCOs, primary care homes, and other new care models. The Committee will also review and provide input on external projects including the 2012 Oregon Physician Workforce Survey, and potential curriculum changes at OHSU. Finally, the Committee will hear a presentation about the Northeast Oregon AHEC’s Future Health Professionals program.  
",,Lisa Angus,503-373-1632,lisa.angus@state.or.us,,,,Zarie Haverkate,503-373-1574,zarie.haverkate@state.or.us,,,,http://www.oregon.gov/OHA/OHPR/HPB/Workforce/HealhCareWorkforceCommittee.shtml,,,,
Health Policy Board,Oregon Health Policy Board meeting,The Oregon Health Policy Board (OHPB) will hold its monthly meeting.,04/10/2012 01:00:00 PM,04/10/2012 02:30:00 PM,The Market Square Building 1515 SW 5th Avenue (between Market and Clay) 9th floor, Portland,OR,This meeting will be held via webinar.,Yes,Ari Ettinger,503 602 3906,ari.a.ettinger@state.or.us,https://www2.gotomeeting.com/register/874421930,,,Ari Ettinger,,,,,,,,,,
Health Policy Board,"Health Care Workforce Committee, Workgroup on SB 879",Workgroup meeting,04/30/2012 01:00:00 PM,04/30/2012 03:30:00 PM,"Wilsonville Training Center, Room 111-112, 29353 SW Town Center Loop E", Wilsonville,OR,This stakeholder meeting for SB 879 will discuss standardizing prerequisites for student clinical placements.  ,,Jeannette Nguyen-Johnson,503-373-0865,jeannette.nguyen-johnson@state.or.us,,,,Margie Fernando,503-373-1927,margie.fernando@state.or.us,,,,,,,,
Health Policy Board,Essential Health Benefits Workgroup,First meeting of Workgroup,04/16/2012 09:00:00 AM,04/16/2012 11:00:00 AM,"Wilsonville Training Center, Room 111/112, 29353 Town Center Loop East", Wilsonville,OR,This is the first meeting of the workgroup. The group will review the charter and decision-making criteria.,Yes,Melissa Isavoren,503-373-7959,melissa.isavoran@state.or.us,http://www.oregon.gov/OHA/OHPR/EHB/index.shtml,,,Zarie Haverkate,503-373-1574,zarie.haverkate@state.or.us,,,,,,,,
"Higher Education, State Board of",Academic Strategies Committee,Board Committee,04/05/2012 02:00:00 PM,04/05/2012 05:30:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,,,Anna Teske,503.725.5707,anna_teske@ous.edu,,,,Marcia Stuart,541.346.5749,marcia_stuart@ous.edu,,,,http://www.ous.edu/state_board/meeting/dockets,,,,
"Higher Education, State Board of",Governance & Policy Committee,Board Committee,04/20/2012 09:00:00 AM,04/20/2012 12:00:00 PM,1800 SW 6th Ave (PSU ASRC 515), Portland,,The committee will discuss a proposal for the possible structuring of institutional governing boards and OUS presidential performance evaluations.,No,Anna Teske,503.725.5707,anna_teske@ous.edu,http://www.ous.edu/state_board/meeting/webcast,,,Marcia Stuart,541.346.5749,marcia_stuart@ous.edu,true,,,http://www.ous.edu/state_board/meeting/dockets,,,,
"Higher Education, State Board of",Finance & Administration Committee,Board Committee,04/16/2012 08:00:00 AM,04/16/2012 10:00:00 AM,1800 SW 6th Ave (PSU ASRC 515), Portland,OR,Agenda Items include: Approval of March 16 Committee minutes; approval of SOU's Resident Hall Project; and review of the proposed 2013-2015 Capital Budget Requests (campus presentations).,No,Marcia Stuart,541.346.5749,marcia_stuart@ous.edu,,,,Marcia Stuart,541.346.5749,marcia_stuart@ous.edu,,,,http://www.ous.edu/state_board/meeting/dockets,,,,
Housing/Community Services Department,Notice of Public Comment - Consolidated Plan,"2011 and 2012 Action Plans, 2011-2015 Consolidated Plan",04/04/2012 08:00:00 AM,05/04/2012 05:00:00 PM,"725 Summer Street NE, Suite B", Salem,OR,"The State of Oregon is seeking public comment on proposed amendments to the 2011 Action Plan, 2012 Action Plan, the 2011-2015 Consolidated Plan and Oregon's Citizen Participation Plan to reflect new requirements for the HEARTH Act/ESG. 
",Yes,Loren Shultz,503-986-2008,Loren.Shultz@hcs.state.or.us,,,,Sandy McDonnell,503-986-2012,Sandy.McDonnell@hcs.state.or.us,,,,http://www.ohcs.oregon.gov/OHCS/pdfs/public_notices/2012-03-27-NPC-Consolidated-Plan.pdf,,,,
Housing/Community Services Department,State Housing Council Meeting,Monthly Housing Council Board meeting,04/06/2012 09:00:00 AM,04/06/2012 12:00:00 PM,"725 Summer Street NE, Room 124 A/B", Salem,OR,"AGENDA
I. CALL TO ORDER - John Epstein
II. ROLL CALL  - John Epstein
III. PUBLIC COMMENT  - John Epstein
IV. APPROVAL OF MINUTES John Epstein
A. Minutes of March 2, 2012 Meeting
V. DIRECTOR’S REPORT  - Margaret Van Vliet
VI. RESIDENTIAL CONSENT CALENDAR  - Kari Cleveland
A. 10900 Block SE Lampert Lane, Happy Valley, OR
B. 400 Block Eagles Wing St NW, Salem, OR
VII. SPECIAL REPORTS -- None
VIII. NEW BUSINESS -- None
IX. OLD BUSINESS -- None
X. DISCUSSION ITEM
A. Foreclosure Settlement Funds  - Margaret Van Vliet
XI. REPORTS
A. Report of the Chair  - John Epstein
XII. FUTURE AGENDA ITEMS  - Margaret Van Vliet

The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Sandy McDonnell, 503.986-2012, by TTY at 503.986-2100, or by email at sandy.mcdonnell@hcs.state.or.us.",Yes,Jo Rawlins,503-986-2005,Jo.Rawlins@hcs.state.or.us,,,,Sandy McDonnell,503-986-2012,Sandy.McDonnell@hcs.state.or.us,,,,http://www.ohcs.oregon.gov/OSHC/,,,,
Housing/Community Services Department,2011 Consolidated Annual Performance Evaluation Report (CAPER) Report,Public Comment Period,04/10/2012 08:00:00 AM,04/25/2012 05:00:00 PM,725 Summer Street NE Ste B, Salem,OR,"A fifteen day public examination and comment period for the 2011 Consolidated Annual
Performance Evaluation Report (CAPER) will begin April 10, 2012 and end April 25, 2012.
The Report addresses the use of HOME, HOPWA, CDBG, and ESGP funds for the program
year January 1, 2011 through December 31, 2011, as well as fair housing issues.",yes,Loren Shultz,503-986-2008,loren.shultz@hcs.state.or.us,,,,Sandy McDonnell,503-986-2012,Sandy.McDonnell@hcs.state.or.us,,,,http://www.ohcs.oregon.gov/OHCS/pdfs/public_notices/2012-03-27-CAPER-Public-Notice.pdf,,,,
"Housing Council, State",Joint Meeting Oregon State Housing Council / Community Action Partnership of Oregon,Joint Meeting Oregon State Housing Council / Community Action Partnership of Oregon,04/06/2012 10:00:00 AM,04/06/2012 12:00:00 PM,"725 Summer Street NE, Room 124 A/B", Salem,OR,"AGENDA

I. Call to Order - Tom Clancey-Burns

II. Roll Call - Tom Clancey-Burns

III. Update - OHCS Organizational Structure - Margaret Van Vliet
– Introducing Julie Cody

IV. Where OHCS is Today - Visual Map - Natasha Detweiler

V. Update - Multi-Family Housing Community Engagement - Karen Tolvstad

VI. Presentation - CAPO and Community Action Agencies -  Tom Clancey-Burns

A. Agency services and programs
B. What CAPs bring to local communities
C. State association mission

VII. Discussion - OHCS Oversight - CAPO and Housing Council Roles",,Jo Rawlins,503-986-2005,Jo.Rawlins@hcs.state.or.us,,,,Sandy McDonnell,503-986-2012,Sandy.McDonnell@hcs.state.or.us,,,,,,,,
InterMountain ESD,IMESD Board Meeting,Board Meeting and Executive Session,04/18/2012 06:00:00 PM,,InterMountain ESD, Pendleton,OR,,,Marla J. Royal,,marla.royal@imesd.k12.or.us,,,,,,,,,,,,,,
Jefferson ESD,Board Meeting,Monthly Board Meeting,04/04/2012 06:00:00 PM,04/04/2012 09:00:00 PM,295 SE Buff Street, Madras,OR,,,"Rick Molitor, Superintendent",541.475.6192,rmolitor@jcesd.k12.or.us,,,,Angi Krueger,541.475.2804,akrueger@jcesd.k12.or.us,,,,,,,,
Justice Department,Attorney General's Foreclosure Mediation Workgroup Meeting,The Attorney GeneralÛªs Foreclosure Mediation Workgroup is charged with developing guidelines for the foreclosure mediation program established under SB 1552,04/13/2012 01:30:00 PM,04/13/2012 03:30:00 PM,"Justice Building, Kulongoski Room, 1162 Court Street NE", Salem,OR,The Attorney General convened a 16-member Attorney General’s Foreclosure Mediation Workgroup to aid in the development of rules for administering the Foreclosure Mediation Program established under Senate Bill 1552 (2012). The April 13 meeting will include updates on the program budget and impending E-Board request and reports by workgroup subcommittees.,,Kate Medema,,kate.e.medema@doj.state.or.us,,,,,,,,,,http://www.doj.state.or.us/consumer/pdf/workgroup_agenda_04-13-12.pdf,,,,
Lake ESD,April Board Meeting,Regular meeting of the Education Service District,04/17/2012 07:00:00 PM,04/17/2012 08:30:00 PM,357 N L Street, Lakeview,OR,"This meeting is rescheduled from April 25, 2012 due to conflicts with outside activities.",Yes,Debbie Goss,(541) 947-3371,dgoss@lakeesd.k12.or.us,,,,Debbie Goss,(541) 947-337,dgoss@lakeesd.k12.or.us,,,,,,,,
Land Conservation & Development Department,OPAC Meeting,OPAC Meeting,04/09/2012 09:00:00 AM,04/09/2012 04:00:00 PM,"Best Western Agate Beach Inn, 3019 N. Coast Highway, Newport OR", Newport,OR,,,Andy Lanier,,andy.lanier@state.or.us,,,,,,,,,,,,,,
Landscape Contractors Board,Board Meeting,Bi-monthly conference call meeting,04/19/2012 02:00:00 PM,04/19/2012 03:00:00 PM,LCB Office for non-board members, Salem,OR,Non-board member attendees will need to come to the Agency's office to attend the meeting. Contact the Agency for a copy of the board meeting materials prior to the meeting.,Yes,Kim Gladwill-Rowley,503/967-6291 x 223,kim.gladwill@lcb.state.or.us,http://www.lcb.state.or.us,http://tinyurl.com/LCBoffice,,,,,,,,,,,,
Lane ESD,Board of Directors,regular meeting,04/24/2012 06:00:00 PM,04/24/2012 08:00:00 PM,1200 Hwy 99N, Eugene,OR,,yes,Barbara McBurnett,541-461-8213,bmcburnett@lesd.k12.or.us,,,,,,,,,,,,,,
Linn Benton Lincoln ESD,Regular Board Meeting,Regular monthly Board Meeting,04/11/2012 05:15:00 PM,04/11/2012 08:00:00 PM,905 4th Ave. SE, Albany,OR,The Regular Board meeting of LBL ESD will begin at 5:25 p.m. followed by an executive session at 5:30 p.m. per ORS 192.660(2)(d) to conduct deliberations with persons designated by the governing body to carry on labor negotiations.,yes,Debbie,541-812-2601,debbie.herndon@lblesd.k12.or.us,,,,,,,,,,,,,,
"Liquor Control Commission, Oregon",Commission Meeting,Monthly Meeting,04/05/2012 01:00:00 PM,04/05/2012 05:00:00 PM,9079 SE McLoughlin Blvd., Portland,OR,"The agenda for the OLCC Commission Meeting tomorrow, April 5, 2012, has been revised. The Executive Session (per ORS 192.660 (2)(b); ORS 192.660(2)(h); ORS 192.660 (2)(i) Consideration of Executive Director's employment and personnel action items have been removed from the agenda and will not be considered at this meeting. As these items are no longer on the agenda, they are available to be heard as discussion topics during the public forum section of the meeting. If there is a large volume of people signed in to testify, time limits may be set by the Chair.

The Commission Meeting will begin at 1pm.",Yes,Joli Whitney,503-872-5006,joli.whitney@state.or.us,http://oregon.gov/OLCC/public_meetings.shtml,http://maps.google.com/maps/place?q=9079+SE+McLoughlin+Blvd&ftid=0x54950ad2c32c6aeb:0x9fbe0b9ee2f8df82,,,,,,,,http://oregon.gov/OLCC/docs/commission_agendas/2012/commission_agenda_april_2012r.pdf,,,,
Long Term Care Advisory Committee,Long-Term Care Advisory Committee Meeting,Monthly Meeting,04/20/2012 09:00:00 AM,04/20/2012 10:00:00 AM,"3855 Wolverine NE, Suite 6", Salem,OR,"Regular Monthly Meeting to be held via teleconference. Members of the public who wish to attend the meeting may do so at the at the address shown as ""Meeting Location.""",No,Mary Ann Lebold,(503) 378-6624,mary.ann.lebold@ltco.state.or.us,http://www.oregon.gov/LTCO/index.shtml,,,Mary Ann Lebold,(503) 378-6624,mary.ann.lebold@ltco.state.or.us,,,,,,,,
"Lottery Commission, Oregon State",Oregon State Lottery Public Forum,Public Forum,04/27/2012 01:00:00 PM,04/10/2012 03:00:00 PM,800 NE Oregon Street, Portland,OR,The Lottery will be taking public input on proposed Lottery rulemaking to clarify rules for placement of video lottery terminals; other provisions.,Yes,Chuck Baumann,,chuck.baumann@state.or.us,,,,,,,,,,,,,,
"Lottery Commission, Oregon State",Oregon State Lottery Commission Meeting,Monthly Lottery Commission Meeting,04/27/2012 10:00:00 AM,,800 NE Oregon Street, Portland,OR,,Yes,Chuck Baumann,,chuck.baumann@state.or.us,,,,,,,,,,,,,,
Malheur ESD 14,Board Meeting,Monthly Meeting/Budget Committe Meeting,04/17/2012 05:00:00 PM,04/17/2012 08:00:00 PM,Malheur ESD, Vale,OR,,yes,Debbie Marshall,541-473-3138,Debbie.Marshall@malesd.k12.or.us,,,,,,,,,,,,,,
"Marine Board, State",Marine Board Meeting,Work Session - Agency Budget Review,04/10/2012 12:30:00 PM,04/10/2012 04:00:00 PM,Willamalane Center 250 South 32nd Street, Springfield,OR,,no,June LeTarte,,june.letarte@state.or.us,,,,,,,,,,,,,,
"Marine Board, State",Marine Board Meeting,Quarterly Board Meeting,04/11/2012 09:00:00 AM,04/11/2012 04:00:00 PM,Willamalane Center 250 South 32nd Street, Springfield,OR,,yes,June LeTarte,,june.letarte@state.or.us,,,,,,,,,,,,,,
"Marine Board, State",Rule Hearing 250-020-0221 and 250-030-0030,Rulemaking corrects alleged procedural irregularities related to rules prohibiting internal combustion motorboats/floatplanes on Waldo Lake. ,04/10/2012 06:00:00 PM,,"Willamalane Park & Recreation   District, Willamalane Center   Ken Long Rm.  250 S 32nd St.  ", Springfield,OR,"The agency proposes to re-adopt OAR 250-020-0221 and 250-030-0030 in order to correct alleged procedural irregularities related to their previous adoption. Those rules implement the Oregon Scenic Waterway Act by prohibiting internal combustion motorboats and floatplanes on Waldo Lake, a statutorily designated state scenic waterway, in order to preserve the natural setting of Waldo Lake, minimize disturbance of its natural beauty, protect its aesthetic values, and provide an unimpaired quality of recreational experience. An exception is provided in the rules for official governmental use and emergency landings of floatplanes. 

In a rule challenge pending in the Oregon Court of Appeals, Columbia Seaplane Pilots Assoc. v. State Marine Board, Oregon Court of Appeals Case No. A148192, certain procedural irregularities have been alleged, including the assertion that the fiscal impact statements for the challenged rules were inadequate. In order to provide an opportunity to correct the alleged procedural irregularities related to the previous rule adoption, the agency is initiating further rulemaking to enable the Board to take action on the basis of new fiscal impact statements and other relevant information. Such action could potentially take the form of re-adopting the rules, amending the rules to modify the prohibition of internal combustion motorboats and floatplanes on Waldo Lake, or repealing the rules.",yes,June LeTarte,,osmb.rulemaking@state.or.us,,,,,,,,,,,,,,
"Massage Therapists, Board of",Board Meeting Day 1,Board Meeting,03/30/2012 09:00:00 AM,03/30/2012 05:00:00 PM,University of Western States 2900 NE 132nd Avenue, Portland,OR,,yes,Diana Nott,503-365-8657 X 301,diana.nott@state.or.us,,,,,,,,,,,,,,
"Massage Therapists, Board of",Board Meeting Day 2,Work Session,03/31/2012 09:00:00 AM,03/31/2012 12:00:00 PM,University of Western States 2900 NE 132nd Avenue, Portland,OR,"Board Bylaws - 
Peer Review Audit - 
a) Bi-monthly Board Meetings
b) Key Performance Measures
c) Consistency in Discipline
d) Complaint Form on Web Page - 
Board Mission, Vision, and Values
a) Five Year Plan
b) Ten Year Plan",,Diana Nott,503-365-8657 x 301,diana.nott@state.or.us,,,,,,,,,,,,,,
"Massage Therapists, Board of",Scope of Practice Committee,Scope of Practice Committee,04/13/2012 01:00:00 PM,04/13/2012 03:00:00 PM,Oregon School of Massage 9500 SW Barbur Blvd #100, Portland,OR,,yes,Christine West,503-365-8657 x 302,christine.west@state.or.us,,,,,,,,,,,,,,
"Massage Therapists, Board of",Education Committee,Education Committee,04/13/2012 10:00:00 AM,04/13/2012 12:00:00 PM,Oregon School of Massage 9500 SW Barbur Blvd #100, Portland,OR,,yes,Christine West,503-365-8657 x 302,christine.west@state.or.us,,,,,,,,,,,,,,
Medical Assistance Program Administration,Managed Care - Medicaid Management Information System (MMIS) Workgroup ,"Information sharing, discussion and feedback about the MMIS and its impact on managed care business rules, policies, contracts and processes. ",04/18/2012 08:30:00 AM,04/18/2012 09:45:00 AM,Human Services Building -- 500 Summer Street NE - Room 473 , Salem,OR,**Meeting actually ends at 9:50**,,Hank Hickman,,henry.e.hickman@state.or.us,,,,,,,,(866) 680-0146,310477,,"473 Salem, OR
(44.942937460565, -123.02815039923)",21,11,2409
Medical Assistance Program Administration,Rule Advisory Committee - Hospital Services Program,"Discuss, review and propose new or revisions to Oregon Administrative Rules, and fiscal impact of changes.",04/03/2012 10:00:00 AM,04/03/2012 11:00:00 AM,Human Services Building -- 500 Summer Street NE - Room 160, Salem,OR,**Topics of Discussion** Hospital rule revisions – Include supplemental payments for qualified disproportionate share hospitals; Repeal Proportionate Share rule; New upper payment limit methodology and supplemental payments; Update the hospital readmission policy to 30 days; Clarifying policy for provider preventable conditions; Making temporary rules permanent for new outpatient reimbursement methodology; Add clarifying language for clinical lab cost settlements and medical transportation. ,Yes,Angel Wynia,503-945-5754,Angel.Wynia@state.or.us,,,,,,,,1-866-650-3055,639037,,,,,
Medical Assistance Program Administration,Managed Care - Medical Directors Meeting ,To promote a collaboration between DMAP and the contracted managed care plans on effective management of health related issues. To provide guidance on program and policy changes. ,04/09/2012 09:00:00 AM,04/09/2012 12:00:00 PM,Human Services Building -- 500 Summer Street NE - Rooms 137 A-D , Salem,OR,,,Hank Hickman,,henry.e.hickman@state.or.us,,,,,,,,(866) 680-0146,310477,,"137 A D
Salem, OR
(44.942937460565, -123.02815039923)",21,11,2409
Medical Assistance Program Administration,Managed Care - Quality and Performance Improvement Workgroup,"Forum to promote access and quality of health care services for OHP medical and dental plan members. To share successful practices, updates and material that supports quality and performance improvement efforts.",04/09/2012 12:15:00 PM,04/09/2012 03:00:00 PM,"Human Services Building, 500 Summer St NE, Rooms 137 A-D", Salem,OR,,,Leona Schelb,,leona.schelb@state.or.us,,,,,,,,877-581-9247,429502,,"500 Summer St
D Salem, OR
(44.942595718193, -123.028325767026)",21,11,2409
Medical Assistance Program Administration,"Durable Medical Equipment, Prosthetics, Orthotics and Supplies (DMEPOS) Stakeholders ","Discuss services, client access, contracts and other concerns or updates. ",04/09/2012 01:30:00 PM,04/09/2012 03:30:00 PM,Human Services Building -- 500 Summer Street NE - Room 137A , Salem,OR,,,"Kelly Jamison, DMEPOS Policy Analyst ",503-945-6920,Kelly.Jamison@state.or.us,,,,,,,,1-866-650-3044,639037,,,,,
Medical Assistance Program Administration,"Managed Care - Enrollment, Disenrollment, Education and Marketing Workgroup ","Information sharing concerning enrollment and disenrollment, market strategies and education issues for members of contracted OHP medical and dental plans. ",04/18/2012 01:00:00 PM,04/18/2012 02:30:00 PM,Human Services Building -- 500 Summer Street NE - Room 473 , Salem,OR,,,Carol Simila,503-945-8837,carol.simila@state.or.us,,,,,,,,(888) 380-9638,916310,,"473 Salem, OR
(44.942937460565, -123.02815039923)",21,11,2409
Medical Assistance Program Administration,Managed Care - Encounter Data Workgroup ,Information sharing and feedback to ensure accurate and timely data submission by contracted OHP medical and dental plans. ,04/18/2012 02:30:00 PM,04/18/2012 04:30:00 PM,"Human Services Building -- 500 Summer Street, NE - Room 166", Salem,OR,**Topics of discussion** 1. Paid Claims Data 2. MMIS/MCO Meeting Update 3. NCPDP D.0 and X12 5010 Impacts 4. HIPAA issues 5. HCPCS/Revenue Code/NDC list 6. 5010 Update ,,Lydia Gutierrez- Encounter Data Liaison ,503-947-2645,Lydia.Gutierrez@state.or.us,,,,,,,,,,,,,,
Medical Assistance Program Administration,Medicare-Medicaid Coordination ,Discuss how to improve services and reduce costs for dual-eligible (Medicare-Medicaid) clients.,04/19/2012 02:00:00 PM,04/19/2012 03:30:00 PM,Human Services Building -- 500 Summer Street NE - Room 160, Salem,OR,**Topics of Discussion** 1)General Announcements- 2)General Updates-,,Hank Hickman,503-945-5776,henry.e.hickman@state.or.us,,,,,,,,866-249-5279,820666,,,,,
Medical Assistance Program Administration,Oregon DUR/P&T Committee,This committee is responsible for performing drug use review and making drug policy recommendations for Oregon Medicaid.  ,04/26/2012 01:00:00 PM,04/26/2012 04:00:00 PM,29353 SW Town Center Loop East, Wilsonville,OR,"The agenda is located online at: http://pharmacy.oregonstate.edu/drug_policy/meetings

Note: Agenda items with an asterisk will be discussed by Committee members for the purpose of making recommendations to the Oregon Health Plan for adoption into Oregon Administrative Rules 410-121-0030 & 410-121-0040 as required by ORS 414.325(9). 
",yes,Roger Citron,,roger.a.citron@state.or.us,,,,,,,,,,,,,,
"Medical Board, Oregon",Physician Assistant Committee,Conference Call,04/24/2012 12:00:00 PM,,Conference Call - OMB Offices, Portland,OR,,yes,Brandy Trotter,971-673-2704,brandy.trotter@state.or.us,,,,,,,,,,,,,,
"Medical Board, Oregon",Legislative Committee,Legislative Concept discussion,04/06/2012 01:00:00 PM,,OMB Offices, Portland,OR,,,Brandy,971-673-2704,brandy.trotter@state.or.us,,,,,,,,,,,,,,
"Medical Board, Oregon",Full Board meeting,Regular Quarterly Meeting,04/05/2012 08:00:00 AM,04/06/2012 04:00:00 PM,OMB Offices, Portland,OR,,Yes,Brandy Trotter,971-673-2704,brandy.trotter@state.or.us,,,,,,,,,,,"OMB Offices Portland, OR
(45.511789999609, -122.675629999625)",36,18,2410
"Medical Board, Oregon",Investigative Committee,Monthly Meeting,04/05/2012 03:00:00 PM,,OMB Office, Portland,OR,,,Brandy Trotter,971-673-2704,brandy.trotter@state.or.us,,,,,,,,,,,,,,
"Mint Commission, Oregon",Mint Commission Meeting,Regular scheduled commission meeting,04/12/2012 10:00:00 AM,04/12/2012 12:00:00 PM,Hood River Hotel, Hood River,OR,,,Jenny Woellmer,503-364-2944,jenny@ostlund.com,,,,,,,,,,,,,,
