"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
Public Utility Commission,Special Public Meeting,Internal Operating Guidelines Update,12/09/2013 01:30:00 PM,12/09/2013 03:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - approval of a letter regarding peak reliability,supporting comments by WIRAB about funding agreement for peak reliability,01/16/2015 01:30:00 PM,01/16/2015 02:00:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,503-378-6611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,06/18/2013 09:30:00 AM,06/18/2013 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,2012 Natural Gas Outlook,07/26/2012 09:30:00 AM,07/26/2012 11:00:00 AM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,,,http://apps.puc.state.or.us/audio/072612/2012ngoutlook.pdf,,,,
Public Utility Commission,Regular Public Meeting,Regularly-scheduled meeting,11/20/2012 09:30:00 AM,11/20/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,855-463-3863,6782#,http://www.oregon.gov/puc/Pages/meetings/pmemos/2012/112012/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting,Executive Session ,10/09/2015 01:00:00 PM,10/09/2015 04:00:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Executive Session,per ORS 192.660(2)(f) - consider information or records that are exempt by law from public inspection ,04/13/2015 09:30:00 AM,04/13/2015 10:30:00 AM,"3930 Fairview Industrial Drive SE, Mountain Conference Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Tour of potential building sites,"Seeing two buildings on Fairview Industrial Drive, Salem",02/22/2013 09:00:00 AM,02/22/2013 12:00:00 PM,Fairview Industrial Drive, Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,09/02/2014 01:30:00 PM,09/02/2014 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED  --  Special Public Meeting - UM 1720 Workshop,Investigation in to long-term hedging policy,06/23/2015 01:30:00 PM,06/23/2015 03:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Oral Arguments in UE 233 - CANCELLED,12/10/2012 02:00:00 PM,12/10/2012 04:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,Public Meeting – Oral Arguments in UE 233 (Idaho Power’s rate case) CANCELLED,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,TDAP Advisory Committee,(Telecommunications Device Access Program),11/07/2014 09:00:00 AM,11/07/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Julie Thompson,503-373-7171,julie.thompson@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,03/24/2015 09:30:00 AM,03/24/2015 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,PacifiCorp/California ISO EIM Workshop,06/26/2013 09:00:00 AM,06/26/2013 10:30:00 AM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,Energy Imbalance Market Workshop,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,01/31/2013 01:30:00 PM,01/31/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,08/14/2012 01:30:00 PM,08/14/2012 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,
Public Utility Commission,Public Meeting - Executive Session,per ORS 192.660(2)(a) ÛÒ to consider employment of a public employee,09/12/2012 01:00:00 PM,09/12/2012 05:00:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,Public Meeting – Executive Session per ORS 192.660(2)(a) – to consider employment of a public employee,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED -- Special Public Meeting - Legislative Issues,discussion of legislation relevant to PUC,06/30/2015 01:30:00 PM,06/30/2015 02:30:00 PM,"201 High Street SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,UG 221 Hearing,08/23/2012 09:30:00 AM,08/23/2012 05:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,Northwest Natural's rate case,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,11/08/2016 09:30:00 AM,11/08/2016 12:00:00 PM,"201 High Street SE, Main Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,MEETING CANCELLED - Administrative Issues,07/03/2012 01:30:00 PM,07/03/2012 02:30:00 PM,MEETING CANCELLED, Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,Legislative Coordination,05/23/2013 01:30:00 PM,05/23/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,02/04/2014 01:30:00 PM,02/04/2014 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,02/18/2014 09:30:00 AM,02/18/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,09/30/2014 09:30:00 AM,09/30/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,http://www.puc.state.or.us/Pages/meetings/pmemos/2014/093014/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting - UM 1746,Community Solar,10/16/2015 09:30:00 AM,10/16/2015 11:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,11/06/2012 01:30:00 PM,11/06/2012 12:00:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,
Public Utility Commission,SPM - UM 1719,,08/17/2015 09:30:00 AM,08/17/2015 12:00:00 PM,"201 High Street SE, Main Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,http://oregonpuc.granicus.com/GeneratedAgendaViewer.php?view_id=1&clip_id=23,,,,
Public Utility Commission,Special Public Meeting,"UG 266 - NW Natural's Large volume, high pressure gas service",12/06/2013 09:30:00 AM,12/06/2013 05:00:00 PM,"Main Hearing Room, 3930 Fairview Industrial Drive", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,Administrative Issues,04/23/2013 01:30:00 PM,04/23/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Executive Session,per ORS 192.660(2)(h) - consultation with legal counsel,04/23/2013 02:00:00 PM,04/23/2013 03:00:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,RPS Legislation,01/19/2016 10:30:00 AM,01/19/2016 11:30:00 AM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,04/29/2014 09:30:00 AM,04/29/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Legislative Coordination,03/21/2013 01:30:00 PM,03/21/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,1-855-463-3863,6782#,,,,,
Public Utility Commission,Special Public Meeting-Executive Session ,per ORS 192.660(2)(f) - to consider information that is exempt by law from public inspection,10/15/2014 01:30:00 PM,10/15/2014 04:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,Regularly-scheduled meeting,10/09/2012 09:30:00 AM,10/09/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,855-463-3863,6782#,http://www.oregon.gov/puc/Pages/meetings/pmemos/2012/100912/agenda.aspx,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,12/15/2015 09:30:00 AM,12/15/2015 12:00:00 PM,"201 High Street SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,http://oregonpuc.granicus.com/GeneratedAgendaViewer.php?view_id=1&clip_id=56,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,05/19/2015 09:30:00 AM,05/19/2015 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,02/26/2013 09:30:00 AM,02/26/2013 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,UM 1654 Hearing ,02/03/2014 09:30:00 AM,02/03/2014 12:00:00 PM,"Main Hearing Room, 3930 Fairview  Industrial Drive SE", Salem,OR,UM 1654 is NW Natural - Interstate Storage and Optimization Sharing,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,10/23/2012 01:30:00 PM,10/23/2012 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,
Public Utility Commission,Special Public Meeting,UM 1734 PacifiCorp,01/21/2016 09:30:00 AM,01/21/2016 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Legislative Issues,discussion of legislation relevant to PUC,04/07/2015 01:30:00 PM,04/07/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,OUSF Advisory Board Meeting,,11/04/2015 10:00:00 AM,11/04/2015 12:00:00 PM,"201 High Street SE, Meadow Conference Room 3rd floor",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,Administrative Issues,10/01/2013 01:30:00 PM,10/01/2013 02:30:00 PM,"3930 Fairview Industrial Drive, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Hearing on Docket No. UE 246 (see details),10/15/2012 08:30:00 AM,10/15/2012 05:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,"UE - 246 is PacifiCorp's rate case

If the hearing on UE 246 finishes before 5, hearing on UE 233 (Idaho Power's rate case) may be started.",,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Legislative Coordination - CANCELED,01/31/2013 01:30:00 PM,01/31/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,04/14/2015 09:30:00 AM,04/14/2015 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - AR 577,Petition to Amend Definition of Basic Telephone Service,01/27/2014 11:00:00 AM,01/27/2014 11:30:00 AM,"Main Hearing Room, 3930 Fairview Industrial Drive SE", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,PGE's Salem Smart Power Project,05/28/2013 01:00:00 PM,05/28/2013 02:30:00 PM,1615 SE 22nd Street, Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Rulemaking,,09/13/2018 01:30:00 PM,09/13/2018 02:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - LC 62 and LC 57,,12/17/2015 09:30:00 AM,12/17/2015 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,http://oregonpuc.granicus.com/GeneratedAgendaViewer.php?view_id=1&clip_id=60,,,,
Public Utility Commission,Special Public Meeting - Canceled,Legislative Coordination,06/06/2013 01:30:00 PM,06/06/2013 01:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,UM 1633 Workshop,07/10/2014 09:30:00 AM,07/10/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,(Investigation into Treatment of Pension Costs in Utility Rates),,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Hearing on UM 1610-Canceled,Qualifying Facility Contracting and Pricing,12/04/2014 09:30:00 AM,11/13/2014 10:32:00 AM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Oregon Universal Service Fund Board Meeting,OUSF Board Meeting,02/05/2014 10:00:00 AM,02/05/2014 12:00:00 PM,"Meadow Conference Room, 3930 Fairview Industrial Drive SE", Salem,OR,,,Roger White,,roger.white@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,03/12/2013 09:30:00 AM,03/12/2013 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,04/09/2013 09:30:00 AM,04/09/2013 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,UM 1654 Hearing ,02/03/2014 09:30:00 AM,02/03/2014 12:00:00 PM,"Main Hearing Room, 3930 Fairview  Industrial Drive SE", Salem,OR,UM 1654 is NW Natural - Interstate Storage and Optimization Sharing,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Port Westward II Rate Credit,PGE's Port Westward II Rate Credit,12/31/2014 09:30:00 AM,12/31/2014 10:00:00 AM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,04/28/2015 09:30:00 AM,04/28/2015 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,UM 1633 Workshop (Treatment of Pension Costs in Utility Rates),03/11/2013 01:30:00 PM,03/11/2013 04:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,OUSF Board Meeting,Meeting of the Oregon Universal Service Fund Board,02/04/2015 10:00:00 AM,02/04/2015 12:00:00 PM,"3930 Fairview Industrial Drive SE, Meadow Conference Room", Salem,OR,,,Roger White,503-378-6371,roger.white@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,Administrative Issues ,11/20/2012 01:30:00 PM,11/20/2012 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues - Canceled,03/26/2013 02:15:00 PM,03/26/2013 03:15:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,855-463-3863,6782#,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,06/10/2014 01:30:00 PM,06/10/2014 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,12/20/2016 09:30:00 AM,12/20/2016 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,07/07/2015 09:30:00 AM,07/07/2015 12:00:00 PM,"201 High Street SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,Administrative Issues,05/21/2013 01:30:00 PM,05/21/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Legislative Issues,discussion of legislation relevant to PUC,06/02/2015 01:30:00 PM,06/02/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1635 Workshop,UM 1635 Workshop (NW Natural's Mechanism for Recovery of Environmental Remediation Costs)ÛÜ,03/19/2013 12:00:00 PM,03/19/2013 02:00:00 PM,"550 Capitol Street NE, Small Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,MSP Commissioners' Webinar,,04/15/2015 02:00:00 PM,04/15/2015 04:00:00 PM,3930 Fairview Industrial Dr SE,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,07/17/2012 01:30:00 PM,07/17/2012 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,11/03/2015 01:30:00 PM,11/03/2015 02:30:00 PM,"201 High Street SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1481 Workshop,Investigation of OUSF,04/16/2015 01:30:00 PM,04/16/2015 04:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room",Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,09/27/2016 09:30:00 AM,09/27/2016 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Legislative Issues,discussion of legislation relevant to PUC,06/09/2015 01:30:00 PM,06/09/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,UM 1657 - PGE Smart Grid,08/07/2013 02:00:00 PM,08/07/2013 04:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues Canceled,02/12/2013 01:30:00 PM,02/12/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,10/20/2015 09:30:00 AM,10/20/2015 12:00:00 PM,"201 High Street SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,http://oregonpuc.granicus.com/GeneratedAgendaViewer.php?view_id=1&clip_id=43,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,10/28/2014 03:30:00 PM,10/28/2014 04:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,Meeting scheduled to follow 1:30 Special Public Meeting.,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,http://www.puc.state.or.us/Pages/meetings/pmemos/2014/102814admin/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting-Public Comment Hearing (remote videoconferencing),UG 284 - Avista Rate Case,12/11/2014 06:00:00 PM,12/11/2014 07:00:00 PM,"7800 Pacific Ave, Rms 123A&C and 3345 Redwood Hwy Room 9B",White City and Grants Pass,OR,,Yes,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Craig & Hayden Coal Analysis,08/06/2014 01:30:00 PM,08/06/2014 03:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,(Confidential material – no phone bridge will be set up - Only those qualified under the protective order will be allowed to participate),,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,Administrative Issues,03/12/2013 01:30:00 PM,03/12/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Legislative Coordination,02/21/2013 01:30:00 PM,02/21/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting -PGE’s Smart Grid Metrics and CVR Report ,Report by PGE on Smart Grid Metrics and CVR,03/12/2015 01:30:00 PM,03/12/2015 03:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,02/12/2013 09:30:00 AM,02/12/2013 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,12/10/2013 01:30:00 PM,12/10/2013 02:30:00 PM,"3930 Fairview Industrial Drive, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Legislative Issues,discussion of legislation relevant to PUC,04/21/2015 01:30:00 PM,04/21/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,PacifiCorp Quarterly Meeting,02/21/2013 02:30:00 PM,02/21/2013 04:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,04/04/2017 09:30:00 AM,04/04/2017 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Executive Session,per ORS 192.660(2)(f) - consider information or records that are exempt by law from public inspection ,05/06/2015 01:30:00 PM,05/06/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Mountain Conference Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Executive Session,per ORS 192.660(2)(f) - to consider information that is exempt by law from public inspection,12/03/2014 01:30:00 PM,12/03/2014 03:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,MEETING CANCELLED - Administrative Issues Meeting,06/19/2012 01:30:00 PM,06/19/2012 02:30:00 PM,MEETING CANCELLED, Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,
Public Utility Commission,CANCELED Special Public Meeting,Administrative Issues,05/07/2015 01:30:00 PM,05/07/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
