"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
Workers Compensation Board,Board Meeting,,03/17/2016 01:30:00 PM,03/17/2016 02:30:00 PM,"2601 25th St. SE, Ste. 150", Salem,OR,"Discussion of possible amendments to OAR 438-005-0046(1)(f) (Filing and Service of Documents; Correspondence) regarding “email” filings, which would change “shall” to “should” regarding the inclusion of a “hearing request” form with an email filing.

Discussion of “housekeeping” changes to OAR 438-015-0010(2) to renumber reference from “House Bill 2764 (2015) sections 9 and 10” to “ORS 656.383” and to supplement “history” sections (“statutes implemented”) regarding OAR 438-015-0010(2), OAR 438-015-0045, and OAR 438-015-0055(1).
",Yes,Karen Burton,503-934-0123,karen.burton@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Advisory Committee Meeting,,03/14/2016 02:00:00 PM,03/14/2016 05:00:00 PM,"Portland State Office Bldg., 800 NE Oregon St., Hearing Room H", Portland,OR,"Provide advice to assist the Board in its biennial review of all attorney fee schedules under ORS 656.388(4), and to consider other concepts regarding the Board’s Division 015 (Attorney Fee) administrative rules (including claimant’s counsel’s assistant’s time in determination of reasonable assessed fee; including “contingent nature of practice” in factors for determination of reasonable assessed fee; establishing voluntary procedure of bifurcating attorney fee determination from merits of case; and amending “015-0082(2),” which requires payment of assessed fee award within 30 days after final litigation order).",Yes,Karen Burton,503-934-0123,karen.burton@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Board Meeting,,03/16/2017 10:00:00 AM,03/16/2017 12:00:00 PM,"2601 25th St. SE, Ste. 150", Salem,OR,Discussion of proposed rule concepts concerning cost bill procedures (OAR 438-015-0019).,Yes.,Karen Burton,503-934-0123,karen.burton@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Board Meeting,,05/17/2016 10:00:00 AM,05/17/2016 12:00:00 PM,"2601 25th St. SE, Ste. 150", Salem,OR,"Consideration of public comments concerning OAR 438-005-0046(1)(f)(B) and (C) (Filing and Service of Documents; Correspondence), regarding “email” filings, and the requirement that some filings include a completed Board-prescribed form.",Yes,Karen Burton,503-934-0123,karen.burton@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Notice of Advisory Committee Meeting,,02/27/2019 02:00:00 PM,02/27/2019 05:00:00 PM,"16760 SW Upper Boones Ferry Road, Suite 220",Portland ,OR,Initial discussion of rule concepts and responses to the Board’s invitation for written comments concerning its biennial review of attorney fee schedules under ORS 656.388(4).,Yes,Kayleen Atkins,5039340123,kayleen.r.atkins@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Board Meeting ,,04/30/2019 10:00:00 AM,04/30/2019 11:00:00 AM,"2601 25th St. SE, Suite 150",Salem ,OR,ALJ hiring consultation.  ORS 656.724(1),Yes ,Kayleen Atkins ,503-934-0123,Kayleen.r.atkins@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,CANCELLATION - NOTICE OF ADVISORY COMMITTEE MEETING,,02/27/2019 02:00:00 PM,02/27/2019 05:00:00 PM,"16760 SW Upper Boones Ferry Rd., Ste. 220",Portland ,OR,"A committee meeting to advise the Workers’ Compensation Board scheduled for 2 p.m. on Wednesday, February 27, 2019, has been cancelled, and will be rescheduled for a later date.",,Kayleen Atkins ,503-934-0123,Kayleen.r.atkins@gmail.com,,,,,,,,,,,,,,
Workers Compensation Board,Board Meeting ,,02/27/2020 01:00:00 PM,02/27/2020 05:00:00 PM,"2601 25th St. SE, Suite 150",Salem ,OR,"Discussion of written/oral comments submitted at the January 31, 2020, rulemaking hearing regarding proposed amendments to OAR 438, Division 15 (Attorney Fees) administrative rules.  (Copies of the written comments have been posted on WCB’s website.)  Among other proposals, these amendments:  (1) adopt a rule regarding fees for attorneys representing insurers and self-insured employers (OAR 438-015-0115); (2) adopt a rule regarding the voluntary bifurcation of the attorney fee award on Board review (OAR 438-015-0125); (3) amend a rule regarding the factors used in the determination of a reasonable attorney fee for claimant’s counsel (OAR 438-015-0010(4)); and (4) amend the rule concerning the hourly rate for an attorney’s time spent during an interview or deposition under ORS 656.262(14)(a) (OAR 438-015-0033).

Consideration of written/oral comments from the public presented in advance of, and during, the February 27 meeting.  (Written comments should be directed to Kayleen Swift, WCB’s Executive Assistant at 2601 25th St. SE, Ste. 150, Salem, OR 97302, Kayleen.r.swift@oregon.gov, or via fax at (503)373-1684.)

Deliberations concerning the adoption of the proposed amendments as permanent rules.

*The Members will not be discussing possible language for a “contingent hourly rate” rule at this February 27 meeting.  That matter will be addressed at a future Board meeting.
",Yes ,Kayleen Swift ,503-934-0123,kayleen.r.swift@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Board Meeting ,,03/28/2019 10:00:00 AM,03/28/2019 11:00:00 AM, 2601 25th St. SESuite 150,Salem ,OR,"•	Consideration of comments regarding the February 1, 2019 rulemaking hearing concerning the adoption of a permanent rule and rule amendments relating to:  Translation of Non- English Documents; Including WCD’s “Multi-Language Help Page” with Notices of Acceptances and Denials. 
•	Reviewing responses to the Board’s invitation for comments regarding OAR 438-011-0055 (“Third Party Election” letter) for preparation of “5-year review” report. 
",,Kayleen Atkins ,503-934-0123,kayleen.r.atkins@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Notice of Advisory Committee Meeting,,12/17/2018 09:00:00 AM,12/17/2018 12:00:00 PM,"16760 SW Upper Boones Ferry Rd., Ste. 220", Portland,OR,"Discussion of rule concept (submitted by Attorney Marcia Alvey) concerning OAR 438-007-0020(6), which concerns obtaining “individual identifiable health information” through a subpoena.  Specifically, the concept suggests including in OAR 438-007-0020(6)(b) the language prescribed in OAR 438-007-0020(6)(f) (which requires including in the subpoena a notice to the recipient that, if it receives a timely objection from the individual whose information is being subpoenaed, the information being sought shall be mailed to the Board’s Salem office).
",Yes,Kayleen Atkins,503-934-0123,kayleen.r.atkins@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Notice of Advisory Committee Meeting,Technology Advisory Committee,02/09/2012 09:30:00 AM,,"Portland State Office Building, Hearing Room F, 800 NE Oregon St., Ste. 340", Portland,OR,"Agenda Item:  Continued discussion of rule review ""technology-related"" comments and their possible application to the rules of practice and procedure before the Workers' Compensation Board.

Members of the Technology Advisory Committee are:  ALJ Joy Dougherty, Atty Robert Guarrasi, Atty Robert Kinney, Atty Nancy Marque, and Atty Rebecca Watkins.",,Karen Burton,503-934-0123,karen.burton@state.or.us,,,,,,,,,,,"Portland State Office Building Hearing Room F 800 Oregon St. Ste. 340 Portland OR, NE
(45.511789999609, -122.675629999625)",36,18,2410
Workers Compensation Board,Board Meeting ,,06/18/2019 10:00:00 AM,06/18/2019 11:00:00 AM,"2601 25th St. SE, Ste. 150 ", Salem,OR,"Consideration of the advisory committee report regarding OAR 
438-007-0020(6)(b), which addresses rule concepts concerning 
obtaining “individually identifiable health information” through a 
subpoena duces tecum and the information/notice to be included 
in such a subpoena regarding objections to the subpoena and 
where/when to send the information in case of an objection.

Discussion regarding whether to propose amendments to OAR 
438-007-0020(6)(b) to address the committee’s recommendations. 
",Yes ,Kayleen Atkins ,503-934-0123,Kayleen.r.atkins@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Board Meeting,,11/27/2018 10:00:00 AM,11/27/2018 12:00:00 PM,"2601 25th St. SE, Ste. 150", Salem,OR,"Consideration of the advisory committee report concerning:  (1) procedures regarding the translation of “non-English” written evidence at hearing; and (2) requiring that certain documents sent to injured workers be accompanied by a separate notice in multiple languages (Spanish, Russian, Vietnamese and Chinese) advising the workers of the importance of the document and possible avenues for assistance.
",Yes,Kayleen Atkins,503-934-0123,kayleen.r.atkins@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Board Meeting ,,08/23/2018 01:30:00 PM,08/23/2018 02:30:00 PM,"2601 25th St. SE, Ste. 150",Salem ,OR,"Discussion of rule concept (submitted by Attorney Marcia Alvey) concerning OAR 438-007-0020(6), which concerns obtaining “individual identifiable health information” through a subpoena.  Specifically, the concept suggests including in OAR 438-007-0020(6)(b) the language prescribed in OAR 438-007-0020(6)(f) (which requires including in the subpoena a notice to the recipient that, if it receives a timely objection from the individual whose information is being subpoenaed, the information being sought shall be mailed to the Board’s Salem office).
",Yes,Kayleen Atkins ,503-934-0123,kayleen.r.atkins@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Board Meeting ,,09/19/2019 10:00:00 AM,09/19/2019 12:00:00 PM,"2601 25th St. SE, Ste. 150 Hearing Room A ",Salem ,OR,"Consideration of comments regarding the August 23, 2019 rulemaking hearing concerning the adoption of permanent rule amendments relating to: OAR 438-007-0020(6)(b).  The proposed amendments: (1) change the period for a timely objection to a subpoena from seven calendar days to 10 calendar days; (2) require that a subpoena explain a recipient’s obligations if a timely objection is received; and (3) require a subpoena to contain language describing the manner in which the recipient timely complies with the subpoena (i.e., provide the records, no sooner than 14 days after issuance of the subpoena, but not later than 21 days after issuance of the subpoena).

Adoption of permanent amendments to OAR 438-007-0020(6)(b).

",Yes ,Kayleen Atkins ,503-934-0123,kayleen.r.atkins@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Board Meeting ,,10/29/2019 10:00:00 AM,10/29/2019 12:00:00 PM,"2601 25th St. SE, Ste. 150",Salem ,OR," Discussion of the Advisory Committee report regarding rule concepts submitted in response to the Board’s biennial review of attorney fee schedules under ORS 656.388(4).  (Copies of the Advisory Committee’s report, as well as statistical data regarding attorney fee awards, have been posted on WCB’s website.)  Additional written comments and public testimony will also be considered.  The discussion will also include whether to propose any rule amendments.

Arrangements have also been made at each permanently staffed Board office (Durham, Eugene, and Medford) to allow attendees at those offices to participate remotely in the Board’s Salem meeting.
",Yes ,Kayleen Atkins,5039340123,kayleen.r.atkins@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Board Meeting ,Board Meeting ,06/23/2020 01:30:00 PM,06/23/2020 03:30:00 PM,"2601 25th St SE, Suite 150",Salem ,OR,"The Workers’ Compensation Board will hold a meeting at 1:30 p.m. on Tuesday, June 23, 2020 at its Salem Office.  (Some of the Members may be participating by telephone.)  Because the Board meeting will likely be subject to “social distancing” requirements, arrangements will be made to allow parties/practitioners to participate in the meeting by a “phone conference” link.

It is anticipated that this “phone conference” link will be available the week before the meeting.  Any questions regarding this link may be directed to Greig Lowell, 2601 25th St SE, Suite 150, Salem, OR 97302, by phone (503)378-3308, email greig.lowell@oregon.gov or by fax at (503)373-1458.

Due to the anticipated “social distancing” restrictions and because of the logistical challenges of distributing written comments to the Members and the public participants on the day of the meeting, parties/practitioners are encouraged to submit all written comments regarding these rules (as well as their own rule language suggestions) well in advance of the meeting.  Those written comments should be directed to Kayleen Swift, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, kayleen.r.swift@oregon.gov, 
or via fax at (503)373-1684.   

At their meeting, the Members plan to take the following actions:

Continue discussion of possible language for a “contingent hourly” “rate” rule (“015-0010,” “General Principles”). 

Discuss Draft Rule Amendment Language (""0010(4)"") for a “contingent hourly rate” rule submitted by Member Ousey.

Discuss Draft Rule Amendment Language (""0010(6)"") for a “contingent hourly rate” rule submitted by Member Lanning.

Continue discussion of possible language for a “bifurcation/attorney fee” rule for certain cases on Board Review (proposed “015-0125”).

Discuss Proposed Language (“Bifurcation of Attorney Fee Award (Board Review)”/“015-0125”) submitted by Jim Moller, Managing Attorney. 

Discuss Proposed Language (“Bifurcation of Attorney Fee Award (Board Review)”/“015-0125”) submitted by Julene Quinn, Attorney at Law. 

Discuss the possible approval of proposed “contingent hourly rate” and “bifurcation/attorney fee” rule amendments for purposes of scheduling a public “rulemaking” hearing.  At that hearing, written/oral comments from parties, practitioners, and the public may be submitted/presented regarding the proposed rule amendments for the Members’ eventual consideration at a future Board meeting
",Yes,Kayleen Swift ,503-934-0123,Kayleen.r.swift@oregon.gov,,,,,,,,,,,,,,
Workers Compensation Board,Board Meeting ,,08/18/2020 10:00:00 AM,08/18/2020 11:00:00 AM,"2601 25th St. SE, Ste 150 Salem OR 97302",Salem ,OR,"The Workers’ Compensation Board will hold a meeting at 10:00 a.m. on Tuesday, August 18, 2020, at 2601 25th St. SE, Suite 150, Salem, OR. (Some of the Members may be participating by telephone.)  Because the Board meeting will be subject to “social distancing” requirements, arrangements will be made to allow parties/practitioners to participate in the meeting by a “phone conference” link.

It is anticipated that this “phone conference” link will be available the week before the meeting.  Any questions regarding this link may be directed to Greig Lowell, 2601 25th St SE, Suite 150, Salem, OR 97302, by phone (503)378-3308, email greig.lowell@oregon.gov or by fax at (503)373-1458.

Due to “social distancing” restrictions and because of the logistical challenges of distributing written comments to the Members and the public participants on the day of the meeting, parties/practitioners are encouraged to submit any written comments regarding these rules well in advance of the meeting.  Those written comments should be directed to Kayleen Swift, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, kayleen.r.swift@oregon.gov, or via fax at (503)373-1684.   

On the agenda is:

•	Discussion of written/oral comments submitted at the July 31, 2020, rulemaking hearing regarding a proposed rule concerning procedures for the voluntary bifurcation of attorney fees from the merits of a claim for certain cases on Board review. (OAR 438-015-0125).

•	Discussion of written/oral comments submitted at the July 31, 2020, rulemaking hearing regarding a proposed rule amendment that would allow the consideration 
of a “contingent hourly rate and the basis for its calculation” in determining a reasonable assessed attorney fee, if such information was submitted by claimant’s counsel. (OAR 438-015-0010(6)).

•	Deliberations concerning the adoption of the proposed amendments as permanent rules.

",,Kayleen Swift ,503-934-0123,kayleen.r.swift@oregon.gov,,,,,,,,,,,,,,
Workers' Compensation Board,Quarterly Board Meeting,WCB Board Meeting,06/30/2022 10:00:00 AM,06/30/2022 12:00:00 PM,"2601 25th St. SE, Suite 150",Salem,OR,"					WORKERS’ COMPENSATION BOARD
						 2601 25TH St. SE, Ste. 150
						    Salem, OR 97302-1280



June 8, 2022


NOTICE OF BOARD MEETING

The Workers’ Compensation Board will hold a telephonic meeting at 10:00 am on Thursday, June 30, 2022 at its Salem Office.  To accommodate virtual attendance, arrangements have been made to allow board members, interested parties, practitioners and the general public to participate in the meeting by a “phone conference” link.

The “phone conference” link will be available the week before the meeting.  Any questions regarding this link may be directed to Thomas Taylor, 2601 25th St SE, Suite 150, Salem, OR 97302, by phone at (503) 378-3308, by email to thomas.taylor@wcb.oregon.gov or by fax at (503) 373-1458.

Due to the logistical challenges of distributing written comments to the members and meeting participants on the day of the meeting, parties, practitioners and the general public are encouraged to submit all written comments well in advance of the meeting.  Written comments should be directed to Katy Gunville, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@wcb.oregon.gov, or via fax at (503) 373-1684.   

On the agenda is:

•	Regular quarterly scheduled meeting.  OAR 438-021-0010(1). 

•	Consideration of comments at the May 27, 2022 rulemaking hearing concerning the adoption of permanent rule amendments to update the Board’s email address for the filing of requests for hearing and Board review and the “email request” address included in the mandatory language for notices of acceptance and denial. (OAR 438-005-0046, OAR 438-005-0050, OAR 438-005-0055), and to update the name of the Ombuds Office for Oregon Workers.  These latter amendments will affect the mandatory language included in notices of acceptance and denial, in subpoenas for individually identifiable health information, and in Disputed Claim Settlements and Claim Disposition Agreements.  (OAR 438-005-0050, OAR 438-005-0055, OAR 438-007-0020, OAR 438-009-0010, OAR 438-009-0022).

•	2022 Biennial Attorney Fee Review process pursuant to ORS 656.388(4).  See May 17, 2022 Letter from Oregon Trial Lawyers Association, here. 
   

If you have any questions concerning the meeting, please contact:
Katy Gunville, Workers’ Compensation Board, (503) 934-0123.
","Written comments should be directed to Katy Gunville, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@oregon.gov, or via fax at (503) 373-1684.",Katy Gunville,503-934-0123,katy.e.gunville@wcb.oregon.gov,,,,,,,,,,,,,,
Workers' Compensation Board,Quarterly Board Meeting,Board Meeting,03/11/2021 10:00:00 AM,03/11/2021 12:00:00 PM,"2601 25th St. SE, Ste. 150",Salem,OR,"The Workers' Compensation Board will hold a meeting at 10:00a.m. on Thursday, March 11, 2021 at its Salem Office. (Some of the members may be participating by telephone.)  Because the Board meeting will be subject to social distancing requirements, arrangements will be made to allow parties/practitioners to participate in the meeting by a ""phone conference"" link.

It is anticipated that this ""phone conference"" link will be available the week before the meeting.  Any questions regarding this link may be directed to Greig Lowell, 2601 25th St SE, Suite 150, Salem, OR 97302, by phone (503)378-3308, email greig.lowell@oregon.gov or by fax at (503)373-1458.

Due to ""social distancing"" restrictions and because of the logistical challenges of distributing written comments to the Members and the public participants on the day of the meeting, parties/practitioners are encouraged to submit all written comments well in advance of the meeting.  Those written comments should be directed to Katy Gunville, WCB's Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302.  katy.e.gunville@oregon.gov, or via fax at (503)373-1684.

",Yes,Katy Gunville,503-934-0123,katy.e.gunville@oregon.gov,,,,,,,,,,,,,,
Workers' Compensation Board,Quarterly Board Meeting,Board Meeting,06/30/2021 01:00:00 PM,06/30/2021 03:00:00 PM,"2601 25th St SE, Suite 150",Salem,OR,"This Meeting will be conducted remotely.

The Workers’ Compensation Board will hold a meeting at 1:00pm on Wednesday, June 30, 2021, at 2601 25th St. SE, Suite 150, Salem, OR.  (Some of the Members may be participating by telephone.)  Because the Board meeting will be subject to “social distancing” requirements, arrangements will be made to allow parties, practitioners and the general public to participate in the meeting by a “phone conference” link.

It is anticipated that this “phone conference” link will be available the week before the meeting.  Any questions regarding this link may be directed to Greig Lowell, 2601 25th St SE, Suite 150, Salem, OR 97302, by phone (503)378-3308, email greig.lowell@oregon.gov or by fax at (503)373-1458.

Due to “social distancing” restrictions and because of the logistical challenges of distributing written comments to the Members and meeting participants on the day of the meeting, parties, practitioners and the general public are encouraged to submit all written comments well in advance of the meeting.  Written comments should be directed to Katy Gunville, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@oregon.gov, or via fax at (503)373-1684.   
",Yes,Katy Gunville,503-934-0123,katy.e.gunville@oregon.gov,,,,,,,,,,,,,,
Workers' Compensation Board,Quarterly Board Meeting,WCB Board Meeting,09/29/2021 10:00:00 AM,09/29/2021 12:00:00 PM,"2601 25th St. SE, Suite 150",Salem,OR,"This meeting will be conducted remotely.

The Workers’ Compensation Board will hold a meeting at 10:00 am on Wednesday, Sept. 29, 2021, at 2601 25th St. SE, Suite 150, Salem, OR.  Because our offices remain closed to the public due to COVID-19, the board meeting will be held virtually.  To accommodate virtual attendance, arrangements will be made to allow board members, interested parties, practitioners and the general public to participate in the meeting by a “phone conference” link.

The “phone conference” link will be available the week before the meeting.  Any questions regarding this link may be directed to Greig Lowell, 2601 25th St SE, Suite 150, Salem, OR 97302, by phone at (503) 378-3308, by email to greig.lowell@oregon.gov or by fax at (503) 373-1458.

Due to the logistical challenges of distributing written comments to the members and meeting participants on the day of the meeting, parties, practitioners and the general public are encouraged to submit all written comments well in advance of the meeting.  Written comments should be directed to Katy Gunville, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@oregon.gov, or via fax at (503) 373-1684.   

On the agenda is:

•	Regular quarterly scheduled meeting.  OAR 438-021-0010(1).  

","Written comments should be directed to Katy Gunville, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@oregon.gov, or via fax at (503) 373-1684.",Katy Gunville,503-934-0123,katy.e.gunville@oregon.gov,,,,,,,,,,,,,,
Workers' Compensation Board,Quarterly Board Meeting,WCB Board Meeting,03/15/2022 10:00:00 AM,03/15/2022 12:00:00 PM,"2601 25th St SE, Suite 150",Salem,OR,"February 16, 2022


NOTICE OF BOARD MEETING

The Workers’ Compensation Board will hold a meeting at 10:00 am on Tuesday, March 15, 2022.  Because our offices remain closed to the public due to COVID-19, the board meeting will be held virtually.  To accommodate virtual attendance, arrangements have been made to allow board members, interested parties, practitioners and the general public to participate in the meeting by a “phone conference” link.

The “phone conference” link will be available the week before the meeting.  Any questions regarding this link may be directed to Greig Lowell, 2601 25th St SE, Suite 150, Salem, OR 97302, by phone at (503) 378-3308, by email to greig.lowell@wcb.oregon.gov or by fax at (503) 373-1458.

Due to the logistical challenges of distributing written comments to the members and meeting participants on the day of the meeting, parties, practitioners and the general public are encouraged to submit all written comments well in advance of the meeting.  Written comments should be directed to Katy Gunville, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@wcb.oregon.gov, or via fax at (503) 373-1684.   

On the agenda is:

•	Regular quarterly scheduled meeting.  OAR 438-021-0010(1). 

•	Consideration of “housekeeping” changes to WCB’s Division 438 Rules. 

•	Discussion concerning the initiation of rulemaking actions regarding amendments to the Board’s Division 438 rules to reflect the WCB’s changed email address, and to modify the references to the “Ombudsman for Injured Workers” to reflect the office’s name change to “Ombuds Office for Oregon Workers.” 







If you have any questions concerning the meeting, please contact:

Katy Gunville, Workers’ Compensation Board, (503) 934-0123.
","Written comments should be directed to Katy Gunville, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@oregon.gov, or via fax at (503) 373-1684.",Katy Gunville,503-934-0123,katy.e.gunville@wcb.oregon.gov,,,,,,,,,,https://www.oregon.gov/wcb/Documents/brdmtgs/2022/020122-rule-change-memo.pdf,,,,
Workers' Compensation Board,Quarterly Board Meeting,Board Meeting,12/15/2021 10:00:00 AM,12/15/2021 11:30:00 AM,"2601 25th St SE, Suite 150",Salem,OR,"The Workers’ Compensation Board will hold a meeting at 10:00 am on Wednesday, December 15, 2021.  Because our offices remain closed to the public due to COVID-19, the board meeting will be held virtually.  To accommodate virtual attendance, arrangements have been made to allow board members, interested parties, practitioners and the general public to participate in the meeting by a “phone conference” link.

The “phone conference” link will be available the week before the meeting.  Any questions regarding this link may be directed to Greig Lowell, 2601 25th St SE, Suite 150, Salem, OR 97302, by phone at (503) 378-3308, by email to greig.lowell@wcb.oregon.gov or by fax at (503) 373-1458.

Due to the logistical challenges of distributing written comments to the members and meeting participants on the day of the meeting, parties, practitioners and the general public are encouraged to submit all written comments well in advance of the meeting.  Written comments should be directed to Katy Gunville, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@wcb.oregon.gov, or via fax at (503) 373-1684.   

On the agenda is:

•	Regular quarterly scheduled meeting.  OAR 438-021-0010(1). 
⦁	ALJ hiring consultation.  ORS 656.724(1).


If you have any questions concerning the meeting, please contact:

Katy Gunville, Workers’ Compensation Board, (503) 934-0123.
",Yes,Katy Gunville,5039340131,katy.e.gunville@wcb.oregon.gov,,,,,,,,,,,,,,
Workers' Compensation Board,Quarterly Board Meeting,WCB Board Meeting,09/08/2022 10:00:00 AM,09/08/2022 12:00:00 PM,"2601 25th St. SE, Suite 150",Salem,OR,"Aug. 25, 2022


NOTICE OF BOARD MEETING

The Workers’ Compensation Board will hold a telephonic meeting at 10:00 am on Thursday, Sept. 8, 2022 at its Salem Office.  To accommodate virtual attendance, arrangements have been made to allow board members, interested parties, practitioners and the general public to participate in the meeting by a “phone conference” link.

The “phone conference” link will be available the week before the meeting.  Any questions regarding this link may be directed to Thomas Taylor, 2601 25th St SE, Suite 150, Salem, OR 97302, by phone at (503) 378-3308, by email to thomas.taylor@wcb.oregon.gov or by fax at (503) 373-1458.

Due to the logistical challenges of distributing written comments to the members and meeting participants on the day of the meeting, parties, practitioners and the general public are encouraged to submit all written comments well in advance of the meeting.  Written comments should be directed to Katy Gunville, WCB’s Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@wcb.oregon.gov, or via fax at (503) 373-1684.   

On the agenda is:

•	Regular quarterly scheduled meeting.  OAR 438-021-0010(1). 

•	ALJ hiring consultation pursuant to ORS 656.724 (1).

	Note:  The “biennial review” of attorney fees pursuant to ORS 656.388(4) will be addressed at future Board meetings.  The September 16, 2022, deadline for receipt of written comments regarding this review is extended to a yet to be determined date.  
   

If you have any questions concerning the meeting, please contact:
Katy Gunville, Workers’ Compensation Board, (503) 934-0123.
","Written comments should be directed to Katy Gunville, WCB's Executive Assistant at 2601 25th St SE, Suite 150, Salem, OR 97302, katy.e.gunville@wcb.oregon.gov, or via fax at (503) 373-1684.",Katy Gunville,503-934-0123,katy.e.gunville@wcb.oregon.gov,,,,,,,,,,,,,,
Workers' Compensation Board,Board Meeting,Quarterly Board Meeting,12/15/2020 10:00:00 AM,12/15/2020 12:00:00 PM,Salem,Salem,OR,"On the agenda is:

•	Regular quarterly scheduled meeting.  OAR 438-021-0010(1).  

•	Initial discussion of biennial review of attorney fee schedules pursuant to 
ORS 656.388(4).
",Yes,Katy Gunville,503-934-0123,katy.e.gunville@oregon.gov,,,,,,,,,,,,,,
