"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Medical Assistance Program Administration,Coordinated Care Organization (CCO) Advisory Committee ,Monthly Meeting,02/19/2015 10:00:00 AM,02/19/2015 12:00:00 PM,500 Summer St NE HSB Conf Room 166, Salem,OR,,Yes,Michelle Benson,,michelle.m.benson@state.or.us,,,,,,,,,888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-Advisory-Committee.aspx,,,,
Aviation Department,Oregon State Aviation Board,February Meeting of the Oregon State Aviation Board,02/19/2015 11:00:00 AM,02/19/2015 02:00:00 PM,"St. Helens Room ""B"" - PDX Conference Center", Portland,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, February 19, 2015, from 11:00 a.m. to 2:00 p.m. This meeting will be held at Portland International Airport (PDX) in the St. Helens “B” conference room located within the conference center inside the airport terminal building. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-2211,roger.sponseller@state.or.us,,,,,,,,,,,,roger.sponseller@state.or.us,,,,,,,
"Hop Commission, Oregon",Oregon Hop Commission Meeting,Monthly Meeting of the OHC,02/19/2015 12:00:00 PM,02/19/2015 03:00:00 PM,868 North Front St, Woodburn,OR,Wilbur Ellis Conference Room,,Nancy Sites,503-982-7600,nancy@oregonhops.org,,,,,,,,,,,,,,,,2-19-15 Draft Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/zkdPLLjb7NTa-q2y_-yqAk-bmfd1moUhZPBcU7Jnv2Q?download=true&filename=2-19-15%20Draft%20Agenda.pdf),,,
Medical Assistance Program Administration,DCO Contractors,Dental Issues,02/19/2015 12:30:00 PM,02/19/2015 02:30:00 PM,HSB 352 500 Summer St. NE, Salem,OR,,Yes,Maria Snegirev,503-945-5774,Maria.Snegirev@state.or.us,,,,,,,,,888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-Dental-Care-Organization-Contractors.aspx,,,,
Governor's Office,Regional Solutions Advisory Committee: Greater Eastern Oregon Region,Regional Solutions Advisory Committee: Greater Eastern Oregon Region,02/19/2015 01:00:00 PM,02/19/2015 03:00:00 PM,TBD, Boardman,OR,Agenda and meeting materials will be uploaded once they become available.,Yes,Brandon Goldner,503-378-6335,brandon.goldner@oregon.gov,,,,,,,,,1-888-398-2342,7476425,,,,,,,,,
"Treasurer, Oregon State",Oregon 529 College Savings Board Meeting,Quarterly Meeting,02/19/2015 01:00:00 PM,02/19/2015 03:30:00 PM,"PERS Headquarters Boardroom, 11410 SW 68th Parkway", Tigard,OR,,,Stephanie Swetland,,stephanie.swetland@state.or.us,,,,,,,,,,,,,,,http://oregon529network.com,,,,
Landscape Contractors Board,Board Meeting--Conference Call,,02/19/2015 02:00:00 PM,02/19/2015 03:00:00 PM,Conference Call,Salem,OR,Attendees need to come to the agency's office to attend this conference call meeting.,Yes,Kim Gladwill-Rowley,503-967-6291 ext 223,kim.gladwill@lcb.state.or.us,,"https://www.google.com/maps/place/2111+Front+St+NE,+Salem,+OR+97301/@44.9610136,-123.0350445,15z/data=!4m2!3m1!1s0x54bfffad84c81f37:0x762210ff45c7d24?sa=X&ei=ifhYVNXjI-ObigKz-IH4AQ&ved=0CB0Q8gEwAA",,,,,,,,,,,,,http://www.oregon.gov/LCB/pages/index.aspx,,,,
Medical Assistance Program Administration,Integration of Targeted Case Management with CCO Delivery Systems,,02/19/2015 02:30:00 PM,02/19/2015 04:00:00 PM,500 Summer St NE HSB Conf Room 473, Salem,OR,,Yes,Michelle Benson,,michelle.m.benson@state.or.us,,,,,,,,,877-411-9748,283758,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-TCM-Integration.aspx,,,,
"Motorcycle Safety, Governors Advisory Committee on",Governor's Advisory Committee on Motorcycle Safety Meeting,"The committeeÂÃÂªs focus shall be upon rider education, drinking and riding, road hazards unique to motorcyclists, motorist awareness of motorcycles, sharing the road and other safety issues. The committee advises the Governor and the GovernorÂÃÂªs Highway Safety Representative on safety for motorcyclists in Oregon. The committee works closely with the Oregon Department of Transportation to find solutions to engineering related safety issues that effect motorcyclists.",02/19/2015 04:00:00 PM,02/19/2015 06:30:00 PM,4040 Fairview Industrial Drive SE, Salem,OR,"Agenda items include several liaison reports; discussion of the 2015 legislative session; an eRider curriculum request; work on the strategic plan (time permitting), and review of the Motorcycle Safety Awareness Month Proclamation.",,Rachelle Nelson,,rachelle.l.nelson@odot.state.or.us,,,,,,,,,,,,rachelle.l.nelson@odot.state.or.us,,,http://www.oregon.gov/ODOT/TS/Pages/gac.aspx#GAC_on_Motorcycle_Safety,,,,
Environmental Quality Dept.,Intel air quality permit application,DEQ invites the public to attend an information meeting to present and discuss Intel’s Air Contaminant Discharge Permit application and how it relates to the Title V permit. ,02/19/2015 06:00:00 PM,02/19/2015 09:00:00 PM,"Hillsboro Civic Center,  150 East Main Street ", Hillsboro,OR,"Intel manufactures semiconductor devices at two manufacturing plants located in Aloha and Hillsboro. On Dec. 31, 2014 Intel submitted an application for a construction permit for the D1X expansion, as required by a DEQ enforcement action known as a mutual agreement and order. ","Written comments are due by 5 p.m., Friday, Feb. 27, 2015. ",George Davis,503-229-5534 or 800-452-4011,Davis.George@deq.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/deq/NWR/Pages/IntelCorporation.aspx,,,,
Douglas ESD,Board of Directors Meeting,,02/19/2015 06:30:00 PM,02/19/2015 08:00:00 PM,1871 NE Stephens Street, Roseburg,OR,,,Heidi Larson,,heidi.larson@desd.k12.or.us,,,,,,,,,,,,,,,,,,,
"Liquor Control Commission, Oregon",Marijuana Listening Session,,02/19/2015 07:00:00 PM,02/19/2015 09:00:00 PM,The Riverhouse Convention Center 2850 Rippling River Court, Bend,OR,,,Karynn Fish,503-872-6366,marijuana@oregon.gov,,,http://www.oregon.gov/OLCC/pages/public_meetings.aspx#Marijuana_Listening_Sessions,,,,,,,,,,,,,,,,
"Wheat Commission, Oregon",Research Review,Preliminary research discussion and regular meeting,02/20/2015 08:00:00 AM,02/20/2015 12:00:00 AM,"The LaSalls Stewart Center, OSU Campus",Corvallis,OR,,,Diana Thompson,503-467-2161,dthompson@oregonwheat.org,,,,,,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1675,Idaho Power Smart Grid Report,02/20/2015 08:30:00 AM,02/20/2015 10:00:00 AM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,,,,,,
Residential Facilities Advisory Committee,Monthly Meeting,Monthly Meeting,02/20/2015 09:00:00 AM,02/20/2015 02:00:00 PM,"Office of the Long-Term Care Ombudsman  3855 Wolverine NE, Suite 6",Salem,OR,"This is the regularly scheduled monthly meeting of the Residential Facilities Advisory Committee. Everyone with an interest in the Long-Term Care Ombudsman Program, long-term care in general, advocacy for residents of facilities for people with developmental disabilities or mental illness or the Oregon Public Guardian and Conservator Program is welcome to attend.",Yes - from 9:00 AM until 9:15 AM,"Mary Ann Lebold, Office Manager",503-378-6533,mary.ann.lebold@ltco.state.or.us,,,,"Mary Ann Lebold, Office Manager",503-378-6533,mary.ann.lebold@ltco.state.or.us,,,,,http://www.oregon.gov/LTCO/Pages/Residential-Facilities-Advisory-Committee-Agendas.aspx,,,,http://www.oregon.gov/LTCO/Pages/Residential-Facilities-Advisory-Committee-Minutes.aspx,,,,
"Medical Board, Oregon",Emergency Medical Services Advisory Committee,Quarterly meeting,02/20/2015 09:00:00 AM,02/20/2015 12:00:00 PM,OMB Offices, Portland,OR,"The 6-member EMS Advisory Committee makes recommendations to the Board on scope of practice for EMS providers and other issues related to EMS in Oregon.  Although the Oregon Health Authority issues licenses and investigates complaints against EMS providers, the Oregon Medical Board is charged with setting the scope of practice for each level of EMS provider and other issues related to EMS practice in Oregon.",Yes,Theresa Lee,971-673-2704,theresa.lee@state.or.us,,,,Theresa Lee,971-673-2704,theresa.lee@state.or.us,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Minutes.aspx,,,,
Workers Compensation Management-Labor Advisory Committee,Management-Labor Advisory Committee Meeting,,02/20/2015 10:00:00 AM,02/20/2015 12:00:00 PM,"Department of Consumer and Business Services, Labor and Industries Building, 350 Winter St. NE, Room 260", Salem,OR,,,Jenny Craig,,jenny.m.craig@oregon.gov,,,,,,,,,,,,,,,http://www.oregon.gov/DCBS/MLAC/pages/support.aspx,,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,02/21/2015 09:00:00 AM,02/21/2015 12:00:00 PM,"PCC Cascade Campus, 705 N. Killingsworth St., Terrell Hall Room 201, ZIP 97217", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,,
Human Services Department,AMHPAC Executive Committee,AMHPAC Committee,02/23/2015 09:00:00 AM,02/23/2015 10:30:00 AM,500 Summer Street NE Human Services Bldg Rm 350,Salem,OR,"The Executive Committee shall meet to develop and review agendas; review and approve requests from agencies and individuals wishing to come before the Council; recommend to the Council new or updated policies and procedures; and review and make recommendations on other items to come before the Council. In between meetings and during those months the Council does not meet, the Executive Committee shall have the general supervision of the affairs of the Council. The Executive Committee also serves as the Council’s Membership Committee.",Yes,Jackie Fabrick,503-947-5544,Jackie.Fabrick@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/oha/amh/amhpac/Pages/executive.aspx,,,,
Public Utility Commission,Special Public Meeting - UM 1712 Workshop,PacifiCorp's Deer Creek Mine Transaction,02/23/2015 09:30:00 AM,02/23/2015 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,,,,,,
Health Evidence Review Commission,Health Technology Assessment Subcommittee (HTAS),,02/23/2015 01:00:00 PM,02/23/2015 04:00:00 PM,"Meridian Park Medical Center, Community Health Education Center Room 117B&C, 19300 S.W. 65th Ave.", Tualatin,OR,,,Herc Information,,herc.info@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/oha/herc/Pages/Meeting-Materials-Archives.aspx,,,,
"Health Licensing Agency, Oregon",Behavior Analysis Regulatory Board,,02/23/2015 03:45:00 PM,02/23/2015 04:00:00 PM,"700 Summer Street NE, Suite 320",Salem,OR,,,Debra Daniels,,debra.daniels@state.or.us,,,,,,,,,,,,,,,,,,,
Environmental Quality Dept.,Ecological Risk Assessment Technical Workgroup Meeting,The workgroup will discuss and provide input on key technical ecological risk assessment issues identified by DEQ. This input will help DEQ as it updates guidance and develops new policies for ecological risk assessments. The workgroup will meet up to eight times every four to six weeks starting in October 2014.,02/24/2015 09:00:00 AM,02/24/2015 12:00:00 PM,"DEQ Northwest Region Office, 2020 SW Fourth Avenue (4th floor conference room A/B)", Portland,OR,"Meetings are open to the public and time will be scheduled for public comment. To be notified of upcoming meetings by email, contact Annette Dietz at 503-229-6258 or by email dietz.annette@deq.state.or.us.",,Annette Dietz ,503-229-6258,dietz.annette@deq.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/deq/LQ/Pages/ecoworkgroupmeetings.aspx,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,02/24/2015 09:30:00 AM,02/24/2015 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,,http://www.puc.state.or.us/meetings/pmemos/2015/022415/PM%20Minutes%2002242015.pdf,,,,
"Medical Board, Oregon",Proposed Rulemaking Hearing,Supervising Physician Organizations,02/24/2015 09:30:00 AM,02/24/2015 10:30:00 AM,OMB Offices, Portland,OR,OAR 847-050-0010; 847-050-0027; 847-050-0036: The proposed new rule is a collective rule for all requirements for establishing and maintaining a supervising physician organization. The proposed rule amendments remove substantive provisions regarding supervising physician organizations from the definitions rule and the rule government the supervising physician approval process.,Yes,Nicole Krishnaswami,971-673-2700,Nicole.Krishnaswami@state.or.us,,,,Theresa Lee,971-673-2704,theresa.lee@state.or.us,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,,S:\1_TheresaL\Media\2015\Proposed Rulemaking Hearing - Feb 2015.pdf (https://data.oregon.gov/views/gs36-7t8m/files/fParnMDgFhHVI5TTmLUfpAsxyy6s4xuV3KL5TkOd_oM?download=true&filename=S:\1_TheresaL\Media\2015\Proposed%20Rulemaking%20Hearing%20-%20Feb%202015.pdf),,,
Construction Contractors Board,Feb 2015 Board Meeting,Board Meeting,02/24/2015 09:30:00 AM,02/24/2015 12:00:00 PM,"Peru Room (306), Broadway Commons",Salem,OR,,Yes,Catherine Dixon,503-934-2185,catherine.a.dixon@state.or.us,,,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) quarterly meeting,,02/24/2015 12:00:00 PM,02/24/2015 05:00:00 PM,"Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road N", Keizer,OR,,,Sandi Hiatt,,shiatt@oda.state.or.us,,,,,,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Legislative Issues - Canceled,discussion of legislation relevant to PUC,02/24/2015 01:30:00 PM,02/24/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - LC 60,LC 60 NW Natural's 2014 Integrated Resource Plan,02/24/2015 01:30:00 PM,02/24/2015 03:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,,http://www.puc.state.or.us/meetings/pmemos/2015/022415lc60/SPM%20Minutes%20LC%2060%2002242015.pdf,,,,
"Forestry, State Board of",Subcommittee on Federal Forests,Continuing discussions on implementing actions within the Board of Forestry's federal forests work plan.,02/24/2015 02:30:00 PM,02/24/2015 03:30:00 PM,"Oregon Department of Forestry, Clatsop Room, 2600 State St. Building C", Salem,OR,,Yes,Sabrina Perez,503-945-7210,sabrina.perez@oregon.gov,,,,,,,,,,,http://www.oregon.gov/odf/BOARD/docs/BOF_SubC_FedF/2015/BOFMIN_20150224_AGENDA.pdf,,,,www.oregonforestry.gov (http://www.oregonforestry.gov),,,,
"Forestry, State Board of",Federal Forests Subcommittee,,02/24/2015 02:30:00 PM,02/24/2015 03:30:00 PM,"Clatsop Room, Oregon Department of Forestry, 2600 State Street", Salem,OR,www.oregonforestry.gov,Yes,Sabrina Perez,503-945-7210,sabrina.perez@oregon.gov,,,,,,,,,,,www.oregonforestry.gov (http://www.oregonforestry.gov),,,,www.oregonforestry.gov (http://www.oregonforestry.gov),,,,
Grant ESD,Board mtg,,02/24/2015 05:15:00 PM,02/24/2015 07:00:00 PM,Grant ESD, John Day,OR,,,Robert Waltenburg,,waltenburgr@grantesd.k12.or.us,,,,,,,,,,,,,,,,,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) quarterly meeting,,02/25/2015 08:30:00 AM,02/25/2015 05:00:00 PM,"Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road N", Keizer,OR,,,Sandi Hiatt,,shiatt@oda.state.or.us,,,,,,,,,,,,,,,,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Special Teleconference Meeting,02/25/2015 10:00:00 AM,02/25/2015 10:30:00 AM,Conference Call (details in the agenda),Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,,,,,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
Oregon Educators Benefit Board,Business and Operations Workgroup Meeting,BOW Meeting,02/25/2015 10:00:00 AM,02/25/2015 11:30:00 AM,1225 Ferry Street SE, Salem,OR,"PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Business and Operations Workgroup will conduct a public meeting to review and discuss results of the Plan Year Change Entity Survey and options, a possible Bronze Plan option for workers that are not employed in non-benefit eligible workers, proposed rules changes to OAR 111-020-0010 (Entities Electing to Join OEBB), updates to the QSC Matrix, and Mandatory Open Enrollment option and requirements.",,Rose Mann,503-378-4606,rose.mann@oregon.gov,,,,Rose Mann,503-378-4606,rose.mann@oregon.gov,true,,,,,,,,,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Special Teleconference Meeting,02/25/2015 10:00:00 AM,02/25/2015 10:30:00 AM,Conference Call (details in the agenda),Salem,OR,,,Martha Kellams,503-378-4930,martha.kellams@ost.state.or.us,,,,,,,,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Pages/Private-Activity-Bond-Committee.aspx,,,,
Hispanic Affairs Commission,Regular Meeting,Regular Meeting,02/25/2015 01:00:00 PM,02/25/2015 03:00:00 PM,"DAS West, Conference Room A, 155 Cottage St NE, ZIP 97301", Salem,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/Hispanic/Pages/meetings.aspx,,,,
Environmental Quality Dept.,Clean Water State Revolving Fund Advisory Committee Conference Call,"Conference Call - Phone, 1-877 848-7030, Access code: 898168",02/25/2015 01:00:00 PM,02/25/2015 03:00:00 PM,Conference Call, Portland,OR,"The Clean Water State Revolving Fund loan program provides low-cost loans for the planning, design and construction of various water pollution control activities. Any public agency in Oregon is eligible for a CWSRF loan. Eligible public agencies include tribal nations, cities, counties, sanitary districts, soil and water conservation districts, irrigation districts and various special districts and certain intergovernmental entities. This rulemaking will align Oregon’s CWSRF program with new federal Clean Water Act Amendments.
",,Katie Foreman,503-229-5622,foreman.katie@deq.state.or.us,,,,,,,,,1-877 848-7030,898168,,,,,http://www.oregon.gov/deq/RulesandRegulations/Pages/Advisory/ACWSRF.aspx,,,,
Lake ESD,Budget Hearing/Regular Board,,02/25/2015 07:00:00 PM,02/25/2015 08:30:00 PM,"Ft. Rock Conference Room, Lake Co. ESD", Lakeview,OR,,,Debbie Goss,(541) 947-3371,dgoss@lakeesd.k12.or.us,,,,,,,,,,,,,,,http://www.lakeesd.k12.or.us/,ESD Agenda 2-25-15.pdf (https://data.oregon.gov/views/gs36-7t8m/files/9ACMzMONva8qvMQufKg0Q29lB55kvkEuReVbe1F1mnw?download=true&filename=ESD%20Agenda%202-25-15.pdf),,,
"Health Authority, Oregon",Oregon Stroke Care Committee,,02/26/2015 07:00:00 AM,02/26/2015 08:30:00 AM,"Portland State Office Building, Suite 1D, 800 NE Oregon Street", Portland,OR,"What: Public meeting of the Oregon Stroke Care Committee. Agenda items include:
--Discussion of hospital self-identification regarding level of acute stroke treatment service;
--The International Stroke Conference, which was held this month in Nashville, Tennessee, with the theme of Practice Change in Acute Stroke Treatment;
--The Stroke Care Committee's meeting frequency.
When: Thursday, February 26, 7-8:30 a.m. 
Where: Portland State Office Building, Suite 1D, 800 NE Oregon Street, Portland.
Who: The Oregon Stroke Care Committee was created by Oregon SB 375 (2013) to achieve continuous improvement in the quality of stroke care in Oregon. The committee is made of 10 members appointed by the director of the Oregon Health Authority. 
Details: Space is limited. To participate by phone, call 1-877-336-1831, participant code 559758.
For more information about the meeting, contact Kirsten Aird, chronic disease program manager, Oregon Health Authority Public Health Division, at 971-673-1053. 
The meeting site is accessible to people with disabilities. Individuals requiring accommodation may request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations by calling the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.
# # #
",,Kirsten Aird,971-673-1053,kirsten.g.aird@state.or.us,,,,,1-800-282-8096,,,,1-877-336-1831,559758,,,,,,,,,
Environmental Quality Dept.,Southern Willamette Valley Groundwater Management Area Committee Meeting ,,02/26/2015 08:00:00 AM,02/26/2015 10:00:00 AM,354 Smith Street, Harrisburg,OR,,,Audrey Eldridge,541-776-6029,eldridge.audrey@deq.state.or.us,,,,,,,,,,,,,,,,SWVGMA022615agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/JxNqMSvpvxWX3OZqyJLpNdZBIBiUYvEtba6c3MqbNH0?download=true&filename=SWVGMA022615agenda.pdf),,,
Landscape Architect Board,Quarterly Meeting,,02/26/2015 09:00:00 AM,02/26/2015 04:00:00 PM,"Association Center, 707 13th St. SE",Salem,OR,,yes,Marilou Arrobang,503-589-0093,oslab.info@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/landarch/Pages/minutes.aspx,,,,
"Health Licensing Agency, Oregon",Nursing Home Administrators Board,,02/26/2015 09:00:00 AM,02/26/2015 04:00:00 PM,"700 Summer Street NE, Suite 320", Salem,OR,,,Debra Daniels,,debra.daniels@state.or.us,,,,,,,,,,,,,,,,,,,
"Liquor Control Commission, Oregon",Monthly Commission Meeting,,02/26/2015 09:00:00 AM,02/27/2015 03:00:00 PM,"OLCC Main Office, 9079 SE McLoughlin Blvd", Portland,OR,,,Laura Paul,503-872-5006,laura.paul@state.or.us,,,,,,,,,,,,,,,,,,,
Broadband Advisory Council,Broadband Advisory Council Meeting,,02/26/2015 09:15:00 AM,02/26/2015 12:15:00 PM,"Local Government Center, 1201 Court St NE",Salem,OR,,Yes,Chris Tamarin,503-508-0178,christopher.tamarin@oregon.gov,,,,,,,,,,,http://www.orinfrastructure.org/Infrastructure-Programs/Telecommunications/OBAC/2015meetings.php,,,,http://www.orinfrastructure.org/Infrastructure-Programs/Telecommunications/OBAC/2015meetings.php,,,,
"Trawl Commission, Oregon",Regular Business Meeting,,02/26/2015 09:30:00 AM,02/26/2015 03:30:00 PM,Oregon Coast Culinary Institute 1998 Newmark, Coos Bay,OR,,,Kathy Hall,541-469-7830,kathy@ortrawl.org,,,,,,,,,,,,,,,,,,,
"Workforce Investment Board, State",Oregon Workforce Investment Board Executive Committee,Monthly meetiing to discuss upcoming topics for the OWIB,02/26/2015 10:30:00 AM,02/26/2015 12:00:00 PM,"Oregon Employment Department Central Office - Dave Pleasant Conference Room, 875 Union St. NE", Salem,OR,,,Brittany Dean,503-947-1733,brittany.n.dean@oregon.gov,,,,,,,,,,,,,,,,,,,
Agriculture Department,Oregon Invasive Species Council ,,02/26/2015 11:00:00 AM,02/26/2015 05:30:00 PM,"Oregon Department of Forestry, 2600 State Street, Building C, Clatsop Room", Salem,OR,,,Leslie Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,http://www.oregoninvasivespeciescouncil.org/,,,,true,,,,http://www.oregoninvasivespeciescouncil.org/,,,,,,,,
Medical Assistance Program Administration,Rule Advisory Committee-2nd meeting •	OAR 410-141-3120 Operations and Provision of Health Services  and  •	OAR 410-141-0120 Managed Care Prepaid Health Plan Proision of Health Care Services ,"Definition of Credentialing Period, language for CCO requirements for the 90 day credentialing period, required responses and provider appeal rights.",02/26/2015 11:00:00 AM,02/26/2015 12:00:00 PM,"Barbara Roberts Human Services Building, 500 Summer St NE, Room 166","Salem, OR",OR,,Yes - Hearing: 04/17/15 Last Date for Public Comment:04/17/15,"Kellie Skenandore, Operations and Policy Analyst",503-947-5530,Kellie.M.Skenandore@state.or.us,,,,,,,,,1-866-390-1828,639037,,,,,,"I:\Admin Rules- DMAP Program\RAC\RAC's for 2015\141 CCO-MCO\RAC Meeting Agenda - OHP (MCO and CCO) Program, 2-26-2015.pdf (https://data.oregon.gov/views/gs36-7t8m/files/26412a07-0e6c-46ad-a497-49134ef10b4a?download=true&filename=I:\Admin%20Rules-%20DMAP%20Program\RAC\RAC)",,,
Pain Management Commission,Pain Management Commission,Pain Management Commission,02/26/2015 01:00:00 PM,02/26/2015 04:00:00 PM,"General Services Building, 1225 Ferry Street, SE, Mt. Jefferson Room", Salem,OR,,Yes,Denise Taray,,PMC.Info@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/oha/OHPR/PMC/Pages/meetings-archive.aspx,,,,
"Health Authority, Oregon",Office of Equity and Inclusion Community Advisory Council,The Community Advisory Council (CAC) is a group of community partners that helps our agency stay connected with the needs of diverse communities in Oregon. ,02/26/2015 02:00:00 PM,02/26/2015 04:00:00 PM,"Lincoln Building 421 SW Oak Street, Suite 750",Portland,OR,,,Rebecca Naga,,Rebecca.A.Naga@state.or.us,,,,,,,,,,,,,,,,,,,
Linn Benton Lincoln ESD,Achievement Compact Advisory Committee Meeting,,02/26/2015 02:30:00 PM,02/26/2015 03:30:00 PM,"LBL ESD, 905 4th Ave. SE",Albany,OR,"The Achievement Compact Advisory Committee (ACAC) will hold a meeting on Thursday, Feb. 26, 2015 in the Board Room at 2:30 p.m. - 3:30 p.m.",,Debbie Herndon,541-812-2601,debbie.herndon@lblesd.k12.or.us,,,,,,,,,,,,,,,,2015Feb26ACACAgenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/m0WLmzyd5UYHB6Z7jBoMHMihVQ0a1lGqdX1LxJdSaN0?download=true&filename=2015Feb26ACACAgenda.pdf),,,
"Salmon Commission, Oregon",Regular Meeting,,02/26/2015 03:30:00 PM,02/26/2015 05:30:00 PM,Hallmark Resort (Salon Room) 744 SW Elizabeth Street, Newport,OR,This meeting following the Ocean Salmon Industry Group meeting and will discuss the potential options for the 2015 salmon fishing season.,,Nancy Fitzpatrick,5419942647,nancy@oregonsalmon.org,,,,,5419942647,,,,,,,,,,,OSC meeting Feb 26 2015 agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/y0U2X_TWbUZQBY31D1C4aO9XBUJILcdvwoYANMPCzas?download=true&filename=OSC%20meeting%20Feb%2026%202015%20agenda.pdf),,,
"Liquor Control Commission, Oregon",Marijuana Listening Session,,02/26/2015 04:00:00 PM,02/26/2015 06:00:00 PM,Embassy Suites Portland Washington Square 9000 SW Washington Square Road, Beaverton,OR,,,Karynn Fish,503-872-6366,marijuana@oregon.gov,,,http://www.oregon.gov/OLCC/pages/public_meetings.aspx#Marijuana_Listening_Sessions,,,,,,,,,,,,,,,,
Governor's Office,Regional Solutions Advisory Committee: Northeast Oregon,Regional Solutions Advisory Committee: Northeast Oregon,02/27/2015 02:00:00 AM,02/27/2015 04:00:00 PM,"Regional Solutions Center Conference Room, Eastern Oregon University, 233 Badgley Hall, 1 University Blvd.", La Grande,OR,Agenda and meeting materials will be posted once they become available.,,Brandon Goldner,503-378-6335,brandon.goldner@oregon.gov,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Board Meeting,,02/27/2015 07:30:00 AM,02/27/2015 02:00:00 PM,1500 SW 1st Ave. 7th Floor Conference Room,Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
