Number,Fraction,Prefix,Name,Suffix,Month,Day,Year,Res_Non,Type,SF_MF,Dwelling Units Gained or Lost,Permit Value,How Far East,How Far North,Permit Number,Structure Class,Class Description,Subdivision,Project Description,County,Council District,School District,PIN,Parcel,Applicant Name,Applicant Representative,Owner Name,Legal Description,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
4300,,NW,100TH,ST,6,10,2011,Residential,"Additions, Alterations, Repairs",NA,0,625,2751879,1132244,201211528,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Platte,2,Platte County,171580,PL189032000000006000,"ACTION ALARM, INC.",DANNY RAINS,,CITY OF KANSAS CITY,4300 NW 100TH ST,,,,
10304,,NE,102ND,LN,5,16,2011,Residential,New Construction,Single Family,1,148000,2802511,1133159,201210516,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254328,T1226.430,"INTEGRITY HOMEBUILDERS, LLC",RHONDA HOLLAND & JOSEPH HOLLAND,,BARRY RIDGE RENTALS LLC,10304 NE 102ND LN,,,,
100,,NW,107TH,TER,6,18,2012,Residential,"Additions, Alterations, Repairs",NA,0,3518,2765556,1136779,201312082,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Clay,2,North Kansas City,102163,CL0990900050050001,"CLIMATE CONTROL HEATING & COOLING, INC.",TIFFANY BRINEGAR,,,100 NW 107TH TER,,,,
7607,,E,100TH,TER,6,16,2011,Residential,"Additions, Alterations, Repairs",NA,0,99,2789086,1010290,201211809,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,5,Hickman Mills,70220,JA50920066000000000,"ADT SECURITY SERVICES, INC.",DIANA CARMAN,,,7607 E 100TH TER,,,,
1409,,NE,106TH,PL,7,7,2010,Residential,New Construction,Single Family,0,5800,2771272,1136102,201112690,101,New Single Family Dwelling,FAIRFIELD GARDENS 1ST PLAT,NEW SINGLE FAMILY,Clay,1,North Kansas City,234207,CL0991100090160001,"SCOTT HAGEN ELECTRIC, L.L.C.",SCOTT HAGEN,,,1409 NE 106TH PL,,,,
655,,W,101ST,TER,3,25,2011,Residential,"Additions, Alterations, Repairs",NA,0,101,2760014,1011261,201122928,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Center,153127,JA48910095200001099,"ADT SECURITY SERVICES, INC.",DIANA CARMAN,,RSPN INVESTMENTS LLC,655 W 101ST TER,,,,
1303,,NE,107TH,ST,4,28,2011,Residential,New Construction,Single Family,1,150000,2770368,1136137,201124282,101,New Single Family Dwelling,STALEY MEADOWS SECOND PLAT,NEW SINGLE FAMILY,Clay,2,North Kansas City,252083,T1188.21,DIRT SOLUTIONS,BRIAN BALDWIN,,TOOLCO REAL ESTATE LLC,1303 NE 107TH ST,,,,
8605,,NE,100TH,ST,2,7,2012,Residential,New Construction,Single Family,0,9100,2795509,1131546,201221135,101,New Single Family Dwelling,BENSON PLACE WOODCHASE SECOND PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,230626,CL1081600020050001,"BUCKNER'S HEATING & COOLING, CO.",JILL BUCKNER,,,8605 NE 100TH ST,,,,
204,,NW,101ST,ST,2,14,2011,Residential,"Additions, Alterations, Repairs",NA,0,3000,2765300,1132293,201121391,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Clay,2,North Kansas City,103173,CL0991300180100001,"ANTHONY PLUMBING, HEATING & COOLING",PERMIT SERVICE,,MORTON WESLEY & G MADELINE-TRUSTEES,204 NW 101ST ST,,,,
8219,,NE,102ND,TER,8,30,2010,Residential,New Construction,Single Family,1,200000,2794372,1133028,201115021,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,SINGLE FAMILY MP#201010681,Clay,1,Liberty,236825,CL1081600170080001,"ROBERTSON CONSTRUCTION, L.L.C.",PERMIT SERVICES,,,8219 NE 102ND TER,,,,
10310,,NE,103RD,TER,8,24,2011,Residential,New Construction,Single Family,0,6000,2802504,1133992,201214683,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,new single family,Clay,1,Liberty,254344,CL1091500140250001,ROYAL ELECTRIC,TERRY L. SKINNER,,,10310 NE 103RD TER,,,,
8505,,NE,102ND,TER,2,28,2011,Residential,New Construction,Single Family,0,8000,2794782,1133058,201121882,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,236819,CL1081600170140001,"SAB CONSTRUCTION, LLC",GARY CASEY,,INTEGRITY HOMEBUILDERS LLC,8505 NE 102ND TER,,,,
8563,,NE,101ST,ST,6,29,2012,Residential,New Construction,Single Family,1,124767,2794993,1132236,201312821,101,New Single Family Dwelling,TRAILS OF BRENTWOOD SECOND PLAT,SINGLE FAMILY,Clay,1,Liberty,254231,CL1081600040190001,"HEARTHSIDE HOMES OF KANSAS CITY, INC.",DENNIS SHRIVER,,,8563 NE 101ST ST,,,,
6003,,NW,107TH,ST,10,1,2012,Residential,New Construction,Single Family,0,5000,2746485,1136614,201316921,101,New Single Family Dwelling,TIFFANY GREENS FOURTH PLAT,SINGLE FAMILY,Platte,2,Platte County,207717,PL189030300005009000,"ROBERTSON PLUMBING, LLC",PERMIT SERVICE,,,6003 NW 107TH ST,,,,
1032,,W,103RD,ST,10,12,2011,Non-Residential,"Additions, Alterations, Repairs",NA,0,4500,2759004,1011177,201216692,437,EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV,,MAMA YOGART T/F,Jackson,6,Center,153076,JA48920031600000000,"TEMP-CON, INC.","PERMIT SERVICE, INC",,,1032 W 103RD ST,,,,
4720,,NE,103RD,TER,12,14,2012,Residential,New Construction,Single Family,0,6400,2782208,1133992,201319962,101,New Single Family Dwelling,PINE GROVE MEADOWS 2ND PLAT,SINGLE FAMILY,Clay,1,North Kansas City,222978,CL1071500050070001,TROY HALE,OWNER,,,4720 NE 103RD TER,,,,
8609,,NE,101ST,ST,3,26,2012,Residential,New Construction,Single Family,0,4190,2795182,1132233,201223193,101,New Single Family Dwelling,TRAILS OF BRENTWOOD SECOND PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254228,CL1081600040160001,A.F.C. HEATING AND COOLING COMPANY,DAVID SPELLERBERG,,,8609 NE 101ST ST,,,,
8212,,NE,103RD,ST,8,30,2012,Residential,New Construction,Single Family,0,150,2794153,1133662,201315596,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE - SECOND PLAT,SINGLE FAMILY,Clay,1,Liberty,255586,CL1081600220020001,"MILLER PLUMBING COMPANY, INC.","PERMIT SERVICE, INC.",,,8212 NE 103RD ST,,,,
8049,,NE,102ND,TER,4,19,2011,Residential,New Construction,Single Family,0,4375,2793813,1132724,201123842,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,SINGLE FAMILY,Clay,1,Liberty,236833,CL1081600160020001,PALMER ELECTRIC COMPANY,KAREN PALMER,,2014 LLC,8049 NE 102ND TER,,,,
8405,,E,104TH,TER,10,22,2012,Residential,"Additions, Alterations, Repairs",NA,0,118,2790986,1007851,201317742,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Hickman Mills,70775,JA50940060500000000,"ADT SECURITY SERVICES, INC.",JUANITA FARR,,,8405 E 104TH TER,,,,
8500,,E,106TH,ST,1,25,2011,Residential,"Additions, Alterations, Repairs",NA,0,2000,2791126,1006838,201120824,97,Existing One Or Two Family Residence,,SINGLE FAMILY - DECK,Jackson,6,Hickman Mills,70923,JA50940012400000000,DAVID WIENS,,,THE REALTY ASSOC FUND III LP,8500 E 106TH ST,,,,
10308,,NE,102ND,LN,12,30,2010,Residential,New Construction,Single Family,0,5000,2802492,1133002,201119984,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,SINGLE FAMILY,Clay,1,Liberty,254327,T1226.429,"JIM ROBERTSON PLUMBING, INC.","PERMIT SERVICE, INC.",,WARREN SCOTT J & HANNAH R,10308 NE 102ND LN,,,,
8210,,NE,102ND,ST,3,29,2011,Residential,New Construction,Single Family,0,4125,2794310,1132930,201123072,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,NEW SINGLE FAMILY MSTR PLN 200911205,Clay,1,Liberty,236809,CL1081600170240001,PALMER ELECTRIC COMPANY,KAREN PALMER,,OAKHILL DEVELOPMENT INC,8210 NE 102ND ST,,,,
9009,,NE,103RD,ST,3,18,2010,Residential,"Additions, Alterations, Repairs",NA,0,975,2797237,1133504,201022695,97,Existing One Or Two Family Residence,BRENTWOOD PLACE FIRST PLAT,SINGLE FAMILY,Clay,1,Liberty,234927,CL1091300040040001,PALMER ELECTRIC COMPANY,KAREN PALMER,,SEC 35-52-32 N1/2 NW1/4 BRENTWOOD PLACE FIRST PLAT LOT 16,9009 NE 103RD ST,,,,
4108,,E,107TH,TER,4,18,2012,Residential,"Additions, Alterations, Repairs",NA,0,2532,2776837,1006678,201224251,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Hickman Mills,61624,JA64310012200000000,"MORTON MECHANICAL, INC.",PAUL MORTON,,,4108 E 107TH TER,,,,
10105,,NE,101ST,ST,4,16,2010,Residential,"Additions, Alterations, Repairs",NA,0,5900,2802007,1131954,201023846,97,Existing One Or Two Family Residence,AMBER LAKES SECOND PLAT,margaret evans,Clay,1,Liberty,219379,CL1091500030170001,CLAYCO ELECTRIC CO.,DEBBIE STEPHEN,,SEC 36-52-32 SW1/4 NW1/4 AMBER LAKES SECOND PLAT LOT 204,10105 NE 101ST ST,,,,
10109,,NE,103RD,ST,4,11,2012,Residential,New Construction,Single Family,0,5100,2801857,1133372,201223901,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,SINGLE FAMILY,Clay,1,Liberty,254372,CL1091500150190001,"UNITED HEATING & COOLING, INC.",CHRIS FINDLEY,,,10109 NE 103RD ST,,,,
373,,W,101ST,TER,3,30,2012,Non-Residential,"Additions, Alterations, Repairs",NA,0,191201,2761592,1011247,201223453,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,ENCOMPASS MEDICAL GROUP,Jackson,6,Center,153730,JA48820037800000000,KELLY CONST GROUP INC,JUSTIN WATERS,,,373 W 101ST TER,,,,
8502,,NE,102ND,TER,3,23,2010,Residential,New Construction,Single Family,0,5886,2794744,1133287,201022907,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,new single family,Clay,1,Liberty,236847,CL1081600180040001,"MCDANIEL FURNACE & SHEET METAL, INC.",SHEILA DAVIS,,BENSON PLACE FIELDSTONE 1ST PLAT LT 71,8502 NE 102ND TER,,,,
412,,E,106TH,TER,1,15,2010,Non-Residential,"Additions, Alterations, Repairs",NA,0,1000,2764169,1007880,201020503,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,SINGLE FAMILY,Jackson,6,Center,153993,JA48840061600000000,SCHAEDEL'S PLUMBING & HEATING CO.,PERMIT SERVICE INC.,,412 E 106TH TER               RED BRIDGE HILLS              ALL LOT 27 & PRT LOT 26 LY S  OF LI BEG ON W LI AT PT 17.59 FT N OF SW COR & RNG SELY IN  STR LI TO PT 8.50 FT N OF SE  COR,412 E 106TH TER,,,,
10108,,NE,103RD,TER,8,6,2012,Residential,New Construction,Single Family,0,5000,2801757,1133889,201314454,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,SINGLE FAMILY,Clay,1,Liberty,254357,CL1091500170070001,"ROBERTSON PLUMBING, LLC",PERMIT SERVICE,,,10108 NE 103RD TER,,,,
8618,,NE,100TH,TER,8,31,2011,Residential,New Construction,Single Family,0,5100,2795734,1132112,201214981,101,New Single Family Dwelling,BENSON PLACE WOODCHASE THIRD PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,236898,CL1081600010120001,"UNITED HEATING & COOLING, INC.",CHRIS FINDLEY,,,8618 NE 100TH TER,,,,
800,,E,101ST,TER,12,14,2011,Non-Residential,"Additions, Alterations, Repairs",NA,0,6000,2765568,1011452,201219250,437,EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV,,MAXIM,Jackson,5,Center,153664,JA48810100200000000,"FOUR STAR ELECTRIC, INC.",DARREN W MERTZ,,,800 E 101ST TER,,,,
320,,W,100TH,TER,6,8,2012,Residential,"Additions, Alterations, Repairs",NA,0,99,2761973,1012046,201311673,434,Existing - Residential Bldg-Addn-Alter-Conv,,apts,Jackson,6,Center,153722,JA48820050200000000,"ADT SECURITY SERVICES, INC.",DIANA CARMAN,,,320 W 100TH TER,,,,
6315,,E,103RD,ST,2,10,2011,Residential,"Additions, Alterations, Repairs",NA,0,875,2784514,1009064,201121253,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Hickman Mills,58898,JA49730010300000000,"A.M. HEATING AND COOLING OF KANSAS, INC.",ALAN B. WIARD,,JONES LAUREL R,6315 E 103RD ST,,,,
1305,,NE,106TH,TER,1,25,2010,Residential,"Additions, Alterations, Repairs",NA,0,499,2770467,1135872,201020753,97,Existing One Or Two Family Residence,FAIRFIELD GARDENS 1ST PLAT,SINGLE FAMILY/ELECTRICAL,Clay,1,North Kansas City,234228,CL0991100070060001,"BROADVIEW SECURITY, INC.",LISA PARK,,SEC 25-52-33 N1/2 SW1/4 FAIRFIELD GARDENS 1ST PLAT LOT 113,1305 NE 106TH TER,,,,
10315,,NE,103RD,TER,6,19,2012,Residential,New Construction,Single Family,0,5500,2802645,1133744,201312197,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254342,CL1091500140230001,"SCOTT HAGEN ELECTRIC, L.L.C.",SCOTT HAGEN,,,10315 NE 103RD TER,,,,
6612,,NW,104TH,ST,5,18,2011,Residential,New Construction,Single Family,0,5000,2744835,1134403,201210654,101,New Single Family Dwelling,HAWKSBURY THIRD PLAT,SINGLE FAMILY,Platte,2,Platte County,229618,PL189030300011006000,"JIM ROBERTSON PLUMBING, INC.","PERMIT SERVICE, INC.",,PETERSON DEVELOPMENT COMPANY INC,6612 NW 104TH ST,,,,
705,,NE,102ND,ST,10,22,2010,Residential,"Additions, Alterations, Repairs",NA,0,400,2769263,1132780,201117278,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Clay,2,North Kansas City,102861,CL0991400090160001,"SUSAN'S SERVICE COMPANY, L.L.C.",SUSAN EVANS,,,705 NE 102ND ST,,,,
8204,,NE,103RD,ST,2,6,2012,Residential,New Construction,Single Family,0,6526,2794105,1133662,201221104,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE - SECOND PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,255584,T3302.94,"MCDANIEL FURNACE & SHEET METAL, INC.",SHEILA DAVIS,,,8204 NE 103RD ST,,,,
8218,,NE,103RD,TER,9,24,2012,Residential,New Construction,Single Family,1,147500,2794189,1133992,201316640,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE - THIRD PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,256095,T1269.122,ASPEN HOMEBUILDERS LLC,SCOTT KOENIGSDORF,,,8218 NE 103RD TER,,,,
8518,,NE,100TH,TER,7,6,2010,Residential,New Construction,Single Family,0,6000,2795144,1132122,201112668,101,New Single Family Dwelling,BENSON PLACE WOODCHASE THIRD PLAT,SINGLE FAMILY,Clay,1,Liberty,236905,CL1081600040110001,"BARSCO MECHANICAL, L.L.C.","PERMIT SERVICE, INC.",,,8518 NE 100TH TER,,,,
932,,NE,102ND,ST,10,31,2012,Residential,"Additions, Alterations, Repairs",NA,0,500,2770274,1132128,201318147,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Clay,2,North Kansas City,103884,CL0991500030670001,SHON RICHARDS PLUMBING LLC,SHON RICHARDS,,,932 NE 102ND ST,,,,
903,,E,104TH,ST,11,14,2011,Non-Residential,"Additions, Alterations, Repairs",NA,0,139000,2765931,1009523,201218034,437,EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV,,NASB GENERATOR,Jackson,6,Center,153939,JA48840011000000000,"ELECTRICAL ASSOCIATES KC, L.L.C.",PATRICK W. SHELLEY,,,903 E 104TH ST,,,,
10803,,NE,106TH,TER,2,2,2012,Residential,New Construction,Single Family,0,10000,2804305,1135900,201220996,101,New Single Family Dwelling,MANDERLEY,NEW SINGLE FAMILY,Clay,1,Liberty,248838,CL1091200010020001,ROYAL ELECTRIC,TERRY L. SKINNER,,,10803 NE 106TH TER,,,,
1325,,NE,107TH,ST,4,16,2012,Residential,New Construction,Single Family,1,155000,2770704,1136268,201224136,101,New Single Family Dwelling,STALEY MEADOWS SECOND PLAT,NEW SINGLE FAMILY,Clay,2,North Kansas City,252077,CL0991100070150001,"INTEGRITY HOMEBUILDERS, LLC",RHONDA HOLLAND & JOSEPH HOLLAND,,,1325 NE 107TH ST,,,,
500,,E,105TH,ST,10,12,2010,Non-Residential,"Additions, Alterations, Repairs",NA,0,7500,2764107,1009264,201116821,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,THE COURTYARD BY MARRIOTT HOTEL,Jackson,6,Center,153961,JA48840090402000000,SIMPLEX GRINNELL LP,JEFF DUBEAU,,,500 E 105TH ST,,,,
9050,,NE,103RD,TER,4,13,2011,Residential,New Construction,Single Family,0,3500,2797888,1133766,201123687,101,New Single Family Dwelling,BRENTWOOD PLACE FIRST PLAT,NEW SINGLE FAMILY MSTR PLN 200911713,Clay,1,Liberty,234902,CL1091300020150001,NEWCOMER PLUMBING,PERMIT SERVICE INC,,ELDER MARTA LYNN,9050 NE 103RD TER,,,,
10302,,NE,103RD,TER,6,28,2011,Residential,New Construction,Single Family,1,200000,2802456,1133992,201212334,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254346,T1226.448,LESLEY SMITH,HIGGINS BUILDING COMPANY,,,10302 NE 103RD TER,,,,
8408,,NE,102ND,TER,5,28,2010,Residential,New Construction,Single Family,0,6000,2794653,1133292,201111108,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,NEW SINGLE FAMILY MP#201010378,Clay,1,Liberty,236846,CL1081600180050001,"R & R PLUMBING, INC.",,,BENSON PLACE FIELDSTONE 1ST PLAT LT 70,8408 NE 102ND TER,,,,
8300,,NE,103RD,ST,5,11,2012,Residential,New Construction,Single Family,1,176000,2794375,1133561,201310500,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE - SECOND PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,255588,T3302.98,"ROBERTSON CONSTRUCTION, L.L.C.","ROBERTSON CONSTRUCTION, L.L.C.",,,8300 NE 103RD ST,,,,
1310,,E,104TH,ST,2,11,2011,Non-Residential,"Additions, Alterations, Repairs",NA,0,22527,2767359,1009657,201121304,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,"UNIVERSITY OF PHOENIX, ADULT VOCATIONAL TRAINING",Jackson,6,Center,154393,JA48730020501000000,"ALLIANCE FIRE PROTECTION, LLC",MIKE BONO,,BPI MIDWEST LLC,1310 E 104TH ST,,,,
1217,,W,103RD,ST,8,30,2012,Non-Residential,"Additions, Alterations, Repairs",NA,0,99,2758556,1010475,201315587,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,SIMPLY A DOLLAR,Jackson,6,Center,153185,JA48930010100000000,"ADT SECURITY SERVICES, INC.",JUANITA FARR,,,1217 W 103RD ST,,,,
411,,NE,101ST,ST,6,13,2012,Residential,"Additions, Alterations, Repairs",NA,0,8100,2767429,1131847,201311918,434,Existing - Residential Bldg-Addn-Alter-Conv,NEW MARK,TOWNHOUSE,Clay,2,North Kansas City,206820,CL0991400020900001,A.B. MAY COMPANY,LISA DEMOSS,,,411 NE 101ST ST,,,,
10500,,NE,106TH,TER,10,2,2012,Residential,New Construction,Single Family,0,4850,2803469,1135757,201316983,101,New Single Family Dwelling,MANDERLEY,NEW SINGLE FAMILY,Clay,1,Liberty,248830,CL1091100050050001,"HARRINGTON BROTHERS, INC.",DEBORAH HARRINGTON,,,10500 NE 106TH TER,,,,
8504,,NE,102ND,ST,9,27,2011,Residential,New Construction,Single Family,0,150,2794752,1132974,201216146,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,236815,CL1081600170180001,"R & R PLUMBING, INC.","PERMIT SERVICE, INC.",,,8504 NE 102ND ST,,,,
10209,,NE,103RD,ST,12,30,2010,Residential,New Construction,Single Family,0,5000,2802163,1133497,201119983,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,SINGLE FAMILY,Clay,1,Liberty,254377,T1226.479,"JIM ROBERTSON PLUMBING, INC.","PERMIT SERVICE, INC.",,T & T PROPERTIES LLC,10209 NE 103RD ST,,,,
10216,,NE,102ND,LN,1,26,2012,Residential,New Construction,Single Family,0,6000,2802370,1133468,201220735,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254334,CL1091500140150001,ROYAL ELECTRIC,TERRY L. SKINNER,,,10216 NE 102ND LN,,,,
7901,,E,107TH,ST,11,10,2010,Residential,"Additions, Alterations, Repairs",NA,0,2800,2789381,1006157,201118020,97,Existing One Or Two Family Residence,,SINGLE FAMILY - RENOVATION,Jackson,6,Hickman Mills,71672,JA63320020400000000,"D & H ELECTRIC, INC.",DAN MCCARTY JR,,,7901 E 107TH ST,,,,
5512,,E,100TH,TER,11,27,2012,Residential,"Additions, Alterations, Repairs",NA,0,1000,2781598,1011162,201319200,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,5,Hickman Mills,57735,JA49810065800000000,RIC GINN ELECTRIC LLC,RIC GINN,,,5512 E 100TH TER,,,,
1146,,W,103RD,ST,6,15,2012,Non-Residential,"Additions, Alterations, Repairs",NA,0,7630,2758433,1010625,201312060,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,enterprise rent a car,Jackson,6,Center,153179,JA48920031501000000,A.B. MAY COMPANY,LISA DEMOSS,,,1146 W 103RD ST,,,,
9123,,NE,103RD,ST,2,3,2010,Residential,New Construction,Single Family,0,3975,2798132,1133134,201021044,101,New Single Family Dwelling,BRENTWOOD PLACE FIRST PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,234913,CL1091300040180001,A.F.C. HEATING AND COOLING COMPANY,DAVID SPELLERBERG,,SEC 35-52-32 N1/2 NW1/4 BRENTWOOD PLACE FIRST PLAT LOT 2,9123 NE 103RD ST,,,,
10210,,NE,103RD,TER,6,27,2011,Residential,New Construction,Single Family,0,170000,2802169,1133992,201212244,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254351,T1226.453,DIRT SOLUTIONS,BRIAN BALDWIN,,JPS HOLDINGS LLC,10210 NE 103RD TER,,,,
5715,,NW,103RD,ST,8,19,2011,Residential,New Construction,Single Family,0,5100,2747257,1134385,201214516,101,New Single Family Dwelling,TIFFANY GREENS 6TH ADDITION,NEW SINGLE FAMILY,Platte,2,Platte County,218745,PL189031100006009000,"HARRINGTON BROTHERS, INC.",DEBORAH HARRINGTON,,,5715 NW 103RD ST,,,,
1029,,W,103RD,ST,4,5,2012,Non-Residential,"Additions, Alterations, Repairs",NA,0,25000,2759139,1010430,201223657,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,J WOLFE ACURA,Jackson,6,Center,153409,JA48940030600000000,BEN TARBE USED BRICK,DAVID HURTADO,,,1029 W 103RD ST,,,,
400,,W,101ST,ST,11,7,2012,Residential,"Additions, Alterations, Repairs",NA,0,65000,2761201,1011867,201318480,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Center,152930,JA48910073000000000,"REPAIRS UNLIMITED, INC.",PERMIT SERVICE,,,400 W 101ST ST,,,,
10221,,NE,102ND,LN,5,7,2012,Residential,New Construction,Single Family,0,6000,2802456,1133361,201310218,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254379,CL1091500070370001,ROYAL ELECTRIC,TERRY L. SKINNER,,,10221 NE 102ND LN,,,,
903,,E,104TH,ST,7,1,2011,Non-Residential,"Additions, Alterations, Repairs",NA,0,4000,2766503,1009535,201212491,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,CAROLLO ENGINEERING T/F,Jackson,6,Center,153941,JA48730010900000000,CEI ELECTRICAL & MECHANICAL,RON DYER,,,903 E 104TH ST,,,,
10203,,NE,103RD,TER,4,5,2011,Residential,New Construction,Single Family,0,5700,2802127,1133827,201123355,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254363,T1226.465,"SCOTT HAGEN ELECTRIC, L.L.C.",SCOTT HAGEN,,SJL LLC,10203 NE 103RD TER,,,,
3426,,E,105TH,TER,6,15,2011,Residential,"Additions, Alterations, Repairs",NA,0,11676,2774751,1007877,201211693,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Hickman Mills,57636,JA49940121200000000,AB MAY COMPANY,JESSICA BLACKWELL,,ZAVALA RICHARDO,3426 E 105TH TER,,,,
8111,,NE,102ND,TER,7,20,2010,Residential,"Additions, Alterations, Repairs",NA,0,9000,2794049,1132922,201113276,97,Existing One Or Two Family Residence,BENSON PLACE FIELDSTONE FIRST PLAT,SINGLE FAMILY,Clay,1,Liberty,236830,CL1081600170030001,STUCKER CONSTRUCTION INCORPORATED,KEVIN STUCKER,,,8111 NE 102ND TER,,,,
1600,,NE,106TH,ST,12,20,2010,Residential,"Additions, Alterations, Repairs",NA,0,2500,2771623,1135739,201119626,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Clay,1,North Kansas City,101274,CL0990200010040001,"ARK PLUMBING, LLC",PERMIT SERVICE,,"CHERRITO, FRANK J & TONI ANN",1600 NE 106TH ST,,,,
312,,NE,101ST,PL,3,19,2012,Residential,"Additions, Alterations, Repairs",NA,0,500,2767103,1132725,201222839,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Clay,2,North Kansas City,103226,CL0991300110020001,A.B. MAY COMPANY,MEGAN KAPPLE,,,312 NE 101ST PL,,,,
301,,E,103RD,TER,4,8,2011,Non-Residential,New Construction,NA,0,25000,2763273,1009808,201123516,329,Structures Other Than Buildings,,IBEW Local 124 UNion Hall & Admin Bldg WIND TURBINE,Jackson,6,Center,221166,JA48830017000000000,"INFINITY TECHNOLOGIES, LLC",CHARLES BURTON,,SHAUGHNESSY HEATHER M,301 E 103RD TER,,,,
8504,,NE,102ND,ST,7,26,2011,Residential,New Construction,Single Family,0,3500,2794752,1132974,201213515,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,236815,CL1081600170180001,ALL TECH ELECTRIC & CONTRACTING L.L.C.,LARRY MADURA,,,8504 NE 102ND ST,,,,
8522,,NE,100TH,TER,11,1,2010,Residential,New Construction,Single Family,0,4800,2795222,1132122,201117629,101,New Single Family Dwelling,BENSON PLACE WOODCHASE THIRD PLAT,SINGLE FAMILY,Clay,1,Liberty,236904,CL1081600040120001,JOE KILOWATT INC.,"PERMIT SERVICE, INC",,,8522 NE 100TH TER,,,,
2229,,NE,107TH,TER,5,23,2012,Residential,"Additions, Alterations, Repairs",NA,0,10000,2774048,1136595,201310986,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Clay,1,North Kansas City,,Z2008,KGH BUILDING GROUP LLC,PERMIT SERVICE,,,2229 NE 107TH TER,,,,
