"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","location_1","firearm_used_flag"
"120000599","2012-01-03T00:00:00.000","15:21","2012-01-01T00:00:00.000","1:15","2012-01-01T00:00:00.000","1:30","670","23D","Stealing from Buildi","113","E 13 ST/GRAND AV","KANSAS CITY","64108","PJ1089","CPD","U","1","SUS","U","U",,"13 ST GRAND AV
KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)","N"
"110087697","2012-02-07T00:00:00.000","9:44","2011-11-24T00:00:00.000","21:32",,,"121","09C","Justifiable Homicide","241","6600  WALROND AV","KANSAS CITY",,"PJ5117","MPD","U","2","SUS","W","M","25","6600 WALROND AV
KANSAS CITY, MO 
(39.00745487000046, -94.54944497799966)","Y"
"120000660","2012-01-03T00:00:00.000","17:50","2012-01-03T00:00:00.000","17:45",,,"801","13B","Non Aggravated Assau","631","3900  N ANTIOCH RD","KANSAS CITY","64117","PC1266","SCP","U","2","VIC","W","M","16","3900 ANTIOCH RD
KANSAS CITY, MO 64117
(39.16451463600049, -94.54788798499965)","N"
"120000021","2012-01-01T00:00:00.000","1:14","2012-01-01T00:00:00.000","0:45","2012-01-01T00:00:00.000","1:00","840","90Z","Resisting an Officer","133","4100  PENNSYLVANIA AV","KANSAS CITY","64111","PJ3303","CPD","U","1","ARR","W","M","24","4100 PENNSYLVANIA AV
KANSAS CITY, MO 64111
(39.05276025000046, -94.59140381699967)","N"
"120052741","2012-07-27T00:00:00.000","20:06","2012-07-27T00:00:00.000","20:00",,,"402","13A","Agg Assault - Drive-","315","400  LAWN AV","KANSAS CITY","64124","PJ0512","EPD","N","1","VIC","W","M",,"400 LAWN AV
KANSAS CITY, MO 64124
(39.108981746000495, -94.52708545499968)","Y"
"120000991","2012-01-05T00:00:00.000","8:44","2012-01-05T00:00:00.000","3:00","2012-01-05T00:00:00.000","8:00","702","240","Auto Theft","632","3600  N LISTER DR","KANSAS CITY","64117","PC1384","SCP","N","1","VIC","W","M","29","3600 LISTER DR
KANSAS CITY, MO 64117
(39.15892000700046, -94.52573641199967)","N"
"120000699","2012-01-03T00:00:00.000","23:02","2012-01-02T00:00:00.000","22:41",,,"1122","26B","Credit/Debit/ATM Car","221","5500  TROOST AV","KANSAS CITY","64130","PJ4408","MPD","U","1","SUS","U","U",,"5500 TROOST AV
KANSAS CITY, MO 64130
(39.0269625680005, -94.57386607999968)","N"
"120041555","2012-06-15T00:00:00.000","1:09","2012-06-15T00:00:00.000","1:09",,,"2402","90C","Disorderly Conduct","111","500  W 11 ST","KANSAS CITY","64109","PJ1006","CPD","U","1","ARR","B","F","30","500 11 ST
KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)","N"
"120000496","2012-01-03T00:00:00.000","9:54","2011-11-04T00:00:00.000","0:01","2012-01-03T00:00:00.000","9:45","1120","26A","Fraud/Confidence Gam","333","4000  INDIANA AV","KANSAS CITY","64130","PJ3288","EPD","N","1","SUS","U","U",,"4000 INDIANA AV
KANSAS CITY, MO 64130
(39.053192503000446, -94.54448561599969)","N"
"120001046","2012-01-05T00:00:00.000","11:00","2011-12-31T00:00:00.000","12:00","2012-01-05T00:00:00.000","10:00","501","220","Burglary - Residence","411","200  NE CIRCLE DR","KANSAS CITY","64116","PC1328","NPD","N","1","SUS","U","U",,"200 CIRCLE DR
KANSAS CITY, MO 64116
(39.162424675000466, -94.57832893499966)","N"
"120000587","2012-01-03T00:00:00.000","14:28","2012-01-03T00:00:00.000","14:25",,,"620","23B","Stealing Purse Snatc","314","4900  INDEPENDENCE AV","KANSAS CITY","64120","PJ0722","EPD","U","1","SUS","B","M",,"4900 INDEPENDENCE AV
KANSAS CITY, MO 64120
(39.10540838300045, -94.52384964799967)","N"
"120091866","2012-12-25T00:00:00.000","9:34","2012-12-24T00:00:00.000","22:30","2012-12-25T00:00:00.000","8:30","650","23G","Stealing Auto Parts/","641","6100  N CYPRESS AV","KANSAS CITY","64119","PC0620","SCP","N","1","SUS","U","U",,"6100 CYPRESS AV
KANSAS CITY, MO 64119
(39.20450793100048, -94.5261817499997)","N"
"120000786","2012-01-04T00:00:00.000","11:55","2007-01-02T00:00:00.000","12:00",,,"201","11A","Rape","241","3200  E MEYER BL","KANSAS CITY","64131","PJ5019","MPD","U","1","SUS","B","M","16","3200 MEYER
BL KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)","N"
"120000194","2012-01-01T00:00:00.000","19:39","2012-01-01T00:00:00.000","0:15","2012-01-01T00:00:00.000","0:30","670","23D","Stealing from Buildi","345","14800  E US 40 HW","KANSAS CITY","64133","PJ4018","EPD","U","1","VIC","W","F","47","14800 US
HW KANSAS CITY, MO 64133
(39.01552004100046, -94.45947791099968)","N"
"120000055","2012-01-01T00:00:00.000","2:37","2012-01-01T00:00:00.000","2:30",,,"2100","90D","Driving Under Influe","544","I 470 HW/RAYTOWN RD","KANSAS CITY","64134","PJ6674","SPD","U","1","VIC",,,,"470 HW RAYTOWN RD
KANSAS CITY, MO 64134
(38.90203215600047, -94.48863890499968)","N"
"120000105","2012-01-01T00:00:00.000","8:59","2012-01-01T00:00:00.000","0:15",,,"401","13A","Aggravated Assault (","532","9800  DRURY AV","KANSAS CITY","64137","PJ6644","SPD","U","1","SUS","U","U",,"9800 DRURY AV
KANSAS CITY, MO 64137
(38.948131171000455, -94.52614065299969)","Y"
"120000165","2012-01-01T00:00:00.000","16:06","2012-01-01T00:00:00.000","16:06",,,"403","13A","Agg Assault - Domest","412","2200  NW 62 ST","KANSAS CITY","64151","PP0674","NPD","Y","1","ARR","B","M","37","2200 62 ST
KANSAS CITY, MO 64151
(39.206136493000486, -94.60596950099966)","N"
"120000267","2012-01-02T00:00:00.000","8:52","2012-01-01T00:00:00.000","14:00","2012-01-02T00:00:00.000","5:30","702","240","Auto Theft","345","5000  QUEEN RIDGE AVE","KANSAS CITY","64136","PJ4339","EPD","U","1","SUS","U","U",,"5000 QUEEN RIDGE AVE
KANSAS CITY, MO 64136
(39.02920228700049, -94.39121591199967)","N"
"110093176","2012-07-03T00:00:00.000","8:05",,,,,"302","120","Armed Robbery","112","1100  LOCUST ST","KANSAS CITY",,"PJ1029","CPD","U","2","SUS","B","M",,"1100 LOCUST ST
KANSAS CITY, MO 
(39.100854728000456, -94.57737538399965)","Y"
"120000173","2012-01-01T00:00:00.000","17:10","2012-01-01T00:00:00.000","17:05",,,"630","23C","Stealing Shoplifting","631","4200  N OAK TF","KANSAS CITY","64117","PC1180","SCP","N","1","SUS","W","M",,"4200 OAK
TF KANSAS CITY, MO 64117
(39.16966345600048, -94.52730779199965)","N"
"120064098","2012-09-08T00:00:00.000","6:35","2012-09-08T00:00:00.000","6:34",,,"802","13B","Non Agg Assault Dome","143","E 42 ST/PASEO","KANSAS CITY","64109","PJ3322","CPD","Y","1","SUS","B","M","24","42 ST
PASEO KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)","N"
"120000017","2012-01-01T00:00:00.000","1:11","2012-01-01T00:00:00.000","0:30",,,"801","13B","Non Aggravated Assau","113","1300  GRAND AV","KANSAS CITY","64106","PJ1177","CPD","N","2","VIC","W","M","24","1300 GRAND AV
KANSAS CITY, MO 64106
(39.09844578500048, -94.58102925899965)","N"
"120000772","2012-01-04T00:00:00.000","11:04","2012-01-01T00:00:00.000","0:30","2012-01-01T00:00:00.000","0:45","670","23D","Stealing from Buildi","113","1300  GRAND AV","KANSAS CITY","64106","PJ1177","CPD","U","1","VIC","W","F","29","1300 GRAND AV
KANSAS CITY, MO 64106
(39.09844578500048, -94.58102925899965)","N"
"120000127","2012-01-01T00:00:00.000","11:54","2012-01-01T00:00:00.000","11:45",,,"802","13B","Non Agg Assault Dome","233","1800  E 85 ST","KANSAS CITY","64132","PJ6103","MPD","Y","1","VIC","B","M","45","1800 85 ST
KANSAS CITY, MO 64132
(38.973093889000495, -94.56725848599967)","N"
"120000891","2012-01-04T00:00:00.000","18:06","2012-01-04T00:00:00.000","18:04",,,"403","13A","Agg Assault - Domest","543","11200  PALMER AV","KANSAS CITY","64134","PJ7125","SPD","N","1","SUS","B","F","45","11200 PALMER AV
KANSAS CITY, MO 64134
(38.919669685000486, -94.4997219979997)","N"
"110086597","2012-02-16T00:00:00.000","21:40","2012-02-16T00:00:00.000","21:30",,,"2040","90Z","Violation Full Order","333","3400  CLEVELAND AV","KANSAS CITY","64127","PJ2818","EPD","U","1","VIC","B","F","23","3400 CLEVELAND AV
KANSAS CITY, MO 64127
(39.06387232300045, -94.53934646299967)","N"
"120000108","2012-01-01T00:00:00.000","9:43","2012-01-01T00:00:00.000","1:30","2012-01-01T00:00:00.000","9:30","702","240","Auto Theft","211","5300  SWOPE PK","KANSAS CITY","64130","PJ4335","MPD","U","1","SUS","U","U",,"5300 SWOPE PK
KANSAS CITY, MO 64130
(39.02908188100048, -94.54272145799968)","N"
"120001062","2012-01-05T00:00:00.000","13:14","2011-11-25T00:00:00.000","14:00","2012-01-05T00:00:00.000","10:30","650","23G","Stealing Auto Parts/","222","5500  MICHIGAN AV","KANSAS CITY","64130","PJ4436","MPD","U","1","VIC","B","M","59","5500 MICHIGAN AV
KANSAS CITY, MO 64130
(39.02654328700049, -94.56337576399966)","N"
"120006218","2012-01-26T00:00:00.000","17:10","2012-01-22T00:00:00.000","17:00","2012-01-22T00:00:00.000","17:15","630","23C","Stealing Shoplifting","425","9100  N SKYVIEW AV","KANSAS CITY","64514","PP0266","NPD","U","1","SUS","W","M","28","9100 SKYVIEW AV
KANSAS CITY, MO 64514
(39.10295319700049, -94.5830775179997)","N"
"120012919","2012-02-25T00:00:00.000","1:58","2012-02-25T00:00:00.000","1:30",,,"801","13B","Non Aggravated Assau","123","E 18 ST/HIGHLAND AV","KANSAS CITY","64109","PJ1516","CPD","U","3","SUS","W","M",,"18 ST HIGHLAND AV
KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)","N"
"120027738","2012-04-23T00:00:00.000","15:30","2012-04-23T00:00:00.000","15:30",,,"2601","90Z","Misc Violation","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","SUS","U","U",,"1100 LOCUST ST
KANSAS CITY, MO 64106
(39.100854728000456, -94.57737538399965)","N"
"120000069","2012-01-01T00:00:00.000","0:45","2012-01-01T00:00:00.000","0:20",,,"1401","290","Property Damage","143","4400  PASEO","KANSAS CITY","64110","PJ3557","CPD","U","1","VIC","B","F","44","4400 PASEO
KANSAS CITY, MO 64110
(39.04692223900048, -94.5680364159997)","N"
"120001124","2012-01-05T00:00:00.000","16:37","2012-01-02T00:00:00.000","19:30","2012-01-04T00:00:00.000","18:00","670","23D","Stealing from Buildi","321","3300  E 10 ST","KANSAS CITY","64127","PJ0955","EPD","U","1","SUS","U","U",,"3300 10 ST
KANSAS CITY, MO 64127
(39.10107225900049, -94.54267939199968)","N"
"120000957","2012-01-05T00:00:00.000","2:35","2012-01-05T00:00:00.000","1:00","2012-01-05T00:00:00.000","2:34","1120","26A","Fraud/Confidence Gam","342","3800  BLUE RIDGE CUTOFF","KANSAS CITY","64133","PJ3163","EPD","U","1","VIC",,,,"3800 BLUE RIDGE
CUTOFF KANSAS CITY, MO 64133
(39.054253805000485, -94.4730997859997)","N"
"120000508","2012-01-03T00:00:00.000","10:35","2012-01-03T00:00:00.000","10:20",,,"630","23C","Stealing Shoplifting","234","8600  WARD PK S ","KANSAS CITY","64114","PJ6174","MPD","U","1","SUS","B","M",,"8600 WARD PK
KANSAS CITY, MO 64114
(38.97211338700049, -94.6056733479997)","N"
"120000519","2012-01-03T00:00:00.000","11:36","2011-11-17T00:00:00.000","12:00","2011-12-23T00:00:00.000","19:00","670","23D","Stealing from Buildi","633","2500  NE 52 ST","KANSAS CITY","64118","PC0813","SCP","N","1","VIC","W","F","62","2500 52 ST
KANSAS CITY, MO 64118
(39.188583554000445, -94.55012848599966)","N"
"120000082","2012-01-01T00:00:00.000","6:47","2012-01-01T00:00:00.000","6:45",,,"1849","35A","Possession/Sale/Dist","334","BLUE PK/CLEVELAND AV","KANSAS CITY","64129","PJ3961","EPD","N","1","ARR","B","F","30","
BLUE PK CLEVELAND AV KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)","N"
"120001100","2012-01-05T00:00:00.000","15:18","2012-01-05T00:00:00.000","13:05",,,"630","23C","Stealing Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"11600 US 40 HWY
KANSAS CITY, MO 64133
(39.068133273000456, -94.51602867299965)","N"
"120000371","2012-01-02T00:00:00.000","16:55","2012-01-02T00:00:00.000","16:20","2012-01-02T00:00:00.000","16:25","702","240","Auto Theft","141","3300  CAMPBELL ST","KANSAS CITY","64118","PJ2696","CPD","U","1","VIC","W","M","28","3300 CAMPBELL ST
KANSAS CITY, MO 64118
(39.06683334800044, -94.57428536099968)","N"
"120052534","2012-07-27T00:00:00.000","3:28","2012-07-27T00:00:00.000","3:15","2012-07-27T00:00:00.000","3:20","801","13B","Non Aggravated Assau","232","1900  E 69 TE","KANSAS CITY","64131","PJ5295","MPD","N","1","SUS","B","M","23","1900 69
TE KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)","N"
"120000277","2012-01-02T00:00:00.000","10:14","2011-12-28T00:00:00.000","9:00","2011-12-31T00:00:00.000","16:30","501","220","Burglary - Residence","232","7500  HOLMES RD","KANSAS CITY","64114","PJ5649","MPD","U","1","VIC",,,,"7500 HOLMES RD
KANSAS CITY, MO 64114
(38.99163281300048, -94.58031793699968)","N"
"120000717","2012-01-04T00:00:00.000","2:12","2012-01-03T00:00:00.000","18:30","2012-01-03T00:00:00.000","20:30","650","23G","Stealing Auto Parts/","323","E 23 ST/I 70 HW","KANSAS CITY","64127","PJ1748","EPD","U","1","SUS","U","U",,"70 HW
KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)","N"
"120072262","2012-10-09T00:00:00.000","15:48","2012-10-09T00:00:00.000","15:30",,,"690","23H","Stealing All Other","232","6600  LYDIA AV","KANSAS CITY","64132","PJ5084","MPD","U","1","SUS","B","M","37","6600 LYDIA AV
KANSAS CITY, MO 64132
(39.00756550800048, -94.57039555399967)","N"
"120000174","2012-01-01T00:00:00.000","17:36","2011-11-16T00:00:00.000","0:01","2012-01-01T00:00:00.000","17:35","1122","26B","Credit/Debit/ATM Car","234","8500  STATE LINE RD","KANSAS CITY","64114","PJ6076","MPD","U","1","SUS","U","U",,"8500 STATE LINE RD
KANSAS CITY, MO 64114
(38.91294377900044, -94.60801577899969)","N"
"120000212","2012-01-01T00:00:00.000","20:58","2012-01-01T00:00:00.000","20:36","2012-01-01T00:00:00.000","20:56","401","13A","Aggravated Assault (","212","5900  JACKSON AV","KANSAS CITY","64130","PJ4745","MPD","N","3","VIC","B","F","18","5900 JACKSON AV
KANSAS CITY, MO 64130
(39.018538211000475, -94.5371760379997)","Y"
"120001062","2012-01-05T00:00:00.000","13:14","2011-11-25T00:00:00.000","14:00","2012-01-05T00:00:00.000","10:30","650","23G","Stealing Auto Parts/","222","5500  MICHIGAN AV","KANSAS CITY","64130","PJ4436","MPD","U","1","SUS","U","U",,"5500 MICHIGAN AV
KANSAS CITY, MO 64130
(39.02654328700049, -94.56337576399966)","N"
"120018524","2012-03-18T00:00:00.000","22:35","2012-03-18T00:00:00.000","10:00","2012-03-18T00:00:00.000","16:44","670","23D","Stealing from Buildi","532","6000  E 101 ST","KANSAS CITY","64134","PJ6731","SPD","U","1","VIC","B","F","48","6000 101 ST
KANSAS CITY, MO 64134
(38.94208778000046, -94.51963670299966)","N"
"120000965","2012-01-05T00:00:00.000","3:04","2012-01-05T00:00:00.000","3:04",,,"1849","35A","Possession/Sale/Dist","542","E BANNISTER RD/NEWTON DR","KANSAS CITY","64138","PJ6497","SPD","U","1","ARR","B","M","39","
E BANNISTER RD NEWTON DR KANSAS CITY, MO 64138
(38.97011038800048, -94.47911733499967)","N"
"120010874","2012-02-16T00:00:00.000","9:16","2012-02-16T00:00:00.000","7:50",,,"702","240","Auto Theft","543","11400  SYCAMORE TE","KANSAS CITY","64134","PJ7197","SPD","U","1","SUS","B","M","20","11400 SYCAMORE
TE KANSAS CITY, MO 64134
(38.91628304800048, -94.49765524599968)","N"
"120000424","2012-01-02T00:00:00.000","21:36","2012-01-02T00:00:00.000","9:30","2012-01-02T00:00:00.000","21:30","501","220","Burglary - Residence","534","4400  E 105 ST","KANSAS CITY","64131","PJ6789","SPD","U","1","VIC","W","F","76","4400 105 ST
KANSAS CITY, MO 64131
(38.938132623000456, -94.58286679099967)","N"
"120000129","2012-01-01T00:00:00.000","12:16","2012-01-01T00:00:00.000","0:01","2012-01-01T00:00:00.000","9:00","640","23F","Stealing From Auto","421","7800  NW 86 TE","KANSAS CITY","64153","PP0322","NPD","N","1","VIC","W","M","20","7800 86
TE KANSAS CITY, MO 64153
(39.2630028640005, -94.6872691699997)","N"
"120000299","2012-01-02T00:00:00.000","12:01","2012-01-02T00:00:00.000","12:00",,,"301","120","Strong Arm Robbery","121","INDEPENDENCE AV/WOODLAND AV","KANSAS CITY","64105","PJ0534","CPD","U","7","SUS","B","M",,"
INDEPENDENCE AV WOODLAND AV KANSAS CITY, MO 64105
(39.10362371800045, -94.58633903699968)","N"
"120000816","2012-01-04T00:00:00.000","13:30","2012-01-04T00:00:00.000","13:30",,,"802","13B","Non Agg Assault Dome","321","E 12 ST/PROSPECT AV","KANSAS CITY","64124","PJ1063","EPD","Y","1","VIC","B","F","51","12 ST PROSPECT AV
KANSAS CITY, MO 64124
(39.10688247100046, -94.54360590699969)","N"
"120000562","2012-01-03T00:00:00.000","12:27","2012-01-03T00:00:00.000","12:05","2012-01-03T00:00:00.000","12:18","301","120","Strong Arm Robbery","132","200  W 39 ST","KANSAS CITY","64111","PJ3049","CPD","U","1","VIC",,,,"200 39 ST
KANSAS CITY, MO 64111
(39.056680763000486, -94.58856100799966)","N"
"120000023","2012-01-01T00:00:00.000","1:03","2011-12-31T00:00:00.000","22:30","2012-01-01T00:00:00.000","0:25","501","220","Burglary - Residence","311","3900  WINDSOR AV","KANSAS CITY","64123","PJ0261","EPD","U","1","VIC","B","F","29","3900 WINDSOR AV
KANSAS CITY, MO 64123
(39.114105510000456, -94.5360916409997)","N"
"120000125","2012-01-01T00:00:00.000","12:06","2012-01-01T00:00:00.000","1:00","2012-01-01T00:00:00.000","10:45","640","23F","Stealing From Auto","533","11900  WORNALL RD","KANSAS CITY","64145","PJ7253","SPD","U","1","VIC","W","M","21","11900 WORNALL RD
KANSAS CITY, MO 64145
(38.91232422800044, -94.59362957499968)","N"
"120014614","2012-03-02T00:00:00.000","22:15","2012-03-02T00:00:00.000","22:15",,,"1850","35B","Possession of Drug E","143","E 41 ST/TROOST AV","KANSAS CITY","64110","PJ3231","CPD","U","1","VIC",,,,"41 ST TROOST AV
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)","N"
"120000326","2012-01-02T00:00:00.000","13:32","2011-12-01T00:00:00.000","13:30","2012-01-02T00:00:00.000","13:30","502","220","Burglary - Non Resid","641","6200  NE PLEASANT VALLEY RD","KANSAS CITY","64119","PC0558","SCP","N","1","SUS","U","U",,"6200 PLEASANT VALLEY RD
KANSAS CITY, MO 64119
(39.21664069200045, -94.50730374999966)","N"
"120000824","2012-01-04T00:00:00.000","14:19","2012-01-01T00:00:00.000","23:00","2012-01-03T00:00:00.000","12:00","702","240","Auto Theft","541","E BANNISTER RD/US 71 HW","KANSAS CITY","64134","PJ6451","SPD","U","1","SUS","U","U",,"71 HW
KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)","N"
"120000643","2012-01-03T00:00:00.000","18:20","2012-01-02T00:00:00.000","8:00","2012-01-03T00:00:00.000","14:00","670","23D","Stealing from Buildi","543","11400  BRISTOL TE","KANSAS CITY","64134","PJ7172","SPD","U","1","VIC","B","M","41","11400 BRISTOL
TE KANSAS CITY, MO 64134
(38.91658841700047, -94.5084123319997)","N"
"120001033","2012-01-05T00:00:00.000","10:48","2011-11-19T00:00:00.000","12:00",,,"501","220","Burglary - Residence","532","5400  E 100 ST","KANSAS CITY","64134","PJ6660","SPD","U","1","SUS","U","U",,"5400 100 ST
KANSAS CITY, MO 64134
(38.94222005300048, -94.49443570499966)","N"
"120000712","2012-01-04T00:00:00.000","0:57","2012-01-04T00:00:00.000","0:40",,,"403","13A","Agg Assault - Domest","542","6900  E 93 ST ","KANSAS CITY","64138","PJ6481","SPD","Y","3","VIC","B","M","32","6900 93 ST
KANSAS CITY, MO 64138
(38.95618497100048, -94.50892539799969)","N"
"120000204","2012-01-01T00:00:00.000","20:43","2011-12-31T00:00:00.000","16:00","2011-12-31T00:00:00.000","18:00","501","220","Burglary - Residence","221","5000  OAK ST","KANSAS CITY","64112","PJ3950","MPD","U","1","VIC","B","F","19","5000 OAK ST
KANSAS CITY, MO 64112
(39.03653259800046, -94.58262597299967)","N"
"120000361","2012-01-02T00:00:00.000","14:00","2012-01-02T00:00:00.000","14:00",,,"2601","90Z","Misc Violation","112","1100  LOCUST ST","KANSAS CITY","64123","PJ1029","CPD","U","1","SUS","U","U",,"1100 LOCUST ST
KANSAS CITY, MO 64123
(39.100854728000456, -94.57737538399965)","N"
"120000541","2012-01-03T00:00:00.000","12:30","2011-12-28T00:00:00.000","13:00",,,"670","23D","Stealing from Buildi","533","1000  CARONDELET DR","KANSAS CITY","64138","PJ6830","SPD","U","1","VIC","W","F","66","1000 CARONDELET DR
KANSAS CITY, MO 64138
(38.935051202000466, -94.6016736469997)","N"
"120057168","2012-08-13T00:00:00.000","15:11","2012-08-13T00:00:00.000","15:11",,,"702","240","Auto Theft","111","GRAND AV/INDEPENDENCE AV","KANSAS CITY","64105","PJ0568","CPD","U","1","VIC","W","F","34","
GRAND AV INDEPENDENCE AV KANSAS CITY, MO 64105
(39.10362371800045, -94.58633903699968)","N"
"120000212","2012-01-01T00:00:00.000","20:58","2012-01-01T00:00:00.000","20:36","2012-01-01T00:00:00.000","20:56","401","13A","Aggravated Assault (","212","5900  JACKSON AV","KANSAS CITY","64130","PJ4745","MPD","N","2","VIC","B","F","42","5900 JACKSON AV
KANSAS CITY, MO 64130
(39.018538211000475, -94.5371760379997)","Y"
"120000665","2012-01-03T00:00:00.000","19:20","2012-01-03T00:00:00.000","19:20",,,"2040","90Z","Violation Full Order","314","100  CHELSEA AV","KANSAS CITY","64123","PJ0343","EPD","U","1","SUS","W","M","22","100 CHELSEA AV
KANSAS CITY, MO 64123
(39.11250181100047, -94.5245662159997)","N"
"120000859","2012-01-04T00:00:00.000","16:51","2012-01-04T00:00:00.000","7:30","2012-01-04T00:00:00.000","15:40","650","23G","Stealing Auto Parts/","233","8400  PASEO","KANSAS CITY","64131","PJ6081","MPD","U","1","SUS","U","U",,"8400 PASEO
KANSAS CITY, MO 64131
(38.97516319100049, -94.56731933399965)","N"
"120064093","2012-09-08T00:00:00.000","4:29","2012-09-08T00:00:00.000","4:29",,,"101","09A","HOMICIDE/Non Neglige","331","3700  E 29 ST","KANSAS CITY",,"PJ2433","EPD","U","1","VIC","B","M","34","3700 29 ST
KANSAS CITY, MO 
(39.07281816900047, -94.53989958299968)","Y"
"120000719","2012-01-04T00:00:00.000","1:50","2012-01-04T00:00:00.000","1:00","2012-01-04T00:00:00.000","1:50","210","11B","Forcible Sodomy","141","GILLHAM RD/E LINWOOD BL","KANSAS CITY","64109","PJ2537","CPD","U","4","SUS","B","M",,"
GILLHAM RD E LINWOOD BL KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)","N"
"120000554","2012-01-03T00:00:00.000","12:58","2011-12-03T00:00:00.000","12:00","2011-12-30T00:00:00.000","19:30","670","23D","Stealing from Buildi","421","8500  N RHODE AV","KANSAS CITY","64153","PP0342","NPD","N","1","VIC","W","F","48","8500 RHODE AV
KANSAS CITY, MO 64153
(39.24808117400045, -94.67044638799968)","N"
"120013473","2012-02-27T00:00:00.000","16:12","2011-12-01T00:00:00.000","0:01",,,"1198","26C","Impersonation","412","1100  NW 63 ST","KANSAS CITY","64118","PC0589","NPD","N","1","SUS","U","U",,"1100 63 ST
KANSAS CITY, MO 64118
(39.20972793100049, -94.5933840729997)","N"
"120000297","2012-01-02T00:00:00.000","12:17","2011-12-31T00:00:00.000","20:00","2012-01-01T00:00:00.000","11:00","1401","290","Property Damage","232","600  E 73 TE","KANSAS CITY","64131","PJ5514","MPD","U","1","VIC","B","F","45","600 73
TE KANSAS CITY, MO 64131
(38.93972242500047, -94.5639663019997)","N"
"120000375","2012-01-02T00:00:00.000","17:18","2012-01-02T00:00:00.000","16:30","2012-01-02T00:00:00.000","16:50","650","23G","Stealing Auto Parts/","341","5800  E TRUMAN RD","KANSAS CITY","64127","PJ1380","EPD","U","1","SUS","U","U",,"5800 TRUMAN RD
KANSAS CITY, MO 64127
(39.093020984000475, -94.4886964749997)","N"
"120067803","2012-09-22T00:00:00.000","8:04","2012-09-21T00:00:00.000","8:00","2012-09-21T00:00:00.000","16:15","1401","290","Property Damage","323","2400  AGNES AV","KANSAS CITY","64127","PJ1991","EPD","U","1","VIC","B","F","34","2400 AGNES AV
KANSAS CITY, MO 64127
(39.08280274200047, -94.54758639999966)","N"
"120000507","2012-01-03T00:00:00.000","9:29","2012-01-03T00:00:00.000","9:11",,,"901","200","Arson","642","1200  NE 93 ST","KANSAS CITY","64155","PC0267","SCP","U","1","VIC","W","F","64","1200 93 ST
KANSAS CITY, MO 64155
(39.263971213000445, -94.56449503199968)","N"
"120000046","2012-01-01T00:00:00.000","1:55","2012-01-01T00:00:00.000","1:55",,,"301","120","Strong Arm Robbery","231","6300  BROOKSIDE BL","KANSAS CITY","64131","PJ4901","MPD","U","2","VIC","W","M","33","6300 BROOKSIDE
BL KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)","N"
"120000848","2012-01-04T00:00:00.000","15:54","2012-01-01T00:00:00.000","1:00","2012-01-04T00:00:00.000","15:54","801","13B","Non Aggravated Assau","342","3000  VAN BRUNT BL","KANSAS CITY","64130","PJ2573","EPD","U","1","SUS","B","M","19","3000 VAN
BRUNT BL KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)","N"
"120000241","2012-01-02T00:00:00.000","0:21","2012-01-02T00:00:00.000","0:21",,,"1401","290","Property Damage","322","1500  LAWN AV","KANSAS CITY","64124","PJ1432","EPD","U","1","VIC","B","M","38","1500 LAWN AV
KANSAS CITY, MO 64124
(39.094172013000446, -94.5277983689997)","N"
"120000452","2012-01-03T00:00:00.000","4:53","2012-01-03T00:00:00.000","4:00",,,"302","120","Armed Robbery","133","BROADWAY/WESTPORT RD","KANSAS CITY","64111","PJ3229","CPD","U","1","SUS","B","M",,"
BROADWAY WESTPORT RD KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)","N"
"120001033","2012-01-05T00:00:00.000","10:48","2011-11-19T00:00:00.000","12:00",,,"501","220","Burglary - Residence","532","5400  E 100 ST","KANSAS CITY","64134","PJ6660","SPD","U","1","VIC",,,,"5400 100 ST
KANSAS CITY, MO 64134
(38.94222005300048, -94.49443570499966)","N"
"120000138","2012-01-01T00:00:00.000","11:47","2011-12-24T00:00:00.000","15:00","2012-01-01T00:00:00.000","11:47","702","240","Auto Theft","533","200  E 115 TE","KANSAS CITY","64114","PJ7120","SPD","U","1","VIC","W","M","56","200 115
TE KANSAS CITY, MO 64114
(38.958291974000474, -94.59571990299969)","N"
