"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","location_1","firearm_used_flag"
"90000332","2009-01-02T00:00:00.000","12:11","2008-12-31T00:00:00.000","22:00","2009-01-02T00:00:00.000","10:00","1201","270","Embezzlement","231","1600  W 75 ST","KANSAS CITY","64113","PJ5545","MPD","U","1","VIC",,,,"1600 75 ST
KANSAS CITY, MO 64113
(39.013360573000455, -94.59306944999969)","N"
"90000357","2009-01-02T00:00:00.000","13:49","2008-12-31T00:00:00.000","12:00","2009-01-02T00:00:00.000","13:00","1401","290","Property Damage","112","1000  BALTIMORE AV","KANSAS CITY","64105","PJ0950","CPD","U","1","SUS","U","U",,"1000 BALTIMORE AV
KANSAS CITY, MO 64105
(39.10214293700045, -94.58423768099965)","N"
"90000033","2009-01-01T00:00:00.000","1:59","2009-01-01T00:00:00.000","1:25",,,"401","13A","Aggravated Assault (","113","E 16 ST/OAK ST","KANSAS CITY","64110","PJ1356","CPD","N","2","SUS","B","F",,"16 ST OAK ST
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)","N"
"90016672","2009-03-07T00:00:00.000","8:46","2009-03-06T00:00:00.000","8:30","2009-03-07T00:00:00.000","8:30","650","23G","Stealing Auto Parts/","232","7500  TROOST AV","KANSAS CITY","64131","PJ5653","MPD","U","1","SUS","U","U",,"7500 TROOST AV
KANSAS CITY, MO 64131
(38.991464016000464, -94.57568838699967)","N"
"90000889","2009-01-04T00:00:00.000","21:59","2009-01-04T00:00:00.000","21:55",,,"502","220","Burglary - Non Resid","315","5600  INDEPENDENCE AV","KANSAS CITY","64124","PJ0651","EPD","U","1","VIC",,,,"5600 INDEPENDENCE AV
KANSAS CITY, MO 64124
(39.105147812000496, -94.5166093529997)","N"
"90000554","2009-01-03T00:00:00.000","3:32","2009-01-03T00:00:00.000","3:00",,,"2040","90Z","Violation Full Order","123","1400  E 30 ST","KANSAS CITY","64109","PJ2389","CPD","U","1","VIC","B","F","58","1400 30 ST
KANSAS CITY, MO 64109
(39.072157340000444, -94.56651128099969)","N"
"90000512","2009-01-02T00:00:00.000","22:27","2009-01-02T00:00:00.000","16:00",,,"1750","11D","Sex Off Fondle - mol","241","6700  SWOPE PK","KANSAS CITY","64130","PJ5052","MPD","U","1","VIC","B","F","4","6700 SWOPE PK
KANSAS CITY, MO 64130
(39.01187021700048, -94.54207662999966)","N"
"90000955","2009-01-05T00:00:00.000","9:35","2009-01-05T00:00:00.000","8:50","2009-01-05T00:00:00.000","9:00","702","240","Auto Theft","542","8100  E 100 TE","KANSAS CITY","64134","PJ6742","SPD","U","1","VIC","B","F","31","8100 100
TE KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)","N"
"90000280","2009-01-02T00:00:00.000","7:57","2009-01-01T00:00:00.000","22:30","2009-01-02T00:00:00.000","5:30","702","240","Auto Theft","343","3300  SPRUCE AV","KANSAS CITY","64128","PJ2787","EPD","U","1","VIC","W","F","34","3300 SPRUCE AV
KANSAS CITY, MO 64128
(39.06550207100048, -94.53350613899966)","N"
"90000930","2009-01-09T00:00:00.000","14:50","2009-01-05T00:00:00.000","6:50","2009-01-09T00:00:00.000","14:50","702","240","Auto Theft","543","9000  OLD SANTA FE RD","KANSAS CITY",,"PJ6346","SPD","U","3","ARR","B","M","17","9000 OLD SANTA FE RD
KANSAS CITY, MO 
(38.96073512400045, -94.50479486799969)","N"
"90000581","2009-01-03T00:00:00.000","9:06","2009-01-02T00:00:00.000","23:30","2009-01-03T00:00:00.000","9:00","702","240","Auto Theft","312","800  NEWTON AV","KANSAS CITY","64125","PJ0947","EPD","U","1","SUS","U","U",,"800 NEWTON AV
KANSAS CITY, MO 64125
(39.1021026950005, -94.50404631999965)","N"
"90001024","2009-01-05T00:00:00.000","13:14","2008-01-04T00:00:00.000","17:00",,,"620","23B","Stealing Purse Snatc","132","3700  MAIN ST","KANSAS CITY","64111","PJ2974","CPD","U","1","VIC","B","F","45","3700 MAIN ST
KANSAS CITY, MO 64111
(39.060032468000486, -94.58592573699968)","N"
"90001147","2009-01-05T00:00:00.000","18:54","2009-01-05T00:00:00.000","16:30",,,"801","13B","Non Aggravated Assau","535","400  E 137 ST","KANSAS CITY","64145","PJ7431","SPD","U","3","VIC","B","M","25","400 137 ST
KANSAS CITY, MO 64145
(38.87896481300049, -94.59037631999968)","N"
"90000489","2009-01-02T00:00:00.000","20:55","2009-01-02T00:00:00.000","20:00",,,"403","13A","Agg Assault - Domest","212","4000  E 69 ST","KANSAS CITY","64132","PJ5293","MPD","Y","1","VIC","B","M","20","4000 69 ST
KANSAS CITY, MO 64132
(39.00094072100046, -94.54039210299965)","N"
"90001043","2009-01-05T00:00:00.000","13:57","2008-01-02T00:00:00.000","16:30","2009-01-05T00:00:00.000","10:30","650","23G","Stealing Auto Parts/","134","1700  W 45 ST","KANSAS CITY","64111","PJ3585","CPD","U","1","VIC",,,,"1700 45 ST
KANSAS CITY, MO 64111
(39.04644353000049, -94.60595967499967)","N"
"90000536","2009-01-03T00:00:00.000","1:44","2009-01-03T00:00:00.000","1:40",,,"401","13A","Aggravated Assault (","114","1800  HOLLY ST","KANSAS CITY","64108","PJ1630","CPD","U","3","VIC","W","F","35","1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)","N"
"90000646","2009-01-03T00:00:00.000","14:22","2009-01-03T00:00:00.000","14:15",,,"802","13B","Non Agg Assault Dome","211","5200  SOUTH BENTON AV","KANSAS CITY","64129","PJ4214","MPD","Y","1","VIC","B","M","56","5200 BENTON AV
KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)","N"
"90000705","2009-01-03T00:00:00.000","20:34","2009-01-03T00:00:00.000","12:00","2009-01-03T00:00:00.000","19:00","640","23F","Stealing From Auto","134","4400  JARBOE ST","KANSAS CITY","64111","PJ3516","CPD","U","1","SUS","U","U",,"4400 JARBOE ST
KANSAS CITY, MO 64111
(39.047982285000444, -94.59944577299967)","N"
"90000780","2009-01-04T00:00:00.000","10:20","2009-01-04T00:00:00.000","10:19",,,"802","13B","Non Agg Assault Dome","344","5800  E 40 TE","KANSAS CITY","64129","PJ3374","EPD","U","1","VIC","B","F","28","5800 40
TE KANSAS CITY, MO 64129
(39.06995335300047, -94.51384989099967)","N"
"90000169","2009-01-01T00:00:00.000","15:44","2009-01-01T00:00:00.000","14:00","2009-01-01T00:00:00.000","15:40","650","23G","Stealing Auto Parts/","421","8000  N HEMPLE AV","KANSAS CITY","64152","PP0398","NPD","U","1","VIC","B","M","26","8000 HEMPLE AV
KANSAS CITY, MO 64152
(39.23975356200049, -94.66171418799968)","N"
"90000358","2009-01-02T00:00:00.000","13:18","2008-12-30T00:00:00.000","15:00","2009-01-02T00:00:00.000","12:00","702","240","Auto Theft","345","4700  HOCKER RD","KANSAS CITY","64136","PJ4399","EPD","U","1","SUS","U","U",,"4700 HOCKER RD
KANSAS CITY, MO 64136
(39.03534503800046, -94.41101702199967)","N"
"90001052","2009-01-05T00:00:00.000","14:20","2008-12-17T00:00:00.000","0:01",,,"799",,"Auto Theft Outside S","344","3900  BENNINGTON AV","KANSAS CITY","64127","PJ3259","EPD","U","1","VIC","U","U",,"3900 BENNINGTON AV
KANSAS CITY, MO 64127
(39.053906053000446, -94.50752196599967)","N"
"90000040","2009-01-01T00:00:00.000","2:30","2008-12-31T00:00:00.000","18:00","2009-01-01T00:00:00.000","1:45","702","240","Auto Theft","241","3600  E GREGORY BL","KANSAS CITY","64132","PJ5382","MPD","U","1","SUS","U","U",,"3600 GREGORY
BL KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)","N"
"90001183","2009-01-05T00:00:00.000","23:22","2009-01-05T00:00:00.000","23:22",,,"1849","35A","Possession/Sale/Dist","323","E 27 ST/AGNES AV","KANSAS CITY","64130","PJ2178","EPD","U","1","ARR","B","M","47","27 ST AGNES AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)","N"
"90000938","2009-01-05T00:00:00.000","8:43","2008-12-21T00:00:00.000","23:30","2009-01-04T00:00:00.000","20:00","640","23F","Stealing From Auto","332","4000  E 33 ST","KANSAS CITY","64117","PJ2678","EPD","U","1","VIC","W","M","37","4000 33 ST
KANSAS CITY, MO 64117
(39.16966345600048, -94.52730779199965)","N"
"90000684","2009-01-03T00:00:00.000","16:21","2000-01-01T00:00:00.000","0:01","2004-01-01T00:00:00.000",,"1702","36B","Statutory Rape","322","1200  COLORADO AV","KANSAS CITY","64127","PJ1303","EPD","U","1","VIC","W","F","13","1200 COLORADO AV
KANSAS CITY, MO 64127
(39.09770143100047, -94.52012822899968)","N"
"90001147","2009-01-05T00:00:00.000","18:54","2009-01-05T00:00:00.000","16:30",,,"801","13B","Non Aggravated Assau","535","400  E 137 ST","KANSAS CITY","64145","PJ7431","SPD","U","2","VIC","B","M","23","400 137 ST
KANSAS CITY, MO 64145
(38.87896481300049, -94.59037631999968)","N"
"90052014","2009-07-10T00:00:00.000","13:25","2009-07-08T00:00:00.000","14:30","2009-07-10T00:00:00.000","12:30","501","220","Burglary - Residence","234","9000  WALNUT ST","KANSAS CITY","64114","PJ6312","MPD","U","1","SUS","U","U",,"9000 WALNUT ST
KANSAS CITY, MO 64114
(38.96511151700048, -94.5897454579997)","N"
"90000591","2009-01-03T00:00:00.000","10:03","2008-12-31T00:00:00.000","15:30","2009-01-03T00:00:00.000","6:00","650","23G","Stealing Auto Parts/","631","3800  N EUCLID AV","KANSAS CITY","64116","PC1305","SCP","U","1","SUS","U","U",,"3800 EUCLID AV
KANSAS CITY, MO 64116
(39.16306273000049, -94.55643062599967)","N"
"90000049","2009-01-01T00:00:00.000","2:58","2009-01-01T00:00:00.000","2:50",,,"401","13A","Aggravated Assault (","142","2000  E 38 ST","KANSAS CITY","64109","PJ2998","CPD","U","1","SUS","U","U",,"2000 38 ST
KANSAS CITY, MO 64109
(39.05770747200046, -94.56031998699967)","Y"
"90000814","2009-01-04T00:00:00.000","14:46","2009-01-03T00:00:00.000","19:30","2009-01-04T00:00:00.000","14:00","650","23G","Stealing Auto Parts/","321","900  INDIANA AV","KANSAS CITY","64120","PJ0934","EPD","U","1","SUS","U","U",,"900 INDIANA AV
KANSAS CITY, MO 64120
(39.12472136500048, -94.54142628599965)","N"
"90051162","2009-07-07T00:00:00.000","17:20","2009-06-30T00:00:00.000","15:00","2009-07-03T00:00:00.000","12:00","690","23H","Stealing All Other","143","4200  CAMPBELL ST","KANSAS CITY","64110","PJ3390","CPD","U","1","VIC","W","M","46","4200 CAMPBELL ST
KANSAS CITY, MO 64110
(39.05067179100047, -94.57482864299965)","N"
"90000897","2009-01-04T00:00:00.000","22:47","2009-01-04T00:00:00.000","22:40","2009-01-04T00:00:00.000","22:55","301","120","Strong Arm Robbery","542","9500  BLUE RIDGE BL","KANSAS CITY","64134","PJ6586","SPD","U","2","SUS","B","M","17","9500 BLUE RIDGE
BL KANSAS CITY, MO 64134
(38.95199181300046, -94.50800580199967)","N"
"90000647","2009-01-03T00:00:00.000","14:20","2009-01-03T00:00:00.000","14:10","2009-01-03T00:00:00.000","14:15","630","23C","Stealing Shoplifting","411","300  NE ENGLEWOOD RD","KANSAS CITY","64118","PC0724","NPD","U","1","VIC",,,,"300 ENGLEWOOD RD
KANSAS CITY, MO 64118
(39.196677976000444, -94.58459805499967)","N"
"90000066","2009-01-01T00:00:00.000","3:38","2009-01-01T00:00:00.000","1:53",,,"1750","11D","Sex Off Fondle - mol","635","5900  NE PARVIN RD","KANSAS CITY","64117","PC1235","SCP","N","1","VIC","B","F","12","5900 PARVIN RD
KANSAS CITY, MO 64117
(39.168812141000444, -94.51074625399968)","N"
"90000755","2009-01-04T00:00:00.000","4:04","2009-01-03T00:00:00.000","23:00","2009-01-04T00:00:00.000","3:18","501","220","Burglary - Residence","413","5600  N AMORET AV","KANSAS CITY","64151","PP0690","NPD","U","1","SUS","U","U",,"5600 AMORET AV
KANSAS CITY, MO 64151
(39.19620048200045, -94.62762642899969)","N"
"90000946","2009-01-05T00:00:00.000","9:12","2009-01-05T00:00:00.000","8:00","2009-01-05T00:00:00.000","8:10","702","240","Auto Theft","123","2200  PARK AV","KANSAS CITY","64128","PJ1841","CPD","U","1","SUS","U","U",,"2200 PARK AV
KANSAS CITY, MO 64128
(39.08553253200046, -94.55554818699966)","N"
"90000849","2009-01-04T00:00:00.000","17:00","2009-01-04T00:00:00.000","17:00",,,"702","240","Auto Theft","232","400  E 63 ST","KANSAS CITY","64130","PJ4903","MPD","U","1","SUS","U","U",,"400 63 ST
KANSAS CITY, MO 64130
(39.01187021700048, -94.54207662999966)","N"
"80070176","2009-01-12T00:00:00.000","12:50",,,,,"101","09A","HOMICIDE","314","ANDERSON AV/LAWN AV","KANSAS CITY",,"PJ0342","EPD","U","1","VIC","W","M","32","
ANDERSON AV LAWN AV KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","Y"
"90001089","2009-01-05T00:00:00.000","16:23","2009-01-04T00:00:00.000","12:45","2009-01-04T00:00:00.000","13:00","690","23H","Stealing All Other","343","4400  E 39 ST","KANSAS CITY","64130","PJ3131","EPD","U","1","VIC","B","F","34","4400 39 ST
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)","N"
"90001240","2009-01-06T00:00:00.000","8:48","2009-01-06T00:00:00.000","8:30","2009-01-06T00:00:00.000","9:15","501","220","Burglary - Residence","322","4800  E 18 ST","KANSAS CITY","64127","PJ1667","EPD","U","1","ARR","B","M","38","4800 18 ST
KANSAS CITY, MO 64127
(39.08998422900049, -94.52676996299965)","N"
"90000546","2009-01-03T00:00:00.000","2:52","2009-01-03T00:00:00.000","2:50",,,"402","13A","Agg Assault - Drive-","233","7900  EUCLID AV","KANSAS CITY","64130","PJ5862","MPD","U","1","SUS","U","U",,"7900 EUCLID AV
KANSAS CITY, MO 64130
(38.98377161200045, -94.56455886899965)","Y"
"90001131","2009-01-05T00:00:00.000","18:01","2009-01-05T00:00:00.000","17:55",,,"801","13B","Non Aggravated Assau","342","8600  E 32 ST","KANSAS CITY","64129","PJ2738","EPD","U","1","SUS","W","M","13","8600 32 ST
KANSAS CITY, MO 64129
(39.065336104000494, -94.48395177699967)","N"
"90000502","2009-01-02T00:00:00.000","22:29","2009-01-02T00:00:00.000","22:29",,,"1850","35B","Possession of Drug E","324","2600  JACKSON AV","KANSAS CITY","64127","PJ2205","EPD","U","1","SUS","B","M","40","2600 JACKSON AV
KANSAS CITY, MO 64127
(39.07822536200047, -94.53403831899965)","N"
"90000587","2009-01-03T00:00:00.000","9:39","2009-01-02T00:00:00.000","19:00","2009-01-03T00:00:00.000","8:55","1401","290","Property Damage","532","10100  BENNINGTON AV","KANSAS CITY","64134","PJ6729","SPD","U","1","VIC","B","F","33","10100 BENNINGTON AV
KANSAS CITY, MO 64134
(38.94187221700048, -94.51197712699968)","N"
"90000236","2009-01-01T00:00:00.000","23:08","2008-12-31T00:00:00.000","23:30","2009-01-01T00:00:00.000","0:30","640","23F","Stealing From Auto","345","13600  RICKEY RD","KANSAS CITY","64133","PJ5357","EPD","U","2","VIC","W","F","17","13600 RICKEY RD
KANSAS CITY, MO 64133
(38.994018216000484, -94.4202576349997)","N"
"80053594","2009-01-19T00:00:00.000","8:28",,,,,"101","09A","HOMICIDE",,,,,,,"U","1","SUS","B","M","17","
, MO 
(38.63579372300046, -92.56629737199967)","Y"
"90000739","2009-01-04T00:00:00.000","0:06","2009-01-04T00:00:00.000","0:01",,,"502","220","Burglary - Non Resid","411","300  NE VIVION RD","KANSAS CITY",,"PC0996","NPD","U","1","VIC",,,,"300 VIVION RD
KANSAS CITY, MO 
(39.180974096000455, -94.58201153499965)","N"
"90000637","2009-01-03T00:00:00.000","13:09","2009-01-03T00:00:00.000","3:30",,,"802","13B","Non Agg Assault Dome","341","5500  E 16 ST","KANSAS CITY","64127","PJ1489","EPD","U","1","SUS","W","F","37","5500 16 ST
KANSAS CITY, MO 64127
(39.092867854000474, -94.5180898649997)","N"
"90000769","2009-01-04T00:00:00.000","7:54","2009-01-03T00:00:00.000","20:50","2009-01-04T00:00:00.000","7:00","401","13A","Aggravated Assault (","322","1500  LISTER AV","KANSAS CITY","64127","PJ1438","EPD","U","5","VIC","B","M","2","1500 LISTER AV
KANSAS CITY, MO 64127
(39.09413227000044, -94.52672711599968)","Y"
"90000132","2009-01-01T00:00:00.000","13:31","2008-12-31T00:00:00.000","22:00","2008-12-31T00:00:00.000","22:30","403","13A","Agg Assault - Domest","412","6500  N GENESEE ST","KANSAS CITY","64115","PC0581","NPD","U","1","VIC","W","M","40","6500 GENESEE ST
KANSAS CITY, MO 64115
(39.042780577000485, -94.60593885099968)","N"
"90001063","2009-01-05T00:00:00.000","15:07","2009-01-05T00:00:00.000","14:30",,,"831","13C","Intimidation","343","5200  E 28 ST","KANSAS CITY","64127","PJ2355","EPD","U","1","VIC","U","U",,"5200 28 ST
KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)","N"
"90001076","2009-01-05T00:00:00.000","15:47","2008-01-05T00:00:00.000","13:30",,,"1122","26B","Credit/Debit/ATM Car","331","3200  E LINWOOD BL","KANSAS CITY","64128","PJ2610","EPD","U","1","VIC","B","F","60","3200 LINWOOD
BL KANSAS CITY, MO 64128
(39.06740375200047, -94.53796609099965)","N"
"90000136","2009-01-01T00:00:00.000","13:15","2009-01-01T00:00:00.000","8:30","2009-01-01T00:00:00.000","13:15","670","23D","Stealing from Buildi","213","8400  E 63 TF","KANSAS CITY","64133","PJ5085","MPD","U","1","VIC",,,,"8400 63
TF KANSAS CITY, MO 64133
(39.007760645000474, -94.4658591219997)","N"
"90001149","2009-01-05T00:00:00.000","18:51","2009-01-05T00:00:00.000","7:15","2009-01-05T00:00:00.000","18:50","501","220","Burglary - Residence","125","3400  FLORA AV","KCMO","64109","PJ2782","CPD","U","1","SUS","U","U",,"3400 FLORA AV
KCMO, MO 64109
(39.06476181500045, -94.56582630799966)","N"
"90000156","2009-01-01T00:00:00.000","14:08","2008-12-31T00:00:00.000","10:30","2009-01-01T00:00:00.000","14:05","501","220","Burglary - Residence","223","5600  PARK AV","KANSAS CITY","64130","PJ4510","MPD","U","1","SUS","U","U",,"5600 PARK AV
KANSAS CITY, MO 64130
(39.024722850000444, -94.55882526299968)","N"
"90000370","2009-01-02T00:00:00.000","14:25","2008-12-28T00:00:00.000","15:10",,,"1197","26C","Impersonation - NOT","115","2300  GRAND AV ","KANSAS CITY","64108","PJ1835","CPD","U","1","VIC",,,,"2300 GRAND AV
KANSAS CITY, MO 64108
(39.08528291800047, -94.58168014699964)","N"
"90001063","2009-01-05T00:00:00.000","15:07","2009-01-05T00:00:00.000","14:30",,,"831","13C","Intimidation","343","5200  E 28 ST","KANSAS CITY","64127","PJ2355","EPD","U","1","SUS","B","F",,"5200 28 ST
KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)","N"
"90001188","2009-01-06T00:00:00.000","0:37","2009-01-06T00:00:00.000","0:30",,,"802","13B","Non Agg Assault Dome","415","NW 68TH STREET AND N LIBERTY","KANSAS CITY",,"PC0507","NPD","U","1","SUS","B","M","18","68TH STREET
KANSAS CITY, MO 
(39.21745068300049, -94.75760775199967)","N"
"90000254","2009-01-02T00:00:00.000","0:17","2009-01-02T00:00:00.000","0:15",,,"2601","90Z","Misc Violation","632","4200  N OAK TF","KANSAS CITY","64116","PC1180","SCP","N","1","VIC","W","F","26","4200 OAK
TF KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)","N"
"80052620","2009-01-08T00:00:00.000","10:09",,,,,"831","13C","Intimidation","112","1100  LOCUST ST","KANSAS CITY",,"PJ1029","CPD","U","2","SUS","W","F","47","1100 LOCUST ST
KANSAS CITY, MO 
(39.100854728000456, -94.57737538399965)","N"
"90001182","2009-01-05T00:00:00.000","23:39","2009-01-05T00:00:00.000","23:35",,,"301","120","Strong Arm Robbery","342","5500  E 24 ST","KANSAS CITY","64127","PJ2077","EPD","U","1","VIC","W","F","38","5500 24 ST
KANSAS CITY, MO 64127
(39.08116966300048, -94.51873943899966)","N"
"90000955","2009-01-05T00:00:00.000","9:35","2009-01-05T00:00:00.000","8:50","2009-01-05T00:00:00.000","9:00","702","240","Auto Theft","542","8100  E 100 TE","KANSAS CITY","64134","PJ6742","SPD","U","1","SUS","U","U",,"8100 100
TE KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)","N"
"90000921","2009-01-05T00:00:00.000","6:46","2009-01-04T00:00:00.000","19:30","2009-01-05T00:00:00.000","6:30","640","23F","Stealing From Auto","631","1400  NE PARVIN RD ","KANSAS CITY",,"PC1234","SCP","U","1","SUS","U","U",,"1400 PARVIN RD
KANSAS CITY, MO 
(39.1695408330005, -94.56486447399965)","N"
"90001156","2009-01-05T00:00:00.000","18:54","2008-10-01T00:00:00.000","8:00","2009-01-05T00:00:00.000",,"670","23D","Stealing from Buildi","535","200  W 128 ST","KANSAS CITY","64145","PJ7358","SPD","U","1","SUS","U","U",,"200 128 ST
KANSAS CITY, MO 64145
(38.89645603200046, -94.59787998399969)","N"
"80052620","2009-01-08T00:00:00.000","10:09",,,,,"831","13C","Intimidation","112","1100  LOCUST ST","KANSAS CITY",,"PJ1029","CPD","U","3","VIC","W","M","21","1100 LOCUST ST
KANSAS CITY, MO 
(39.100854728000456, -94.57737538399965)","N"
"90000944","2009-01-05T00:00:00.000","8:53","2009-01-02T00:00:00.000","13:00","2009-01-05T00:00:00.000","4:00","640","23F","Stealing From Auto","636","8200  NE PARVIN RD","KANSAS CITY","64119","PC1329","SCP","U","3","VIC",,,,"8200 PARVIN RD
KANSAS CITY, MO 64119
(39.20301137400048, -94.52456609299969)","N"
"90000464","2009-01-02T00:00:00.000","18:53","2009-01-02T00:00:00.000","18:50",,,"630","23C","Stealing Shoplifting","332","3800  E 35 ST","KANSAS CITY","64128","PJ2892","EPD","U","2","ARR","B","M","17","3800 35 ST
KANSAS CITY, MO 64128
(39.06222642300048, -94.53926241999966)","N"
"90073172","2009-09-18T00:00:00.000","10:26","2009-09-17T00:00:00.000","10:30","2009-09-18T00:00:00.000","3:00","640","23F","Stealing From Auto","134","4900  BELL ST","KANSAS CITY","64112","PJ3889","CPD","U","1","VIC","B","M","26","4900 BELL ST
KANSAS CITY, MO 64112
(39.03960021900048, -94.60650603799968)","N"
"90000217","2009-01-01T00:00:00.000","20:47","2008-12-31T00:00:00.000","21:00","2009-01-01T00:00:00.000","20:40","501","220","Burglary - Residence","234","8500  HIGHLAND AV","KANSAS CITY","64131","PJ6138","MPD","U","1","SUS","U","U",,"8500 HIGHLAND AV
KANSAS CITY, MO 64131
(38.97303271500044, -94.56855778799968)","N"
"80066126","2009-01-19T00:00:00.000","15:53",,,,,"101","09A","HOMICIDE","112","1100  LOCUST ST","KANSAS CITY",,"PJ1029","CPD","U","1","VIC","W","M","25","1100 LOCUST ST
KANSAS CITY, MO 
(39.100854728000456, -94.57737538399965)","Y"
"90000791","2009-01-04T00:00:00.000","11:57","2009-01-03T00:00:00.000","22:00","2009-01-04T00:00:00.000","9:00","650","23G","Stealing Auto Parts/","331","E 31 ST/AGNES AV","KANSAS CITY","64124","PJ2491","EPD","U","1","VIC","B","F","62","31 ST AGNES AV
KANSAS CITY, MO 64124
(39.10688247100046, -94.54360590699969)","N"
"90001102","2009-01-05T00:00:00.000","17:01","2008-09-02T00:00:00.000","17:00","2008-11-03T00:00:00.000","18:00","690","23H","Stealing All Other","232","1400  E 75 TE","KANSAS CITY","64131","PJ5684","MPD","U","1","VIC","B","F","36","1400 75
TE KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)","N"
"90000509","2009-01-02T00:00:00.000","21:24","2009-01-02T00:00:00.000","18:57","2009-01-02T00:00:00.000","21:30","501","220","Burglary - Residence","231","1200  W 66 TE","KANSAS CITY","64113","PJ5044","MPD","U","1","VIC","W","M","54","1200 66
TE KANSAS CITY, MO 64113
(39.013360573000455, -94.59306944999969)","N"
"90000986","2009-01-05T00:00:00.000","10:58","2008-12-20T00:00:00.000","14:00","2009-01-03T00:00:00.000","14:00","650","23G","Stealing Auto Parts/","221","200  W 48 ST","KANSAS CITY","64112","PJ3869","MPD","U","1","SUS","U","U",,"200 48 ST
KANSAS CITY, MO 64112
(39.039406193000445, -94.58928060799968)","N"
"70062611","2009-11-18T00:00:00.000","10:20","2007-08-10T00:00:00.000","15:32",,,"401","13A","Aggravated Assault (","424","NW 108 ST/ARROWHEAD TF","KANSAS CITY",,"PC0125","NPD","U","1","VIC","W","M","43","108 ST
ARROWHEAD TF KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"90000382","2009-01-02T00:00:00.000","14:49","2008-11-10T00:00:00.000","12:00","2008-12-12T00:00:00.000","12:00","670","23D","Stealing from Buildi","423","300  NE 94 ST ","KANSAS CITY","64155","PC0256","NPD","U","1","SUS","W","M","34","300 94 ST
KANSAS CITY, MO 64155
(39.26370746600048, -94.57843827899967)","N"
"90001116","2009-01-05T00:00:00.000","17:40","2008-12-02T00:00:00.000","12:00","2008-12-10T00:00:00.000","12:00","1001","250","Forgery","222","5200  GARFIELD AV","KANSAS CITY","64130","PJ4206","MPD","U","1","SUS","U","U",,"5200 GARFIELD AV
KANSAS CITY, MO 64130
(39.03206263600049, -94.56070610499967)","N"
"90000073","2009-01-01T00:00:00.000","4:28","2009-01-01T00:00:00.000","1:28","2009-01-01T00:00:00.000","4:28","801","13B","Non Aggravated Assau","422","8600  N BOARDWALK AV","KANSAS CITY","64154","PP0321","NPD","U","4","SUS","W","M",,"8600 BOARDWALK AV
KANSAS CITY, MO 64154
(39.252538107000476, -94.65459188199969)","N"
"90000991","2009-01-05T00:00:00.000","11:15","2009-01-05T00:00:00.000","10:05","2009-01-05T00:00:00.000","10:20","670","23D","Stealing from Buildi","134","600  WARD PK S","KANSAS CITY","64111","PJ3812","CPD","U","1","SUS","U","U",,"600 WARD PK
KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)","N"
"90000517","2009-01-03T00:00:00.000","0:15","2009-01-03T00:00:00.000","0:10",,,"3077",,"Attempt Suicide by S","636","5600  N SMALLEY AV","KANSAS CITY","64119","PC0695","SCP","U","1","VIC","W","F","50","5600 SMALLEY AV
KANSAS CITY, MO 64119
(39.1953109910005, -94.48729403199968)","N"
"90000552","2009-01-03T00:00:00.000","2:30","2009-01-03T00:00:00.000","2:29",,,"502","220","Burglary - Non Resid","132","300  E 36 ST","KANSAS CITY","64111","PJ2830","CPD","U","1","SUS","U","U",,"300 36 ST
KANSAS CITY, MO 64111
(39.06187777800045, -94.58208825099967)","N"
"90000198","2009-01-01T00:00:00.000","16:41","2009-01-01T00:00:00.000","14:00",,,"2601","90Z","Misc Violation","344","E 47 TE/EASTWOOD DR","KANSAS CITY",,"PJ3908","EPD","U","1","SUS","B","M","49","47 TE EASTWOOD DR
KANSAS CITY, MO 
(39.10295319700049, -94.5830775179997)","N"
"90000321","2009-01-02T00:00:00.000","10:50","2009-01-02T00:00:00.000","10:45","2009-01-02T00:00:00.000","10:50","802","13B","Non Agg Assault Dome","632","3000  NE 37 ST ","KANSAS CITY",,"PC1356","SCP","U","1","VIC","W","F","49","3000 37 ST
KANSAS CITY, MO 
(39.05889780400048, -94.54859906999968)","N"
"90000010","2009-01-01T00:00:00.000","0:20","2009-01-01T00:00:00.000","0:20",,,"801","13B","Non Aggravated Assau","113","1300  WALNUT ST","KANSAS CITY","64109","PJ1177","CPD","U","2","VIC","W","M","33","1300 WALNUT ST
KANSAS CITY, MO 64109
(39.19610702500046, -94.6840923799997)","N"
