Agency Number,Agency Name,Solicitation Number,Class Code,Item Code,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Estimated Worth,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document
701,Texas Education Agency ,701-17-SBID24,420,62,Commodities,8,each,Breakroom chairs ,1000.00,Valerie Francis ,512-936-1367,valerie.francis@tea.texas.gov,,,,
701,Texas Education Agency ,701-17-SBID23,425,21,Commodities,2,each,"Breakroom Furniture- 36"" tables ",500.00,Valerie Francis,512-936-1367,valerie.francis@tea.texas.gov,,,,
454,Texas Department of Insurance,17-18362-1,425,60,,1,EA,Breathe Task Chair Weight Capacity 250,325.00,Frank Brown,512-676-6148,frank.brown@tdi.texas.gov,Office Chair   599302-A,,,https://data.texas.gov/views/qwhy-c2kk/files/019eda5f-e004-4746-bf17-32e9422c2c6f?filename=17-18362+PRICING+REQUEST+.docx
454,Texas Department of Insurance,17-18326-1,425,60,,3,EA,Breathe Task Chair Weight Capacity 250,975.00,Frank Brown,512-676-6148,frank Brown@tdi.texas.gov,Office Chair  599302-A,,,https://data.texas.gov/views/qwhy-c2kk/files/ca60e493-f7d5-4396-909e-5880cdf43a7d?filename=17-18326+PRICING+REQUEST+.docx
332,Texas Dept. of Housing & Community Affairs,332-17-488,600,72,IT,1,ea,"Brother Compact All-in-one Laser Print, Copy, Scan & Fax w/Wireless Networking & Duplex Printing",,Sue Jaeger,512.475.3984,sue.jaeger@tdhca.state.tx.us,,,,https://data.texas.gov/views/qwhy-c2kk/files/c4c7c30b-07df-42db-b95a-da64897ff639?filename=332-17-488.pdf
454,Texas Department of Insurance,17-18208-1,616,51,,1,Ea,bROTHER dk-1209 small address lable,25.00,Frank Brown,512-676-6148,frank.brown@tdi.texas.gov,1.1 x 2.4 inch,,,https://data.texas.gov/views/qwhy-c2kk/files/608af8b0-57f3-411c-b1d5-210d8a5f315b?filename=17-18207PRICING+REQUEST+.docx
313,Department of Information Resources,,600,66,Office Supplies,4,Package,Brother High-Speed Label Printer with Wireless Networking #QL710W,100.00,Carrie Cooper,512-936-2353,carrie.cooper@dir.texas.gov,,,,
332,Texas Dept of Housing & Community Affairs,332-17-459-462-463-464,600,66,Commodities,13,each,Brother PTH300 Handheld Label Maker w/Rechargeable Li-ion Battery + Label Tape,,Sue Jaeger,512-475-3984,sue.jaeger@tdhca.state.tx.us,(1) Brother PTH300 Handheld Label Maker w/ Rechargeable Li-ion Battery. (5) Brother Tape #TZe631.  (5) Brother Tape #TZe641.  (2) Kingdom Tape 5-pk #LK-231-P5GJK.,,,https://data.texas.gov/views/qwhy-c2kk/files/98546f44-9969-4ccc-ad8d-c7183c9e5424?filename=332-17-459-462-463-464.pdf
712,Texas A&M Engineering Experiment Station,AM28-17-R335679,493,00,Commodities,1,Lot,Bruel & Kjaer Lab Equipment,20000.00,Mary Williams,9794587434,me-williams@tamu.edu,,,,https://data.texas.gov/views/qwhy-c2kk/files/d2622e1f-527f-41e2-b6a9-f97f2d9f4044?filename=AM28-17-R335679+Lab+Equipment-+ESL.pdf
362,TEXAS LOTTERY COMMISSION,RQ17-0724,805,38,Commodities,3,Each,"BUNGEE CORDS, 12-PIECE  ASSORTMENT, HDX MODEL # JBS12",,SCOTT MERRYMAN,(512) 344-5402 ,SCOTT.MERRYMAN@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/qwhy-c2kk/files/53f171d8-96b4-4b32-a56b-374cd556bce3?filename=2017+RFQ+17-0724.pdf
802,Texas Parks and Wildlife Department,802-17-39617,420,16,Commodities,36,Each,Bunk Beds,,Dominik Mendoza,5123894914,dominik.mendoza@tpwd.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/5c63e8af-d14b-467f-b210-71b1569d75f5?filename=420-16_39617_SP.pdf
769,University of North Texas System,769-17-4000,966,07,Commodities,250,ea,Business Cards,,Kimmalla Mitchell,9403695528,kimmalla.mitchell@untsystem.edu,Please see attachments with the list of specs and detailed information,https://data.texas.gov/views/qwhy-c2kk/files/7cd1f16a-bd4a-4047-aae9-b6d3036c93f5?filename=business+cards+example.pdf,,https://data.texas.gov/views/qwhy-c2kk/files/cab778e5-d202-4264-b3e3-c6493afee772?filename=business+card+information+and+description.pdf
727,Texas A&M Transportation Institute,727-12-004,615,41,Office Supplies,4,ea,Business Source 1.75 inch Expanding Brown Accordian Folders  BSN65790 ,,Donna Harrell,979-845-2284,d-harrell@tti.tamu.edu,,,,
727,Texas A&M Transportation Institute,727-12-004,615,41,,2,bx,Business Source 3.5 inch Expandable Accordion Folder; BSN65791,,Donna Harrell,979-845-2284,d-harrell@tti.tamu.edu,,,,
727,Texas A&M Transportation Institute,727-12-004,615,41,Office Supplies,6,ea,Business Source 5.25 inch Expandable Accordion File; BSN65792,,Donna Harrell,979-845-2284,d-harrell@tti.tamu.edu,,,,
320,TEXAS WORKFORCE COMMISSION,7855F,485,16,Office Supplies,1,CARTON," BWK 340-6, Ultra Germicidal Bleach 58.5 Oz Bottle 4/carton",20.00,MELANIE BUGSY,512-936-3123,melanie.busby@twc.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/f34dca8e-a31f-4272-9cc4-98d3cace000c?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,https://data.texas.gov/views/qwhy-c2kk/files/8b884a7c-77d8-49ba-b743-116737ce63c9?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx
455,Railroad Commission of Texas,455-17-8036,345,16,Commodities,22,Each,BW Technologies BW Clip BWC2-H Single Gas H2S Monitor,1976.70,Denise Guerra,512-463-1601,denise.guerra@rrc.texas.gov,,,https://data.texas.gov/views/qwhy-c2kk/files/95054835-70a0-4dac-9890-b3abdb2fb543?filename=Section+4+General+Terms+and+Conditions+12_18_15.pdf,https://data.texas.gov/views/qwhy-c2kk/files/93ef98df-4e4f-407d-8a7b-756ec36c9b1d?filename=455-17-8036+BW+Technologies+BW+Clip+BWC2-H+Single+Gas+H2S+Monitor.pdf
529,Health and Human Services,529-2000173399,285,95,Office Supplies,20,Each,C2G 1902779: RCA F/F Gold Coupler (Or Equal) â¢ Connector 1 x RCA - female â¢ Connector (Second End) 1 x RCA - female â¢ Connector On First End 1 x RCA Female â¢ Connector On Second End 1 x RCA Female,,Debra Burns,512-406-2564,debra.burns@hhsc.state.tx.us,"IF BIDDING ALTERNATE PRODUCT, PLEASE PROVIDE DESCRIPTIVE LITERATURE WITH YOUR RESPONSE OR BID MAY NOT BE ACCEPTED",,,https://data.texas.gov/views/qwhy-c2kk/files/74f7cb49-5b67-42df-a041-84b4cf1c0a03?filename=529-2000173399+Office+supplies.pdf
503,Texas Medical Board,503-17-0168_1,204,13,IT,25,each,"C2G 1Ft Cat6 Non-Booted Unshielded (UTP) Ethernet Network patch cable, blue, Part # A6977357",,Liz Kaska,512-305-7063,liz.kasks@tmb.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/6d41b424-c5fb-4cae-b588-f38737d3d5b1?filename=TERMS+AND+CONDITIONS+-ATTACHMENT+A+.pdf,https://data.texas.gov/views/qwhy-c2kk/files/2d4ffd91-cb89-4057-b0cf-dd9f88f3be50?filename=SOLICITATION+NUMBER+503-17-0168_1.docx
503,Texas Medical Board,503-17-0168_2,204,13,IT,100,each,"C2G 2Ft Cat6 Non-Booted Unshielded (UTP) Ethernet Network Patch Cable, Blue, Part # A7293326",,Liz Kaska,512-305-7063,liz.kasks@tmb.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/abe79f49-b24b-4f36-a1ca-3ef43cdcd18b?filename=TERMS+AND+CONDITIONS+-ATTACHMENT+A+.pdf,https://data.texas.gov/views/qwhy-c2kk/files/d7395308-3cab-4269-a0b8-a4f81b6c3981?filename=SOLICITATION+NUMBER+503-17-0168_2.docx
503,Texas Medical Board,503-17-168_3,204,13,IT,50,each,"C2G 4Ft Cat6 Non-Booted Unshielded (UTP) Ethernet Network Patch Cable, Blue, Part # A7293496",,Liz Kaska,512-305-7063,liz.kasks@tmb.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/e06cc5da-6b41-41e8-8381-8d3b9907feb6?filename=TERMS+AND+CONDITIONS+-ATTACHMENT+A+.pdf,https://data.texas.gov/views/qwhy-c2kk/files/747dcc82-46e9-48a1-ad09-d5096b0e5593?filename=SOLICITATION+NUMBER+503-17-0168_3.docx
503,Texas Medical Board,503-17-0168_4,204,13,IT,50,each,"C2G 5Ft Cat6 Non-Booted Unshielded (UTP) Ethernet Network Patch Cable, Blue, Part # A7293327",,Liz Kaska,512-305-7063,liz.kasks@tmb.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/7c2bae70-c07a-400f-a469-14b512fc3e8e?filename=TERMS+AND+CONDITIONS+-ATTACHMENT+A+.pdf,https://data.texas.gov/views/qwhy-c2kk/files/789cb80b-b878-4206-b7b1-cf0451016714?filename=SOLICITATION+NUMBER+503-17-0168_4.docx
503,Texas Medical Board,503-17-0168_5,204,13,IT,50,each,"C2G 6Ft Cat6 Non-Booted Unshielded (UTP) Ethernet Network Patch Cable, Blue, Part # A7277236",,Liz Kaska,512-305-7063,liz.kasks@tmb.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/a70c825a-07a0-4c3e-8aec-377226e312e0?filename=TERMS+AND+CONDITIONS+-ATTACHMENT+A+.pdf,https://data.texas.gov/views/qwhy-c2kk/files/8cb50dda-ab5d-45e2-a98c-dd2643e2b9d7?filename=SOLICITATION+NUMBER+503-17-0168_5.docx
503,Texas Medical Board,503-17-0168_6,204,13,IT,50,each,"C2G 7Ft Cat6 Non-Booted Unshielded (UTP) Ethernet Network Patch Cable, Blue, Part # A7200986",,Liz Kaska,512-305-7063,liz.kasks@tmb.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/241c0331-a6cb-44e5-b047-ac0985a3e9f9?filename=TERMS+AND+CONDITIONS+-ATTACHMENT+A+.pdf,https://data.texas.gov/views/qwhy-c2kk/files/fdcb0108-dfd7-4d58-b10c-a5d9757b486b?filename=SOLICITATION+NUMBER+503-17-0168_6.docx
320,TEXAS WORKFORCE COMMISSION,7994D,615,09,Office Supplies,1,BX,"C402-5A-1D, SMEAD CLASSIFICATION FOLDER",30.00,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/13857c46-de65-4b97-9a1a-85784f78dad9?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,https://data.texas.gov/views/qwhy-c2kk/files/6471014a-90c3-45fe-aed6-e52c688d92bd?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx
701,Texas Education Agency ,701-17-SBID5,207,72,Office Supplies,2,each,"C9730A, C9731A, C9732A, C9733A",400.00,Valerie Francis,512-936-1367,valerie.francis@tea.texas.gov,2 of each toner - 8 total  ,,,
60133,Texas Department of Transportation,0000012977,425,89,Commodities,2,Each,"Cabinets, Storage, Metal, ",735.00,Melissa Wood,979-778-9619,melissa.wood@txdot.gov,"36""W x 24""D x 72"" H; 14 gauge metal gray",https://data.texas.gov/views/qwhy-c2kk/files/82747f4b-11c6-44fe-bf32-65a16eb05ea8?filename=Specs32723.docx,https://data.texas.gov/views/qwhy-c2kk/files/ee4113de-ec67-4d22-a4e9-4ae77eebc801?filename=TxDOTTerms%26ConditionsRevisedJanuary2017.pdf,https://data.texas.gov/views/qwhy-c2kk/files/55bb8cdf-46cf-4f5d-85e8-cc71d8fc378a?filename=rfq_12977.pdf
332,Texas Dept. of Housing and Community Affairs,332-17-470,204,13,IT,20,pkg,Cable Matters Cat6 Snagless Ethernet Patch Cable **YELLOW** (5pck),,Sue Jaeger,512.475.3998,sue.jaeger@tdhca.state.tx.us,,,,https://data.texas.gov/views/qwhy-c2kk/files/49433800-5f4a-48b2-98e6-215aac782f25?filename=332-17-470.pdf
751,Texas A&M University-Commerce,751-17-R790005,962,18,Other Services,1,JOB,Cable Project ,,Travis A. Ball,903-886-5060,Travis.Ball@tamuc.edu,,,,https://data.texas.gov/views/qwhy-c2kk/files/6ddebcee-b563-48aa-8bdb-34ae4846bbfa?filename=751-17-R790005.pdf
537,Department of State Health Services,537-0000177010,165,26,Office Supplies,1,Each,"Cambro CPMU244875PDPKG: Drying rack cart (OR EQUIVALENT) â¢ Length: 48 Inches â¢ Width : 24 Inches â¢ Height: 75 Inches â¢ Anti-Microbial  â¢ Capacity: 512 Trays â¢ Mobile, with Casters â¢ Color: Gray â¢ Material: ABS Plastic",,Debra Burns,512-406-2564,debra.burns@hhsc.state.tx.us,"IF BIDDING ALTERNATE PRODUCT, PLEASE PROVIDE DESCRIPTIVE LITERATURE WITH YOUR RESPONSE OR BID MAY NOT BE ACCEPTED",,,https://data.texas.gov/views/qwhy-c2kk/files/e8451e62-4d18-49b2-b7ba-6c6c4f257114?filename=537-0000177010+drying+rack+cart.pdf
802,Texas Parks & Wildlife Department,802-17-39273_WL,655,29,IT,1,Each,Camera and kit,,Amy Jarmon,512-389-8500,amy.jarmon@tpwd.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/1b7a663c-d808-4690-9a09-96b02aad295d?filename=655-29-39273_WL.pdf
802,Texas Parks & Wildlife Department,802-17-39276_WL,655,20,Commodities,1,Each,Camera lens,,Amy Jarmon,512-389-8500,amy.jarmon@tpwd.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/21241f4f-b77d-4d91-9536-92a3291c6f99?filename=655-20-39276_WL.pdf
582,Texas Commission on Environmental Quality,582-17-74098,655,29,IT,3,Each,"Camera System including: G800SE camera, GPS unit",,Nora Randall,512-239-2621,tceqebid@tceq.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/84515e90-249d-447b-973f-98b94fb2ac4d?filename=74098_Camera_Nora+Randall_4-27-17.pdf
802,Texas Parks & Wildlife Department,802-17-39854_WL,"120, 345","30, 40, 77 & 90",Commodities,2,Each,"Canoes, kayaks, paddles, life vest, seat cushions",,Amy Jarmon,512-389-8500,amy.jarmon@TPWD.TEXAS.GOV,,,,https://data.texas.gov/views/qwhy-c2kk/files/26070ef4-6d5e-4c60-96b6-f2f7c769a171?filename=120_30_44_70_345_90_39854_WL.pdf
529,Health and Human Services,529-2000172910,207,72,Office Supplies,2,Each,"Canon Cyan Ink Tank For imagePROGRAF iPF500, iPF600, and iPF700 Printers, 4.4 fl oz. Mfg P/N CNM0896B001AAA",,Debra Burns,512-406-2564,debra.burns@hhsc.state.tx.us,,,,https://data.texas.gov/views/qwhy-c2kk/files/b105fdc9-8793-4cd8-ae68-0537b8657c57?filename=Solictation+Form+529-2000172910.pdf
529,Health and Human Services,529-2000172910,207,72,Office Supplies,2,Each,"Canon Yellow Ink Tank For imagePROGRAF iPF500, iPF600, and iPF700 Printers, 4.40 fl oz. Mfg P/N CNM0898B001AA",,Debra Burns,512-406-2564,debra.burns@hhsc.state.tx.us,,,,https://data.texas.gov/views/qwhy-c2kk/files/1b566d83-52f3-4222-b38a-154a4f047b28?filename=Solictation+Form+529-2000172910.pdf
808 ,Texas Historical Commission,808-17-SS0054,645,31,Office Supplies,,PACKAGE,CARD STOCK,,Charlotte Craig,512-936-4198,charlotte.craig@thc.texas.gov,,,https://data.texas.gov/views/qwhy-c2kk/files/9e3d8aea-c32a-4af4-8822-a319a9799f80?filename=PO+T%26Cs+%28Updated+3-10-2017%29.docx,https://data.texas.gov/views/qwhy-c2kk/files/0c6f1dc7-d66d-49ac-9c35-98415905ab7f?filename=808-17-SS0054.docx
717,Texas Southern University,717-17-SBP2,863,30,Other,25,Each,Carlisle Tur Saver Tire - Golf Cart 20x10x10,,Kisten Rhodes,,Kisten.Rhodes@TSU.EDU,,,https://data.texas.gov/views/qwhy-c2kk/files/bbcd62a3-f7df-4e3a-bd45-89935707ea17?filename=TSU+Terms+and+Conditions.pdf,
752,University of North Texas,752-17-1006,910,09,Other Services,1,Project,Carpet Cleaning,,Terri Miller,940-369-5580,terri.miller@untsystem.edu,Please see attached for details.,,,https://data.texas.gov/views/qwhy-c2kk/files/b006f0b6-c1c5-457d-b7b4-9714949431a9?filename=2017+Spot+Bid+Fair+-+Carpet+Cleaning.docx
802,Texas Parks & Wildlife Department,802-17-39476_WL,330,13,Commodities,52,Each,"Cattle Panels, T-Post and T-post clips",,Amy Jarmon,512-389-8500,amy.jarmon@TPWD.TEXAS.GOV,,,,https://data.texas.gov/views/qwhy-c2kk/files/74ec5439-9ea3-4f84-b564-5b2192ab0bfb?filename=330-13-39476_WL.pdf
701,Texas Eduaction Agency ,701-17-SBID6,207,72,Office Supplies,2,each,"CB540A, CB541A, CB542A, CB543A",400.00,Valerie Francis ,512-936-1367,valerie.francis@tea.texas.gov,2 of each for a total of 8 toners,,,
737,Angelo State University,737-16-S8356,285,50,Commodities,24,each,CFT42W/4P/841 - 42 Watt - Compact Fluorescent - T4 - 4-Pin (GX24q-4),250.00,Michelle Michaelis,,mmichaelis@angelo.edu,,https://data.texas.gov/views/qwhy-c2kk/files/3f64ced0-d67f-460e-a4d2-20ffede17688?filename=LBulb+-+S8356+image.jpg,https://data.texas.gov/views/qwhy-c2kk/files/75c9f9bf-8c3a-4d27-ad60-1e5ba1bd9c30?filename=terms-and-conditions.pdf,https://data.texas.gov/views/qwhy-c2kk/files/03ff1aac-e1b8-411c-bf6c-38b11c4f90ff?filename=LBulbs-S8356_IFB.pdf
320,TEXAS WORKFORCE COMMISSION,7855J,365,80,Office Supplies,1,EA,"CH53010,  Upright Vacuum Amps 12,",200.00,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/8cb8237c-e137-4b25-b500-b501e34e279d?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,https://data.texas.gov/views/qwhy-c2kk/files/443fbfcf-1f82-4ca8-9e58-b4c88efeddf8?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx
802,Texas Parks and Wildlife Department,802-17-39692,075,44,Commodities,2,Each,Chain hoist and Geared Trolley,,Dominik Mendoza,5123894914,dominik.mendoza@tpwd.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/289a1292-2add-4feb-87b1-1d94a9ef58eb?filename=075-44_39692_SP.pdf
529,Health and Human Services,529-2000172831 ,605,36,Office Supplies,110,Each,"Chair Mat, Carpeted Surface: Regular with lip, Clear, 36""X 48"" Lip, Lifetime Warranty",, Debra Burns,512-406-2564,debra.burns@hhsc.state.tx.us,,,,https://data.texas.gov/views/qwhy-c2kk/files/7aadbae0-753d-4555-84f9-08e505de1150?filename=Solictation+Form+529-2000172831.pdf
454,Texas Department of Insurance,17-18188-2,615,23,,10,EA,"Chair mat - NO LIP  36"" x 48""",400.00,Frank Brown,512-676-6148,frank.brown@tdi.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/b4741fde-5411-479d-9ced-15d57bfd2940?filename=17-18188+PRICING+REQUEST+.docx
454,Texas Department of Insurance,17-18188-1,615,23,,10,EA,"Chair Mat - No Lip   60"" x 48""",700.00,Frank Brown,512-676-6148,frank.brown@tdi.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/5d1fce80-eedd-4c33-ace9-3de60c52cdaa?filename=17-18188+PRICING+REQUEST+.docx
529,Health and Human Services,529-2000174202 ,605,36,Office Supplies,32,Each,"Chair Mat - RealSpace 35% Recycled Thick Plush Carpet, All-Pile Studded, Clear, 36""x48"", Mfg P/N DEFCM1U142OD  Limited Lifetime warranty ",,Debra Burns,512-406-2564,debra.burns@hhsc.state.tx.us,,,,https://data.texas.gov/views/qwhy-c2kk/files/9b6c3ac7-1f45-48c7-acab-355c1c8abea0?filename=Solictation+Form+529-2000174202.pdf
601,TXDOT,601320000022231,445,09,Commodities,1,EACH,CIRCULAR SAW BLADES,,DAVID REYES,956-702-6177,DAVID.REYES@TXDOT.GOV,,,,https://data.texas.gov/views/qwhy-c2kk/files/dd7a49bb-36ed-462d-892a-1185aa67305f?filename=601320000022231.pdf
362,TEXAS LOTTERY COMMISSION,RQ17-0670 ,615,23,Commodities,2,Each,"CLEAR VINYL DESK PAD, 20â X 36â, E.S. ROBBINS MODEL # 120737 ",,SCOTT MERRYMAN,(512) 344-5402 ,SCOTT.MERRYMAN@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/qwhy-c2kk/files/a566a2bd-2168-4201-9686-f7becc7e7c6d?filename=2017+RFQ+17-0670.pdf
515,Texas State Board of Pharmacy,515-17-0005,615,09,Commodities,20,BX,"C-line, Self-Adhesive Reinforcing Strips, 10 3/4 x 1, 200/BX, 64112",,David Hardy,512-305-8023,david.hardy@pharmacy.texas.gov,,,,
737,Angelo State University,737-17- ClosetValve,670,55,Commodities,40,each,Closet Relief Valve,218.80,Michelle Michaelis,,mmichaelis@angelo.edu,,https://data.texas.gov/views/qwhy-c2kk/files/66b93756-133a-46b6-bc41-85b0413ea8b1?filename=Closet+R+Valve+Image.jpg,https://data.texas.gov/views/qwhy-c2kk/files/15310dd8-8e70-4263-81de-070a7747ad86?filename=terms-and-conditions.pdf,https://data.texas.gov/views/qwhy-c2kk/files/8c028818-6685-4ca0-8b80-a8cdf9205c22?filename=ClosetRValve_IFB.pdf
537,Department State Health Services,537-0000176920 ,530,25,Commodities,2,Each,"Codi Apex 17"" Nylon Backpack, Adjustable Sternum and Waist Straps, Top-Load laptop compartment, Accessory Pocket, Card Holder, Pen and Cell Pocket, Padded Interior and Shoulder Straps, Mfg P/N C7750 ",,Debra Burns,512-406-2564,debra.burns@hhsc.state.tx.us,,,,https://data.texas.gov/views/qwhy-c2kk/files/1d64c47e-4459-4e2e-8d82-b3fa9381a82a?filename=Solictation+Form+537-0000176920.pdf
313,Department of Information Resources,,425,62,Office Supplies,1,Each,ComfiLife New Enhanced Design Orthopedic Coccyx Seat Cusion,30.00,Carrie Cooper,512-936-2353,carrie.cooper@dir.texas.gov,,,,
802,Texas Parks and Wildlife Department,802-17-39573,913,65,Other Services,1,Lot,Comm Scope Install,,Dominik Mendoza,5123894914,dominik.mendoza@tpwd.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/3fc2774d-0c89-43c2-90be-b06117e5f6ca?filename=913-65_39573_SP.pdf
711,Texas A&M University,711-17-1708-SSC,285,32,Commodities,10,Case,"COMPACT FLUORESCENT LAMP, PLUG-IN, 13 LAMP WATTS, 60 INCANDESCENT EQUIVALENT (WATTS), LAMP DESIGNATION F13BX/ECO, SINGLE BIAX LAMP SHAPE, GX23 (2-PIN) BASE, 82 CRI, 4100 COLOR TEMP., COOL WHITE LAMP TONE, 10, 000 HR. AVERAGE LIFE, 825 INITIAL, (10 PER CASE)",,Cindy Gillar,979-845-9010,c-gillar@tamu.edu,,,,https://data.texas.gov/views/qwhy-c2kk/files/47ab0a3d-e760-48a9-824a-84c2525cb094?filename=711-17-1708-SSC.pdf
711,Texas A&M University,711-17-1708-SSC,285,32,Commodities,10,Case,"COMPACT FLUORESCENT LAMP, PLUG-IN, 32 LAMP WATTS, 120 INCANDESCENT EQUIVALENT (WATTS), LAMP DESIGNATION F32TBX/A/ECO, TRIPLE BIAX LAMP SHAPE, GX24Q-3 (4-PIN) BASE, 82 CRI, 4100 COLOR TEMP., COOL WHITE LAMP TONE, 12, 000 HR. AVERAGE LIFE,  1PHA5, (10 PER CASE)",,Cindy Gillar,979-845-9010,c-gillar@tamu.edu,,,,https://data.texas.gov/views/qwhy-c2kk/files/78a86dd4-fc41-4d38-b673-b15f05a598e6?filename=711-17-1708-SSC.pdf
711,Texas A&M University,711-17-1708-SSC,285,32,Commodities,10,Case,"COMPACT FLUORESCENT LAMP, SELF BALLASTED SCREW IN, 15 LAMP WATTS, 60 INCANDESCENT EQUIVALENT (WATTS), 120 VOLTAGE, LAMP DESIGNATION FLE14HT3/2/841, SPIRAL, T3 3/8 IN. DIA. LAMP SHAPE, MEDIUM BASE, 82 CRI, 4100 COLOR TEMP., COOL WHITE , (10 PER CASE), 4ZY23",,Cindy Gillar,979-845-9010,c-gillar@tamu.edu,,,,https://data.texas.gov/views/qwhy-c2kk/files/62627e07-7146-49c6-ac7d-4ad1b7006bbe?filename=711-17-1708-SSC.pdf
327,Employees Retirement System of Texas,327-17-25757-1,450,31,Commodities,30,Ea,"Compact Multi-Function LED Flashlight with three lighting modes: spot, flood, spot and flood simultaneously.  Color: yellow or black. Reference Model: Streamlight, Dualie 2AA or equal.  ** Products must be new, per section 2.4 of ERS T&C's.",,Andrew Ortegon,512-867-7562,Andrew.Ortegon@ers.state.tx.us,Let me know if you have any questions.  ,https://data.texas.gov/views/qwhy-c2kk/files/6b38fb0e-aeca-4220-a2a4-ebe415ffa20d?filename=327-17-25757-1+Multi+Function+Flashlight.pdf,,
727,Texas A&M Transportation Institute,727-17-002,207,72,Office Supplies,1,ea,"Compatible for Xerox 106R01436 High-Yield Toner, 17800 page yield, Cyan",,Donna Harrell,979-845-2284,d-harrell@tti.tamu.edu,,,,
727,Texas A&M Transportation Institute,727-17-002 ,207,72,Commodities,1,ea,"Compatible for Xerox 106R01437 High-Yield Toner, 17800 page yield Magenta",,Donna Harrell,979-845-2284,d-harrell@tti.tamu.edu,,,,
727,Texas A&M Transportation Institute,727-17-002,207,72,Office Supplies,1,ea,"Compatible for Xerox 106R01438 High-Yield Toner, 17800 page yield, Yellow",,Donna Harrell,979-845-2284,d-harrell@tti.tamu.edu,,,,
727,Texas A&M Transportation Institute,727-17-002,207,72,Office Supplies,1,ea,"Compatible for Xerox 106R01439 High-Yield Toner, 17800 page yield, Black",,Donna Harrell,979-845-2284,d-harrell@tti.tamu.edu,,,,
454,Texas Department of Insurance,17-18188-10,207,25,,6,Case,Compressed Air - 10oz  12 per case,450.00,Frank Brown,Frank Brown,frank.b rown@tdi.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/e3d72e32-9fae-4503-89fa-f031ca43ea24?filename=17-18188+PRICING+REQUEST+.docx
103,Texas Legislative Council,103-17-APS24429,485,21,Office Supplies,30,EA,Compressed Air Can 10oz,,Melissa De Tarr,512.463.1155 EXT 1153,Melissa.DeTarr@tlc.texas.gov,,,https://data.texas.gov/views/qwhy-c2kk/files/6c95e01a-60d7-41ed-a19c-78abde6343db?filename=Terms+for+Purchases.pdf,https://data.texas.gov/views/qwhy-c2kk/files/3200aaa9-8d63-4ca2-a8ea-0e55fd326b5a?filename=103-17-APS24429.pdf
556,Texas A&M AgriLife Research,AM06-09,"204, 207",,IT,,,Computer accessories as shown in the attached,,Nicole Malain,979-845-0839,nicole.malain@ag.tamu.edu,,,https://data.texas.gov/views/qwhy-c2kk/files/c956569b-dec7-4588-8ea1-798cfd7dc57a?filename=TCs+of++Bid+2-28-17.pdf,https://data.texas.gov/views/qwhy-c2kk/files/100b1aab-2826-4db9-844d-6dea3afb2bb1?filename=AM06-09.pdf
644,Texas Juvenile Justice Department,Req0030763,206,00,IT,6,each,"computer drives, monitors and graphic cards",,Dorene Corsentino,512-490-7263,dorene.corsentino@tjjd.texas.gov,"multiple items and quantities, please download entire bid",,https://data.texas.gov/views/qwhy-c2kk/files/7ee424fa-4112-4338-b4dc-94cfe6e90827?filename=0030763+T+and+C.docx,https://data.texas.gov/views/qwhy-c2kk/files/fc6a57f8-c0a4-4689-b60c-ac4056dab180?filename=Request+for+Bid+0030763.docx
769,University of North Texas System,769-17-4005,"207,204","79,72",IT,10,Ea,Computer Monitor Arms ,,Kimmalla Mitchell,9403695528,kimmalla.mitchell@untsystem.edu,Please see attachment with the list of specs and detailed information,https://data.texas.gov/views/qwhy-c2kk/files/11bad1af-d2a8-44f3-a2fa-5ad391f72363?filename=computer+arm+bid.pdf,,
