"lastname","firstname","middlename","suffix","entityname","city","state","mailzipcode","licensetype","subcategory","licensenumber","licensefirstissuedate","licenselastreneweddate","licenseexpirationdate","licensestatusdescription","specialty","title","degrees","casenumber","programaction","disciplineeffectivedate","disciplinecompletedate","linktoverifylicense","linktoviewhealthcareprofile"
,,,,"H B Electric","Longmont","CO","80504","EC",,"4683","1997-09-22T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=325838&contact=378217",
,,,,"Eagle Electrical Contracting, Incorporated","LONGMONT","CO","80501","EC",,"4714","1997-11-13T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=325872&contact=372773",
,,,,"Mclectric Contracting","LONGMONT","CO","80501","EC",,"4737","1998-01-06T00:00:00.000","2003-03-01T00:00:00.000","2005-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=325899&contact=387205",
,,,,"Light Em' Up Electric","Longmont","CO","80503","EC",,"4783","1998-03-12T00:00:00.000","2005-03-01T00:00:00.000","2007-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=325949&contact=385233",
,,,,"FCD Enterprises, Inc.","Longmont","CO","80504","EC",,"5077","1999-04-27T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=326531&contact=370224",
,,,,"Don Koldeway Electric","LONGMONT","CO","80504","EC",,"5260","2000-01-07T00:00:00.000","2014-10-01T00:00:00.000","2017-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=326920&contact=372047",
,,,,"Trinity Power, Inc.","Longmont","CO","80501","EC",,"5416","2000-07-27T00:00:00.000","2014-10-01T00:00:00.000","2017-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=326799&contact=414585",
,,,,"New World Electric Inc.","LONGMONT","CO","80501","EC",,"5432","2000-08-14T00:00:00.000","2007-03-01T00:00:00.000","2009-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=322108&contact=392650",
,,,,"Mr Electric","LONGMONT","CO","80503","EC",,"5531","2001-02-08T00:00:00.000","2003-02-08T00:00:00.000","2005-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=322315&contact=391751",
,,,,"The Electric Connection","LONGMONT","CO","80501","EC",,"5614","2001-05-07T00:00:00.000","2002-02-25T00:00:00.000","2002-02-25T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=322220&contact=413421",
,,,,"Olde Towne Electric LLC","Longmont","CO","80502","EC",,"5650","2001-06-13T00:00:00.000","2014-10-01T00:00:00.000","2017-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=323492&contact=416866",
,,,,"Transformed Electric","LONGMONT","CO","80501","EC",,"5664","2001-07-10T00:00:00.000","2001-07-10T00:00:00.000","2003-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=323505&contact=414285",
,,,,"Maicon, Llc","LONGMONT","CO","80503","EC",,"5681","2001-08-01T00:00:00.000","2014-10-01T00:00:00.000","2017-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=323515&contact=386265",
,,,,"Electric Solutions Llc","LONGMONT","CO","80502","EC",,"5797","2002-01-15T00:00:00.000","2003-03-01T00:00:00.000","2005-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=323603&contact=373531",
,,,,"Breakers Electric LLC","Longmont","CO","80502","EC",,"5986","2002-08-26T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=323874&contact=364741",
,,,,"B.M.W. Electric","LONGMONT","CO","80501","EC",,"6079","2002-12-27T00:00:00.000","2007-06-18T00:00:00.000","2009-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=324160&contact=417660",
,,,,"Michael Wiseman Electric","Longmont","CO","80501","EC",,"6137","2003-03-08T00:00:00.000","2009-03-01T00:00:00.000","2011-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=323998&contact=388883",
,,,,"Commercial Electrical & Fire Alarm, Inc.","Longmont","CO","80504","EC",,"6263","2003-07-24T00:00:00.000","2003-07-24T00:00:00.000","2005-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=320656&contact=377216",
,,,,"Mountainside Electric Company","Longmont","CO","80501","EC",,"6306","2003-09-26T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=331710&contact=389700",
,,,,"Custom Electric Corp of the Rockies","Longmont","CO","80501","EC",,"6454","2004-03-23T00:00:00.000","2007-03-01T00:00:00.000","2008-04-24T00:00:00.000","Cancelled",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=336254&contact=391993",
,,,,"Hemker Electric Inc","Longmont","CO","80501","EC",,"6479","2004-04-30T00:00:00.000","2011-10-01T00:00:00.000","2014-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=337053&contact=392344",
,,,,"Electrical Systems Inc","Longmont","CO","80504","EC",,"6482","2004-05-17T00:00:00.000","2020-12-30T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=337406&contact=392516","https://www.colorado.gov/dora/licensing/SnapshotViewer.aspx?cid=337406&Key=DE88C1E9-29A4-4D30-A9DF-3730F6F9066E"
,,,,"Lord Electrical Service LLC","Longmont","CO","80504","EC",,"6495","2004-06-04T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=337887&contact=392731",
,,,,"Daniel Lappin Electric","Longmont","CO","80504","EC",,"6508","2004-06-15T00:00:00.000","2007-03-01T00:00:00.000","2009-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=338043&contact=392839",
,,,,"Joe's Electrical Service","Longmont","CO","80501","EC",,"6618","2004-11-08T00:00:00.000","2008-10-27T00:00:00.000","2009-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=339721&contact=394493",
,,,,"Sun Volt Electrical Services Inc","Longmont","CO","80502","EC",,"6872","2005-09-02T00:00:00.000","2009-03-01T00:00:00.000","2011-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=343385&contact=397894",
,,,,"Nuetec Electric Services","Longmont","CO","80501","EC",,"7007","2006-03-28T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=346008&contact=400619",
,,,,"Shippee Electrical Systems","Longmont","CO","80501","EC",,"7081","2006-07-10T00:00:00.000","2011-10-01T00:00:00.000","2014-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=347313&contact=402039",
,,,,"Freeman Electric LLC","Longmont","CO","80503","EC",,"7351","2007-08-17T00:00:00.000","2010-05-24T00:00:00.000","2011-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=352883&contact=407273",
,,,,"JJ Electric","Longmont","CO","80504","EC",,"7384","2007-10-04T00:00:00.000","2021-05-28T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=353830&contact=408057","https://www.colorado.gov/dora/licensing/SnapshotViewer.aspx?cid=353830&Key=4BE151B4-4D5D-4EB8-8409-7A87CACEC7B5"
,,,,"Contractor Electric Inc","Longmont","CO","80501","EC",,"7464","2008-02-05T00:00:00.000","2008-02-05T00:00:00.000","2009-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=368969&contact=419401",
,,,,"Airborne Electric LLC","Longmont","CO","80502","EC",,"7468","2008-02-22T00:00:00.000","2008-02-22T00:00:00.000","2009-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=371383&contact=420664",
,,,,"Secure Electric LLC","Longmont","CO","80501","EC",,"7519","2008-04-07T00:00:00.000","2019-06-20T00:00:00.000","2020-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=279128&contact=422219",
,,,,"Zachary Hatla","Longmont","CO","80504","EC",,"7526","2008-04-18T00:00:00.000","2022-03-28T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=281489&contact=423411","https://www.colorado.gov/dora/licensing/SnapshotViewer.aspx?cid=281489&Key=D82341C4-F912-405B-A0F1-0FF22E2AF53D"
,,,,"Windward Construction LLC","Longmont","CO","80503","EC",,"7597","2008-07-23T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=284237&contact=424912",
,,,,"LG Electric LLC","Longmont","CO","80504","EC",,"7841","2009-07-17T00:00:00.000","2021-07-27T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,"2011-4077","CLS Stipulation","04/22/2011","06/29/2011","https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=293893&contact=428967","https://www.colorado.gov/dora/licensing/SnapshotViewer.aspx?cid=293893&Key=8EC5D126-42EB-4655-82C4-C8BC7F87EE40"
,,,,"Falcon Electric LLC","Longmont","CO","80503","EC",,"7925","2009-11-06T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=294993&contact=353744",
,,,,"Alig Electric LLC","Longmont","CO","80504","EC",,"7982","2010-02-05T00:00:00.000","2017-10-01T00:00:00.000","2020-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=295642&contact=354473",
,,,,"Digitalglobe Inc.","Longmont","CO","80503","EC",,"8195","2010-12-20T00:00:00.000","2016-03-03T00:00:00.000","2017-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=298223&contact=358026",
,,,,"Rhinotrax Construction Inc","Longmont","CO","80501","EC",,"8217","2011-01-27T00:00:00.000","2011-10-01T00:00:00.000","2014-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=298415&contact=358276",
,,,,"An Electrician","Longmont","CO","80501","EC",,"8285","2011-06-07T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=305286&contact=366536",
,,,,"Randy Porter LLC","Longmont","CO","80501","EC",,"8304","2011-06-27T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=308436&contact=369269",
,,,,"Longmont Electric, Ltd.","Longmont","CO","80503","EC",,"8413","2012-01-20T00:00:00.000","2012-01-20T00:00:00.000","2014-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=315771&contact=377634",
,,,,"Eagle Electric","Longmont","CO","80503","EC",,"8452","2012-03-19T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=317610&contact=382250",
,,,,"Dolphin Electrical Services LLC","Longmont","CO","80503","EC",,"8464","2012-04-04T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,"2012-3808","CLS Stipulation","06/25/2012",,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=317730&contact=382507",
,,,,"2 Brother's Electric","Longmont","CO","80503","EC",,"100063","2012-11-01T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=926046&contact=987900",
,,,,"Rilo Electric Communication Construction LLC","Longmont","CO","80504","EC",,"100129","2013-03-19T00:00:00.000","2013-03-19T00:00:00.000","2014-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=940168&contact=1000059",
,,,,"Tri-Stone Electric, LLC","Longmont","CO","80504","EC",,"100172","2013-06-11T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=951007&contact=1009007",
,,,,"Artifex Electric","Longmont","CO","80503","EC",,"100194","2013-07-11T00:00:00.000","2017-12-22T00:00:00.000","2020-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=956460&contact=1014189",
,,,,"Allegiant Electric Inc.","Longmont","CO","80501","EC",,"100242","2013-10-07T00:00:00.000","2015-04-20T00:00:00.000","2017-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=967201&contact=1026943",
,,,,"Havoc Ventures LLC","Longmont","CO","80503","EC",,"100293","2014-02-11T00:00:00.000","2017-10-01T00:00:00.000","2020-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=980514&contact=1047234",
,,,,"Twin Peaks Heating Cooling Plumbing LLC","Longmont","CO","80501","EC",,"100386","2014-07-01T00:00:00.000","2014-07-01T00:00:00.000","2017-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1001329&contact=1071234",
,,,,"Advanced Electrical Repair LLC","Longmont","CO","80502","EC",,"100484","2015-01-08T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1024112&contact=1097834",
,,,,"Rapid Energy Solutions, LLC","Longmont","CO","80504","EC",,"100507","2015-02-09T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1027960&contact=1102368",
,,,,"High Voltage Electric Inc","Longmont","CO","80501","EC",,"100525","2015-03-06T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1030479&contact=1098163",
,,,,"Joe's Electric LLC","Longmont","CO","80504","EC",,"100572","2015-05-19T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1042675&contact=1119273",
,,,,"Rock Solid Electric Llc","Longmont","CO","80503","EC",,"100577","2015-05-19T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1042190&contact=1118797",
,,,,"Shalestone Resources LLC","Longmont","CO","80504","EC",,"100614","2015-07-08T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1049732&contact=1126573",
,,,,"Ward Electric Company, Inc.","Longmont","CO","80504","EC",,"100623","2015-07-27T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1053291&contact=1130682",
,,,,"Herbert Instrumentation Services LLC","Longmont","CO","80504","EC",,"100701","2015-12-16T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Need Master Hire - Cannot Practice",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1072236&contact=1158500",
,,,,"Great West Electrical Contractors","Longmont","CO","80504","EC",,"100714","2016-01-08T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1075227&contact=1164459",
,,,,"Open Range Access Inc","Longmont","CO","80504","EC",,"100722","2016-02-02T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Need Master Hire - Cannot Practice",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1076870&contact=1166459",
,,,,"RAD Electric INC","Longmont","CO","80501","EC",,"100766","2016-03-30T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1085883&contact=1176513",
,,,,"Zoltec Electric LLC","Longmont","CO","80501","EC",,"100800","2016-06-10T00:00:00.000","2016-06-10T00:00:00.000","2017-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1096330&contact=1186986",
,,,,"Treck Electric, LLC","Longmont","CO","80504","EC",,"100872","2016-09-27T00:00:00.000","2017-10-01T00:00:00.000","2020-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1110273&contact=1201414",
,,,,"Axicon LLC, Inc.","Longmont","CO","80501","EC",,"100884","2016-10-28T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1115406&contact=1207048",
,,,,"A Lamp Electric LLC","Longmont","CO","80501","EC",,"100921","2017-01-03T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1121774&contact=1213943",
,,,,"Neumiller Electric","Longmont","CO","80502","EC",,"100992","2017-04-20T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1138232&contact=1233207",
,,,,"Altek Electric LLC","Longmont","CO","80501","EC",,"101037","2017-06-14T00:00:00.000","2017-06-14T00:00:00.000","2020-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1144720&contact=1240254",
,,,,"Meiers Mechanical Inc","Longmont","CO","80501","EC",,"101072","2017-08-08T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1151779&contact=1247080",
,,,,"ECI Electricians Services Company","Longmont","CO","80504","EC",,"101150","2017-11-09T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1170775&contact=1267788",
,,,,"Green light electric company","Longmont","CO","80504","EC",,"101272","2018-06-01T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1200481&contact=1298809",
,,,,"1st Choice Electrical Service","Longmont","CO","80503","EC",,"101587","2019-07-23T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1264354&contact=1362569",
,,,,"DMD Electric LLC","Longmont","CO","80501","EC",,"101598","2019-08-21T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1268807&contact=1370540",
,,,,"New Energy Structures Company","Longmont","CO","80504","EC",,"101607","2019-09-03T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1269698&contact=1368802",
,,,,"Ashcraft Electric Ltd","Longmont","CO","80503","EC",,"101643","2019-10-09T00:00:00.000","2021-04-23T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1278066&contact=1379090","https://www.colorado.gov/dora/licensing/SnapshotViewer.aspx?cid=1278066&Key=349C1A26-C70A-4601-A877-4D130186F906"
,,,,"Magic Electric LLC","Longmont","CO","80504","EC",,"101674","2019-11-01T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1282891&contact=1360328",
,,,,"S.C. Holley Construction, Inc","Longmont","CO","80501","EC",,"101722","2020-01-06T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1290806&contact=1392245",
,,,,"Christian Electric LLC.","Longmont","CO","80503","EC",,"101749","2020-02-10T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1296735&contact=1400233",
,,,,"Tera Electric LLC","Longmont","CO","80504","EC",,"101762","2020-02-24T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1301227&contact=1403600",
,,,,"Global Electric LLC","Longmont","CO","80501","EC",,"101783","2020-03-24T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1308023&contact=1410463",
,,,,"ProGreen Solar","Longmont","CO","80501","EC",,"101788","2020-03-27T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1309030&contact=1411772",
,,,,"Lawdog Electric","Longmont","CO","80501","EC",,"101858","2020-07-29T00:00:00.000","2020-07-29T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1324509&contact=1428588",
,,,,"Courtney Electric LLC","Longmont","CO","80503","EC",,"102026","2021-04-22T00:00:00.000","2021-04-22T00:00:00.000","2023-09-30T00:00:00.000","Need Master Hire - Cannot Practice",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1359598&contact=1465535",
,,,,"Sparky Martin","Longmont","CO","80503","EC",,"102073","2021-05-25T00:00:00.000","2021-05-25T00:00:00.000","2026-09-30T00:00:00.000","Need Master Hire - Cannot Practice",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1370501&contact=1476111",
,,,,"Red Stone Electric LLC","Longmont","CO","80504","EC",,"102290","2022-01-05T00:00:00.000","2022-01-05T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1416821&contact=1521863",
,,,,"City of Longmont - Operations","Longmont","CO","80503","EC",,"102342","2022-03-04T00:00:00.000","2022-03-04T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1427777&contact=1478565",
,,,,"Herbert E&I LLC","Longmont","CO","80504","EC",,"102361","2022-03-18T00:00:00.000","2022-03-18T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1430740&contact=1539173",
,,,,"Coyote Electric Ltd.","Longmont","CO","80503","EC",,"102366","2022-03-22T00:00:00.000","2022-03-22T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=1431405&contact=1540944",
