"g_nero","municipio_de_nacimiento","pa_s","municipio_direcci_n","barrio_direcci_n","estrato","estado_civil","eps","grupo_sisben","zona","nivel_de_formaci_n","ocupaci_n","medio_de_transporte","multiculturalidad","estado","fecha_de_matr_cula","jornada","programa","per_odo","nivel","edad"
"Femenino","Medellín","Colombia","Envigado","Uribe Ángel","3","Soltero(a)","SISBEN","B3","Urbana","Media","Independiente","A Pie","No aplica","Graduado","2020-01-21T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2021-1","SEMESTRE 2","19"
"Masculino","Sin respuesta","Colombia","Envigado","El Dorado",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2019-05-22T10:00:00Z","NOCHE","CURSO EXTENSIÓN EXCEL","2019-1","SEMESTRE 1","55"
"Femenino","Pensilvania","Colombia","Medellín","El Poblado","6","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2015- 1","SEMESTRE 1","28"
"Femenino","Cali","Colombia","Envigado","El Salado","1","Casado(a)","EPS Sura","C5","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","Desplazado","Activo","2022-02-14T10:00:00Z","DIURNA","29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA","2022-1","SEMESTRE 1","62"
"Masculino","Itagui","Colombia","Envigado","La Mina","1","Soltero(a)","Susalud","Sin respuesta","Urbana","Media","Estudiante superior","Moto","No aplica","Graduado","2016-01-15T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2016-2","SEMESTRE 2","33"
"Masculino","Medellín","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Graduado","2019-02-21T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MERCADEO Y VENTAS","2019 - MT","ONCE","17"
"Masculino","Ayapel","Colombia","Envigado","La Paz","3","Soltero(a)","EPS Sura","C2","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Activo","2022-02-01T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2022-1","SEMESTRE 1","16"
"Masculino","Medellín","Colombia","Medellín","El Poblado","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Pregrado","Empleado","Sin respuesta","No aplica","Graduado","2015-02-03T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015-2","SEMESTRE 2","33"
"Femenino","Medellín","Colombia","Medellín","Sin respuesta","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Particular Automóvil","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Envigado","Colombia","Envigado","Uribe Ángel","3","Unión libre","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Moto","No aplica","Graduado","2016-05-03T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2017-2","SEMESTRE 2","31"
"Femenino","Jardín","Colombia","Envigado","El Salado","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2017-06-01T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2019-1","SEMESTRE 2","35"
"Masculino","Cali","Colombia","Envigado","Los Naranjos","3","Soltero(a)","EPS Sura","B4","Urbana","Básica secundaria","Estudiante superior","A Pie","No aplica","Graduado","2020-07-29T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2021-1","SEMESTRE 2","20"
"Masculino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Peatón","No aplica","Graduado","2020-01-31T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2021-1","SEMESTRE 2","18"
"Masculino","Itagui","Colombia","Itagui","Las Mercedes","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Básica secundaria",,"Público Bus o Buseta","No aplica","Inactivo","2016-07-07T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2017-1","SEMESTRE 1","24"
"Masculino","Itagui","Colombia","Envigado","El Salado","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2018-01-29T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018-2","SEMESTRE 2","21"
"Femenino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","Savia Salud","B1","Rural","Media","Estudiante básica","Sin respuesta","No aplica","Activo","2022-02-08T10:00:00Z","NOCHE","30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA","2022-1","SEMESTRE 1","18"
"Femenino","Medellín","Colombia","Envigado","San José","3","Soltero(a)","EPS Sura","N0","Rural","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2021-07-28T10:00:00Z","NOCHE","14T-TÉCNICO LABORAL EN CONTABILIDAD","2021-2","SEMESTRE 1","19"
"Femenino","Medellín","Colombia","Envigado","Primavera","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Postgrado","Empleado","Público Bus o Buseta","No aplica","Graduado","2017-06-06T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2017-2","SEMESTRE 2","35"
"Femenino","Envigado","Colombia","Envigado","El Trianón","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Sancionado","2018-02-01T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 1","27"
"Masculino","Medellín","Colombia","Envigado","El Dorado","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Inactivo","2019-05-29T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2019-2","SEMESTRE 1","30"
"Masculino","Medellín","Colombia","Sabaneta","La Doctora","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2015-2","SEMESTRE 2","28"
"Femenino","San Francisco","Colombia","Itagui","El Tablazo","1","Unión libre","SISBEN","Sin respuesta","Urbana","Pregrado","Desempleado","Sin respuesta","Desplazado","Graduado","2015-02-03T10:00:00Z","DIURNA","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2015-2","SEMESTRE 2","36"
"Femenino","Medellín","Colombia","Envigado","San José","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Empleado","Moto","No aplica","Inactivo",,,,,,"42"
"Femenino","Medellín","Colombia","Medellín","El Poblado","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Pregrado","Empleado","Sin respuesta","No aplica","Activo","2015-02-03T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015-2","SEMESTRE 2","39"
"Masculino","Medellín","Colombia","Envigado","Barrio Mesa","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Graduado","2016-01-08T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2017-1","SEMESTRE 2","23"
"Masculino","Medellín","Colombia","Medellín","La América","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Particular Bicicleta","No aplica","Inactivo","2015-11-11T10:00:00Z","NOCHE","MIN TRABAJO INICIAL","2015-2","SEMESTRE 1","28"
"Femenino","Medellín","Colombia","Envigado","Zuñiga","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Cancelado","2016-01-14T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","31"
"Femenino","Medellín","Colombia","Envigado","La Mina","3","Soltero(a)","Colsanitas","N","Urbana","Básica secundaria","Estudiante básica","Público Bus o Buseta","No aplica","Activo","2021-02-03T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2021-2","SEMESTRE 2","18"
"Masculino","Sin respuesta","Colombia","Envigado","Sin respuesta","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Graduado","2014-06-21T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015- 1","SEMESTRE 1","38"
"Masculino","Ciudad Bolívar","Colombia","Sabaneta","San José","4","Divorciado(a)","EPS Sura","N0","Urbana","Sin respuesta","Empleado","Público Bus o Buseta","No aplica","Activo","2022-02-07T10:00:00Z","DIURNA","08T-TÉCNICO LABORAL EN AUTOMOTRIZ","2022-1","SEMESTRE 1","40"
"Masculino","Medellín","Colombia","Medellín","Sin respuesta",,"Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2020-08-07T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Medellín","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Inactivo","2015-06-25T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-1","SEMESTRE 2","40"
"Masculino","Envigado","Colombia","Envigado","Barrio Mesa","4","Soltero(a)","Coomeva EPS","D3","Urbana","Media","Independiente","A Pie","No aplica","Activo","2021-07-31T10:00:00Z","DIURNA","22T-TÉCNICO LABORAL EN MARKETING DIGITAL","2022-1","SEMESTRE 1","27"
"Femenino","Envigado","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-11-02T10:00:00Z","DIURNA","EXTENSIÓN MANIPULACIÓN DE ALIMENTOS","2020-2","SEMESTRE 1","18"
"Femenino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Sancionado","2019-05-21T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2019-2","SEMESTRE 1","20"
"Masculino","Sin respuesta","Colombia","Medellín","López De Mesa","3","Sin Respuesta","Fundación Medico Preventiva","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Graduado","2015-05-11T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2015- 1","SEMESTRE 2","26"
"Femenino","Medellín","Colombia","Envigado","San Rafael","2","Soltero(a)","EPS Sura","B3","Urbana","Media","Estudiante superior","Público Otro","No aplica","Graduado","2020-01-14T10:00:00Z","DIURNA","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2021-1","SEMESTRE 2","25"
"Masculino","Santa Bárbara","Colombia","Envigado","Las Flores","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Sancionado","2016-06-01T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2017-1","SEMESTRE 2","35"
"Femenino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","No Aplica","C2","Urbana - rural","Básica secundaria","Estudiante básica","Público Bus o Buseta","No aplica","Activo","2021-07-28T10:00:00Z","NOCHE","07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES","2021-2","SEMESTRE 1","19"
"Femenino","Itagui","Colombia","Envigado","La Magnolia","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Pregrado","Desempleado","Moto","No aplica","Graduado","2017-07-11T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","33"
"Masculino","Caracas","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Particular Bicicleta","No aplica","Graduado","2020-01-15T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2021-1","SEMESTRE 2","21"
"Masculino","Envigado","Colombia","Envigado","Las Flores","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-01-19T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2016-2","SEMESTRE 2","35"
"Femenino","Medellín","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","C9","Urbana","Media","Empleado","A Pie","No aplica","Inactivo","2021-02-12T10:00:00Z","NOCHE","12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO","2021-2","SEMESTRE 2","19"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-09-07T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Femenino","Itagui","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","A2","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2021-01-28T10:00:00Z","DIURNA","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2021-2","SEMESTRE 2","22"
"Femenino","Bucaramanga","Colombia","Envigado","La Mina","3","Soltero(a)","EPS Sura","N0","Urbana","Básica secundaria","Estudiante básica","Moto","No aplica","Activo","2021-07-12T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA MARKETING DIGITAL","2021 - MT","DÉCIMO","16"
"Femenino","Sin respuesta","Colombia","Medellín","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Graduado","2016-11-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS","2016 - MT","DÉCIMO","23"
"Masculino","Medellín","Colombia","Envigado","San José","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana - rural","Pregrado","Estudiante superior","Público Otro","No aplica","Inactivo","2017-05-03T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2018-2","SEMESTRE 2","26"
"Femenino","Medellín","Colombia","Envigado","Uribe Ángel","2","Casado(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Desempleado","A Pie","No aplica","Graduado","2017-05-16T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","35"
"Masculino","Medellín","Colombia","Medellín","Guayabal",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2021-05-04T10:00:00Z","NOCHE","FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT","2021-1","SEMESTRE 1","35"
"Femenino","Medellín","Colombia","Envigado","El Dorado","3","Divorciado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Peatón","No aplica","Graduado","2019-07-03T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2020-1","SEMESTRE 2","47"
"Femenino","Medellín","Colombia","Envigado","Uribe Ángel","2","Sin Respuesta","EPS Sura","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Medellín","Colombia","Envigado","El Trianón","4","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2021-09-08T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Medellín","Colombia","Envigado","San Marcos","4","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2015-2","SEMESTRE 2","24"
"Femenino","Medellín","Colombia","Envigado","El Salado","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2016-05-26T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-1","SEMESTRE 2","36"
"Masculino","Armenia","Colombia","Envigado","La Paz","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Aplazamiento Semestre","2018-07-24T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-1","SEMESTRE 2","25"
"Masculino","Envigado","Colombia","Envigado","El Dorado",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-22T10:00:00Z","DIURNA","EXTENSIÓN EXCEL AVANZADO","2020-2","SEMESTRE 1","44"
"Masculino","Bello","Colombia","Itagui","Artex","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2018-12-10T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-2","SEMESTRE 2","21"
"Masculino","Medellín","Colombia","Bello","Fontidueño","2","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Básica secundaria","Empleado","Particular Motocicleta","No aplica","Aplazamiento Semestre","2016-11-15T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2017-1","SEMESTRE 1","28"
"Masculino","Envigado","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2018-02-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS","2017 - MT","DÉCIMO","20"
"Femenino","Medellín","Colombia","Envigado","San José","3","Soltero(a)","Salud Total EPS","C","Urbana","Media","Estudiante básica","A Pie","No aplica","Activo","2022-02-07T10:00:00Z","DIURNA","18T-TÉCNICO LABORAL EN GASTRONOMÍA","2022-1","SEMESTRE 1","18"
"Femenino","Sahagún","Colombia","Envigado","El Dorado","3","Casado(a)","Coomeva EPS","D1","Urbana","Básica secundaria","Desempleado","Particular Motocicleta","No aplica","Graduado","2020-08-12T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2021-1","SEMESTRE 2","28"
"Masculino","Sin respuesta","Colombia","Envigado","Sin respuesta","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Activo","2014-06-21T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2015- 1","SEMESTRE 2","30"
"Masculino","Medellín","Colombia","Envigado","San Rafael","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2016-02-03T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-2","SEMESTRE 2","26"
"Masculino","Envigado","Colombia","Envigado","Los Naranjos","3","Soltero(a)","Suramericana","C5",,"Media","Desempleado","Público Bus o Buseta","No aplica","Activo","2022-01-31T10:00:00Z","NOCHE","21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS","2022-1","SEMESTRE 1","25"
"Masculino","Envigado","Colombia","Envigado","El Salado","2","Sin Respuesta","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Sin estado",,"MEDIA TÉCNICA","MEDIA TECNICA GASTRONOMÍA INT",,,"22"
"Masculino","Medellín","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","C13","Urbana","Sin respuesta","Estudiante básica","Bicicleta","No aplica","Inactivo","2021-09-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Femenino","Envigado","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2019-11-21T10:00:00Z","MEDIA TÉCNICA","PROYECTOS FORMATIVOS MEDIA TECNICA","2018 - MT","ONCE","19"
"Masculino","Medellín","Colombia","Envigado","Barrio Mesa","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2016-08-09T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2016-2","SEMESTRE 1","26"
"Masculino","Medellín","Colombia","Envigado","Las Flores","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Bicicleta","No aplica","Sancionado","2019-07-17T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2020-1","SEMESTRE 2","30"
"Masculino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","A Pie","No aplica","Inactivo","2019-11-21T10:00:00Z","MEDIA TÉCNICA","PROYECTOS FORMATIVOS MEDIA TECNICA","2018 - MT","ONCE","19"
"Masculino","Bogotá","Colombia","Medellín","El Poblado","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Independiente","Otro","No aplica","Graduado","2018-12-10T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2020-1","SEMESTRE 1","30"
"Masculino","Envigado","Colombia","Envigado","La Sebastiana","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","A Pie","No aplica","Inactivo","2020-02-29T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021 - MT","ONCE","17"
"Masculino","Santa Bárbara","Colombia","Envigado","El Trianón","3","Soltero(a)","Cafesalud  EPS","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Sancionado","2016-06-24T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2017-1","SEMESTRE 1","25"
"Femenino","Medellín","Colombia","Medellín","Sin respuesta","2","Soltero(a)","Coomeva EPS","N0","Rural","Media","Empleado","Público Bus o Buseta","No aplica","Activo","2022-02-04T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2022-1","SEMESTRE 1","19"
"Masculino","Envigado","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Cancelado","2019-02-21T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MERCADEO Y VENTAS","2019 - MT","DÉCIMO","19"
"Femenino","Envigado","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","Cabeza de familia","Activo","2022-02-08T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2022-1","SEMESTRE 1","28"
"Masculino","Sin respuesta","Colombia","Itagui","La Finca","3","Soltero(a)","Sanidad Militar","Sin respuesta","Urbana","Media","Empleado","Moto","No aplica","Inactivo","2018-01-11T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2018-2","SEMESTRE 2","23"
"Masculino","Itagui","Colombia","Envigado","Alcalá","3","Casado(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Inactivo","2015-07-21T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2016-1","SEMESTRE 2","33"
"Masculino","Envigado","Colombia","Envigado","Los Naranjos","3","Soltero(a)","SISBEN","D21","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Cancelado","2019-06-27T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2019-2","SEMESTRE 1","21"
"Femenino","Vegachí","Colombia","Envigado","San Rafael","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Graduado","2017-06-07T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2018-1","SEMESTRE 2","26"
"Masculino","Medellín","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Empleado","Particular Motocicleta","No aplica","Graduado","2018-07-26T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2019-1","SEMESTRE 2","29"
