"rec_no","fiscal_year","fiscal_year_period","accounting_period","service","department","fund_code","fund_name","appropriation_code","appropriation_name","program","expense_category","vendor","vendor_id","payment_id","payment_date","invoice_id","invoice_line","invoice_distribution_line","invoice_date","amount","description"
"213010168","2015","8","FEBRUARY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU201548T0202940-1-0","2015-02-12T00:00:00.000","GAX-655-GAXRU201548T0202940-1-0","1","1","2015-02-12T00:00:00.000","11733.92","REFUND"
"213196122","2015","8","FEBRUARY","ECONOMIC DEVELOPMENT","IOWA ECONOMIC DEVELOPMENT AUTHORITY","0340","CDBG SUBGRANTS",,,"SUB-GRANTS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-269-15BHGAX466-1-0","2015-02-17T00:00:00.000","GAX-269-15BHGAX466-1-0","1","1","2015-02-17T00:00:00.000","155708","FEDERAL PASS THROUGH"
"213778160","2015","8","FEBRUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ056336201500336-1-0","2015-02-25T00:00:00.000","GAX-625-625JJ056336201500336-1-0","1","1","2015-02-25T00:00:00.000","7584.02","REFUND - LOCAL OPTION SLS TAX"
"214511936","2015","9","MARCH","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY065150094-1-0","2015-03-10T00:00:00.000","GAX-212-212CY065150094-1-0","1","1","2015-03-10T00:00:00.000","390","CITIES-LIQUOR SALES DIST."
"214615982","2015","9","MARCH","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU201576T0302940-1-0","2015-03-12T00:00:00.000","GAX-655-GAXRU201576T0302940-1-0","1","1","2015-03-12T00:00:00.000","12192.61","REFUND"
"215471824","2015","9","MARCH","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ086336201500336-1-0","2015-03-27T00:00:00.000","GAX-625-625JJ086336201500336-1-0","1","1","2015-03-27T00:00:00.000","7584.02","REFUND - LOCAL OPTION SLS TAX"
"216249546","2015","10","APRIL","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY097150098-1-0","2015-04-09T00:00:00.000","GAX-212-212CY097150098-1-0","1","1","2015-04-09T00:00:00.000","100","CITIES-LIQUOR SALES DIST."
"216843756","2015","10","APRIL","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2015111T0402940-1-0","2015-04-16T00:00:00.000","GAX-655-GAXRU2015111T0402940-1-0","1","1","2015-04-16T00:00:00.000","9614.05","REFUND"
"217361500","2015","10","APRIL","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ118336201500336-1-0","2015-04-28T00:00:00.000","GAX-625-625JJ118336201500336-1-0","1","1","2015-04-28T00:00:00.000","7584.02","REFUND - LOCAL OPTION SLS TAX"
"218540512","2015","11","MAY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2015139T0502940-1-0","2015-05-14T00:00:00.000","GAX-655-GAXRU2015139T0502940-1-0","1","1","2015-05-14T00:00:00.000","6045.5","REFUND"
"218726610","2015","11","MAY","ECONOMIC DEVELOPMENT","IOWA ECONOMIC DEVELOPMENT AUTHORITY","0340","CDBG SUBGRANTS",,,"SUB-GRANTS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-269-15BHGAX674-2-0","2015-05-20T00:00:00.000","GAX-269-15BHGAX674-2-0","1","1","2015-05-20T00:00:00.000","28750","FEDERAL PASS THROUGH"
"219072788","2015","11","MAY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ147336201500336-1-0","2015-05-27T00:00:00.000","GAX-625-625JJ147336201500336-1-0","1","1","2015-05-27T00:00:00.000","8368.57","REFUND - LOCAL OPTION SLS TAX"
"219992264","2015","12","JUNE","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2015167T0602940-1-0","2015-06-11T00:00:00.000","GAX-655-GAXRU2015167T0602940-1-0","1","1","2015-06-11T00:00:00.000","15012.52","REFUND"
"220342360","2015","12","JUNE","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY161150098-1-0","2015-06-19T00:00:00.000","GAX-212-212CY161150098-1-0","1","1","2015-06-19T00:00:00.000","390","CITIES-LIQUOR SALES DIST."
"220825620","2015","12","JUNE","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ177336201500336-1-0","2015-06-26T00:00:00.000","GAX-625-625JJ177336201500336-1-0","1","1","2015-06-26T00:00:00.000","8368.57","REFUND - LOCAL OPTION SLS TAX"
"243283556","2016","1","JUNE +30","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2016201T0702940-1-0","2016-07-14T00:00:00.000","GAX-655-GAXRU2016201T0702940-1-0","1","1","2016-07-14T00:00:00.000","12452.22","REFUND"
"244114182","2016","1","JUNE +30","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ209335201600335-1-0","2016-07-27T00:00:00.000","GAX-625-625JJ209335201600335-1-0","1","1","2016-07-27T00:00:00.000","6696.48","REFUND - LOCAL OPTION SLS TAX"
"223920570","2016","2","AUGUST","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2015230T0802940-1-0","2015-08-13T00:00:00.000","GAX-655-GAXRU2015230T0802940-1-0","1","1","2015-08-13T00:00:00.000","18533.31","REFUND"
"224692450","2016","2","AUGUST","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ238335201500335-1-0","2015-08-26T00:00:00.000","GAX-625-625JJ238335201500335-1-0","1","1","2015-08-26T00:00:00.000","8315.88","REFUND - LOCAL OPTION SLS TAX"
"225226530","2016","3","SEPTEMBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","ENRICH IOWA","STATE AID","FAYETTE CITY OF","00002128912","GAX-282-090215AC157-1-0","2015-09-02T00:00:00.000","GAX-282-090215AC157-1-0","1","1","2015-09-02T00:00:00.000","1287.75","STATE AID"
"225619664","2016","3","SEPTEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2015258T0902940-1-0","2015-09-10T00:00:00.000","GAX-655-GAXRU2015258T0902940-1-0","1","1","2015-09-10T00:00:00.000","16438.52","REFUND"
"225822724","2016","3","SEPTEMBER","JUSTICE SYSTEM","ATTORNEY GENERAL","0010","VICTIM COMPENSATION FUND",,,"CLAIMS PAYMENTS","OUTSIDE SERVICES","FAYETTE CITY OF","00003087160","GAX-112-AGGA090315007-6-0","2015-09-14T00:00:00.000","GAX-112-AGGA090315007-6-0","1","1","2015-09-14T00:00:00.000","245.56","AMBULANCE SERVICE"
"226270064","2016","3","SEPTEMBER","ECONOMIC DEVELOPMENT","IOWA ECONOMIC DEVELOPMENT AUTHORITY","0340","CDBG SUBGRANTS",,,"SUB-GRANTS","STATE AID","FAYETTE CITY OF","00002128911","GAX-269-16BHGAX125-1-0","2015-09-17T00:00:00.000","GAX-269-16BHGAX125-1-0","1","1","2015-09-17T00:00:00.000","5648","FEDERAL PASS THROUGH"
"226627536","2016","3","SEPTEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ271335201500335-1-0","2015-09-28T00:00:00.000","GAX-625-625JJ271335201500335-1-0","1","1","2015-09-28T00:00:00.000","8315.88","REFUND - LOCAL OPTION SLS TAX"
"226980182","2016","3","SEPTEMBER","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0267","EMPG TERRORISM",,,"PA DR 4184 EXEC COUNCIL","STATE AID","FAYETTE CITY OF","00002128911","GAX-583-165830090193-4-0","2015-09-30T00:00:00.000","GAX-583-165830090193-4-0","2","1","2015-09-30T00:00:00.000","159.31","STATE AID"
"226980186","2016","3","SEPTEMBER","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0267","EMPG TERRORISM",,,"PA DR 4184 EXEC COUNCIL","STATE AID","FAYETTE CITY OF","00002128911","GAX-583-165830090193-4-0","2015-09-30T00:00:00.000","GAX-583-165830090193-4-0","1","1","2015-09-30T00:00:00.000","592.79","STATE AID"
"226980190","2016","3","SEPTEMBER","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0267","EMPG TERRORISM",,,"PA DR 4184 EXEC COUNCIL","STATE AID","FAYETTE CITY OF","00002128911","GAX-583-165830090193-4-0","2015-09-30T00:00:00.000","GAX-583-165830090193-4-0","3","1","2015-09-30T00:00:00.000","640.95","STATE AID"
"227921522","2016","4","OCTOBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2015292T1002940-1-0","2015-10-15T00:00:00.000","GAX-655-GAXRU2015292T1002940-1-0","1","1","2015-10-15T00:00:00.000","12574.06","REFUND"
"228217622","2016","4","OCTOBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE CITY OF","00002128911","GAX-212-212CY295150102-1-0","2015-10-26T00:00:00.000","GAX-212-212CY295150102-1-0","1","1","2015-10-26T00:00:00.000","780","CITIES-LIQUOR SALES DIST."
"228352724","2016","4","OCTOBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ300335201500335-1-0","2015-10-27T00:00:00.000","GAX-625-625JJ300335201500335-1-0","1","1","2015-10-27T00:00:00.000","8315.88","REFUND - LOCAL OPTION SLS TAX"
"228874186","2016","5","NOVEMBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","OPEN ACCESS","STATE AID","FAYETTE CITY OF","00002128912","GAX-282-110415OA156-1-0","2015-11-05T00:00:00.000","GAX-282-110415OA156-1-0","1","1","2015-11-05T00:00:00.000","1326.14","STATE AID"
"229382608","2016","5","NOVEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2015321T1102940-1-0","2015-11-12T00:00:00.000","GAX-655-GAXRU2015321T1102940-1-0","1","1","2015-11-12T00:00:00.000","14303.1","REFUND"
"230198308","2016","5","NOVEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ329335201500335-1-0","2015-11-25T00:00:00.000","GAX-625-625JJ329335201500335-1-0","1","1","2015-11-25T00:00:00.000","8179.69","REFUND - LOCAL OPTION SLS TAX"
"230451248","2016","6","DECEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE CITY OF","00002128911","GAX-212-212CY335150079-1-0","2015-12-03T00:00:00.000","GAX-212-212CY335150079-1-0","1","1","2015-12-03T00:00:00.000","300","CITIES-LIQUOR SALES DIST."
"231022032","2016","6","DECEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2015349T1202940-1-0","2015-12-10T00:00:00.000","GAX-655-GAXRU2015349T1202940-1-0","1","1","2015-12-10T00:00:00.000","14437.3","REFUND"
"231380752","2016","6","DECEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE CITY OF","00002128911","GAX-212-212CY351150090-1-0","2015-12-18T00:00:00.000","GAX-212-212CY351150090-1-0","1","1","2015-12-18T00:00:00.000","390","CITIES-LIQUOR SALES DIST."
"231896420","2016","6","DECEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ363335201500335-1-0","2015-12-29T00:00:00.000","GAX-625-625JJ363335201500335-1-0","1","1","2015-12-29T00:00:00.000","8566.54","REFUND - LOCAL OPTION SLS TAX"
"232744090","2016","7","JANUARY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU201619T0102940-1-0","2016-01-14T00:00:00.000","GAX-655-GAXRU201619T0102940-1-0","1","1","2016-01-14T00:00:00.000","12032.96","REFUND"
"233560802","2016","7","JANUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ028335201600335-1-0","2016-01-28T00:00:00.000","GAX-625-625JJ028335201600335-1-0","1","1","2016-01-28T00:00:00.000","8566.56","REFUND - LOCAL OPTION SLS TAX"
"234361864","2016","8","FEBRUARY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU201647T0202940-1-0","2016-02-11T00:00:00.000","GAX-655-GAXRU201647T0202940-1-0","1","1","2016-02-11T00:00:00.000","13829.61","REFUND"
"235173276","2016","8","FEBRUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ056335201600335-1-0","2016-02-25T00:00:00.000","GAX-625-625JJ056335201600335-1-0","1","1","2016-02-25T00:00:00.000","7243.59","REFUND - LOCAL OPTION SLS TAX"
"235978144","2016","9","MARCH","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU201675T0302940-1-0","2016-03-10T00:00:00.000","GAX-655-GAXRU201675T0302940-1-0","1","1","2016-03-10T00:00:00.000","14187.6","REFUND"
"236186878","2016","9","MARCH","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE CITY OF","00002128911","GAX-212-212CY074160096-1-0","2016-03-15T00:00:00.000","GAX-212-212CY074160096-1-0","1","1","2016-03-15T00:00:00.000","390","CITIES-LIQUOR SALES DIST."
"236985279","2016","9","MARCH","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ089335201600335-1-0","2016-03-29T00:00:00.000","GAX-625-625JJ089335201600335-1-0","1","1","2016-03-29T00:00:00.000","7243.59","REFUND - LOCAL OPTION SLS TAX"
"237477734","2016","10","APRIL","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE CITY OF","00002128911","GAX-212-212CY095160098-1-0","2016-04-05T00:00:00.000","GAX-212-212CY095160098-1-0","1","1","2016-04-05T00:00:00.000","100","CITIES-LIQUOR SALES DIST."
"238176780","2016","10","APRIL","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2016110T0402940-1-0","2016-04-14T00:00:00.000","GAX-655-GAXRU2016110T0402940-1-0","1","1","2016-04-14T00:00:00.000","9839.85","REFUND"
"238853380","2016","10","APRIL","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ118335201600335-1-0","2016-04-28T00:00:00.000","GAX-625-625JJ118335201600335-1-0","1","1","2016-04-28T00:00:00.000","7243.6","REFUND - LOCAL OPTION SLS TAX"
"239722562","2016","11","MAY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2016137T0502940-1-0","2016-05-12T00:00:00.000","GAX-655-GAXRU2016137T0502940-1-0","1","1","2016-05-12T00:00:00.000","10590.21","REFUND"
"240501768","2016","11","MAY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ147335201600335-1-0","2016-05-26T00:00:00.000","GAX-625-625JJ147335201600335-1-0","1","1","2016-05-26T00:00:00.000","6696.49","REFUND - LOCAL OPTION SLS TAX"
"240870246","2016","12","JUNE","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE CITY OF","00002128911","GAX-212-212CY158160115-1-0","2016-06-07T00:00:00.000","GAX-212-212CY158160115-1-0","1","1","2016-06-07T00:00:00.000","465","CITIES-LIQUOR SALES DIST."
"241645316","2016","12","JUNE","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2016173T0602940-1-0","2016-06-16T00:00:00.000","GAX-655-GAXRU2016173T0602940-1-0","1","1","2016-06-16T00:00:00.000","14824.7","REFUND"
"242297710","2016","12","JUNE","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ180335201600335-1-0","2016-06-28T00:00:00.000","GAX-625-625JJ180335201600335-1-0","1","1","2016-06-28T00:00:00.000","6696.49","REFUND - LOCAL OPTION SLS TAX"
"264035578","2017","1","JUNE +30","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE CITY OF","00002128911","GAX-212-212CY187170113-1-0","2017-07-06T00:00:00.000","GAX-212-212CY187170113-1-0","1","1","2017-07-06T00:00:00.000","75","CITIES-LIQUOR SALES DIST."
"264329830","2017","1","JUNE +30","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2017199T0702940-1-0","2017-07-13T00:00:00.000","GAX-655-GAXRU2017199T0702940-1-0","1","1","2017-07-13T00:00:00.000","17334.83","REFUND"
"265329506","2017","1","JUNE +30","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ205335201700335-1-0","2017-07-25T00:00:00.000","GAX-625-625JJ205335201700335-1-0","1","1","2017-07-25T00:00:00.000","8078.58","REFUND - LOCAL OPTION SLS TAX"
"244987688","2017","2","AUGUST","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2016229T0802940-1-0","2016-08-11T00:00:00.000","GAX-655-GAXRU2016229T0802940-1-0","1","1","2016-08-11T00:00:00.000","18298.08","REFUND"
"245908926","2017","2","AUGUST","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ242334201600334-1-0","2016-08-29T00:00:00.000","GAX-625-625JJ242334201600334-1-0","1","1","2016-08-29T00:00:00.000","7939.4","REFUND - LOCAL OPTION SLS TAX"
"247186020","2017","3","SEPTEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2016264T0902940-1-0","2016-09-15T00:00:00.000","GAX-655-GAXRU2016264T0902940-1-0","1","1","2016-09-15T00:00:00.000","17255.48","REFUND"
"247762080","2017","3","SEPTEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ272334201600334-1-0","2016-09-28T00:00:00.000","GAX-625-625JJ272334201600334-1-0","1","1","2016-09-28T00:00:00.000","7939.4","REFUND - LOCAL OPTION SLS TAX"
"248091086","2017","4","OCTOBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE CITY OF","00002128911","GAX-212-212CY277160084-1-0","2016-10-05T00:00:00.000","GAX-212-212CY277160084-1-0","1","1","2016-10-05T00:00:00.000","390","CITIES-LIQUOR SALES DIST."
"248686110","2017","4","OCTOBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE CITY OF","00002128911","GAX-655-GAXRU2016292T1002940-1-0","2016-10-13T00:00:00.000","GAX-655-GAXRU2016292T1002940-1-0","1","1","2016-10-13T00:00:00.000","13301.49","REFUND"
"249025628","2017","4","OCTOBER","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0267","EMPG TERRORISM",,,"HMGP DR 4184 EXECUTIVE COUNCIL","STATE AID","FAYETTE CITY OF","00002128911","GAX-583-175830100347-1-0","2016-10-20T00:00:00.000","GAX-583-175830100347-1-0","2","1","2016-10-20T00:00:00.000","3737.59","STATE AID"
"249025624","2017","4","OCTOBER","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0257","HAZARD MITIGATION",,,"HMGP DR 4184 FEDERAL 97.039","STATE AID","FAYETTE CITY OF","00002128911","GAX-583-175830100347-1-0","2016-10-20T00:00:00.000","GAX-583-175830100347-1-0","1","1","2016-10-20T00:00:00.000","24858.74","FEDERAL PASS THROUGH"
"249488916","2017","4","OCTOBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE CITY OF","00002128911","GAX-625-625JJ301334201600334-1-0","2016-10-27T00:00:00.000","GAX-625-625JJ301334201600334-1-0","1","1","2016-10-27T00:00:00.000","7939.41","REFUND - LOCAL OPTION SLS TAX"
"249855482","2017","5","NOVEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE CITY OF","00002128911","GAX-212-212CY309160084-1-0","2016-11-04T00:00:00.000","GAX-212-212CY309160084-1-0","1","1","2016-11-04T00:00:00.000","300","CITIES-LIQUOR SALES DIST."
