"rec_no","fiscal_year","fiscal_year_period","accounting_period","service","department","fund_code","fund_name","appropriation_code","appropriation_name","program","expense_category","vendor","vendor_id","payment_id","payment_date","invoice_id","invoice_line","invoice_distribution_line","invoice_date","amount","description"
"184274306","2014","5","NOVEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2013323T1108860-1-0","2013-11-14T00:00:00.000","GAX-655-GAXRU2013323T1108860-1-0","1","1","2013-11-14T00:00:00.000","39751.1","REFUND"
"192944458","2014","10","APRIL","ADMINISTRATION AND REGULATION","STATE PUBLIC DEFENDER/DIA","0001","GENERAL FUND","Q60","PUBLIC DEFENDER","CEDAR RAPIDS OFFICE","OUTSIDE SERVICES","VINTON POLICE DEPT","00002130720","GAX-428-428BC104140200-11-0","2014-04-15T00:00:00.000","GAX-428-428BC104140200-11-0","2","1","2014-04-15T00:00:00.000","15","VIDEO PRODUCTION/DUPLICATION"
"200917996","2015","2","AUGUST","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY226140281-1-0","2014-08-20T00:00:00.000","GAX-212-212CY226140281-1-0","1","1","2014-08-20T00:00:00.000","992.5","CITIES-LIQUOR SALES DIST."
"188430912","2014","7","JANUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ029039201400039-1-0","2014-01-29T00:00:00.000","GAX-625-625JJ029039201400039-1-0","1","1","2014-01-29T00:00:00.000","27908.51","REFUND - LOCAL OPTION SLS TAX"
"181279132","2014","3","SEPTEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ269039201300039-1-0","2013-09-27T00:00:00.000","GAX-625-625JJ269039201300039-1-0","1","1","2013-09-27T00:00:00.000","26975.2","REFUND - LOCAL OPTION SLS TAX"
"189309772","2014","8","FEBRUARY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU201449T0208860-1-0","2014-02-13T00:00:00.000","GAX-655-GAXRU201449T0208860-1-0","1","1","2014-02-13T00:00:00.000","49907.99","REFUND"
"210505586","2015","6","DECEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY357140216-1-0","2014-12-29T00:00:00.000","GAX-212-212CY357140216-1-0","1","1","2014-12-29T00:00:00.000","617.5","CITIES-LIQUOR SALES DIST."
"180346064","2014","3","SEPTEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2013260T0908860-1-0","2013-09-12T00:00:00.000","GAX-655-GAXRU2013260T0908860-1-0","1","1","2013-09-12T00:00:00.000","47325","REFUND"
"207471176","2015","5","NOVEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY307140246-1-0","2014-11-06T00:00:00.000","GAX-212-212CY307140246-1-0","1","1","2014-11-06T00:00:00.000","692.5","CITIES-LIQUOR SALES DIST."
"208742948","2015","5","NOVEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ329039201400039-1-0","2014-11-25T00:00:00.000","GAX-625-625JJ329039201400039-1-0","1","1","2014-11-25T00:00:00.000","29454.75","REFUND - LOCAL OPTION SLS TAX"
"200470202","2015","2","AUGUST","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2014231T0808860-1-0","2014-08-14T00:00:00.000","GAX-655-GAXRU2014231T0808860-1-0","1","1","2014-08-14T00:00:00.000","59634.88","REFUND"
"197255074","2014","12","JUNE","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ177039201400039-1-0","2014-06-26T00:00:00.000","GAX-625-625JJ177039201400039-1-0","1","1","2014-06-26T00:00:00.000","26407.36","REFUND - LOCAL OPTION SLS TAX"
"183090520","2014","4","OCTOBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ302039201300039-1-0","2013-10-29T00:00:00.000","GAX-625-625JJ302039201300039-1-0","1","1","2013-10-29T00:00:00.000","26975.2","REFUND - LOCAL OPTION SLS TAX"
"210412362","2015","6","DECEMBER","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452015122307396-1-0","2014-12-24T00:00:00.000","GAX-645-6452015122307396-1-0","1","1","2014-12-24T00:00:00.000","32.06","ELECTRICITY"
"209651218","2015","6","DECEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2014350T1208860-1-0","2014-12-11T00:00:00.000","GAX-655-GAXRU2014350T1208860-1-0","1","1","2014-12-11T00:00:00.000","39483.44","REFUND"
"191855752","2014","9","MARCH","ADMINISTRATION AND REGULATION","STATE PUBLIC DEFENDER/DIA","0001","GENERAL FUND","Q60","PUBLIC DEFENDER","CEDAR RAPIDS OFFICE","OUTSIDE SERVICES","VINTON POLICE DEPT","00002130720","GAX-428-428DT0865001-3-0","2014-03-28T00:00:00.000","GAX-428-428DT0865001-3-0","1","1","2014-03-28T00:00:00.000","15","VIDEO PRODUCTION/DUPLICATION"
"178828638","2014","2","AUGUST","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2013232T0808860-1-0","2013-08-15T00:00:00.000","GAX-655-GAXRU2013232T0808860-1-0","1","1","2013-08-15T00:00:00.000","50974.55","REFUND"
"203927892","2015","3","SEPTEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ269039201400039-1-0","2014-09-26T00:00:00.000","GAX-625-625JJ269039201400039-1-0","1","1","2014-09-26T00:00:00.000","28998.15","REFUND - LOCAL OPTION SLS TAX"
"182062132","2014","4","OCTOBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2013288T1008860-1-0","2013-10-10T00:00:00.000","GAX-655-GAXRU2013288T1008860-1-0","1","1","2013-10-10T00:00:00.000","55639.7","REFUND"
"190956902","2014","9","MARCH","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU201477T0308860-1-0","2014-03-13T00:00:00.000","GAX-655-GAXRU201477T0308860-1-0","1","1","2014-03-13T00:00:00.000","49325.08","REFUND"
"194891388","2014","11","MAY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2014140T0508860-1-0","2014-05-15T00:00:00.000","GAX-655-GAXRU2014140T0508860-1-0","1","1","2014-05-15T00:00:00.000","24657.17","REFUND"
"189905606","2014","8","FEBRUARY","ADMINISTRATION AND REGULATION","IPERS","0791","IPERS FUND",,,"IPERS TRUST FUND","EMPLOYMENT BENEFITS","VINTON, CITY OF","00002130718","GAX-553-553BP045172-1-0","2014-02-20T00:00:00.000","GAX-553-553BP045172-1-0","1","1","2014-02-20T00:00:00.000","102.97","IPERS II - AFTER 1953"
"183776396","2014","5","NOVEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ310034201300034-1-0","2013-11-07T00:00:00.000","GAX-625-625JJ310034201300034-1-0","1","1","2013-11-07T00:00:00.000","5111.86","REFUND - LOCAL OPTION SLS TAX"
"175886128","2014","1","JULY","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY177130297-1-0","2013-07-09T00:00:00.000","GAX-212-212CY177130297-1-0","1","1","2013-07-09T00:00:00.000","617.5","CITIES-LIQUOR SALES DIST."
"180331124","2014","3","SEPTEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY254130272-1-0","2013-09-12T00:00:00.000","GAX-212-212CY254130272-1-0","1","1","2013-09-12T00:00:00.000","692.5","CITIES-LIQUOR SALES DIST."
"207479288","2015","5","NOVEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ310039201400039-1-0","2014-11-06T00:00:00.000","GAX-625-625JJ310039201400039-1-0","1","1","2014-11-06T00:00:00.000","32501.19","REFUND - LOCAL OPTION SLS TAX"
"185898372","2014","6","DECEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2013351T1208860-1-0","2013-12-12T00:00:00.000","GAX-655-GAXRU2013351T1208860-1-0","1","1","2013-12-12T00:00:00.000","41426.04","REFUND"
"201358450","2015","2","AUGUST","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ239039201400039-1-0","2014-08-27T00:00:00.000","GAX-625-625JJ239039201400039-1-0","1","1","2014-08-27T00:00:00.000","28998.15","REFUND - LOCAL OPTION SLS TAX"
"191800636","2014","9","MARCH","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ086039201400039-1-0","2014-03-27T00:00:00.000","GAX-625-625JJ086039201400039-1-0","1","1","2014-03-27T00:00:00.000","24502.49","REFUND - LOCAL OPTION SLS TAX"
"193553630","2014","10","APRIL","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ118039201400039-1-0","2014-04-28T00:00:00.000","GAX-625-625JJ118039201400039-1-0","1","1","2014-04-28T00:00:00.000","24502.49","REFUND - LOCAL OPTION SLS TAX"
"199412752","2014","12","JUNE +30","TRANSPORTATION","TRANSPORTATION, DEPT OF","0228","REVITALIZE IOWAS SOUND ECONOMY",,,"RISE - CITY","CAPITALS","VINTON, CITY OF","00002130718","GAX-645-6452015017192601-1-0","2014-07-28T00:00:00.000","GAX-645-6452015017192601-1-0","2","1","2014-07-28T00:00:00.000","231309.62","CONSTR HWY,BRDGS,RIGHT OF WAY"
"199651862","2014","12","JUNE +60","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY209140295-1-0","2014-08-04T00:00:00.000","GAX-212-212CY209140295-1-0","1","1","2014-08-04T00:00:00.000","75","CITIES-LIQUOR SALES DIST."
"207579424","2015","5","NOVEMBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","ENRICH IOWA","STATE AID","VINTON PUBLIC LIBRARY","00002130719","GAX-282-111014AC443-1-0","2014-11-10T00:00:00.000","GAX-282-111014AC443-1-0","1","1","2014-11-10T00:00:00.000","2112.05","STATE AID"
"199412748","2014","12","JUNE +30","TRANSPORTATION","TRANSPORTATION, DEPT OF","0148","OTHER FED FNDS-CITIES,CTYS",,,"OTHER FEDERAL FUNDS","CAPITALS","VINTON, CITY OF","00002130718","GAX-645-6452015017192601-1-0","2014-07-28T00:00:00.000","GAX-645-6452015017192601-1-0","1","1","2014-07-28T00:00:00.000","74447.22","CONSTR HWY,BRDGS,RIGHT OF WAY"
"185276170","2014","6","DECEMBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","INTER-LIBRARY LOAN REIMBURSEMENT","STATE AID","VINTON PUBLIC LIBRARY","00002130719","GAX-282-120313OA439-1-0","2013-12-04T00:00:00.000","GAX-282-120313OA439-1-0","1","1","2013-12-04T00:00:00.000","166.75","STATE AID"
"182626396","2014","4","OCTOBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","ENRICH IOWA","STATE AID","VINTON PUBLIC LIBRARY","00002130719","GAX-282-101613AC441-1-0","2013-10-16T00:00:00.000","GAX-282-101613AC441-1-0","1","1","2013-10-16T00:00:00.000","2075.43","STATE AID"
"185276166","2014","6","DECEMBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","OPEN ACCESS","STATE AID","VINTON PUBLIC LIBRARY","00002130719","GAX-282-120313OA439-1-0","2013-12-04T00:00:00.000","GAX-282-120313OA439-1-0","2","1","2013-12-04T00:00:00.000","1453.45","STATE AID"
"198443946","2014","12","JUNE +30","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2014196T0708860-1-0","2014-07-10T00:00:00.000","GAX-655-GAXRU2014196T0708860-1-0","1","1","2014-07-10T00:00:00.000","40559.66","REFUND"
"199466616","2014","12","JUNE +30","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ210039201400039-1-0","2014-07-29T00:00:00.000","GAX-625-625JJ210039201400039-1-0","1","1","2014-07-29T00:00:00.000","26407.38","REFUND - LOCAL OPTION SLS TAX"
"181240154","2014","3","SEPTEMBER","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0491","DIST # 1518/PUB ASST",,,"PA DR 4126 FEDERAL","STATE AID","VINTON, CITY OF","00002130718","GAX-583-14583263008-7-0","2013-09-26T00:00:00.000","GAX-583-14583263008-7-0","1","1","2013-09-26T00:00:00.000","9589.14","FEDERAL PASS THROUGH"
"184580732","2014","5","NOVEMBER","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0491","DIST # 1518/PUB ASST",,,"PA DR 4126 FEDERAL","STATE AID","VINTON, CITY OF","00002130718","GAX-583-14583318002-3-0","2013-11-20T00:00:00.000","GAX-583-14583318002-3-0","1","1","2013-11-20T00:00:00.000","4643.26","FEDERAL PASS THROUGH"
"181141884","2014","3","SEPTEMBER","JUSTICE SYSTEM","CORRECTIONS INDUSTRIES","0640","IOWA STATE INDUSTRIES",,,"REVENUE","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-250-0A8254091913-1-0","2013-09-24T00:00:00.000","GAX-250-0A8254091913-1-0","1","1","2013-09-24T00:00:00.000","58.25","REFUND"
"186886168","2014","7","JANUARY","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0267","EMPG TERRORISM",,,"PA DR 4126 EXEC COUNCIL","STATE AID","VINTON MUNICIAL","00002130721","GAX-583-14583364008-2-0","2014-01-02T00:00:00.000","GAX-583-14583364008-2-0","1","1","2014-01-02T00:00:00.000","892.99","STATE AID"
"183089432","2014","4","OCTOBER","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0491","DIST # 1518/PUB ASST",,,"PA DR 4126 FEDERAL","STATE AID","VINTON, CITY OF","00002130718","GAX-583-14583294007-1-0","2013-10-29T00:00:00.000","GAX-583-14583294007-1-0","1","1","2013-10-29T00:00:00.000","4340.63","FEDERAL PASS THROUGH"
"185326490","2014","6","DECEMBER","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0491","DIST # 1518/PUB ASST",,,"PA DR 4126 FEDERAL","STATE AID","VINTON MUNICIAL","00002130721","GAX-583-14583330008-5-0","2013-12-05T00:00:00.000","GAX-583-14583330008-5-0","1","1","2013-12-05T00:00:00.000","6697.4","FEDERAL PASS THROUGH"
"208819626","2015","5","NOVEMBER","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452015104290911-1-0","2014-11-26T00:00:00.000","GAX-645-6452015104290911-1-0","1","1","2014-11-26T00:00:00.000","35.57","ELECTRICITY"
"187801314","2014","7","JANUARY","TRANSPORTATION","TRANSPORTATION, DEPT OF","0148","OTHER FED FNDS-CITIES,CTYS",,,"OTHER FEDERAL FUNDS","CAPITALS","VINTON, CITY OF","00002130718","GAX-645-6452014137060628-1-0","2014-01-16T00:00:00.000","GAX-645-6452014137060628-1-0","1","1","2014-01-16T00:00:00.000","249412.13","CONSTR HWY,BRDGS,RIGHT OF WAY"
"190899348","2014","9","MARCH","TRANSPORTATION","TRANSPORTATION, DEPT OF","0017","IOWA INFRASTRUCTURE ACCOUNT","31S","GENERAL AVIATION AIRPORTS","GENERAL AVIATION AIRPORTS","STATE AID","VINTON, CITY OF","00002130718","GAX-645-6452014175106930-1-0","2014-03-12T00:00:00.000","GAX-645-6452014175106930-1-0","1","1","2014-03-12T00:00:00.000","140136","STATE AID"
"205935876","2015","4","OCTOBER","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452015080264751-1-0","2014-10-22T00:00:00.000","GAX-645-6452015080264751-1-0","1","1","2014-10-22T00:00:00.000","29.22","ELECTRICITY"
"187801310","2014","7","JANUARY","TRANSPORTATION","TRANSPORTATION, DEPT OF","0228","REVITALIZE IOWAS SOUND ECONOMY",,,"RISE - CITY","CAPITALS","VINTON, CITY OF","00002130718","GAX-645-6452014137060628-1-0","2014-01-16T00:00:00.000","GAX-645-6452014137060628-1-0","2","1","2014-01-16T00:00:00.000","86884.09","CONSTR HWY,BRDGS,RIGHT OF WAY"
"220343020","2015","12","JUNE","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY161150273-1-0","2015-06-19T00:00:00.000","GAX-212-212CY161150273-1-0","1","1","2015-06-19T00:00:00.000","617.5","CITIES-LIQUOR SALES DIST."
"218794626","2015","11","MAY","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452015225409148-1-0","2015-05-21T00:00:00.000","GAX-645-6452015225409148-1-0","1","1","2015-05-21T00:00:00.000","52.62","ELECTRICITY"
"216846044","2015","10","APRIL","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2015111T0408860-1-0","2015-04-16T00:00:00.000","GAX-655-GAXRU2015111T0408860-1-0","1","1","2015-04-16T00:00:00.000","37773.59","REFUND"
"210790376","2015","7","JANUARY","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","OPEN ACCESS","STATE AID","VINTON PUBLIC LIBRARY","00002130719","GAX-282-010515OA438-1-0","2015-01-06T00:00:00.000","GAX-282-010515OA438-1-0","1","1","2015-01-06T00:00:00.000","1648.27","STATE AID"
"222555352","2015","1","JUNE +30","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452016014444076-1-0","2015-07-21T00:00:00.000","GAX-645-6452016014444076-1-0","1","1","2015-07-21T00:00:00.000","45.45","ELECTRICITY"
"220648860","2015","12","JUNE","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452015247428533-1-0","2015-06-23T00:00:00.000","GAX-645-6452015247428533-1-0","1","1","2015-06-23T00:00:00.000","52.11","ELECTRICITY"
"222972302","2015","1","JUNE +30","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ209039201500039-1-0","2015-07-28T00:00:00.000","GAX-625-625JJ209039201500039-1-0","1","1","2015-07-28T00:00:00.000","29226.46","REFUND - LOCAL OPTION SLS TAX"
"213776996","2015","8","FEBRUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ056039201500039-1-0","2015-02-25T00:00:00.000","GAX-625-625JJ056039201500039-1-0","1","1","2015-02-25T00:00:00.000","26486.49","REFUND - LOCAL OPTION SLS TAX"
"220824486","2015","12","JUNE","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ177039201500039-1-0","2015-06-26T00:00:00.000","GAX-625-625JJ177039201500039-1-0","1","1","2015-06-26T00:00:00.000","29226.45","REFUND - LOCAL OPTION SLS TAX"
"222320330","2015","1","JUNE +30","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2015202T0708860-1-0","2015-07-16T00:00:00.000","GAX-655-GAXRU2015202T0708860-1-0","1","1","2015-07-16T00:00:00.000","54054.45","REFUND"
"215470676","2015","9","MARCH","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ086039201500039-1-0","2015-03-27T00:00:00.000","GAX-625-625JJ086039201500039-1-0","1","1","2015-03-27T00:00:00.000","26486.49","REFUND - LOCAL OPTION SLS TAX"
"220963576","2015","12","JUNE","AGRICULTURE AND NATURAL RESOURCES","NATURAL RESOURCES, DEPT OF","0253","FEDERAL AID PASSTHRU ACCOUNT",,,"FORESTRY FIRE PROTECTION-LOCAL","STATE AID","VINTON, CITY OF","00002130718","GAX-542-09062915874-12-0","2015-06-30T00:00:00.000","GAX-542-09062915874-12-0","1","1","2015-06-10T00:00:00.000","1308.95","AID TO OTHER LOCAL GOVERNMENTS"
"212148980","2015","7","JANUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ027039201500039-1-0","2015-01-28T00:00:00.000","GAX-625-625JJ027039201500039-1-0","1","1","2015-01-28T00:00:00.000","29454.77","REFUND - LOCAL OPTION SLS TAX"
"217367140","2015","10","APRIL","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452015208386876-1-0","2015-04-28T00:00:00.000","GAX-645-6452015208386876-1-0","1","1","2015-04-28T00:00:00.000","50.55","ELECTRICITY"
"214776814","2015","9","MARCH","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0267","EMPG TERRORISM",,,"PA DR 4016 NON-FEDERAL FUNDS","STATE AID","VINTON MUNICIAL","00002130721","GAX-583-15583071005-3-0","2015-03-16T00:00:00.000","GAX-583-15583071005-3-0","2","1","2015-03-16T00:00:00.000","97222.44","STATE AID"
"222264752","2015","1","JUNE +30","TRANSPORTATION","TRANSPORTATION, DEPT OF","0950","STATE AVIATION FUND",,,"STATE AVIATION FUND","STATE AID","VINTON, CITY OF","00002130718","GAX-645-6452016010442452-1-0","2015-07-15T00:00:00.000","GAX-645-6452016010442452-1-0","1","1","2015-07-15T00:00:00.000","51123","STATE AID"
